parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 35 | 855 | ((85*10)+5)=x | 85 10 * 5 + x = | 85:dollar 10:book *:dollar 5:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 80 | (85-(10-5))=x | 85 10 5 - - x = | 85:dollar 10:dollar 5:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 1275 | (85*(10+5))=x | 85 10 5 + * x = | 85:dollar 10:book 5:book +:book *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 100 | ((85+10)+5)=x | 85 10 + 5 + x = | 85:dollar 10:dollar +:dollar 5:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 90 | ((85+10)-5)=x | 85 10 + 5 - x = | 85:dollar 10:dollar +:dollar 5:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 170 | x=(85*(10/5)) | x 85 10 5 / * = | x:book 85:dollar 10:book 5:dollar /:book *:book =:book
EXPR: 0 | POS | INT | 11 | 35 | 70 | x=(85-(10+5)) | x 85 10 5 + - = | x:dollar 85:dollar 10:dollar 5:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 475 | ((85+10)*5)=x | 85 10 + 5 * x = | 85:book 10:book +:book 5:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 80 | x=(85-(10-5)) | x 85 10 5 - - = | x:dollar 85:dollar 10:dollar 5:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 17 | x=(85/(10-5)) | x 85 10 5 - / = | x:dollar 85:dollar 10:book 5:book -:book /:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 100 | x=(85+(10+5)) | x 85 10 5 + + = | x:dollar 85:dollar 10:dollar 5:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 100 | x=((85+10)+5) | x 85 10 + 5 + = | x:dollar 85:dollar 10:dollar +:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 90 | x=((85+10)-5) | x 85 10 + 5 - = | x:dollar 85:dollar 10:dollar +:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 70 | x=((85-10)-5) | x 85 10 - 5 - = | x:dollar 85:dollar 10:dollar -:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 170 | ((85*10)/5)=x | 85 10 * 5 / x = | 85:dollar 10:book *:book 5:dollar /:book x:book =:book
EXPR: 0 | POS | INT | 11 | 35 | 100 | (85+(10+5))=x | 85 10 5 + + x = | 85:dollar 10:dollar 5:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 170 | x=((85*10)/5) | x 85 10 * 5 / = | x:book 85:dollar 10:book *:book 5:dollar /:book =:book
EXPR: 0 | POS | INT | 11 | 35 | 90 | x=(85+(10-5)) | x 85 10 5 - + = | x:dollar 85:dollar 10:dollar 5:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 375 | ((85-10)*5)=x | 85 10 - 5 * x = | 85:book 10:book -:book 5:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 425 | (85*(10-5))=x | 85 10 5 - * x = | 85:dollar 10:book 5:book -:book *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 80 | ((85-10)+5)=x | 85 10 - 5 + x = | 85:dollar 10:dollar -:dollar 5:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 70 | ((85-10)-5)=x | 85 10 - 5 - x = | 85:dollar 10:dollar -:dollar 5:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 35 | 170 | (85*(10/5))=x | 85 10 5 / * x = | 85:dollar 10:book 5:dollar /:book *:book x:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 90 | (85+(10-x))=5 | 85 10 x - + 5 = | 85:dollar 10:dollar x:dollar -:dollar +:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 100 | (x-(85+10))=5 | x 85 10 + - 5 = | x:dollar 85:dollar 10:dollar +:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | (x-(85-10))=5 | x 85 10 - - 5 = | x:dollar 85:dollar 10:dollar -:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 375 | (x/(85-10))=5 | x 85 10 - / 5 = | x:dollar 85:book 10:book -:book /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 100 | x=((85+5)+10) | x 85 5 + 10 + = | x:dollar 85:dollar 5:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | ((x-85)+10)=5 | x 85 - 10 + 5 = | x:dollar 85:dollar -:dollar 10:dollar +:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 170 | (10*(85/5))=x | 10 85 5 / * x = | 10:book 85:dollar 5:book /:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | x=(85-(5-10)) | x 85 5 10 - - = | x:dollar 85:dollar 5:dollar 10:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 475 | (x/(85+10))=5 | x 85 10 + / 5 = | x:dollar 85:book 10:book +:book /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 845 | (85*10)=(5+x) | 85 10 * 5 x + = | 85:dollar 10:book *:dollar 5:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | 85=(x-(10-5)) | 85 x 10 5 - - = | 85:dollar x:dollar 10:dollar 5:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 170 | x=(10*(85/5)) | x 10 85 5 / * = | x:dollar 10:book 85:dollar 5:book /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 17 | 85=(x*(10-5)) | 85 x 10 5 - * = | 85:dollar x:dollar 10:book 5:book -:book *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 425 | 85=(x/(10-5)) | 85 x 10 5 - / = | 85:dollar x:dollar 10:book 5:book -:book /:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 70 | ((85-10)-x)=5 | 85 10 - x - 5 = | 85:dollar 10:dollar -:dollar x:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 845 | (85*10)=(x+5) | 85 10 * x 5 + = | 85:dollar 10:book *:dollar x:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 900 | x=(10*(85+5)) | x 10 85 5 + * = | x:book 10:book 85:dollar 5:dollar +:dollar *:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 80 | ((85+5)-10)=x | 85 5 + 10 - x = | 85:dollar 5:dollar +:dollar 10:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 100 | ((x-85)-10)=5 | x 85 - 10 - 5 = | x:dollar 85:dollar -:dollar 10:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 7 | 85=((10+x)*5) | 85 10 x + 5 * = | 85:dollar 10:book x:book +:book 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 135 | (x-85)=(10*5) | x 85 - 10 5 * = | x:dollar 85:dollar -:dollar 10:book 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 100 | x=(10+(85+5)) | x 10 85 5 + + = | x:dollar 10:dollar 85:dollar 5:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 800 | x=(10*(85-5)) | x 10 85 5 - * = | x:book 10:book 85:dollar 5:dollar -:dollar *:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 27 | 85=((x-10)*5) | 85 x 10 - 5 * = | 85:dollar x:book 10:book -:book 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 170 | 85=((x/10)*5) | 85 x 10 / 5 * = | 85:dollar x:dollar 10:book /:dollar 5:book *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | 85=(x+(10-5)) | 85 x 10 5 - + = | 85:dollar x:dollar 10:dollar 5:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 7 | 85=((x+10)*5) | 85 x 10 + 5 * = | 85:dollar x:book 10:book +:book 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 855 | (85*10)=(x-5) | 85 10 * x 5 - = | 85:dollar 10:book *:dollar x:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 70 | x=((85-5)-10) | x 85 5 - 10 - = | x:dollar 85:dollar 5:dollar -:dollar 10:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 12 | 35 | 35 | (85-x)=(10*5) | 85 x - 10 5 * = | 85:dollar x:dollar -:dollar 10:book 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | ((85-x)+10)=5 | 85 x - 10 + 5 = | 85:dollar x:dollar -:dollar 10:dollar +:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 70 | ((85-x)-10)=5 | 85 x - 10 - 5 = | 85:dollar x:dollar -:dollar 10:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 70 | 85=(x+(10+5)) | 85 x 10 5 + + = | 85:dollar x:dollar 10:dollar 5:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 7 | (85/(10+x))=5 | 85 10 x + / 5 = | 85:dollar 10:book x:book +:book /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | (85-(5-10))=x | 85 5 10 - - x = | 85:dollar 5:dollar 10:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | 85=(10-(5-x)) | 85 10 5 x - - = | 85:dollar 10:dollar 5:dollar x:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 900 | ((85+5)*10)=x | 85 5 + 10 * x = | 85:dollar 5:dollar +:dollar 10:book *:book x:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 70 | (85-(10+x))=5 | 85 10 x + - 5 = | 85:dollar 10:dollar x:dollar +:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 100 | 85=(x-(10+5)) | 85 x 10 5 + - = | 85:dollar x:dollar 10:dollar 5:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 70 | 85=((10+5)+x) | 85 10 5 + x + = | 85:dollar 10:dollar 5:dollar +:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | 85=((x+10)-5) | 85 x 10 + 5 - = | 85:dollar x:dollar 10:dollar +:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | 85=((10-5)+x) | 85 10 5 - x + = | 85:dollar 10:dollar 5:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 70 | 85=((x+10)+5) | 85 x 10 + 5 + = | 85:dollar x:dollar 10:dollar +:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | ((85+10)-x)=5 | 85 10 + x - 5 = | 85:dollar 10:dollar +:dollar x:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 900 | x=((85+5)*10) | x 85 5 + 10 * = | x:book 85:dollar 5:dollar +:dollar 10:book *:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 70 | (85-(x+10))=5 | 85 x 10 + - 5 = | 85:dollar x:dollar 10:dollar +:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 70 | 85=((10+x)+5) | 85 10 x + 5 + = | 85:dollar 10:dollar x:dollar +:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | 85=((10+x)-5) | 85 10 x + 5 - = | 85:dollar 10:dollar x:dollar +:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 70 | 85=(10+(5+x)) | 85 10 5 x + + = | 85:dollar 10:dollar 5:dollar x:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | x=((85+5)-10) | x 85 5 + 10 - = | x:dollar 85:dollar 5:dollar +:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | x=(85+(5-10)) | x 85 5 10 - + = | x:dollar 85:dollar 5:dollar 10:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 1275 | 85=(x/(10+5)) | 85 x 10 5 + / = | 85:dollar x:dollar 10:book 5:book +:book /:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 7 | (85/(x+10))=5 | 85 x 10 + / 5 = | 85:dollar x:book 10:book +:book /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 27 | (85/(x-10))=5 | 85 x 10 - / 5 = | 85:dollar x:book 10:book -:book /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | 85=(10+(x-5)) | 85 10 x 5 - + = | 85:dollar 10:dollar x:dollar 5:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 100 | ((85+5)+10)=x | 85 5 + 10 + x = | 85:dollar 5:dollar +:dollar 10:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 100 | 85=((x-10)-5) | 85 x 10 - 5 - = | 85:dollar x:dollar 10:dollar -:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 80 | (85+(5-10))=x | 85 5 10 - + x = | 85:dollar 5:dollar 10:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 170 | ((85/5)*10)=x | 85 5 / 10 * x = | 85:dollar 5:book /:dollar 10:book *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 170 | ((85/x)*10)=5 | 85 x / 10 * 5 = | 85:dollar x:book /:dollar 10:book *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | 85=((x-10)+5) | 85 x 10 - 5 + = | 85:dollar x:dollar 10:dollar -:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 170 | x=((85/5)*10) | x 85 5 / 10 * = | x:dollar 85:dollar 5:book /:dollar 10:book *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | x=((85-5)+10) | x 85 5 - 10 + = | x:dollar 85:dollar 5:dollar -:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 170 | ((85*10)/x)=5 | 85 10 * x / 5 = | 85:dollar 10:book *:book x:dollar /:book 5:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 170 | ((85*10)/x)=5 | 85 10 * x / 5 = | 85:dollar 10:book *:dollar x:book /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | x=(10+(85-5)) | x 10 85 5 - + = | x:dollar 10:dollar 85:dollar 5:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 17 | 85=((10-5)*x) | 85 10 5 - x * = | 85:dollar 10:book 5:book -:book x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | ((85-5)+10)=x | 85 5 - 10 + x = | 85:dollar 5:dollar -:dollar 10:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 800 | ((85-5)*10)=x | 85 5 - 10 * x = | 85:dollar 5:dollar -:dollar 10:book *:book x:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 70 | 85=(10+(x+5)) | 85 10 x 5 + + = | 85:dollar 10:dollar x:dollar 5:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 70 | ((85-5)-10)=x | 85 5 - 10 - x = | 85:dollar 5:dollar -:dollar 10:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 90 | (85-(x-10))=5 | 85 x 10 - - 5 = | 85:dollar x:dollar 10:dollar -:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 800 | x=((85-5)*10) | x 85 5 - 10 * = | x:book 85:dollar 5:dollar -:dollar 10:book *:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 90 | (10+(85-5))=x | 10 85 5 - + x = | 10:dollar 85:dollar 5:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 100 | (10+(85+5))=x | 10 85 5 + + x = | 10:dollar 85:dollar 5:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 35 | 900 | (10*(85+5))=x | 10 85 5 + * x = | 10:book 85:dollar 5:dollar +:dollar *:book x:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 800 | (10*(85-5))=x | 10 85 5 - * x = | 10:book 85:dollar 5:dollar -:dollar *:book x:book =:book
EXPR: 0 | POS | INT | 12 | 35 | 170 | (85*(10/x))=5 | 85 10 x / * 5 = | 85:dollar 10:book x:dollar /:book *:book 5:book =:book
EXPR: 0 | POS | INT | 13 | 35 | 100 | x=((85+5)+10) | x 85 5 + 10 + = | x:dollar 85:dollar 5:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 170 | (10*(85/5))=x | 10 85 5 / * x = | 10:book 85:dollar 5:book /:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 90 | x=(85-(5-10)) | x 85 5 10 - - = | x:dollar 85:dollar 5:dollar 10:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 170 | x=(10*(85/5)) | x 10 85 5 / * = | x:dollar 10:book 85:dollar 5:book /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 900 | x=(10*(85+5)) | x 10 85 5 + * = | x:book 10:book 85:dollar 5:dollar +:dollar *:book =:book
EXPR: 0 | POS | INT | 13 | 35 | 800 | x=(10*(85-5)) | x 10 85 5 - * = | x:book 10:book 85:dollar 5:dollar -:dollar *:book =:book
EXPR: 0 | POS | INT | 13 | 35 | 100 | x=(10+(85+5)) | x 10 85 5 + + = | x:dollar 10:dollar 85:dollar 5:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 80 | ((85+5)-10)=x | 85 5 + 10 - x = | 85:dollar 5:dollar +:dollar 10:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 90 | (85-(5-10))=x | 85 5 10 - - x = | 85:dollar 5:dollar 10:dollar -:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 900 | ((85+5)*10)=x | 85 5 + 10 * x = | 85:dollar 5:dollar +:dollar 10:book *:book x:book =:book
EXPR: 0 | POS | INT | 13 | 35 | 900 | x=((85+5)*10) | x 85 5 + 10 * = | x:book 85:dollar 5:dollar +:dollar 10:book *:book =:book
EXPR: 0 | POS | INT | 13 | 35 | 80 | x=((85+5)-10) | x 85 5 + 10 - = | x:dollar 85:dollar 5:dollar +:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 100 | ((85+5)+10)=x | 85 5 + 10 + x = | 85:dollar 5:dollar +:dollar 10:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 80 | (85+(5-10))=x | 85 5 10 - + x = | 85:dollar 5:dollar 10:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 170 | ((85/5)*10)=x | 85 5 / 10 * x = | 85:dollar 5:book /:dollar 10:book *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 170 | x=((85/5)*10) | x 85 5 / 10 * = | x:dollar 85:dollar 5:book /:dollar 10:book *:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 90 | x=((85-5)+10) | x 85 5 - 10 + = | x:dollar 85:dollar 5:dollar -:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 80 | x=(85+(5-10)) | x 85 5 10 - + = | x:dollar 85:dollar 5:dollar 10:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 70 | x=((85-5)-10) | x 85 5 - 10 - = | x:dollar 85:dollar 5:dollar -:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 90 | ((85-5)+10)=x | 85 5 - 10 + x = | 85:dollar 5:dollar -:dollar 10:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 800 | ((85-5)*10)=x | 85 5 - 10 * x = | 85:dollar 5:dollar -:dollar 10:book *:book x:book =:book
EXPR: 0 | POS | INT | 13 | 35 | 70 | ((85-5)-10)=x | 85 5 - 10 - x = | 85:dollar 5:dollar -:dollar 10:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 90 | x=(10+(85-5)) | x 10 85 5 - + = | x:dollar 10:dollar 85:dollar 5:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 90 | (10+(85-5))=x | 10 85 5 - + x = | 10:dollar 85:dollar 5:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 800 | x=((85-5)*10) | x 85 5 - 10 * = | x:book 85:dollar 5:dollar -:dollar 10:book *:book =:book
EXPR: 0 | POS | INT | 13 | 35 | 100 | (10+(85+5))=x | 10 85 5 + + x = | 10:dollar 85:dollar 5:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 13 | 35 | 900 | (10*(85+5))=x | 10 85 5 + * x = | 10:book 85:dollar 5:dollar +:dollar *:book x:book =:book
EXPR: 0 | POS | INT | 13 | 35 | 800 | (10*(85-5))=x | 10 85 5 - * x = | 10:book 85:dollar 5:dollar -:dollar *:book x:book =:book
EXPR: 0 | POS | INT | 14 | 35 | 170 | 85=((x*5)/10) | 85 x 5 * 10 / = | 85:dollar x:book 5:dollar *:dollar 10:book /:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 90 | (x-(85-5))=10 | x 85 5 - - 10 = | x:dollar 85:dollar 5:dollar -:dollar -:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 90 | (10+(85-x))=5 | 10 85 x - + 5 = | 10:dollar 85:dollar x:dollar -:dollar +:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 7 | 85=(5*(x+10)) | 85 5 x 10 + * = | 85:dollar 5:dollar x:book 10:book +:book *:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 83 | ((85-x)*5)=10 | 85 x - 5 * 10 = | 85:dollar x:dollar -:dollar 5:book *:book 10:book =:book
EXPR: 0 | POS | INT | 14 | 35 | 87 | ((x-85)*5)=10 | x 85 - 5 * 10 = | x:dollar 85:dollar -:dollar 5:book *:book 10:book =:book
EXPR: 0 | POS | INT | 14 | 35 | 80 | 10=((85-x)+5) | 10 85 x - 5 + = | 10:dollar 85:dollar x:dollar -:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 90 | ((10-x)+85)=5 | 10 x - 85 + 5 = | 10:dollar x:dollar -:dollar 85:dollar +:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 170 | 85=((x*5)/10) | 85 x 5 * 10 / = | 85:dollar x:dollar 5:book *:dollar 10:book /:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 170 | ((x/85)*5)=10 | x 85 / 5 * 10 = | x:book 85:dollar /:book 5:dollar *:book 10:book =:book
EXPR: 0 | POS | INT | 14 | 35 | 70 | ((85-5)-x)=10 | 85 5 - x - 10 = | 85:dollar 5:dollar -:dollar x:dollar -:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 100 | (x-(85+5))=10 | x 85 5 + - 10 = | x:dollar 85:dollar 5:dollar +:dollar -:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 90 | 85=(5-(10-x)) | 85 5 10 x - - = | 85:dollar 5:dollar 10:dollar x:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 80 | 10=(85+(5-x)) | 10 85 5 x - + = | 10:dollar 85:dollar 5:dollar x:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 8 | (x*10)=(85-5) | x 10 * 85 5 - = | x:dollar 10:book *:dollar 85:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 800 | (x/10)=(85-5) | x 10 / 85 5 - = | x:dollar 10:book /:dollar 85:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 100 | 10=(x-(85+5)) | 10 x 85 5 + - = | 10:dollar x:dollar 85:dollar 5:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 8 | (85-5)=(10*x) | 85 5 - 10 x * = | 85:dollar 5:dollar -:dollar 10:book x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 9 | (85+5)=(10*x) | 85 5 + 10 x * = | 85:dollar 5:dollar +:dollar 10:book x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 90 | 85=((x+5)-10) | 85 x 5 + 10 - = | 85:dollar x:dollar 5:dollar +:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 90 | 10=(x-(85-5)) | 10 x 85 5 - - = | 10:dollar x:dollar 85:dollar 5:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 70 | 10=(85-(x+5)) | 10 85 x 5 + - = | 10:dollar 85:dollar x:dollar 5:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 8 | (10*x)=(85-5) | 10 x * 85 5 - = | 10:book x:dollar *:dollar 85:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 9 | (10*x)=(85+5) | 10 x * 85 5 + = | 10:book x:dollar *:dollar 85:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 80 | ((85+5)-x)=10 | 85 5 + x - 10 = | 85:dollar 5:dollar +:dollar x:dollar -:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 83 | (10/(85-x))=5 | 10 85 x - / 5 = | 10:book 85:dollar x:dollar -:dollar /:book 5:book =:book
EXPR: 0 | POS | INT | 14 | 35 | 70 | 85=((x+5)+10) | 85 x 5 + 10 + = | 85:dollar x:dollar 5:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 80 | ((x+10)-85)=5 | x 10 + 85 - 5 = | x:dollar 10:dollar +:dollar 85:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 14 | 35 | 70 | 85=(5+(x+10)) | 85 5 x 10 + + = | 85:dollar 5:dollar x:dollar 10:dollar +:dollar +:dollar =:dollar
