parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 1 | POS | INT | 2 | 200 | 200 | 25.00=((x/96)*12) | 25.00 x 96 / 12 * = | 25.00:dollar x:dozen 96:house /:dozen 12:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 2100 | x=(25.00*(96-12)) | x 25.00 96 12 - * = | x:dozen 25.00:dollar 96:dozen 12:dozen -:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 200 | 200 | x=((25.00*96)/12) | x 25.00 96 * 12 / = | x:house 25.00:dollar 96:house *:house 12:dozen /:house =:house
EXPR: 1 | POS | INT | 20 | 200 | 200 | x=((25.00*96)/12) | x 25.00 96 * 12 / = | x:house 25.00:dozen 96:house *:house 12:dollar /:house =:house
EXPR: 0 | POS | INT | 20 | 200 | 2700 | x=(25.00*(96+12)) | x 25.00 96 12 + * = | x:dozen 25.00:dozen 96:house 12:house +:house *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 2700 | x=(25.00*(96+12)) | x 25.00 96 12 + * = | x:dozen 25.00:dollar 96:dozen 12:dozen +:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 2100 | x=(25.00*(96-12)) | x 25.00 96 12 - * = | x:house 25.00:dollar 96:house 12:house -:house *:house =:house
EXPR: 0 | POS | INT | 20 | 200 | 2388 | ((25.00*96)-12)=x | 25.00 96 * 12 - x = | 25.00:dollar 96:house *:house 12:house -:house x:house =:house
EXPR: 1 | POS | INT | 20 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:dozen 96:dollar *:dozen 12:dollar /:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:dozen 96:house *:dozen 12:house /:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 33 | x=(25.00+(96/12)) | x 25.00 96 12 / + = | x:dozen 25.00:dozen 96:dozen 12:dollar /:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 17 | x=(25.00-(96/12)) | x 25.00 96 12 / - = | x:dozen 25.00:dozen 96:dozen 12:dollar /:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 109 | x=(25.00+(96-12)) | x 25.00 96 12 - + = | x:dollar 25.00:dollar 96:dollar 12:dollar -:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 20 | 200 | 200 | (25.00*(96/12))=x | 25.00 96 12 / * x = | 25.00:house 96:dozen 12:dollar /:dozen *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 200 | 200 | x=(25.00*(96/12)) | x 25.00 96 12 / * = | x:dollar 25.00:dollar 96:dozen 12:dollar /:dozen *:dollar =:dollar
EXPR: 1 | POS | INT | 20 | 200 | 200 | (25.00*(96/12))=x | 25.00 96 12 / * x = | 25.00:dollar 96:dozen 12:house /:dozen *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 200 | 200 | x=(25.00*(96/12)) | x 25.00 96 12 / * = | x:dozen 25.00:dollar 96:dozen 12:house /:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 200 | 200 | x=(25.00*(96/12)) | x 25.00 96 12 / * = | x:dozen 25.00:house 96:dozen 12:dollar /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 2412 | ((25.00*96)+12)=x | 25.00 96 * 12 + x = | 25.00:dollar 96:dozen *:dollar 12:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 2100 | x=(25.00*(96-12)) | x 25.00 96 12 - * = | x:dozen 25.00:dozen 96:house 12:house -:house *:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 200 | 200 | x=(25.00*(96/12)) | x 25.00 96 12 / * = | x:dollar 25.00:dollar 96:house 12:dozen /:house *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 1177 | x=(25.00+(96*12)) | x 25.00 96 12 * + = | x:dozen 25.00:dozen 96:dozen 12:dollar *:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 133 | x=(25.00+(96+12)) | x 25.00 96 12 + + = | x:dollar 25.00:dollar 96:dollar 12:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 2412 | ((25.00*96)+12)=x | 25.00 96 * 12 + x = | 25.00:dollar 96:dozen *:dozen 12:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 1452 | x=((25.00+96)*12) | x 25.00 96 + 12 * = | x:dozen 25.00:house 96:house +:house 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 1452 | x=((25.00+96)*12) | x 25.00 96 + 12 * = | x:dozen 25.00:dollar 96:dollar +:dollar 12:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 20 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:dollar 96:house *:dollar 12:house /:dollar x:dollar =:dollar
EXPR: 1 | POS | INT | 20 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:dollar 96:house *:dollar 12:dozen /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 1452 | ((25.00+96)*12)=x | 25.00 96 + 12 * x = | 25.00:house 96:house +:house 12:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 1452 | ((25.00+96)*12)=x | 25.00 96 + 12 * x = | 25.00:dollar 96:dollar +:dollar 12:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 20 | 200 | 1452 | x=((25.00+96)*12) | x 25.00 96 + 12 * = | x:dollar 25.00:house 96:house +:house 12:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 109 | x=((25.00+96)-12) | x 25.00 96 + 12 - = | x:dollar 25.00:dollar 96:dollar +:dollar 12:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 2700 | x=(25.00*(96+12)) | x 25.00 96 12 + * = | x:dollar 25.00:dollar 96:house 12:house +:house *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 1452 | x=((25.00+96)*12) | x 25.00 96 + 12 * = | x:house 25.00:house 96:house +:house 12:dollar *:house =:house
EXPR: 0 | POS | INT | 20 | 200 | 133 | x=((25.00+96)+12) | x 25.00 96 + 12 + = | x:dollar 25.00:dollar 96:dollar +:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 1177 | x=(25.00+(96*12)) | x 25.00 96 12 * + = | x:house 25.00:house 96:house 12:dollar *:house +:house =:house
EXPR: 0 | POS | INT | 20 | 200 | 33 | x=(25.00+(96/12)) | x 25.00 96 12 / + = | x:house 25.00:house 96:house 12:dollar /:house +:house =:house
EXPR: 0 | POS | INT | 20 | 200 | 1177 | (25.00+(96*12))=x | 25.00 96 12 * + x = | 25.00:dollar 96:dozen 12:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 200 | 2388 | x=((25.00*96)-12) | x 25.00 96 * 12 - = | x:dozen 25.00:dozen 96:house *:dozen 12:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 2412 | ((25.00*96)+12)=x | 25.00 96 * 12 + x = | 25.00:dollar 96:house *:house 12:house +:house x:house =:house
EXPR: 0 | POS | INT | 21 | 200 | 1452 | x=((25.00+96)*12) | x 25.00 96 + 12 * = | x:dozen 25.00:dozen 96:dozen +:dozen 12:dollar *:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:dollar 96:dozen *:dozen 12:house /:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 2412 | x=((25.00*96)+12) | x 25.00 96 * 12 + = | x:house 25.00:dollar 96:house *:house 12:house +:house =:house
EXPR: 0 | POS | INT | 21 | 200 | 2100 | x=(25.00*(96-12)) | x 25.00 96 12 - * = | x:dozen 25.00:dollar 96:dozen 12:dozen -:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:house 96:dozen *:dozen 12:dollar /:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 1452 | ((25.00+96)*12)=x | 25.00 96 + 12 * x = | 25.00:dozen 96:dozen +:dozen 12:dollar *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 2700 | x=(25.00*(96+12)) | x 25.00 96 12 + * = | x:dozen 25.00:dozen 96:house 12:house +:house *:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | x=((25.00*96)/12) | x 25.00 96 * 12 / = | x:house 25.00:dollar 96:house *:house 12:dozen /:house =:house
EXPR: 1 | POS | INT | 21 | 200 | 200 | x=((25.00*96)/12) | x 25.00 96 * 12 / = | x:house 25.00:dozen 96:house *:house 12:dollar /:house =:house
EXPR: 0 | POS | INT | 21 | 200 | 2100 | x=(25.00*(96-12)) | x 25.00 96 12 - * = | x:house 25.00:dollar 96:house 12:house -:house *:house =:house
EXPR: 0 | POS | INT | 21 | 200 | 2388 | ((25.00*96)-12)=x | 25.00 96 * 12 - x = | 25.00:dollar 96:house *:house 12:house -:house x:house =:house
EXPR: 0 | POS | INT | 21 | 200 | 2700 | x=(25.00*(96+12)) | x 25.00 96 12 + * = | x:dozen 25.00:dollar 96:dozen 12:dozen +:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 33 | x=(25.00+(96/12)) | x 25.00 96 12 / + = | x:dozen 25.00:dozen 96:dozen 12:dollar /:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 17 | x=(25.00-(96/12)) | x 25.00 96 12 / - = | x:dozen 25.00:dozen 96:dozen 12:dollar /:dozen -:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:dozen 96:dollar *:dozen 12:dollar /:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:dozen 96:house *:dozen 12:house /:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | x=(25.00*(96/12)) | x 25.00 96 12 / * = | x:dollar 25.00:dollar 96:dozen 12:dollar /:dozen *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 200 | 109 | x=(25.00+(96-12)) | x 25.00 96 12 - + = | x:dollar 25.00:dollar 96:dollar 12:dollar -:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 21 | 200 | 200 | (25.00*(96/12))=x | 25.00 96 12 / * x = | 25.00:house 96:dozen 12:dollar /:dozen *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | (25.00*(96/12))=x | 25.00 96 12 / * x = | 25.00:dollar 96:dozen 12:house /:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 1177 | x=(25.00+(96*12)) | x 25.00 96 12 * + = | x:dozen 25.00:dozen 96:house 12:dozen *:dozen +:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | x=(25.00*(96/12)) | x 25.00 96 12 / * = | x:dozen 25.00:dollar 96:dozen 12:house /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 2412 | ((25.00*96)+12)=x | 25.00 96 * 12 + x = | 25.00:dollar 96:dozen *:dollar 12:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 200 | 2100 | x=(25.00*(96-12)) | x 25.00 96 12 - * = | x:dozen 25.00:dozen 96:house 12:house -:house *:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | x=(25.00*(96/12)) | x 25.00 96 12 / * = | x:dollar 25.00:dollar 96:house 12:dozen /:house *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 200 | 133 | x=(25.00+(96+12)) | x 25.00 96 12 + + = | x:dollar 25.00:dollar 96:dollar 12:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 200 | 2412 | ((25.00*96)+12)=x | 25.00 96 * 12 + x = | 25.00:dollar 96:dozen *:dozen 12:dozen +:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 1452 | x=((25.00+96)*12) | x 25.00 96 + 12 * = | x:dozen 25.00:house 96:house +:house 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 1177 | x=(25.00+(96*12)) | x 25.00 96 12 * + = | x:dozen 25.00:dozen 96:dozen 12:dollar *:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 1452 | x=((25.00+96)*12) | x 25.00 96 + 12 * = | x:dozen 25.00:dollar 96:dollar +:dollar 12:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:dollar 96:house *:dollar 12:house /:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 200 | 1452 | x=((25.00+96)*12) | x 25.00 96 + 12 * = | x:dollar 25.00:house 96:house +:house 12:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 200 | 1452 | ((25.00+96)*12)=x | 25.00 96 + 12 * x = | 25.00:house 96:house +:house 12:dozen *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 200 | 200 | ((25.00*96)/12)=x | 25.00 96 * 12 / x = | 25.00:dollar 96:house *:house 12:dozen /:house x:house =:house
EXPR: 0 | POS | INT | 21 | 200 | 2388 | ((25.00*96)-12)=x | 25.00 96 * 12 - x = | 25.00:dollar 96:dozen *:dozen 12:dozen -:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 1452 | ((25.00+96)*12)=x | 25.00 96 + 12 * x = | 25.00:dollar 96:dollar +:dollar 12:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 2388 | x=((25.00*96)-12) | x 25.00 96 * 12 - = | x:house 25.00:dollar 96:house *:house 12:house -:house =:house
EXPR: 0 | POS | INT | 21 | 200 | 2700 | x=(25.00*(96+12)) | x 25.00 96 12 + * = | x:dollar 25.00:dollar 96:house 12:house +:house *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 200 | 109 | x=((25.00+96)-12) | x 25.00 96 + 12 - = | x:dollar 25.00:dollar 96:dollar +:dollar 12:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 21 | 200 | 200 | x=(25.00*(96/12)) | x 25.00 96 12 / * = | x:dozen 25.00:house 96:dozen 12:dollar /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 200 | 1452 | x=((25.00+96)*12) | x 25.00 96 + 12 * = | x:house 25.00:house 96:house +:house 12:dollar *:house =:house
EXPR: 0 | POS | INT | 21 | 200 | 33 | x=(25.00+(96/12)) | x 25.00 96 12 / + = | x:house 25.00:house 96:house 12:dollar /:house +:house =:house
EXPR: 0 | POS | INT | 21 | 200 | 1177 | x=(25.00+(96*12)) | x 25.00 96 12 * + = | x:house 25.00:house 96:house 12:dollar *:house +:house =:house
EXPR: 1 | POS | INT | 22 | 200 | 200 | x=(96*(25.00/12)) | x 96 25.00 12 / * = | x:dozen 96:dozen 25.00:dollar 12:dozen /:dollar *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 852 | x=((96-25.00)*12) | x 96 25.00 - 12 * = | x:dozen 96:dollar 25.00:dollar -:dollar 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 204 | 25.00=((96+x)/12) | 25.00 96 x + 12 / = | 25.00:house 96:house x:house +:house 12:dollar /:house =:house
EXPR: 0 | POS | INT | 22 | 200 | 2388 | ((25.00*96)-x)=12 | 25.00 96 * x - 12 = | 25.00:dozen 96:house *:dozen x:dozen -:dozen 12:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 200 | 200 | x=((25.00/12)*96) | x 25.00 12 / 96 * = | x:house 25.00:dollar 12:dozen /:dollar 96:house *:house =:house
EXPR: 1 | POS | INT | 22 | 200 | 200 | 25.00=((x/96)*12) | 25.00 x 96 / 12 * = | 25.00:dollar x:dollar 96:house /:dollar 12:house *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 109 | ((25.00-x)+96)=12 | 25.00 x - 96 + 12 = | 25.00:dollar x:dollar -:dollar 96:dollar +:dollar 12:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 200 | 200 | ((25.00/x)*96)=12 | 25.00 x / 96 * 12 = | 25.00:dollar x:house /:dollar 96:dozen *:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 852 | 25.00=(96-(x/12)) | 25.00 96 x 12 / - = | 25.00:house 96:house x:house 12:dollar /:house -:house =:house
EXPR: 0 | POS | INT | 22 | 200 | 204 | x=((25.00*12)-96) | x 25.00 12 * 96 - = | x:dozen 25.00:dollar 12:dozen *:dozen 96:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 396 | x=((25.00*12)+96) | x 25.00 12 * 96 + = | x:dozen 25.00:dollar 12:dozen *:dozen 96:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 1248 | x=((25.00-12)*96) | x 25.00 12 - 96 * = | x:dozen 25.00:dozen 12:dozen -:dozen 96:house *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 3552 | x=((25.00+12)*96) | x 25.00 12 + 96 * = | x:dozen 25.00:dozen 12:dozen +:dozen 96:house *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 3552 | ((25.00+12)*96)=x | 25.00 12 + 96 * x = | 25.00:dozen 12:dozen +:dozen 96:house *:dozen x:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 200 | 200 | ((25.00/12)*96)=x | 25.00 12 / 96 * x = | 25.00:dollar 12:dozen /:dollar 96:house *:house x:house =:house
EXPR: 0 | POS | INT | 22 | 200 | 83 | x=((96-25.00)+12) | x 96 25.00 - 12 + = | x:dollar 96:dollar 25.00:dollar -:dollar 12:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 200 | 200 | ((25.00/x)*96)=12 | 25.00 x / 96 * 12 = | 25.00:house x:dozen /:house 96:dollar *:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 1248 | ((25.00-12)*96)=x | 25.00 12 - 96 * x = | 25.00:dozen 12:dozen -:dozen 96:house *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 204 | x=((25.00*12)-96) | x 25.00 12 * 96 - = | x:house 25.00:dollar 12:house *:house 96:house -:house =:house
EXPR: 0 | POS | INT | 22 | 200 | 396 | x=((25.00*12)+96) | x 25.00 12 * 96 + = | x:house 25.00:dollar 12:house *:house 96:house +:house =:house
EXPR: 1 | POS | INT | 22 | 200 | 200 | ((25.00/12)*96)=x | 25.00 12 / 96 * x = | 25.00:dollar 12:house /:dollar 96:house *:house x:house =:house
EXPR: 0 | POS | INT | 22 | 200 | 83 | 25.00=((96+12)-x) | 25.00 96 12 + x - = | 25.00:dollar 96:dollar 12:dollar +:dollar x:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 200 | 200 | x=((25.00/12)*96) | x 25.00 12 / 96 * = | x:house 25.00:dollar 12:house /:dollar 96:house *:house =:house
EXPR: 1 | POS | INT | 22 | 200 | 200 | (25.00*(96/x))=12 | 25.00 96 x / * 12 = | 25.00:dollar 96:dozen x:dollar /:dozen *:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 2412 | (25.00*96)=(x-12) | 25.00 96 * x 12 - = | 25.00:dollar 96:house *:dollar x:dollar 12:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 2388 | (25.00*96)=(x+12) | 25.00 96 * x 12 + = | 25.00:dollar 96:house *:dollar x:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 17 | 25.00=((96/12)+x) | 25.00 96 12 / x + = | 25.00:dozen 96:dozen 12:dollar /:dozen x:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 1177 | ((x-25.00)/96)=12 | x 25.00 - 96 / 12 = | x:dozen 25.00:dozen -:dozen 96:house /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 1248 | 25.00=((x/96)+12) | 25.00 x 96 / 12 + = | 25.00:dollar x:dollar 96:dozen /:dollar 12:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 200 | 200 | (25.00*96)=(12*x) | 25.00 96 * 12 x * = | 25.00:dollar 96:house *:house 12:dollar x:house *:house =:house
EXPR: 0 | POS | INT | 22 | 200 | 1127 | 25.00=((96*12)-x) | 25.00 96 12 * x - = | 25.00:dozen 96:house 12:dozen *:dozen x:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 1127 | ((25.00+x)/96)=12 | 25.00 x + 96 / 12 = | 25.00:dollar x:dollar +:dollar 96:dozen /:dollar 12:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 200 | 200 | (25.00*96)=(12*x) | 25.00 96 * 12 x * = | 25.00:dozen 96:house *:dozen 12:dollar x:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 1127 | (x+25.00)=(96*12) | x 25.00 + 96 12 * = | x:dollar 25.00:dollar +:dollar 96:house 12:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 1177 | (x-25.00)=(96*12) | x 25.00 - 96 12 * = | x:dollar 25.00:dollar -:dollar 96:house 12:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 1248 | x=(96*(25.00-12)) | x 96 25.00 12 - * = | x:dollar 96:dozen 25.00:dollar 12:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 83 | 25.00=(96-(x-12)) | 25.00 96 x 12 - - = | 25.00:dollar 96:dollar x:dollar 12:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 59 | 25.00=(96-(x+12)) | 25.00 96 x 12 + - = | 25.00:dollar 96:dollar x:dollar 12:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 3552 | x=(96*(25.00+12)) | x 96 25.00 12 + * = | x:dozen 96:house 25.00:dozen 12:dozen +:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 109 | x=(96+(25.00-12)) | x 96 25.00 12 - + = | x:dollar 96:dollar 25.00:dollar 12:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 133 | x=((25.00+12)+96) | x 25.00 12 + 96 + = | x:dollar 25.00:dollar 12:dollar +:dollar 96:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 396 | x=(96+(25.00*12)) | x 96 25.00 12 * + = | x:dozen 96:dozen 25.00:dollar 12:dozen *:dozen +:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 200 | 200 | x=(96*(25.00/12)) | x 96 25.00 12 / * = | x:dozen 96:dozen 25.00:house 12:dollar /:house *:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 200 | 200 | x=((25.00/12)*96) | x 25.00 12 / 96 * = | x:dozen 25.00:dollar 12:house /:dollar 96:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 83 | (25.00-(96-x))=12 | 25.00 96 x - - 12 = | 25.00:dollar 96:dollar x:dollar -:dollar -:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 2388 | (25.00*96)=(12+x) | 25.00 96 * 12 x + = | 25.00:dollar 96:house *:dollar 12:dollar x:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 200 | 200 | x=((25.00/12)*96) | x 25.00 12 / 96 * = | x:dozen 25.00:dollar 12:dozen /:dollar 96:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 200 | 200 | x=(96*(25.00/12)) | x 96 25.00 12 / * = | x:dozen 96:dozen 25.00:dollar 12:house /:dollar *:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 200 | 200 | 25.00=((x/96)*12) | 25.00 x 96 / 12 * = | 25.00:dollar x:dollar 96:house /:dollar 12:dozen *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 3552 | 25.00=((x/96)-12) | 25.00 x 96 / 12 - = | 25.00:dollar x:dollar 96:dozen /:dollar 12:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 200 | 2100 | 25.00=(x/(96-12)) | 25.00 x 96 12 - / = | 25.00:dollar x:dollar 96:house 12:house -:house /:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 200 | 200 | (25.00*96)=(x*12) | 25.00 96 * x 12 * = | 25.00:dollar 96:house *:house x:dozen 12:house *:house =:house
EXPR: 1 | POS | INT | 22 | 200 | 200 | x=((25.00/12)*96) | x 25.00 12 / 96 * = | x:dozen 25.00:house 12:dollar /:house 96:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 200 | 83 | ((25.00+x)-96)=12 | 25.00 x + 96 - 12 = | 25.00:dollar x:dollar +:dollar 96:dollar -:dollar 12:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 200 | 200 | 25.00=((x/96)*12) | 25.00 x 96 / 12 * = | 25.00:house x:dozen 96:house /:dozen 12:house *:house =:house
EXPR: 0 | POS | INT | 22 | 200 | 2700 | 25.00=(x/(96+12)) | 25.00 x 96 12 + / = | 25.00:dollar x:dollar 96:house 12:house +:house /:dollar =:dollar
NET 285 non-negative, integer-valued solutions found out of 1000 total solutions
