parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 14 | 8 | ((5+6)-3)=x | 5 6 + 3 - x = | 5:cake 6:cake +:cake 3:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 5 | 14 | 4 | (3-(5-6))=x | 3 5 6 - - x = | 3:cake 5:cake 6:cake -:cake -:cake x:cake =:cake
EXPR: 1 | POS | INT | 5 | 14 | 14 | (3+(5+6))=x | 3 5 6 + + x = | 3:cake 5:cake 6:cake +:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 5 | 14 | 4 | x=(6+(3-5)) | x 6 3 5 - + = | x:cake 6:cake 3:cake 5:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 5 | 14 | 2 | (3+(5-6))=x | 3 5 6 - + x = | 3:cake 5:cake 6:cake -:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 5 | 14 | 8 | x=(6-(3-5)) | x 6 3 5 - - = | x:cake 6:cake 3:cake 5:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 5 | 14 | 4 | ((6+3)-5)=x | 6 3 + 5 - x = | 6:cake 3:cake +:cake 5:cake -:cake x:cake =:cake
EXPR: 1 | POS | INT | 5 | 14 | 14 | x=(3+(5+6)) | x 3 5 6 + + = | x:cake 3:cake 5:cake 6:cake +:cake +:cake =:cake
EXPR: 0 | POS | INT | 5 | 14 | 2 | x=(3+(5-6)) | x 3 5 6 - + = | x:cake 3:cake 5:cake 6:cake -:cake +:cake =:cake
EXPR: 1 | POS | INT | 5 | 14 | 14 | ((6+3)+5)=x | 6 3 + 5 + x = | 6:cake 3:cake +:cake 5:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 5 | 14 | 4 | x=(3-(5-6)) | x 3 5 6 - - = | x:cake 3:cake 5:cake 6:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 8 | (6-(3-5))=x | 6 3 5 - - x = | 6:cake 3:cake 5:cake -:cake -:cake x:cake =:cake
EXPR: 1 | POS | INT | 6 | 14 | 14 | x=((6+3)+5) | x 6 3 + 5 + = | x:cake 6:cake 3:cake +:cake 5:cake +:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 4 | x=((6+3)-5) | x 6 3 + 5 - = | x:cake 6:cake 3:cake +:cake 5:cake -:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 4 | (6+(3-5))=x | 6 3 5 - + x = | 6:cake 3:cake 5:cake -:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 4 | x=((3-5)+6) | x 3 5 - 6 + = | x:cake 3:cake 5:cake -:cake 6:cake +:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 8 | x=((6-3)+5) | x 6 3 - 5 + = | x:cake 6:cake 3:cake -:cake 5:cake +:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 8 | ((6-3)+5)=x | 6 3 - 5 + x = | 6:cake 3:cake -:cake 5:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 4 | ((3-5)+6)=x | 3 5 - 6 + x = | 3:cake 5:cake -:cake 6:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 4 | (3-(5-6))=x | 3 5 6 - - x = | 3:cake 5:cake 6:cake -:cake -:cake x:cake =:cake
EXPR: 1 | POS | INT | 6 | 14 | 14 | (3+(5+6))=x | 3 5 6 + + x = | 3:cake 5:cake 6:cake +:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 4 | x=(6+(3-5)) | x 6 3 5 - + = | x:cake 6:cake 3:cake 5:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 2 | (3+(5-6))=x | 3 5 6 - + x = | 3:cake 5:cake 6:cake -:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 8 | x=(6-(3-5)) | x 6 3 5 - - = | x:cake 6:cake 3:cake 5:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 4 | ((6+3)-5)=x | 6 3 + 5 - x = | 6:cake 3:cake +:cake 5:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 2 | x=(3+(5-6)) | x 3 5 6 - + = | x:cake 3:cake 5:cake 6:cake -:cake +:cake =:cake
EXPR: 1 | POS | INT | 6 | 14 | 14 | x=(3+(5+6)) | x 3 5 6 + + = | x:cake 3:cake 5:cake 6:cake +:cake +:cake =:cake
EXPR: 1 | POS | INT | 6 | 14 | 14 | ((6+3)+5)=x | 6 3 + 5 + x = | 6:cake 3:cake +:cake 5:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 6 | 14 | 4 | x=(3-(5-6)) | x 3 5 6 - - = | x:cake 3:cake 5:cake 6:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 6=(3+(x-5)) | 6 3 x 5 - + = | 6:cake 3:cake x:cake 5:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 10 | 6=(3*(x/5)) | 6 3 x 5 / * = | 6:cake 3:cake x:NONE 5:cake /:NONE *:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 3=((5+6)-x) | 3 5 6 + x - = | 3:cake 5:cake 6:cake +:cake x:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | 6=(3+(5-x)) | 6 3 5 x - + = | 6:cake 3:cake 5:cake x:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | (3-(x-5))=6 | 3 x 5 - - 6 = | 3:cake x:cake 5:cake -:cake -:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | (x+(3-5))=6 | x 3 5 - + 6 = | x:cake 3:cake 5:cake -:cake +:cake 6:cake =:cake
EXPR: 1 | POS | INT | 7 | 14 | 14 | (x-(6+3))=5 | x 6 3 + - 5 = | x:cake 6:cake 3:cake +:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | 3=((x-5)+6) | 3 x 5 - 6 + = | 3:cake x:cake 5:cake -:cake 6:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | (6-(x-3))=5 | 6 x 3 - - 5 = | 6:cake x:cake 3:cake -:cake -:cake 5:cake =:cake
EXPR: 1 | POS | INT | 7 | 14 | 14 | 3=((x-5)-6) | 3 x 5 - 6 - = | 3:cake x:cake 5:cake -:cake 6:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 6=((3-5)+x) | 6 3 5 - x + = | 6:cake 3:cake 5:cake -:cake x:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 3 | 3=(5-(6/x)) | 3 5 6 x / - = | 3:cake 5:cake 6:cake x:NONE /:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | (6+(x-3))=5 | 6 x 3 - + 5 = | 6:cake x:cake 3:cake -:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | 3=(5-(6-x)) | 3 5 6 x - - = | 3:cake 5:cake 6:cake x:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 3=((5-x)+6) | 3 5 x - 6 + = | 3:cake 5:cake x:cake -:cake 6:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | x=((3-6)+5) | x 3 6 - 5 + = | x:cake 3:cake 6:cake -:cake 5:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | (3+(x-5))=6 | 3 x 5 - + 6 = | 3:cake x:cake 5:cake -:cake +:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 3=(5+(6-x)) | 3 5 6 x - + = | 3:cake 5:cake 6:cake x:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | (x-(3-5))=6 | x 3 5 - - 6 = | x:cake 3:cake 5:cake -:cake -:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | (x+(6-3))=5 | x 6 3 - + 5 = | x:cake 6:cake 3:cake -:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 3 | (6-(3/x))=5 | 6 3 x / - 5 = | 6:cake 3:cake x:NONE /:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 3 | 6=((3/x)+5) | 6 3 x / 5 + = | 6:cake 3:cake x:NONE /:cake 5:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 10 | (3*(x/5))=6 | 3 x 5 / * 6 = | 3:cake x:NONE 5:cake /:NONE *:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 3 | ((3/x)+5)=6 | 3 x / 5 + 6 = | 3:cake x:NONE /:cake 5:cake +:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | 3=((x+5)-6) | 3 x 5 + 6 - = | 3:cake x:cake 5:cake +:cake 6:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 6=((3+x)-5) | 6 3 x + 5 - = | 6:cake 3:cake x:cake +:cake 5:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | (x-(6-3))=5 | x 6 3 - - 5 = | x:cake 6:cake 3:cake -:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | (3-(6-5))=x | 3 6 5 - - x = | 3:cake 6:cake 5:cake -:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | ((3-x)+5)=6 | 3 x - 5 + 6 = | 3:cake x:cake -:cake 5:cake +:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | ((6-x)+3)=5 | 6 x - 3 + 5 = | 6:cake x:cake -:cake 3:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 6=(3-(5-x)) | 6 3 5 x - - = | 6:cake 3:cake 5:cake x:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | ((3+x)-5)=6 | 3 x + 5 - 6 = | 3:cake x:cake +:cake 5:cake -:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | ((3-5)+x)=6 | 3 5 - x + 6 = | 3:cake 5:cake -:cake x:cake +:cake 6:cake =:cake
EXPR: 1 | POS | INT | 7 | 14 | 14 | 3=(x-(5+6)) | 3 x 5 6 + - = | 3:cake x:cake 5:cake 6:cake +:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | 6=((3-x)+5) | 6 3 x - 5 + = | 6:cake 3:cake x:cake -:cake 5:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | 3=((5+x)-6) | 3 5 x + 6 - = | 3:cake 5:cake x:cake +:cake 6:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | (3+(5-x))=6 | 3 5 x - + 6 = | 3:cake 5:cake x:cake -:cake +:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | ((6+x)-3)=5 | 6 x + 3 - 5 = | 6:cake x:cake +:cake 3:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | (3+(6-5))=x | 3 6 5 - + x = | 3:cake 6:cake 5:cake -:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 3 | ((6/x)+3)=5 | 6 x / 3 + 5 = | 6:cake x:NONE /:cake 3:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | (6+(3-x))=5 | 6 3 x - + 5 = | 6:cake 3:cake x:cake -:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | 3=((5-6)+x) | 3 5 6 - x + = | 3:cake 5:cake 6:cake -:cake x:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | 6=((x-3)+5) | 6 x 3 - 5 + = | 6:cake x:cake 3:cake -:cake 5:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | ((3-6)+5)=x | 3 6 - 5 + x = | 3:cake 6:cake -:cake 5:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 6=((x+3)-5) | 6 x 3 + 5 - = | 6:cake x:cake 3:cake +:cake 5:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | ((6-3)+x)=5 | 6 3 - x + 5 = | 6:cake 3:cake -:cake x:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | 6=(3-(x-5)) | 6 3 x 5 - - = | 6:cake 3:cake x:cake 5:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | 3=(5+(x-6)) | 3 5 x 6 - + = | 3:cake 5:cake x:cake 6:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | ((6+3)-x)=5 | 6 3 + x - 5 = | 6:cake 3:cake +:cake x:cake -:cake 5:cake =:cake
EXPR: 1 | POS | INT | 7 | 14 | 14 | 6=((x-3)-5) | 6 x 3 - 5 - = | 6:cake x:cake 3:cake -:cake 5:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 3=(5-(x-6)) | 3 5 x 6 - - = | 3:cake 5:cake x:cake 6:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 10 | ((x/6)*3)=5 | x 6 / 3 * 5 = | x:NONE 6:cake /:NONE 3:cake *:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | x=(3+(6-5)) | x 3 6 5 - + = | x:cake 3:cake 6:cake 5:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | x=(3-(6-5)) | x 3 6 5 - - = | x:cake 3:cake 6:cake 5:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | 6=(x+(3-5)) | 6 x 3 5 - + = | 6:cake x:cake 3:cake 5:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | 6=(x-(3-5)) | 6 x 3 5 - - = | 6:cake x:cake 3:cake 5:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | 3=(x+(5-6)) | 3 x 5 6 - + = | 3:cake x:cake 5:cake 6:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | 3=(x-(5-6)) | 3 x 5 6 - - = | 3:cake x:cake 5:cake 6:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | ((x+3)-5)=6 | x 3 + 5 - 6 = | x:cake 3:cake +:cake 5:cake -:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | (3-(5-x))=6 | 3 5 x - - 6 = | 3:cake 5:cake x:cake -:cake -:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | (6-(3-x))=5 | 6 3 x - - 5 = | 6:cake 3:cake x:cake -:cake -:cake 5:cake =:cake
EXPR: 1 | POS | INT | 7 | 14 | 14 | ((x-6)-3)=5 | x 6 - 3 - 5 = | x:cake 6:cake -:cake 3:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 2 | ((x+6)-3)=5 | x 6 + 3 - 5 = | x:cake 6:cake +:cake 3:cake -:cake 5:cake =:cake
EXPR: 1 | POS | INT | 7 | 14 | 14 | ((x-3)-5)=6 | x 3 - 5 - 6 = | x:cake 3:cake -:cake 5:cake -:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 4 | ((x-3)+5)=6 | x 3 - 5 + 6 = | x:cake 3:cake -:cake 5:cake +:cake 6:cake =:cake
EXPR: 0 | POS | INT | 7 | 14 | 8 | ((x-6)+3)=5 | x 6 - 3 + 5 = | x:cake 6:cake -:cake 3:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 8 | 14 | 2 | x=((3-6)+5) | x 3 6 - 5 + = | x:cake 3:cake 6:cake -:cake 5:cake +:cake =:cake
EXPR: 0 | POS | INT | 8 | 14 | 2 | (3-(6-5))=x | 3 6 5 - - x = | 3:cake 6:cake 5:cake -:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 8 | 14 | 4 | (3+(6-5))=x | 3 6 5 - + x = | 3:cake 6:cake 5:cake -:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 8 | 14 | 2 | ((3-6)+5)=x | 3 6 - 5 + x = | 3:cake 6:cake -:cake 5:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 8 | 14 | 4 | x=(3+(6-5)) | x 3 6 5 - + = | x:cake 3:cake 6:cake 5:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 8 | 14 | 2 | x=(3-(6-5)) | x 3 6 5 - - = | x:cake 3:cake 6:cake 5:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 4 | (3-(x-6))=5 | 3 x 6 - - 5 = | 3:cake x:cake 6:cake -:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 2 | 3=((x+6)-5) | 3 x 6 + 5 - = | 3:cake x:cake 6:cake +:cake 5:cake -:cake =:cake
EXPR: 1 | POS | INT | 9 | 14 | 14 | 3=((x-6)-5) | 3 x 6 - 5 - = | 3:cake x:cake 6:cake -:cake 5:cake -:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 2 | (x-(3-6))=5 | x 3 6 - - 5 = | x:cake 3:cake 6:cake -:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 4 | 3=((x-6)+5) | 3 x 6 - 5 + = | 3:cake x:cake 6:cake -:cake 5:cake +:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 8 | (x+(3-6))=5 | x 3 6 - + 5 = | x:cake 3:cake 6:cake -:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 3 | (3+(6/x))=5 | 3 6 x / + 5 = | 3:cake 6:cake x:NONE /:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 8 | 3=(6+(5-x)) | 3 6 5 x - + = | 3:cake 6:cake 5:cake x:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 8 | (3+(x-6))=5 | 3 x 6 - + 5 = | 3:cake x:cake 6:cake -:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 2 | 3=(6-(5-x)) | 3 6 5 x - - = | 3:cake 6:cake 5:cake x:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 8 | 3=((6-x)+5) | 3 6 x - 5 + = | 3:cake 6:cake x:cake -:cake 5:cake +:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 2 | 3=((6+x)-5) | 3 6 x + 5 - = | 3:cake 6:cake x:cake +:cake 5:cake -:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 10 | (3*(x/6))=5 | 3 x 6 / * 5 = | 3:cake x:NONE 6:cake /:NONE *:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 4 | ((3-x)+6)=5 | 3 x - 6 + 5 = | 3:cake x:cake -:cake 6:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 8 | ((3-6)+x)=5 | 3 6 - x + 5 = | 3:cake 6:cake -:cake x:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 8 | ((3+x)-6)=5 | 3 x + 6 - 5 = | 3:cake x:cake +:cake 6:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 4 | (3+(6-x))=5 | 3 6 x - + 5 = | 3:cake 6:cake x:cake -:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 2 | 3=((6-5)+x) | 3 6 5 - x + = | 3:cake 6:cake 5:cake -:cake x:cake +:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 3 | 3=(x*(6-5)) | 3 x 6 5 - * = | 3:cake x:NONE 6:cake 5:cake -:cake *:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 3 | 3=((6-5)*x) | 3 6 5 - x * = | 3:cake 6:cake 5:cake -:cake x:NONE *:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 2 | 3=(6+(x-5)) | 3 6 x 5 - + = | 3:cake 6:cake x:cake 5:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 8 | 3=(6-(x-5)) | 3 6 x 5 - - = | 3:cake 6:cake x:cake 5:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 2 | 3=(x+(6-5)) | 3 x 6 5 - + = | 3:cake x:cake 6:cake 5:cake -:cake +:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 8 | ((x+3)-6)=5 | x 3 + 6 - 5 = | x:cake 3:cake +:cake 6:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 8 | (3-(6-x))=5 | 3 6 x - - 5 = | 3:cake 6:cake x:cake -:cake -:cake 5:cake =:cake
EXPR: 1 | POS | INT | 9 | 14 | 14 | ((x-3)-6)=5 | x 3 - 6 - 5 = | x:cake 3:cake -:cake 6:cake -:cake 5:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 4 | 3=(x-(6-5)) | 3 x 6 5 - - = | 3:cake x:cake 6:cake 5:cake -:cake -:cake =:cake
EXPR: 0 | POS | INT | 9 | 14 | 2 | ((x-3)+6)=5 | x 3 - 6 + 5 = | x:cake 3:cake -:cake 6:cake +:cake 5:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 33 | x=((5+6)*3) | x 5 6 + 3 * = | x:NONE 5:cake 6:cake +:cake 3:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 15 | (5*(6-3))=x | 5 6 3 - * x = | 5:NONE 6:cake 3:cake -:cake *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 27 | x=((5*6)-3) | x 5 6 * 3 - = | x:cake 5:NONE 6:cake *:cake 3:cake -:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 45 | x=(5*(6+3)) | x 5 6 3 + * = | x:NONE 5:NONE 6:cake 3:cake +:cake *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 33 | x=((5+6)*3) | x 5 6 + 3 * = | x:cake 5:cake 6:cake +:cake 3:NONE *:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 45 | x=(5*(6+3)) | x 5 6 3 + * = | x:cake 5:NONE 6:cake 3:cake +:cake *:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 15 | x=(5*(6-3)) | x 5 6 3 - * = | x:NONE 5:NONE 6:cake 3:cake -:cake *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 33 | ((5*6)+3)=x | 5 6 * 3 + x = | 5:cake 6:NONE *:cake 3:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 27 | ((5*6)-3)=x | 5 6 * 3 - x = | 5:cake 6:NONE *:cake 3:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 15 | x=(5*(6-3)) | x 5 6 3 - * = | x:cake 5:NONE 6:cake 3:cake -:cake *:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 15 | (5*(6-3))=x | 5 6 3 - * x = | 5:NONE 6:cake 3:cake -:cake *:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 45 | (5*(6+3))=x | 5 6 3 + * x = | 5:NONE 6:cake 3:cake +:cake *:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 45 | (5*(6+3))=x | 5 6 3 + * x = | 5:NONE 6:cake 3:cake +:cake *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 33 | x=((5*6)+3) | x 5 6 * 3 + = | x:cake 5:cake 6:NONE *:cake 3:cake +:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 27 | x=((5*6)-3) | x 5 6 * 3 - = | x:cake 5:cake 6:NONE *:cake 3:cake -:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 10 | x=((5*6)/3) | x 5 6 * 3 / = | x:NONE 5:cake 6:NONE *:NONE 3:cake /:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 23 | (5+(6*3))=x | 5 6 3 * + x = | 5:cake 6:cake 3:NONE *:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 33 | ((5*6)+3)=x | 5 6 * 3 + x = | 5:NONE 6:cake *:cake 3:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 27 | ((5*6)-3)=x | 5 6 * 3 - x = | 5:NONE 6:cake *:cake 3:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 23 | x=(5+(6*3)) | x 5 6 3 * + = | x:cake 5:cake 6:NONE 3:cake *:cake +:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 10 | x=((5*6)/3) | x 5 6 * 3 / = | x:NONE 5:NONE 6:cake *:NONE 3:cake /:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 10 | x=(5*(6/3)) | x 5 6 3 / * = | x:cake 5:cake 6:NONE 3:cake /:NONE *:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 33 | x=((5*6)+3) | x 5 6 * 3 + = | x:cake 5:NONE 6:cake *:cake 3:cake +:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 33 | ((5+6)*3)=x | 5 6 + 3 * x = | 5:cake 6:cake +:cake 3:NONE *:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 10 | ((5*6)/3)=x | 5 6 * 3 / x = | 5:NONE 6:cake *:NONE 3:cake /:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 33 | ((5+6)*3)=x | 5 6 + 3 * x = | 5:cake 6:cake +:cake 3:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 10 | x=(5*(6/3)) | x 5 6 3 / * = | x:NONE 5:cake 6:NONE 3:cake /:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 10 | (5*(6/3))=x | 5 6 3 / * x = | 5:cake 6:NONE 3:cake /:NONE *:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 10 | (5*(6/3))=x | 5 6 3 / * x = | 5:cake 6:NONE 3:cake /:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 14 | 7 | (5+(6/3))=x | 5 6 3 / + x = | 5:cake 6:cake 3:NONE /:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 3 | (5-(6/3))=x | 5 6 3 / - x = | 5:cake 6:cake 3:NONE /:cake -:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 23 | (5+(6*3))=x | 5 6 3 * + x = | 5:cake 6:NONE 3:cake *:cake +:cake x:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 7 | x=(5+(6/3)) | x 5 6 3 / + = | x:cake 5:cake 6:cake 3:NONE /:cake +:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 3 | x=(5-(6/3)) | x 5 6 3 / - = | x:cake 5:cake 6:cake 3:NONE /:cake -:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 23 | x=(5+(6*3)) | x 5 6 3 * + = | x:cake 5:cake 6:cake 3:NONE *:cake +:cake =:cake
EXPR: 0 | POS | INT | 10 | 14 | 10 | ((5*6)/3)=x | 5 6 * 3 / x = | 5:cake 6:NONE *:NONE 3:cake /:NONE x:NONE =:NONE
