parameters: n=7 l=3 k=1 p=5 q=1 m=9
TOTAL 480 solutions found
EXPR: 0 | POS | INT | 0 | 21 | 69 | ((3+69)-3)=x | 3 69 + 3 - x = | 3:number 69:number +:number 3:number -:number x:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 63 | (69-(x+3))=3 | 69 x 3 + - 3 = | 69:number x:number 3:number +:number -:number 3:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 75 | ((x-3)-3)=69 | x 3 - 3 - 69 = | x:number 3:number -:number 3:number -:number 69:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | (3+(69-3))=x | 3 69 3 - + x = | 3:number 69:number 3:number -:number +:number x:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 3=((3+x)-69) | 3 3 x + 69 - = | 3:number 3:number x:number +:number 69:number -:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | (x-(3-3))=69 | x 3 3 - - 69 = | x:number 3:number 3:number -:number -:number 69:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 69=((x+3)-3) | 69 x 3 + 3 - = | 69:number x:number 3:number +:number 3:number -:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 75 | 3=(x-(3+69)) | 3 x 3 69 + - = | 3:number x:number 3:number 69:number +:number -:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | ((x-69)+3)=3 | x 69 - 3 + 3 = | x:number 69:number -:number 3:number +:number 3:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 69=(x+(3-3)) | 69 x 3 3 - + = | 69:number x:number 3:number 3:number -:number +:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | (3-(3-x))=69 | 3 3 x - - 69 = | 3:number 3:number x:number -:number -:number 69:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 63 | (69-(3+x))=3 | 69 3 x + - 3 = | 69:number 3:number x:number +:number -:number 3:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 69=((3-3)+x) | 69 3 3 - x + = | 69:number 3:number 3:number -:number x:number +:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 69=((x-3)+3) | 69 x 3 - 3 + = | 69:number x:number 3:number -:number 3:number +:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | (69+(3-x))=3 | 69 3 x - + 3 = | 69:number 3:number x:number -:number +:number 3:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 3=(3+(x-69)) | 3 3 x 69 - + = | 3:number 3:number x:number 69:number -:number +:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | (3+(x-3))=69 | 3 x 3 - + 69 = | 3:number x:number 3:number -:number +:number 69:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 75 | ((x-69)-3)=3 | x 69 - 3 - 3 = | x:number 69:number -:number 3:number -:number 3:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 3=((3-69)+x) | 3 3 69 - x + = | 3:number 3:number 69:number -:number x:number +:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | ((69-x)+3)=3 | 69 x - 3 + 3 = | 69:number x:number -:number 3:number +:number 3:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 75 | 3=((x-3)-69) | 3 x 3 - 69 - = | 3:number x:number 3:number -:number 69:number -:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 63 | (3+(3+x))=69 | 3 3 x + + 69 = | 3:number 3:number x:number +:number +:number 69:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 63 | (3+(x+3))=69 | 3 x 3 + + 69 = | 3:number x:number 3:number +:number +:number 69:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 75 | 69=((x-3)-3) | 69 x 3 - 3 - = | 69:number x:number 3:number -:number 3:number -:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 63 | ((x+3)+3)=69 | x 3 + 3 + 69 = | x:number 3:number +:number 3:number +:number 69:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 3=((x+3)-69) | 3 x 3 + 69 - = | 3:number x:number 3:number +:number 69:number -:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 69=(3-(3-x)) | 69 3 3 x - - = | 69:number 3:number 3:number x:number -:number -:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 69=((3+x)-3) | 69 3 x + 3 - = | 69:number 3:number x:number +:number 3:number -:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 63 | 69=((x+3)+3) | 69 x 3 + 3 + = | 69:number x:number 3:number +:number 3:number +:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 69=(x-(3-3)) | 69 x 3 3 - - = | 69:number x:number 3:number 3:number -:number -:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 69=(3+(x-3)) | 69 3 x 3 - + = | 69:number 3:number x:number 3:number -:number +:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 63 | ((69-3)-x)=3 | 69 3 - x - 3 = | 69:number 3:number -:number x:number -:number 3:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | 3=(x+(3-69)) | 3 x 3 69 - + = | 3:number x:number 3:number 69:number -:number +:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 63 | 69=((3+x)+3) | 69 3 x + 3 + = | 69:number 3:number x:number +:number 3:number +:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | (69-(x-3))=3 | 69 x 3 - - 3 = | 69:number x:number 3:number -:number -:number 3:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 69 | (x+(3-3))=69 | x 3 3 - + 69 = | x:number 3:number 3:number -:number +:number 69:number =:number
EXPR: 0 | POS | INT | 7 | 21 | 63 | 69=(3+(x+3)) | 69 3 x 3 + + = | 69:number 3:number x:number 3:number +:number +:number =:number
EXPR: 0 | POS | INT | 8 | 21 | 69 | x=(3+(69-3)) | x 3 69 3 - + = | x:number 3:number 69:number 3:number -:number +:number =:number
EXPR: 0 | POS | INT | 8 | 21 | 69 | (3+(69-3))=x | 3 69 3 - + x = | 3:number 69:number 3:number -:number +:number x:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 63 | 3=(69-(x+3)) | 3 69 x 3 + - = | 3:number 69:number x:number 3:number +:number -:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 63 | 3=((69-3)-x) | 3 69 3 - x - = | 3:number 69:number 3:number -:number x:number -:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | (3-(x-69))=3 | 3 x 69 - - 3 = | 3:number x:number 69:number -:number -:number 3:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 63 | 3=(69-(3+x)) | 3 69 3 x + - = | 3:number 69:number 3:number x:number +:number -:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | 3=(x-(69-3)) | 3 x 69 3 - - = | 3:number x:number 69:number 3:number -:number -:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | ((3+x)-69)=3 | 3 x + 69 - 3 = | 3:number x:number +:number 69:number -:number 3:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | ((3-69)+x)=3 | 3 69 - x + 3 = | 3:number 69:number -:number x:number +:number 3:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | ((3-x)+69)=3 | 3 x - 69 + 3 = | 3:number x:number -:number 69:number +:number 3:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | (3+(x-69))=3 | 3 x 69 - + 3 = | 3:number x:number 69:number -:number +:number 3:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 63 | 3=((69-x)-3) | 3 69 x - 3 - = | 3:number 69:number x:number -:number 3:number -:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | 3=(69+(3-x)) | 3 69 3 x - + = | 3:number 69:number 3:number x:number -:number +:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | 3=(69-(x-3)) | 3 69 x 3 - - = | 3:number 69:number x:number 3:number -:number -:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | (3-(69-x))=3 | 3 69 x - - 3 = | 3:number 69:number x:number -:number -:number 3:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | 3=((69-x)+3) | 3 69 x - 3 + = | 3:number 69:number x:number -:number 3:number +:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | ((x+3)-69)=3 | x 3 + 69 - 3 = | x:number 3:number +:number 69:number -:number 3:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | (3+(69-x))=3 | 3 69 x - + 3 = | 3:number 69:number x:number -:number +:number 3:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | 3=((x-69)+3) | 3 x 69 - 3 + = | 3:number x:number 69:number -:number 3:number +:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 75 | 3=((x-69)-3) | 3 x 69 - 3 - = | 3:number x:number 69:number -:number 3:number -:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 75 | ((x-3)-69)=3 | x 3 - 69 - 3 = | x:number 3:number -:number 69:number -:number 3:number =:number
EXPR: 0 | POS | INT | 9 | 21 | 69 | (x+(3-69))=3 | x 3 69 - + 3 = | x:number 3:number 69:number -:number +:number 3:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 69 | (3+69)=(x+3) | 3 69 + x 3 + = | 3:number 69:number +:number x:number 3:number +:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 75 | (3+69)=(x-3) | 3 69 + x 3 - = | 3:number 69:number +:number x:number 3:number -:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 63 | (3+x)=(69-3) | 3 x + 69 3 - = | 3:number x:number +:number 69:number 3:number -:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 75 | (x-3)=(69+3) | x 3 - 69 3 + = | x:number 3:number -:number 69:number 3:number +:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 63 | (x+3)=(69-3) | x 3 + 69 3 - = | x:number 3:number +:number 69:number 3:number -:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 69 | (3+x)=(69+3) | 3 x + 69 3 + = | 3:number x:number +:number 69:number 3:number +:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 69 | (x-3)=(69-3) | x 3 - 69 3 - = | x:number 3:number -:number 69:number 3:number -:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 69 | (x+3)=(69+3) | x 3 + 69 3 + = | x:number 3:number +:number 69:number 3:number +:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 69 | (3-69)=(3-x) | 3 69 - 3 x - = | 3:number 69:number -:number 3:number x:number -:number =:number
EXPR: 0 | POS | INT | 12 | 21 | 69 | (3+69)=(3+x) | 3 69 + 3 x + = | 3:number 69:number +:number 3:number x:number +:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 75 | (3+3)=(x-69) | 3 3 + x 69 - = | 3:number 3:number +:number x:number 69:number -:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 63 | (69-3)=(x+3) | 69 3 - x 3 + = | 69:number 3:number -:number x:number 3:number +:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 69 | (69-x)=(3-3) | 69 x - 3 3 - = | 69:number x:number -:number 3:number 3:number -:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 69 | (3-3)=(x-69) | 3 3 - x 69 - = | 3:number 3:number -:number x:number 69:number -:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 63 | (69-x)=(3+3) | 69 x - 3 3 + = | 69:number x:number -:number 3:number 3:number +:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 69 | (69-3)=(x-3) | 69 3 - x 3 - = | 69:number 3:number -:number x:number 3:number -:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 69 | (x-69)=(3-3) | x 69 - 3 3 - = | x:number 69:number -:number 3:number 3:number -:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 63 | (69-3)=(3+x) | 69 3 - 3 x + = | 69:number 3:number -:number 3:number x:number +:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 75 | (x-69)=(3+3) | x 69 - 3 3 + = | x:number 69:number -:number 3:number 3:number +:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 69 | (3-x)=(3-69) | 3 x - 3 69 - = | 3:number x:number -:number 3:number 69:number -:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 63 | (3+3)=(69-x) | 3 3 + 69 x - = | 3:number 3:number +:number 69:number x:number -:number =:number
EXPR: 0 | POS | INT | 14 | 21 | 69 | (3-3)=(69-x) | 3 3 - 69 x - = | 3:number 3:number -:number 69:number x:number -:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (3-3)=(x-69) | 3 3 - x 69 - = | 3:number 3:number -:number x:number 69:number -:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (x-69)=(3-3) | x 69 - 3 3 - = | x:number 69:number -:number 3:number 3:number -:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 75 | (69+3)=(x-3) | 69 3 + x 3 - = | 69:number 3:number +:number x:number 3:number -:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (x+3)=(3+69) | x 3 + 3 69 + = | x:number 3:number +:number 3:number 69:number +:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 75 | (x-3)=(3+69) | x 3 - 3 69 + = | x:number 3:number -:number 3:number 69:number +:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 63 | (69-3)=(3+x) | 69 3 - 3 x + = | 69:number 3:number -:number 3:number x:number +:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (3-3)=(69-x) | 3 3 - 69 x - = | 3:number 3:number -:number 69:number x:number -:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (69+3)=(3+x) | 69 3 + 3 x + = | 69:number 3:number +:number 3:number x:number +:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (3-x)=(3-69) | 3 x - 3 69 - = | 3:number x:number -:number 3:number 69:number -:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (3+x)=(3+69) | 3 x + 3 69 + = | 3:number x:number +:number 3:number 69:number +:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (69-x)=(3-3) | 69 x - 3 3 - = | 69:number x:number -:number 3:number 3:number -:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (69-3)=(x-3) | 69 3 - x 3 - = | 69:number 3:number -:number x:number 3:number -:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 63 | (69-3)=(x+3) | 69 3 - x 3 + = | 69:number 3:number -:number x:number 3:number +:number =:number
EXPR: 0 | POS | INT | 17 | 21 | 69 | (69+3)=(x+3) | 69 3 + x 3 + = | 69:number 3:number +:number x:number 3:number +:number =:number
EXPR: 0 | POS | INT | 19 | 21 | 63 | (x+3)=(69-3) | x 3 + 69 3 - = | x:number 3:number +:number 69:number 3:number -:number =:number
EXPR: 0 | POS | INT | 19 | 21 | 69 | (x-3)=(69-3) | x 3 - 69 3 - = | x:number 3:number -:number 69:number 3:number -:number =:number
EXPR: 0 | POS | INT | 19 | 21 | 63 | (3+x)=(69-3) | 3 x + 69 3 - = | 3:number x:number +:number 69:number 3:number -:number =:number
EXPR: 0 | POS | INT | 19 | 21 | 69 | (3-69)=(3-x) | 3 69 - 3 x - = | 3:number 69:number -:number 3:number x:number -:number =:number
NET 278 non-negative, integer-valued solutions found out of 480 total solutions
