parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 74 | 220 | x=(((109*2)+13)-11) | x 109 2 * 13 + 11 - = | x:dollar 109:dollar 2:shirt *:dollar 13:dollar +:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 74 | 220 | 2=(x-(109*(13-11))) | 2 x 109 13 11 - * - = | 2:dollar x:dollar 109:shirt 13:dollar 11:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 74 | 5232 | 2=(x/(109*(13+11))) | 2 x 109 13 11 + * / = | 2:dollar x:dollar 109:shirt 13:dollar 11:dollar +:dollar *:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 74 | 1300 | (x/((109+2)-11))=13 | x 109 2 + 11 - / 13 = | x:dollar 109:shirt 2:shirt +:shirt 11:shirt -:shirt /:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 74 | 1426 | (x+(2-(109*13)))=11 | x 2 109 13 * - + 11 = | x:dollar 2:dollar 109:shirt 13:dollar *:dollar -:dollar +:dollar 11:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 74 | 109 | ((109*(2+11))/x)=13 | 109 2 11 + * x / 13 = | 109:dollar 2:shirt 11:shirt +:shirt *:dollar x:shirt /:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 74 | 1454 | (x-((109+2)*13))=11 | x 109 2 + 13 * - 11 = | x:shirt 109:shirt 2:shirt +:shirt 13:dollar *:shirt -:shirt 11:shirt =:shirt
EXPR: 0 | POS | INT | 32 | 74 | 144 | (x-(109+(2*11)))=13 | x 109 2 11 * + - 13 = | x:dollar 109:dollar 2:dollar 11:shirt *:dollar +:dollar -:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 74 | 100 | (x-(109-(2*11)))=13 | x 109 2 11 * - - 13 = | x:dollar 109:dollar 2:dollar 11:shirt *:dollar -:dollar -:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 74 | 109 | ((x/109)*2)=(13-11) | x 109 / 2 * 13 11 - = | x:shirt 109:dollar /:shirt 2:dollar *:dollar 13:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 74 | 15873 | (x/((109+2)*13))=11 | x 109 2 + 13 * / 11 = | x:shirt 109:shirt 2:shirt +:shirt 13:dollar *:dollar /:shirt 11:shirt =:shirt
EXPR: 0 | POS | INT | 32 | 74 | 209 | (x+(2*(11-109)))=13 | x 2 11 109 - * + 13 = | x:dollar 2:shirt 11:dollar 109:dollar -:dollar *:dollar +:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 74 | 109 | x=(13*(109/(2+11))) | x 13 109 2 11 + / * = | x:dollar 13:dollar 109:shirt 2:dollar 11:dollar +:dollar /:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 74 | 714 | x=(((109*13)+11)/2) | x 109 13 * 11 + 2 / = | x:dollar 109:shirt 13:dollar *:dollar 11:dollar +:dollar 2:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 74 | 2691 | x=(13*((109*2)-11)) | x 13 109 2 * 11 - * = | x:shirt 13:dollar 109:dollar 2:shirt *:shirt 11:shirt -:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 35 | 74 | 2977 | x=(13*((109*2)+11)) | x 13 109 2 * 11 + * = | x:shirt 13:dollar 109:dollar 2:shirt *:shirt 11:shirt +:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 35 | 74 | 1300 | x=(13*((109+2)-11)) | x 13 109 2 + 11 - * = | x:dollar 13:shirt 109:dollar 2:dollar +:dollar 11:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 74 | 1586 | x=(13*((109+2)+11)) | x 13 109 2 + 11 + * = | x:dollar 13:shirt 109:dollar 2:dollar +:dollar 11:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 74 | 714 | x=(((109*13)+11)/2) | x 109 13 * 11 + 2 / = | x:dollar 109:dollar 13:shirt *:dollar 11:dollar +:dollar 2:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 74 | 109 | x=(13*(109/(2+11))) | x 13 109 2 11 + / * = | x:dollar 13:dollar 109:shirt 2:dollar 11:dollar +:dollar /:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 74 | 2977 | x=(13*((109*2)+11)) | x 13 109 2 * 11 + * = | x:shirt 13:dollar 109:dollar 2:shirt *:shirt 11:shirt +:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 36 | 74 | 1586 | x=(13*((109+2)+11)) | x 13 109 2 + 11 + * = | x:dollar 13:shirt 109:dollar 2:dollar +:dollar 11:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 74 | 714 | x=(((109*13)+11)/2) | x 109 13 * 11 + 2 / = | x:dollar 109:dollar 13:shirt *:dollar 11:dollar +:dollar 2:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 74 | 18421 | 13=(x/(109*(2+11))) | 13 x 109 2 11 + * / = | 13:dollar x:dollar 109:shirt 2:dollar 11:dollar +:dollar *:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 74 | 36 | 13=(((x+109)-2)/11) | 13 x 109 + 2 - 11 / = | 13:dollar x:dollar 109:dollar +:dollar 2:dollar -:dollar 11:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 1210 | x=(11-(109*(2-13))) | x 11 109 2 13 - * - = | x:dollar 11:dollar 109:shirt 2:dollar 13:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 1646 | x=(11+(109*(2+13))) | x 11 109 2 13 + * + = | x:dollar 11:dollar 109:shirt 2:dollar 13:dollar +:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 15609 | x=((2+(109*13))*11) | x 2 109 13 * + 11 * = | x:dollar 2:dollar 109:shirt 13:dollar *:dollar +:dollar 11:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 36 | x=((2-109)+(13*11)) | x 2 109 - 13 11 * + = | x:shirt 2:shirt 109:shirt -:shirt 13:dollar 11:shirt *:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 181 | x=(((109-13)*2)-11) | x 109 13 - 2 * 11 - = | x:dollar 109:shirt 13:shirt -:shirt 2:dollar *:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 87 | x=((109+(2-13))-11) | x 109 2 13 - + 11 - = | x:shirt 109:shirt 2:shirt 13:shirt -:shirt +:shirt 11:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 1344 | x=(2+((109+13)*11)) | x 2 109 13 + 11 * + = | x:dollar 2:dollar 109:shirt 13:shirt +:shirt 11:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 105 | x=(((109-2)-13)+11) | x 109 2 - 13 - 11 + = | x:shirt 109:shirt 2:shirt -:shirt 13:shirt -:shirt 11:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 113 | x=((109+(2+13))-11) | x 109 2 13 + + 11 - = | x:shirt 109:shirt 2:shirt 13:shirt +:shirt +:shirt 11:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 109 | x=((109-2)+(13-11)) | x 109 2 - 13 11 - + = | x:shirt 109:shirt 2:shirt -:shirt 13:shirt 11:shirt -:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 131 | x=((109-2)+(13+11)) | x 109 2 - 13 11 + + = | x:shirt 109:shirt 2:shirt -:shirt 13:shirt 11:shirt +:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 1430 | x=((2+(109*13))+11) | x 2 109 13 * + 11 + = | x:shirt 2:shirt 109:dollar 13:shirt *:shirt +:shirt 11:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 1214 | x=((2+(109*11))+13) | x 2 109 11 * + 13 + = | x:dollar 2:dollar 109:shirt 11:dollar *:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 105 | x=((109-2)-(13-11)) | x 109 2 - 13 11 - - = | x:shirt 109:shirt 2:shirt -:shirt 13:shirt 11:shirt -:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 2856 | x=(2*((109*13)+11)) | x 2 109 13 * 11 + * = | x:dollar 2:dollar 109:shirt 13:dollar *:shirt 11:shirt +:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 83 | x=((109-2)-(13+11)) | x 109 2 - 13 11 + - = | x:shirt 109:shirt 2:shirt -:shirt 13:shirt 11:shirt +:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 109 | x=((109/(2+11))*13) | x 109 2 11 + / 13 * = | x:shirt 109:dollar 2:shirt 11:shirt +:shirt /:dollar 13:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 135 | x=(109+((2+13)+11)) | x 109 2 13 + 11 + + = | x:shirt 109:shirt 2:shirt 13:shirt +:shirt 11:shirt +:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 233 | x=((2*(109+13))-11) | x 2 109 13 + * 11 - = | x:dollar 2:dollar 109:shirt 13:shirt +:shirt *:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 181 | x=((2*(109-13))-11) | x 2 109 13 - * 11 - = | x:dollar 2:dollar 109:shirt 13:shirt -:shirt *:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 109 | x=((109*(13-2))/11) | x 109 13 2 - * 11 / = | x:shirt 109:shirt 13:dollar 2:dollar -:dollar *:shirt 11:dollar /:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 2398 | x=(109*((13-2)+11)) | x 109 13 2 - 11 + * = | x:shirt 109:shirt 13:dollar 2:dollar -:dollar 11:dollar +:dollar *:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 227 | x=((2*(109+11))-13) | x 2 109 11 + * 13 - = | x:shirt 2:shirt 109:dollar 11:dollar +:dollar *:shirt 13:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 |  | x=(109*((13-2)-11)) | x 109 13 2 - 11 - * = | x:shirt 109:shirt 13:dollar 2:dollar -:dollar 11:dollar -:dollar *:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 2424 | x=((13+(109*11))*2) | x 13 109 11 * + 2 * = | x:dollar 13:dollar 109:dollar 11:shirt *:dollar +:dollar 2:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 |  | x=(109*((13-2)-11)) | x 109 13 2 - 11 - * = | x:shirt 109:dollar 13:shirt 2:shirt -:shirt 11:shirt -:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 2398 | x=(109*((13-2)+11)) | x 109 13 2 - 11 + * = | x:shirt 109:dollar 13:shirt 2:shirt -:shirt 11:shirt +:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 40 | 74 | 129 | x=((2+(109*13))/11) | x 2 109 13 * + 11 / = | x:dollar 2:dollar 109:shirt 13:dollar *:dollar +:dollar 11:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 606 | x=((13+(109*11))/2) | x 13 109 11 * + 2 / = | x:dollar 13:dollar 109:shirt 11:dollar *:dollar +:dollar 2:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 74 | 1404 | x=(((109*13)-2)-11) | x 109 13 * 2 - 11 - = | x:shirt 109:dollar 13:shirt *:shirt 2:shirt -:shirt 11:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 41 | 74 | 1646 | x=(11+(109*(2+13))) | x 11 109 2 13 + * + = | x:dollar 11:dollar 109:shirt 2:dollar 13:dollar +:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 74 | 181 | x=(((109-13)*2)-11) | x 109 13 - 2 * 11 - = | x:dollar 109:shirt 13:shirt -:shirt 2:dollar *:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 74 | 109 | x=((109-2)+(13-11)) | x 109 2 - 13 11 - + = | x:shirt 109:shirt 2:shirt -:shirt 13:shirt 11:shirt -:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 41 | 74 | 131 | x=((109-2)+(13+11)) | x 109 2 - 13 11 + + = | x:shirt 109:shirt 2:shirt -:shirt 13:shirt 11:shirt +:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 41 | 74 | 1214 | x=((2+(109*11))+13) | x 2 109 11 * + 13 + = | x:dollar 2:dollar 109:shirt 11:dollar *:dollar +:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 74 | 109 | x=((109/(2+11))*13) | x 109 2 11 + / 13 * = | x:shirt 109:dollar 2:shirt 11:shirt +:shirt /:dollar 13:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 41 | 74 | 233 | x=((2*(109+13))-11) | x 2 109 13 + * 11 - = | x:dollar 2:dollar 109:shirt 13:shirt +:shirt *:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 74 | 109 | x=((109*(13-2))/11) | x 109 13 2 - * 11 / = | x:shirt 109:shirt 13:dollar 2:dollar -:dollar *:shirt 11:dollar /:shirt =:shirt
EXPR: 0 | POS | INT | 41 | 74 | 2424 | x=((13+(109*11))*2) | x 13 109 11 * + 2 * = | x:dollar 13:dollar 109:dollar 11:shirt *:dollar +:dollar 2:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 74 | 2398 | x=(109*((13-2)+11)) | x 109 13 2 - 11 + * = | x:shirt 109:dollar 13:shirt 2:shirt -:shirt 11:shirt +:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 41 | 74 |  | x=(109*((13-2)-11)) | x 109 13 2 - 11 - * = | x:shirt 109:dollar 13:shirt 2:shirt -:shirt 11:shirt -:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 41 | 74 | 606 | x=((13+(109*11))/2) | x 13 109 11 * + 2 / = | x:dollar 13:dollar 109:shirt 11:dollar *:dollar +:dollar 2:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 74 | 129 | x=((2+(109*13))/11) | x 2 109 13 * + 11 / = | x:dollar 2:dollar 109:shirt 13:dollar *:dollar +:dollar 11:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 74 | 1404 | x=(((109*13)-2)-11) | x 109 13 * 2 - 11 - = | x:shirt 109:dollar 13:shirt *:shirt 2:shirt -:shirt 11:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 41 | 74 | 83 | x=((109-2)-(13+11)) | x 109 2 - 13 11 + - = | x:shirt 109:shirt 2:shirt -:shirt 13:shirt 11:shirt +:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 42 | 74 | 126 | 2=((109+(13*11))/x) | 2 109 13 11 * + x / = | 2:dollar 109:dollar 13:dollar 11:shirt *:dollar +:dollar x:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 74 | 1624 | 11=((109*(2+13))-x) | 11 109 2 13 + * x - = | 11:dollar 109:shirt 2:dollar 13:dollar +:dollar *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 74 | 126 | 2=((109+(13*11))/x) | 2 109 13 11 * + x / = | 2:dollar 109:dollar 13:shirt 11:dollar *:dollar +:dollar x:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 74 | 110 | ((x-109)*2)=(13-11) | x 109 - 2 * 13 11 - = | x:shirt 109:shirt -:shirt 2:dollar *:dollar 13:dollar 11:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 74 | 1210 | (x+(2-(109*11)))=13 | x 2 109 11 * - + 13 = | x:dollar 2:dollar 109:shirt 11:dollar *:dollar -:dollar +:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 74 | 1214 | (x-(2+(109*11)))=13 | x 2 109 11 * + - 13 = | x:dollar 2:dollar 109:dollar 11:shirt *:dollar +:dollar -:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 74 | 1190 | 2=(109+((13-x)/11)) | 2 109 13 x - 11 / + = | 2:shirt 109:shirt 13:shirt x:shirt -:shirt 11:dollar /:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 42 | 74 | 528 | 109=(13+((x*2)/11)) | 109 13 x 2 * 11 / + = | 109:dollar 13:dollar x:shirt 2:dollar *:dollar 11:shirt /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 74 | 250 | 2=((109+(13*11))-x) | 2 109 13 11 * + x - = | 2:shirt 109:shirt 13:shirt 11:dollar *:shirt +:shirt x:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 45 | 74 | 1210 | x=(((109*11)+13)-2) | x 109 11 * 13 + 2 - = | x:dollar 109:dollar 11:shirt *:dollar 13:dollar +:dollar 2:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 74 | 1214 | x=(((109*11)+13)+2) | x 109 11 * 13 + 2 + = | x:dollar 109:dollar 11:shirt *:dollar 13:dollar +:dollar 2:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 74 | 2614 | x=((109*(13+11))-2) | x 109 13 11 + * 2 - = | x:shirt 109:shirt 13:dollar 11:dollar +:dollar *:shirt 2:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 45 | 74 | 216 | x=((109*(13-11))-2) | x 109 13 11 - * 2 - = | x:shirt 109:shirt 13:dollar 11:dollar -:dollar *:shirt 2:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 45 | 74 | 1184 | x=(((109*11)-13)-2) | x 109 11 * 13 - 2 - = | x:dollar 109:dollar 11:shirt *:dollar 13:dollar -:dollar 2:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 74 | 2977 | x=(13*((109*2)+11)) | x 13 109 2 * 11 + * = | x:dollar 13:dollar 109:shirt 2:dollar *:shirt 11:shirt +:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 74 | 1210 | x=((109*11)+(13-2)) | x 109 11 * 13 2 - + = | x:dollar 109:dollar 11:shirt *:dollar 13:dollar 2:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 74 | 1188 | x=((109*11)-(13-2)) | x 109 11 * 13 2 - - = | x:dollar 109:dollar 11:shirt *:dollar 13:dollar 2:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 74 | 1300 | x=(13*((109+2)-11)) | x 13 109 2 + 11 - * = | x:shirt 13:shirt 109:dollar 2:dollar +:dollar 11:dollar -:dollar *:shirt =:shirt
EXPR: 0 | POS | INT | 45 | 74 | 1586 | x=(13*((109+2)+11)) | x 13 109 2 + 11 + * = | x:shirt 13:shirt 109:dollar 2:dollar +:dollar 11:dollar +:dollar *:shirt =:shirt
EXPR: 0 | POS | INT | 45 | 74 | 220 | x=(13+((109*2)-11)) | x 13 109 2 * 11 - + = | x:shirt 13:shirt 109:dollar 2:shirt *:shirt 11:shirt -:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 45 | 74 | 242 | x=(13+((109*2)+11)) | x 13 109 2 * 11 + + = | x:shirt 13:shirt 109:dollar 2:shirt *:shirt 11:shirt +:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 45 | 74 | 1184 | x=(((109*11)-2)-13) | x 109 11 * 2 - 13 - = | x:shirt 109:dollar 11:shirt *:shirt 2:shirt -:shirt 13:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 46 | 74 | 1214 | x=(((109*11)+13)+2) | x 109 11 * 13 + 2 + = | x:dollar 109:dollar 11:shirt *:dollar 13:dollar +:dollar 2:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 74 | 2614 | x=((109*(13+11))-2) | x 109 13 11 + * 2 - = | x:shirt 109:shirt 13:dollar 11:dollar +:dollar *:shirt 2:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 46 | 74 | 1210 | x=((109*11)+(13-2)) | x 109 11 * 13 2 - + = | x:dollar 109:dollar 11:shirt *:dollar 13:dollar 2:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 74 | 1188 | x=((109*11)-(13-2)) | x 109 11 * 13 2 - - = | x:dollar 109:dollar 11:shirt *:dollar 13:dollar 2:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 74 | 1300 | x=(13*((109+2)-11)) | x 13 109 2 + 11 - * = | x:shirt 13:shirt 109:dollar 2:dollar +:dollar 11:dollar -:dollar *:shirt =:shirt
EXPR: 0 | POS | INT | 47 | 74 | 146 | 11=(x-((2*13)+109)) | 11 x 2 13 * 109 + - = | 11:dollar x:dollar 2:shirt 13:dollar *:dollar 109:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 74 | - | 109=(((13-11)-2)/x) | 109 13 11 - 2 - x / = | 109:dollar 13:dollar 11:dollar -:dollar 2:dollar -:dollar x:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 74 | 118 | (x+(13-(2*11)))=109 | x 13 2 11 * - + 109 = | x:dollar 13:dollar 2:shirt 11:dollar *:dollar -:dollar +:dollar 109:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 74 | 254 | (x-(109+(13*11)))=2 | x 109 13 11 * + - 2 = | x:dollar 109:dollar 13:dollar 11:shirt *:dollar +:dollar -:dollar 2:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 74 | 100 | 2=(((13-x)+109)/11) | 2 13 x - 109 + 11 / = | 2:dollar 13:dollar x:dollar -:dollar 109:dollar +:dollar 11:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 74 |  | (((x/109)+13)-11)=2 | x 109 / 13 + 11 - 2 = | x:dollar 109:shirt /:dollar 13:dollar +:dollar 11:dollar -:dollar 2:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 74 | 222 | (x/(13-(11-109)))=2 | x 13 11 109 - - / 2 = | x:shirt 13:dollar 11:dollar 109:dollar -:dollar -:dollar /:shirt 2:shirt =:shirt
EXPR: 0 | POS | INT | 47 | 74 |  | (((x*109)+13)-11)=2 | x 109 * 13 + 11 - 2 = | x:dollar 109:shirt *:dollar 13:dollar +:dollar 11:dollar -:dollar 2:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 74 | 250 | 13=(((x+2)-109)/11) | 13 x 2 + 109 - 11 / = | 13:dollar x:dollar 2:dollar +:dollar 109:dollar -:dollar 11:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 74 | 87 | x=((109-(13-2))-11) | x 109 13 2 - - 11 - = | x:shirt 109:shirt 13:shirt 2:shirt -:shirt -:shirt 11:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 50 | 74 | 87 | x=(((109+2)-11)-13) | x 109 2 + 11 - 13 - = | x:shirt 109:shirt 2:shirt +:shirt 11:shirt -:shirt 13:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 50 | 74 | 214 | x=(2*((109-13)+11)) | x 2 109 13 - 11 + * = | x:dollar 2:dollar 109:shirt 13:shirt -:shirt 11:shirt +:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 74 | 146 | x=((109+(2*13))+11) | x 109 2 13 * + 11 + = | x:shirt 109:shirt 2:dollar 13:shirt *:shirt +:shirt 11:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 50 | 74 | 1214 | x=((2+(109*11))+13) | x 2 109 11 * + 13 + = | x:shirt 2:shirt 109:dollar 11:shirt *:shirt +:shirt 13:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 50 | 74 | 2856 | x=(2*((109*13)+11)) | x 2 109 13 * 11 + * = | x:shirt 2:dollar 109:shirt 13:dollar *:shirt 11:shirt +:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 50 | 74 | 94 | x=((109-(2*13))+11) | x 109 2 13 * - 11 + = | x:shirt 109:shirt 2:dollar 13:shirt *:shirt -:shirt 11:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 50 | 74 | 1558 | x=((13*(109+11))-2) | x 13 109 11 + * 2 - = | x:shirt 13:shirt 109:dollar 11:dollar +:dollar *:shirt 2:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 50 | 74 | 227 | x=((2*(109+11))-13) | x 2 109 11 + * 13 - = | x:dollar 2:dollar 109:shirt 11:shirt +:shirt *:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 74 | 1054 | x=((11*(109-13))-2) | x 11 109 13 - * 2 - = | x:dollar 11:shirt 109:dollar 13:dollar -:dollar *:dollar 2:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 74 | 15609 | x=((2+(109*13))*11) | x 2 109 13 * + 11 * = | x:shirt 2:dollar 109:shirt 13:dollar *:dollar +:dollar 11:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 50 | 74 | 2424 | x=((13+(109*11))*2) | x 13 109 11 * + 2 * = | x:shirt 13:dollar 109:dollar 11:shirt *:dollar +:dollar 2:shirt *:shirt =:shirt
EXPR: 0 | POS | INT | 50 | 74 | 83 | x=(((109-2)-11)-13) | x 109 2 - 11 - 13 - = | x:shirt 109:shirt 2:shirt -:shirt 11:shirt -:shirt 13:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 51 | 74 | 87 | x=(((109+2)-11)-13) | x 109 2 + 11 - 13 - = | x:shirt 109:shirt 2:shirt +:shirt 11:shirt -:shirt 13:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 51 | 74 | 214 | x=(2*((109-13)+11)) | x 2 109 13 - 11 + * = | x:dollar 2:dollar 109:shirt 13:shirt -:shirt 11:shirt +:shirt *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 74 | 1214 | x=((2+(109*11))+13) | x 2 109 11 * + 13 + = | x:shirt 2:shirt 109:dollar 11:shirt *:shirt +:shirt 13:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 51 | 74 | 94 | x=((109-(2*13))+11) | x 109 2 13 * - 11 + = | x:shirt 109:shirt 2:dollar 13:shirt *:shirt -:shirt 11:shirt +:shirt =:shirt
EXPR: 0 | POS | INT | 51 | 74 | 1054 | x=((11*(109-13))-2) | x 11 109 13 - * 2 - = | x:dollar 11:shirt 109:dollar 13:dollar -:dollar *:dollar 2:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 74 | 250 | 11=(((x+2)-109)/13) | 11 x 2 + 109 - 13 / = | 11:dollar x:dollar 2:dollar +:dollar 109:dollar -:dollar 13:shirt /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 74 | 1426 | 11=((2-(109*13))+x) | 11 2 109 13 * - x + = | 11:dollar 2:dollar 109:shirt 13:dollar *:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 74 | 233 | 11=((2*(109+13))-x) | 11 2 109 13 + * x - = | 11:shirt 2:shirt 109:dollar 13:dollar +:dollar *:shirt x:shirt -:shirt =:shirt
EXPR: 0 | POS | INT | 52 | 74 | 1624 | 11=((109*(2+13))-x) | 11 109 2 13 + * x - = | 11:shirt 109:dollar 2:shirt 13:shirt +:shirt *:shirt x:shirt -:shirt =:shirt
