parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 160 |  | x=(((4-8)+4)*10) | x 4 8 - 4 + 10 * = | x:ball 4:pack 8:pack -:pack 4:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | - | 10=(((4-4)*x)/8) | 10 4 4 - x * 8 / = | 10:ball 4:pack 4:pack -:pack x:ball *:ball 8:pack /:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 96 | 8=((x-(4*4))/10) | 8 x 4 4 * - 10 / = | 8:pack x:pack 4:ball 4:pack *:pack -:pack 10:ball /:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 18 | 8=(((4*x)/4)-10) | 8 4 x * 4 / 10 - = | 8:pack 4:pack x:ball *:pack 4:ball /:pack 10:pack -:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 80 | ((4*(x/4))/10)=8 | 4 x 4 / * 10 / 8 = | 4:pack x:ball 4:pack /:ball *:pack 10:ball /:pack 8:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 20 | 4=((8/4)+(x/10)) | 4 8 4 / x 10 / + = | 4:ball 8:ball 4:pack /:ball x:ball 10:pack /:ball +:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 5 | 4=((8/4)+(10/x)) | 4 8 4 / 10 x / + = | 4:ball 8:ball 4:pack /:ball 10:ball x:pack /:ball +:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 280 | 4=((8*4)-(x/10)) | 4 8 4 * x 10 / - = | 4:ball 8:ball 4:pack *:ball x:ball 10:pack /:ball -:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 19 | ((4+(x*4))/10)=8 | 4 x 4 * + 10 / 8 = | 4:pack x:ball 4:pack *:pack +:pack 10:ball /:pack 8:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 10 | 4=(x-((4-8)+10)) | 4 x 4 8 - 10 + - = | 4:pack x:pack 4:pack 8:pack -:pack 10:pack +:pack -:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 10 | 4=(8-(4*(10/x))) | 4 8 4 10 x / * - = | 4:ball 8:ball 4:pack 10:ball x:pack /:ball *:ball -:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 18 | (x+(8-(4*4)))=10 | x 8 4 4 * - + 10 = | x:ball 8:ball 4:pack 4:ball *:ball -:ball +:ball 10:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | - | 4=(((8*10)/x)+4) | 4 8 10 * x / 4 + = | 4:pack 8:ball 10:pack *:pack x:ball /:pack 4:pack +:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 80 | (4+(x-4))=(8*10) | 4 x 4 - + 8 10 * = | 4:pack x:pack 4:pack -:pack +:pack 8:pack 10:ball *:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 36 | (8+(x-4))=(4*10) | 8 x 4 - + 4 10 * = | 8:pack x:pack 4:pack -:pack +:pack 4:pack 10:ball *:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 70 | 4=(4*(8-(x/10))) | 4 4 8 x 10 / - * = | 4:pack 4:pack 8:ball x:ball 10:pack /:ball -:ball *:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 19 | 4=(4*((x-8)-10)) | 4 4 x 8 - 10 - * = | 4:ball 4:pack x:ball 8:ball -:ball 10:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | - | ((x*(4-4))/10)=8 | x 4 4 - * 10 / 8 = | x:ball 4:pack 4:pack -:pack *:pack 10:ball /:pack 8:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 2 | ((x*(10-4))-8)=4 | x 10 4 - * 8 - 4 = | x:ball 10:pack 4:pack -:pack *:pack 8:pack -:pack 4:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 26 | (4+8)=(x-(4+10)) | 4 8 + x 4 10 + - = | 4:pack 8:pack +:pack x:pack 4:pack 10:pack +:pack -:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 10 | (4-8)=(x-(4+10)) | 4 8 - x 4 10 + - = | 4:pack 8:pack -:pack x:pack 4:pack 10:pack +:pack -:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 6 | 4=(((x-8)-4)+10) | 4 x 8 - 4 - 10 + = | 4:ball x:ball 8:ball -:ball 4:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 448 | 4=((x/(8*4))-10) | 4 x 8 4 * / 10 - = | 4:pack x:pack 8:ball 4:pack *:ball /:pack 10:pack -:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 38 | ((4*8)-4)=(x-10) | 4 8 * 4 - x 10 - = | 4:ball 8:pack *:ball 4:ball -:ball x:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 18 | ((x-8)*(4/4))=10 | x 8 - 4 4 / * 10 = | x:pack 8:pack -:pack 4:ball 4:pack /:ball *:ball 10:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 88 | 4=(x/((8*4)-10)) | 4 x 8 4 * 10 - / = | 4:ball x:ball 8:ball 4:pack *:pack 10:pack -:pack /:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 168 | 4=(x/((8*4)+10)) | 4 x 8 4 * 10 + / = | 4:ball x:ball 8:ball 4:pack *:pack 10:pack +:pack /:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 2 | 4=((x+8)*(4/10)) | 4 x 8 + 4 10 / * = | 4:pack x:pack 8:pack +:pack 4:ball 10:pack /:ball *:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 24 | ((x/4)-(4-8))=10 | x 4 / 4 8 - - 10 = | x:ball 4:pack /:ball 4:ball 8:ball -:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 7 | ((x*(8/4))-4)=10 | x 8 4 / * 4 - 10 = | x:ball 8:pack 4:ball /:pack *:pack 4:pack -:pack 10:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 3 | ((x*(8/4))+4)=10 | x 8 4 / * 4 + 10 = | x:ball 8:pack 4:ball /:pack *:pack 4:pack +:pack 10:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 8 | 4=(((x-8)*10)+4) | 4 x 8 - 10 * 4 + = | 4:pack x:ball 8:ball -:ball 10:pack *:pack 4:pack +:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 18 | 8=(x-((4*10)/4)) | 8 x 4 10 * 4 / - = | 8:ball x:ball 4:pack 10:ball *:ball 4:pack /:ball -:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 280 | 4=((8*4)-(x/10)) | 4 8 4 * x 10 / - = | 4:ball 8:pack 4:ball *:ball x:ball 10:pack /:ball -:ball =:ball
EXPR: 0 | POS | INT | 32 | 160 | 2 | 4=((4-8)-(x-10)) | 4 4 8 - x 10 - - = | 4:pack 4:pack 8:pack -:pack x:pack 10:pack -:pack -:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 12 | ((x-4)+(8/4))=10 | x 4 - 8 4 / + 10 = | x:pack 4:pack -:pack 8:pack 4:ball /:pack +:pack 10:pack =:pack
EXPR: 0 | POS | INT | 32 | 160 | 34 | (x-(8+(4*4)))=10 | x 8 4 4 * + - 10 = | x:ball 8:ball 4:pack 4:ball *:ball +:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 30 | x=(((8+4)/4)*10) | x 8 4 + 4 / 10 * = | x:ball 8:pack 4:pack +:pack 4:ball /:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 80 | x=(((8+4)-4)*10) | x 8 4 + 4 - 10 * = | x:pack 8:pack 4:pack +:pack 4:pack -:pack 10:ball *:pack =:pack
EXPR: 0 | POS | INT | 35 | 160 | 6 | x=(((8-4)*4)-10) | x 8 4 - 4 * 10 - = | x:ball 8:pack 4:pack -:pack 4:ball *:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 10 | x=(((8-4)/4)*10) | x 8 4 - 4 / 10 * = | x:ball 8:pack 4:pack -:pack 4:ball /:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 90 | x=((8+(4/4))*10) | x 8 4 4 / + 10 * = | x:ball 8:pack 4:pack 4:ball /:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 26 | x=(((8-4)*4)+10) | x 8 4 - 4 * 10 + = | x:ball 8:pack 4:pack -:pack 4:ball *:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 352 | x=((4+(4*10))*8) | x 4 4 10 * + 8 * = | x:ball 4:pack 4:pack 10:ball *:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 60 | x=((4+(8/4))*10) | x 4 8 4 / + 10 * = | x:ball 4:pack 8:pack 4:ball /:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 108 | x=(((4+10)*8)-4) | x 4 10 + 8 * 4 - = | x:pack 4:ball 10:ball +:ball 8:pack *:pack 4:pack -:pack =:pack
EXPR: 0 | POS | INT | 35 | 160 | 24 | x=(4+(10*(8/4))) | x 4 10 8 4 / * + = | x:ball 4:ball 10:ball 8:pack 4:ball /:pack *:ball +:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 352 | x=((4+(4*10))*8) | x 4 4 10 * + 8 * = | x:ball 4:ball 4:pack 10:ball *:ball +:ball 8:pack *:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 2 | x=((4+(10-8))-4) | x 4 10 8 - + 4 - = | x:pack 4:pack 10:pack 8:pack -:pack +:pack 4:pack -:pack =:pack
EXPR: 0 | POS | INT | 35 | 160 | 46 | x=(4+(10+(8*4))) | x 4 10 8 4 * + + = | x:ball 4:ball 10:ball 8:pack 4:ball *:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 360 | x=(((8*4)+4)*10) | x 8 4 * 4 + 10 * = | x:ball 8:pack 4:ball *:pack 4:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 16 | x=((4+4)*(10-8)) | x 4 4 + 10 8 - * = | x:ball 4:pack 4:pack +:pack 10:ball 8:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 45 | x=(((4/8)+4)*10) | x 4 8 / 4 + 10 * = | x:ball 4:pack 8:ball /:pack 4:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 35 | 160 | 8 | x=(8+((4-4)*10)) | x 8 4 4 - 10 * + = | x:ball 8:ball 4:pack 4:pack -:pack 10:ball *:ball +:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 30 | x=(((8+4)/4)*10) | x 8 4 + 4 / 10 * = | x:ball 8:pack 4:pack +:pack 4:ball /:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 6 | x=(((8-4)*4)-10) | x 8 4 - 4 * 10 - = | x:ball 8:pack 4:pack -:pack 4:ball *:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 10 | x=(((8-4)/4)*10) | x 8 4 - 4 / 10 * = | x:ball 8:pack 4:pack -:pack 4:ball /:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 90 | x=((8+(4/4))*10) | x 8 4 4 / + 10 * = | x:ball 8:pack 4:pack 4:ball /:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 352 | x=((4+(4*10))*8) | x 4 4 10 * + 8 * = | x:ball 4:pack 4:pack 10:ball *:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 60 | x=((4+(8/4))*10) | x 4 8 4 / + 10 * = | x:ball 4:pack 8:pack 4:ball /:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 26 | x=(((8-4)*4)+10) | x 8 4 - 4 * 10 + = | x:ball 8:pack 4:pack -:pack 4:ball *:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 108 | x=(((4+10)*8)-4) | x 4 10 + 8 * 4 - = | x:pack 4:ball 10:ball +:ball 8:pack *:pack 4:pack -:pack =:pack
EXPR: 0 | POS | INT | 36 | 160 | 360 | x=(((8*4)+4)*10) | x 8 4 * 4 + 10 * = | x:ball 8:pack 4:ball *:pack 4:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 16 | x=((4+4)*(10-8)) | x 4 4 + 10 8 - * = | x:ball 4:pack 4:pack +:pack 10:ball 8:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 36 | 160 | 8 | x=(8+((4-4)*10)) | x 8 4 4 - 10 * + = | x:ball 8:ball 4:pack 4:pack -:pack 10:ball *:ball +:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 28 | 4=(((4/8)*x)-10) | 4 4 8 / x * 10 - = | 4:ball 4:pack 8:ball /:pack x:ball *:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 72 | 4=((x-(4*8))/10) | 4 x 4 8 * - 10 / = | 4:pack x:pack 4:ball 8:pack *:pack -:pack 10:ball /:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 18 | 4=(((4*8)-x)-10) | 4 4 8 * x - 10 - = | 4:ball 4:pack 8:ball *:ball x:ball -:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | - | 8=(((4-4)/x)*10) | 8 4 4 - x / 10 * = | 8:ball 4:pack 4:pack -:pack x:ball /:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 3 | 8=(4*((4*x)-10)) | 8 4 4 x * 10 - * = | 8:ball 4:pack 4:pack x:ball *:ball 10:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 3 | 4=(4*((8+x)-10)) | 4 4 8 x + 10 - * = | 4:ball 4:pack 8:ball x:ball +:ball 10:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 10 | 4=(((8-4)/x)*10) | 4 8 4 - x / 10 * = | 4:ball 8:pack 4:pack -:pack x:ball /:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 42 | 4=(8*((x/4)-10)) | 4 8 x 4 / 10 - * = | 4:ball 8:pack x:ball 4:pack /:ball 10:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 9 | 4=((x-4)*(8/10)) | 4 x 4 - 8 10 / * = | 4:ball x:ball 4:ball -:ball 8:pack 10:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 0 | 4=(8-(4+(10*x))) | 4 8 4 10 x * + - = | 4:pack 8:pack 4:pack 10:ball x:pack *:pack +:pack -:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | - | 8=(((4-4)*x)+10) | 8 4 4 - x * 10 + = | 8:ball 4:pack 4:pack -:pack x:ball *:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 9 | 4=(x-(4*(10/8))) | 4 x 4 10 8 / * - = | 4:ball x:ball 4:pack 10:ball 8:pack /:ball *:ball -:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 2 | 4=(((10-x)*4)/8) | 4 10 x - 4 * 8 / = | 4:pack 10:ball x:ball -:ball 4:pack *:pack 8:ball /:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 8 | 4=((x+(4*8))/10) | 4 x 4 8 * + 10 / = | 4:pack x:pack 4:ball 8:pack *:pack +:pack 10:ball /:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 70 | 4=(4*(8-(x/10))) | 4 4 8 x 10 / - * = | 4:pack 4:pack 8:ball x:ball 10:pack /:ball -:ball *:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 36 | 4=((x+(8-4))/10) | 4 x 8 4 - + 10 / = | 4:pack x:pack 8:pack 4:pack -:pack +:pack 10:ball /:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 28 | 4=((8+(4+x))/10) | 4 8 4 x + + 10 / = | 4:pack 8:pack 4:pack x:pack +:pack +:pack 10:ball /:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 7 | 4=(((8*x)/4)-10) | 4 8 x * 4 / 10 - = | 4:ball 8:pack x:ball *:ball 4:pack /:ball 10:ball -:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 18 | ((x*(4/4))-8)=10 | x 4 4 / * 8 - 10 = | x:ball 4:pack 4:ball /:pack *:pack 8:pack -:pack 10:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 2 | ((x*(4/4))+8)=10 | x 4 4 / * 8 + 10 = | x:ball 4:pack 4:ball /:pack *:pack 8:pack +:pack 10:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 2 | 4=(((4+8)-10)*x) | 4 4 8 + 10 - x * = | 4:ball 4:pack 8:pack +:pack 10:pack -:pack x:ball *:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 18 | 4=((x-10)-(8-4)) | 4 x 10 - 8 4 - - = | 4:pack x:pack 10:pack -:pack 8:pack 4:pack -:pack -:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 18 | 4=((x+4)-(8+10)) | 4 x 4 + 8 10 + - = | 4:pack x:pack 4:pack +:pack 8:pack 10:pack +:pack -:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 448 | (x/((4+10)*8))=4 | x 4 10 + 8 * / 4 = | x:pack 4:ball 10:ball +:ball 8:pack *:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 37 | 160 | 38 | ((x+4)-(4*8))=10 | x 4 + 4 8 * - 10 = | x:ball 4:ball +:ball 4:pack 8:ball *:ball -:ball 10:ball =:ball
EXPR: 0 | POS | INT | 37 | 160 | 80 | 4=(((4*8)/x)*10) | 4 4 8 * x / 10 * = | 4:ball 4:ball 8:pack *:pack x:ball /:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 80 | x=(10*((4*8)/4)) | x 10 4 8 * 4 / * = | x:ball 10:pack 4:ball 8:pack *:ball 4:pack /:ball *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 108 | x=((8*(4+10))-4) | x 8 4 10 + * 4 - = | x:ball 8:pack 4:ball 10:ball +:ball *:ball 4:ball -:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 38 | x=(((4+8)*4)-10) | x 4 8 + 4 * 10 - = | x:pack 4:ball 8:ball +:ball 4:pack *:pack 10:pack -:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 18 | x=(((4*8)/4)+10) | x 4 8 * 4 / 10 + = | x:pack 4:ball 8:pack *:pack 4:ball /:pack 10:pack +:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 352 | x=((4+(4*10))*8) | x 4 4 10 * + 8 * = | x:ball 4:ball 4:pack 10:ball *:ball +:ball 8:pack *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 8 | x=(((4+8)-10)*4) | x 4 8 + 10 - 4 * = | x:pack 4:pack 8:pack +:pack 10:pack -:pack 4:ball *:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 88 | x=((4+(8+10))*4) | x 4 8 10 + + 4 * = | x:pack 4:ball 8:ball 10:ball +:ball +:ball 4:pack *:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 |  | x=(((4-4)/10)*8) | x 4 4 - 10 / 8 * = | x:ball 4:pack 4:pack -:pack 10:ball /:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 352 | x=((4+(4*10))*8) | x 4 4 10 * + 8 * = | x:ball 4:pack 4:pack 10:ball *:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 36 | x=((4+(4*10))-8) | x 4 4 10 * + 8 - = | x:pack 4:pack 4:pack 10:ball *:pack +:pack 8:pack -:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 88 | x=(((4+8)+10)*4) | x 4 8 + 10 + 4 * = | x:pack 4:pack 8:pack +:pack 10:pack +:pack 4:ball *:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 128 | x=(4*((4*10)-8)) | x 4 4 10 * 8 - * = | x:ball 4:pack 4:pack 10:ball *:ball 8:ball -:ball *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 192 | x=(4*((4*10)+8)) | x 4 4 10 * 8 + * = | x:ball 4:pack 4:pack 10:ball *:ball 8:ball +:ball *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 10 | x=(8*(10/(4+4))) | x 8 10 4 4 + / * = | x:pack 8:pack 10:ball 4:pack 4:pack +:pack /:ball *:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 1 | x=(((10/8)*4)-4) | x 10 8 / 4 * 4 - = | x:pack 10:ball 8:pack /:ball 4:pack *:pack 4:pack -:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 5 | x=((10/(4*4))*8) | x 10 4 4 * / 8 * = | x:ball 10:ball 4:ball 4:pack *:pack /:ball 8:pack *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 5 | x=((8/(4*4))*10) | x 8 4 4 * / 10 * = | x:ball 8:ball 4:ball 4:pack *:pack /:ball 10:pack *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 80 | x=((4+(8*10))-4) | x 4 8 10 * + 4 - = | x:pack 4:pack 8:ball 10:pack *:pack +:pack 4:pack -:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 20 | x=(4*((4*10)/8)) | x 4 4 10 * 8 / * = | x:pack 4:pack 4:pack 10:ball *:ball 8:pack /:ball *:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 144 | x=(8*((4+10)+4)) | x 8 4 10 + 4 + * = | x:ball 8:ball 4:pack 10:pack +:pack 4:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 360 | x=(10*((4*8)+4)) | x 10 4 8 * 4 + * = | x:pack 10:ball 4:ball 8:pack *:pack 4:pack +:pack *:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 168 | x=(4*((8*4)+10)) | x 4 8 4 * 10 + * = | x:pack 4:ball 8:ball 4:pack *:pack 10:pack +:pack *:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 208 | x=(8*((4*4)+10)) | x 8 4 4 * 10 + * = | x:ball 8:ball 4:ball 4:pack *:pack 10:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 240 | x=((8+(4*4))*10) | x 8 4 4 * + 10 * = | x:ball 8:ball 4:pack 4:ball *:ball +:ball 10:pack *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 48 | x=(8*((4*4)-10)) | x 8 4 4 * 10 - * = | x:ball 8:ball 4:ball 4:pack *:pack 10:pack -:pack *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 18 | x=((4/4)*(8+10)) | x 4 4 / 8 10 + * = | x:pack 4:ball 4:pack /:ball 8:pack 10:pack +:pack *:pack =:pack
EXPR: 0 | POS | INT | 40 | 160 | 12 | x=((10-4)*(8/4)) | x 10 4 - 8 4 / * = | x:ball 10:pack 4:pack -:pack 8:ball 4:pack /:ball *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 46 | x=(10+(4+(8*4))) | x 10 4 8 4 * + + = | x:ball 10:ball 4:ball 8:pack 4:ball *:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 80 | x=(10*((4*8)/4)) | x 10 4 8 * 4 / * = | x:ball 10:ball 4:pack 8:ball *:pack 4:ball /:pack *:ball =:ball
EXPR: 0 | POS | INT | 40 | 160 | 5 | x=(10/((4/8)*4)) | x 10 4 8 / 4 * / = | x:ball 10:ball 4:pack 8:ball /:pack 4:ball *:pack /:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 80 | x=(10*((4*8)/4)) | x 10 4 8 * 4 / * = | x:ball 10:pack 4:ball 8:pack *:ball 4:pack /:ball *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 108 | x=((8*(4+10))-4) | x 8 4 10 + * 4 - = | x:ball 8:pack 4:ball 10:ball +:ball *:ball 4:ball -:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 38 | x=(((4+8)*4)-10) | x 4 8 + 4 * 10 - = | x:pack 4:ball 8:ball +:ball 4:pack *:pack 10:pack -:pack =:pack
EXPR: 0 | POS | INT | 41 | 160 |  | x=(((4-4)/10)*8) | x 4 4 - 10 / 8 * = | x:ball 4:pack 4:pack -:pack 10:ball /:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 88 | x=(((4+8)+10)*4) | x 4 8 + 10 + 4 * = | x:pack 4:pack 8:pack +:pack 10:pack +:pack 4:ball *:pack =:pack
EXPR: 0 | POS | INT | 41 | 160 | 352 | x=((4+(4*10))*8) | x 4 4 10 * + 8 * = | x:ball 4:pack 4:pack 10:ball *:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 88 | x=((4+(8+10))*4) | x 4 8 10 + + 4 * = | x:pack 4:ball 8:ball 10:ball +:ball +:ball 4:pack *:pack =:pack
EXPR: 0 | POS | INT | 41 | 160 | 10 | x=(8*(10/(4+4))) | x 8 10 4 4 + / * = | x:pack 8:pack 10:ball 4:pack 4:pack +:pack /:ball *:pack =:pack
EXPR: 0 | POS | INT | 41 | 160 | 1 | x=(((10/8)*4)-4) | x 10 8 / 4 * 4 - = | x:pack 10:ball 8:pack /:ball 4:pack *:pack 4:pack -:pack =:pack
EXPR: 0 | POS | INT | 41 | 160 | 5 | x=((10/(4*4))*8) | x 10 4 4 * / 8 * = | x:ball 10:ball 4:ball 4:pack *:pack /:ball 8:pack *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 192 | x=(4*((4*10)+8)) | x 4 4 10 * 8 + * = | x:ball 4:pack 4:pack 10:ball *:ball 8:ball +:ball *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 20 | x=(4*((4*10)/8)) | x 4 4 10 * 8 / * = | x:pack 4:pack 4:pack 10:ball *:ball 8:pack /:ball *:pack =:pack
EXPR: 0 | POS | INT | 41 | 160 | 144 | x=(8*((4+10)+4)) | x 8 4 10 + 4 + * = | x:ball 8:ball 4:pack 10:pack +:pack 4:pack +:pack *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 360 | x=(10*((4*8)+4)) | x 10 4 8 * 4 + * = | x:pack 10:ball 4:ball 8:pack *:pack 4:pack +:pack *:pack =:pack
EXPR: 0 | POS | INT | 41 | 160 | 168 | x=(4*((8*4)+10)) | x 4 8 4 * 10 + * = | x:pack 4:ball 8:ball 4:pack *:pack 10:pack +:pack *:pack =:pack
EXPR: 0 | POS | INT | 41 | 160 | 240 | x=((8+(4*4))*10) | x 8 4 4 * + 10 * = | x:ball 8:ball 4:pack 4:ball *:ball +:ball 10:pack *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 48 | x=(8*((4*4)-10)) | x 8 4 4 * 10 - * = | x:ball 8:ball 4:ball 4:pack *:pack 10:pack -:pack *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 12 | x=((10-4)*(8/4)) | x 10 4 - 8 4 / * = | x:ball 10:pack 4:pack -:pack 8:ball 4:pack /:ball *:ball =:ball
EXPR: 0 | POS | INT | 41 | 160 | 46 | x=(10+(4+(8*4))) | x 10 4 8 4 * + + = | x:ball 10:ball 4:ball 8:pack 4:ball *:ball +:ball +:ball =:ball
