parameters: n=9 l=4 k=1 p=5 q=3 m=10
TOTAL 469 solutions found
EXPR: 0 | POS | INT | 0 | 180 | 16 | ((6*6)*(8/18))=x | 6 6 * 8 18 / * x = | 6:van 6:people *:people 8:bus 18:people /:bus *:people x:people =:people
EXPR: 0 | POS | INT | 39 | 180 | 10 | x=(((18-6)/6)+8) | x 18 6 - 6 / 8 + = | x:people 18:people 6:people -:people 6:bus /:people 8:people +:people =:people
EXPR: 0 | POS | INT | 40 | 180 | 396 | (((6*8)+18)*6)=x | 6 8 * 18 + 6 * x = | 6:people 8:van *:people 18:people +:people 6:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 40 | 180 | 64 | (((18-6)*6)-8)=x | 18 6 - 6 * 8 - x = | 18:van 6:van -:van 6:bus *:bus 8:bus -:bus x:bus =:bus
EXPR: 0 | POS | INT | 40 | 180 | 144 | ((6*8)*(18/6))=x | 6 8 * 18 6 / * x = | 6:people 8:bus *:people 18:van 6:bus /:van *:van x:van =:van
EXPR: 0 | POS | INT | 40 | 180 | 26 | x=(((6*6)+8)-18) | x 6 6 * 8 + 18 - = | x:van 6:van 6:bus *:van 8:van +:van 18:van -:van =:van
EXPR: 0 | POS | INT | 40 | 180 | 72 | x=(18*(6+(6-8))) | x 18 6 6 8 - + * = | x:people 18:van 6:people 6:people 8:people -:people +:people *:people =:people
EXPR: 0 | POS | INT | 41 | 180 | 81 | (((6*18)/8)*6)=x | 6 18 * 8 / 6 * x = | 6:people 18:van *:van 8:bus /:van 6:bus *:van x:van =:van
EXPR: 0 | POS | INT | 41 | 180 | zoo | x=((18/(6-6))*8) | x 18 6 6 - / 8 * = | x:van 18:people 6:van 6:van -:van /:people 8:van *:van =:van
EXPR: 0 | POS | INT | 41 | 180 | 96 | (6*((18-8)+6))=x | 6 18 8 - 6 + * x = | 6:van 18:people 8:people -:people 6:people +:people *:people x:people =:people
EXPR: 0 | POS | INT | 41 | 180 | 26 | x=(((6*6)+8)-18) | x 6 6 * 8 + 18 - = | x:van 6:van 6:bus *:van 8:van +:van 18:van -:van =:van
EXPR: 0 | POS | INT | 41 | 180 | 9 | ((18-6)*6)=(x*8) | 18 6 - 6 * x 8 * = | 18:van 6:van -:van 6:people *:van x:people 8:van *:van =:van
EXPR: 0 | POS | INT | 42 | 180 | 144 | (((6*8)/6)*18)=x | 6 8 * 6 / 18 * x = | 6:van 8:people *:van 6:bus /:van 18:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 42 | 180 | 144 | (((6-6)+8)*18)=x | 6 6 - 8 + 18 * x = | 6:people 6:people -:people 8:people +:people 18:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 42 | 180 | 96 | (6*((18-8)+6))=x | 6 18 8 - 6 + * x = | 6:van 18:people 8:people -:people 6:people +:people *:people x:people =:people
EXPR: 0 | POS | INT | 43 | 180 | 9 | 18=(6+(8*(x/6))) | 18 6 8 x 6 / * + = | 18:van 6:van 8:van x:bus 6:people /:bus *:van +:van =:van
EXPR: 0 | POS | INT | 43 | 180 | 144 | (x/(6*18))=(8/6) | x 6 18 * / 8 6 / = | x:people 6:people 18:van *:van /:people 8:people 6:van /:people =:people
EXPR: 0 | POS | INT | 44 | 180 | 90 | (((6+x)/8)+6)=18 | 6 x + 8 / 6 + 18 = | 6:van x:van +:van 8:people /:van 6:van +:van 18:van =:van
EXPR: 0 | POS | INT | 44 | 180 | 144 | x=((8*18)*(6/6)) | x 8 18 * 6 6 / * = | x:people 8:people 18:van *:van 6:people 6:bus /:people *:people =:people
EXPR: 0 | POS | INT | 44 | 180 | 26 | 6=((6*(x-18))/8) | 6 6 x 18 - * 8 / = | 6:people 6:people x:van 18:van -:van *:people 8:van /:people =:people
EXPR: 0 | POS | INT | 44 | 180 | 10 | (x+(8+18))=(6*6) | x 8 18 + + 6 6 * = | x:people 8:people 18:people +:people +:people 6:bus 6:people *:people =:people
EXPR: 0 | POS | INT | 44 | 180 | 144 | 6=((x+6)-(8*18)) | 6 x 6 + 8 18 * - = | 6:van x:van 6:van +:van 8:people 18:van *:van -:van =:van
EXPR: 0 | POS | INT | 45 | 180 | 18 | (((6+18)*6)/8)=x | 6 18 + 6 * 8 / x = | 6:van 18:van +:van 6:bus *:bus 8:people /:bus x:bus =:bus
EXPR: 0 | POS | INT | 45 | 180 | 144 | x=((8*18)*(6/6)) | x 8 18 * 6 6 / * = | x:people 8:people 18:van *:van 6:people 6:bus /:people *:people =:people
EXPR: 0 | POS | INT | 45 | 180 | 16 | (((6*8)/18)*6)=x | 6 8 * 18 / 6 * x = | 6:people 8:bus *:bus 18:van /:bus 6:van *:van x:van =:van
EXPR: 0 | POS | INT | 46 | 180 | 42 | (18*(6+8))=(6*x) | 18 6 8 + * 6 x * = | 18:people 6:bus 8:bus +:bus *:people 6:bus x:people *:people =:people
EXPR: 0 | POS | INT | 46 | 180 | 6 | 8=(((18-x)/6)+6) | 8 18 x - 6 / 6 + = | 8:van 18:van x:van -:van 6:people /:van 6:van +:van =:van
EXPR: 0 | POS | INT | 47 | 180 | 5184 | (6*8)=(x/(6*18)) | 6 8 * x 6 18 * / = | 6:people 8:van *:van x:van 6:bus 18:people *:bus /:van =:van
EXPR: 0 | POS | INT | 47 | 180 | 16 | (6*8)=((x/6)*18) | 6 8 * x 6 / 18 * = | 6:people 8:bus *:bus x:van 6:bus /:van 18:bus *:bus =:bus
EXPR: 0 | POS | INT | 47 | 180 | 21 | 6=(8-(6/(x-18))) | 6 8 6 x 18 - / - = | 6:people 8:people 6:people x:van 18:van -:van /:people -:people =:people
EXPR: 0 | POS | INT | 49 | 180 | 16 | (((6*8)/18)*6)=x | 6 8 * 18 / 6 * x = | 6:people 8:van *:people 18:bus /:people 6:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 49 | 180 | 16 | (((6*8)/18)*6)=x | 6 8 * 18 / 6 * x = | 6:van 8:people *:people 18:bus /:people 6:bus *:people x:people =:people
EXPR: 0 | POS | INT | 49 | 180 | 72 | x=(((18/6)+6)*8) | x 18 6 / 6 + 8 * = | x:people 18:van 6:bus /:van 6:van +:van 8:people *:people =:people
EXPR: 0 | POS | INT | 50 | 180 | 4 | (((x*6)/18)*6)=8 | x 6 * 18 / 6 * 8 = | x:people 6:van *:van 18:bus /:van 6:people *:van 8:van =:van
EXPR: 0 | POS | INT | 51 | 180 | 144 | ((6*8)*(18/x))=6 | 6 8 * 18 x / * 6 = | 6:van 8:people *:van 18:bus x:people /:bus *:bus 6:bus =:bus
EXPR: 0 | POS | INT | 51 | 180 | 4 | 18=((6*6)*(x/8)) | 18 6 6 * x 8 / * = | 18:van 6:bus 6:van *:van x:people 8:van /:people *:van =:van
EXPR: 0 | POS | INT | 51 | 180 | 576 | 18=(6+(x/(6*8))) | 18 6 x 6 8 * / + = | 18:van 6:van x:van 6:bus 8:people *:people /:van +:van =:van
EXPR: 0 | POS | INT | 51 | 180 | 18 | (x+6)=(8*(18/6)) | x 6 + 8 18 6 / * = | x:people 6:people +:people 8:people 18:van 6:people /:van *:people =:people
EXPR: 0 | POS | INT | 51 | 180 | 80 | x=(8-((6-18)*6)) | x 8 6 18 - 6 * - = | x:people 8:people 6:bus 18:bus -:bus 6:people *:people -:people =:people
EXPR: 0 | POS | INT | 51 | 180 | 696 | (((6*18)+8)*6)=x | 6 18 * 8 + 6 * x = | 6:bus 18:van *:van 8:van +:van 6:people *:people x:people =:people
EXPR: 0 | POS | INT | 52 | 180 | 900 | (((8*18)+6)*6)=x | 8 18 * 6 + 6 * x = | 8:van 18:people *:people 6:people +:people 6:bus *:bus x:bus =:bus
EXPR: 0 | POS | INT | 53 | 180 | 42 | (((6*x)/18)-8)=6 | 6 x * 18 / 8 - 6 = | 6:van x:people *:people 18:van /:people 8:people -:people 6:people =:people
EXPR: 0 | POS | INT | 54 | 180 | 90 | (((18-6)*8)-6)=x | 18 6 - 8 * 6 - x = | 18:van 6:van -:van 8:people *:people 6:people -:people x:people =:people
EXPR: 0 | POS | INT | 54 | 180 | 1728 | 8=(x/(18*(6+6))) | 8 x 18 6 6 + * / = | 8:van x:van 18:bus 6:people 6:people +:people *:people /:van =:van
EXPR: 0 | POS | INT | 54 | 180 | 25 | (x*6)=(6+(8*18)) | x 6 * 6 8 18 * + = | x:van 6:people *:people 6:people 8:people 18:bus *:people +:people =:people
EXPR: 0 | POS | INT | 54 | 180 | 10 | ((6/6)*18)=(x+8) | 6 6 / 18 * x 8 + = | 6:people 6:van /:people 18:van *:people x:people 8:people +:people =:people
EXPR: 0 | POS | INT | 56 | 180 | 72 | 8=(x/((18/6)+6)) | 8 x 18 6 / 6 + / = | 8:van x:van 18:bus 6:people /:bus 6:bus +:bus /:van =:van
EXPR: 0 | POS | INT | 56 | 180 | 4 | (18-6)=(8*(6/x)) | 18 6 - 8 6 x / * = | 18:people 6:people -:people 8:van 6:people x:bus /:people *:people =:people
EXPR: 0 | POS | INT | 56 | 180 |  | (x*(8+18))=(6-6) | x 8 18 + * 6 6 - = | x:people 8:van 18:van +:van *:van 6:van 6:van -:van =:van
EXPR: 0 | POS | INT | 56 | 180 | 432 | 18=((x/8)-(6*6)) | 18 x 8 / 6 6 * - = | 18:van x:van 8:bus /:van 6:people 6:van *:van -:van =:van
EXPR: 0 | POS | INT | 59 | 180 | 900 | x=(6*((8*18)+6)) | x 6 8 18 * 6 + * = | x:van 6:van 8:people 18:bus *:people 6:people +:people *:van =:van
EXPR: 0 | POS | INT | 59 | 180 | 144 | x=(6*((8*18)/6)) | x 6 8 18 * 6 / * = | x:van 6:van 8:van 18:bus *:bus 6:people /:bus *:van =:van
EXPR: 0 | POS | INT | 60 | 180 | 144 | (x*(6/18))=(6*8) | x 6 18 / * 6 8 * = | x:people 6:van 18:bus /:van *:people 6:bus 8:people *:people =:people
EXPR: 0 | POS | INT | 60 | 180 | 4 | 6=((18/(x*6))*8) | 6 18 x 6 * / 8 * = | 6:van 18:bus x:van 6:people *:people /:bus 8:van *:van =:van
EXPR: 0 | POS | INT | 60 | 180 | 5184 | (x/(6*18))=(6*8) | x 6 18 * / 6 8 * = | x:people 6:bus 18:van *:van /:people 6:bus 8:people *:people =:people
EXPR: 0 | POS | INT | 60 | 180 | 576 | 6=(x/((18-6)*8)) | 6 x 18 6 - 8 * / = | 6:van x:van 18:bus 6:bus -:bus 8:people *:people /:van =:van
EXPR: 0 | POS | INT | 61 | 180 | 6 | (((8-6)*18)/6)=x | 8 6 - 18 * 6 / x = | 8:van 6:van -:van 18:bus *:bus 6:people /:bus x:bus =:bus
EXPR: 0 | POS | INT | 66 | 180 | 102 | (8*(18-6))=(x-6) | 8 18 6 - * x 6 - = | 8:people 18:van 6:van -:van *:van x:van 6:van -:van =:van
EXPR: 0 | POS | INT | 66 | 180 | 11 | (6/6)=(x-(18-8)) | 6 6 / x 18 8 - - = | 6:van 6:people /:van x:van 18:van 8:van -:van -:van =:van
EXPR: 0 | POS | INT | 66 | 180 | 11 | (6/6)=(x-(18-8)) | 6 6 / x 18 8 - - = | 6:van 6:bus /:van x:van 18:van 8:van -:van -:van =:van
EXPR: 0 | POS | INT | 66 | 180 | 10 | (18-8)=(x*(6/6)) | 18 8 - x 6 6 / * = | 18:people 8:people -:people x:van 6:people 6:bus /:people *:people =:people
EXPR: 0 | POS | INT | 67 | 180 | 60 | (6*18)=(x+(6*8)) | 6 18 * x 6 8 * + = | 6:people 18:van *:van x:van 6:bus 8:van *:van +:van =:van
EXPR: 0 | POS | INT | 69 | 180 | 216 | (6*18)=(x/(8-6)) | 6 18 * x 8 6 - / = | 6:people 18:bus *:bus x:bus 8:van 6:van -:van /:bus =:bus
NET 211 non-negative, integer-valued solutions found out of 469 total solutions
