parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 1 | POS | INT | 0 | 224 | 224 | (((10+1)+3)*16)=x | 10 1 + 3 + 16 * x = | 10:book 1:book +:book 3:book +:book 16:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 23 | 224 | 24 | (1+((10-3)+16))=x | 1 10 3 - 16 + + x = | 1:book 10:book 3:book -:book 16:book +:book +:book x:book =:book
EXPR: 0 | POS | INT | 24 | 224 | 3 | (((10+x)+3)*1)=16 | 10 x + 3 + 1 * 16 = | 10:book x:book +:book 3:book +:book 1:dollar *:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 81 | x=((1+(10+16))*3) | x 1 10 16 + + 3 * = | x:dollar 1:book 10:book 16:book +:book +:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 23 | 10=((3-(1*16))+x) | 10 3 1 16 * - x + = | 10:dollar 3:dollar 1:book 16:dollar *:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 23 | ((10-x)+(1*16))=3 | 10 x - 1 16 * + 3 = | 10:dollar x:dollar -:dollar 1:book 16:dollar *:dollar +:dollar 3:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 21 | x=(((1-10)+16)*3) | x 1 10 - 16 + 3 * = | x:dollar 1:book 10:book -:book 16:book +:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 41 | 1=(((x+10)/3)-16) | 1 x 10 + 3 / 16 - = | 1:dollar x:dollar 10:dollar +:dollar 3:book /:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 10 | (((1-10)+16)+3)=x | 1 10 - 16 + 3 + x = | 1:book 10:book -:book 16:book +:book 3:book +:book x:book =:book
EXPR: 0 | POS | INT | 24 | 224 | 4 | (((1-10)+16)-3)=x | 1 10 - 16 + 3 - x = | 1:book 10:book -:book 16:book +:book 3:book -:book x:book =:book
EXPR: 0 | POS | INT | 24 | 224 | 28 | (((1-10)+x)-3)=16 | 1 10 - x + 3 - 16 = | 1:book 10:book -:book x:book +:book 3:book -:book 16:book =:book
EXPR: 0 | POS | INT | 24 | 224 | 38 | ((x+(10*1))/16)=3 | x 10 1 * + 16 / 3 = | x:book 10:dollar 1:book *:book +:book 16:dollar /:book 3:book =:book
EXPR: 0 | POS | INT | 24 | 224 | 131 | x=(1+(10*(16-3))) | x 1 10 16 3 - * + = | x:dollar 1:dollar 10:book 16:dollar 3:dollar -:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 163 | 1=((10/(x-3))*16) | 1 10 x 3 - / 16 * = | 1:dollar 10:book x:dollar 3:dollar -:dollar /:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 157 | 1=((10/(x+3))*16) | 1 10 x 3 + / 16 * = | 1:dollar 10:book x:dollar 3:dollar +:dollar /:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 39 | 1=((10-(3*16))+x) | 1 10 3 16 * - x + = | 1:dollar 10:dollar 3:book 16:dollar *:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 191 | 1=(x-(10*(3+16))) | 1 x 10 3 16 + * - = | 1:book x:book 10:book 3:dollar 16:dollar +:dollar *:book -:book =:book
EXPR: 0 | POS | INT | 24 | 224 | 23 | 10=((1*(x-16))+3) | 10 1 x 16 - * 3 + = | 10:dollar 1:book x:dollar 16:dollar -:dollar *:dollar 3:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 190 | 1=(x/(10*(3+16))) | 1 x 10 3 16 + * / = | 1:dollar x:dollar 10:book 3:dollar 16:dollar +:dollar *:book /:dollar =:dollar
EXPR: 0 | POS | INT | 24 | 224 | 131 | 1=(x+(10*(3-16))) | 1 x 10 3 16 - * + = | 1:book x:book 10:book 3:dollar 16:dollar -:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 25 | 224 | 17 | ((3*(10+1))-16)=x | 3 10 1 + * 16 - x = | 3:book 10:dollar 1:dollar +:dollar *:dollar 16:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 224 | 10 | (((1-10)+16)+3)=x | 1 10 - 16 + 3 + x = | 1:book 10:book -:book 16:book +:book 3:book +:book x:book =:book
EXPR: 0 | POS | INT | 25 | 224 | 4 | (((1-10)+16)-3)=x | 1 10 - 16 + 3 - x = | 1:book 10:book -:book 16:book +:book 3:book -:book x:book =:book
EXPR: 0 | POS | INT | 25 | 224 | 153 | x=(3-(10*(1-16))) | x 3 10 1 16 - * - = | x:dollar 3:dollar 10:book 1:dollar 16:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 224 | 208 | (((1*3)+10)*16)=x | 1 3 * 10 + 16 * x = | 1:book 3:dollar *:book 10:book +:book 16:dollar *:book x:book =:book
EXPR: 0 | POS | INT | 25 | 224 | 50 | x=((10/3)*(16-1)) | x 10 3 / 16 1 - * = | x:dollar 10:dollar 3:book /:dollar 16:book 1:book -:book *:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 224 | 42 | ((16*(1-3))+x)=10 | 16 1 3 - * x + 10 = | 16:dollar 1:book 3:book -:book *:dollar x:dollar +:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 224 | 78 | 16=(((x*1)/3)-10) | 16 x 1 * 3 / 10 - = | 16:dollar x:dollar 1:book *:dollar 3:book /:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 224 | 2 | ((16+(1+3))/x)=10 | 16 1 3 + + x / 10 = | 16:book 1:book 3:book +:book +:book x:dollar /:book 10:book =:book
EXPR: 0 | POS | INT | 26 | 224 | 163 | 16=(((x*1)-3)/10) | 16 x 1 * 3 - 10 / = | 16:dollar x:dollar 1:book *:dollar 3:dollar -:dollar 10:book /:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 224 | 208 | (((1*3)+10)*16)=x | 1 3 * 10 + 16 * x = | 1:book 3:dollar *:book 10:book +:book 16:dollar *:book x:book =:book
EXPR: 0 | POS | INT | 26 | 224 | 18 | ((16/(1-3))+x)=10 | 16 1 3 - / x + 10 = | 16:dollar 1:book 3:book -:book /:dollar x:dollar +:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 224 | 50 | x=((10/3)*(16-1)) | x 10 3 / 16 1 - * = | x:dollar 10:dollar 3:book /:dollar 16:book 1:book -:book *:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 224 | 131 | 1=(x-(10*(16-3))) | 1 x 10 16 3 - * - = | 1:book x:book 10:book 16:dollar 3:dollar -:dollar *:book -:book =:book
EXPR: 0 | POS | INT | 26 | 224 | 480 | (1/10)=(16*(3/x)) | 1 10 / 16 3 x / * = | 1:book 10:dollar /:book 16:dollar 3:book x:dollar /:book *:book =:book
EXPR: 0 | POS | INT | 27 | 224 | 480 | ((1*(x/3))/10)=16 | 1 x 3 / * 10 / 16 = | 1:book x:dollar 3:book /:dollar *:book 10:dollar /:book 16:book =:book
EXPR: 0 | POS | INT | 27 | 224 | 35 | 10=(((16-1)*3)-x) | 10 16 1 - 3 * x - = | 10:dollar 16:dollar 1:dollar -:dollar 3:book *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 224 | 9 | 10=((16+(1*3))-x) | 10 16 1 3 * + x - = | 10:dollar 16:dollar 1:book 3:dollar *:dollar +:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 224 | 15 | 10=((16+(x-1))/3) | 10 16 x 1 - + 3 / = | 10:dollar 16:dollar x:dollar 1:dollar -:dollar +:dollar 3:book /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 224 | 8 | 10=(((16-1)-x)+3) | 10 16 1 - x - 3 + = | 10:book 16:book 1:book -:book x:book -:book 3:book +:book =:book
EXPR: 0 | POS | INT | 27 | 224 | 3 | 10=((16-(1*3))-x) | 10 16 1 3 * - x - = | 10:dollar 16:dollar 1:book 3:dollar *:dollar -:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 224 | 36 | (x+((1-3)*10))=16 | x 1 3 - 10 * + 16 = | x:dollar 1:dollar 3:dollar -:dollar 10:book *:dollar +:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 28 | 224 | 9 | x=((3-(10-16))*1) | x 3 10 16 - - 1 * = | x:dollar 3:book 10:book 16:book -:book -:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 28 | 224 | 29 | x=((3+(10+16))*1) | x 3 10 16 + + 1 * = | x:dollar 3:book 10:book 16:book +:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 28 | 224 | 2 | x=(1*((16-10)/3)) | x 1 16 10 - 3 / * = | x:book 1:book 16:dollar 10:dollar -:dollar 3:book /:dollar *:book =:book
EXPR: 0 | POS | INT | 28 | 224 | 19 | x=(1+((16-10)*3)) | x 1 16 10 - 3 * + = | x:book 1:book 16:dollar 10:dollar -:dollar 3:book *:book +:book =:book
EXPR: 0 | POS | INT | 28 | 224 | 2 | ((16/(3-1))+x)=10 | 16 3 1 - / x + 10 = | 16:dollar 3:book 1:book -:book /:dollar x:dollar +:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 224 | 140 | 3=((1-(x/10))+16) | 3 1 x 10 / - 16 + = | 3:dollar 1:dollar x:dollar 10:book /:dollar -:dollar 16:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 224 | 19 | x=(1+((16-10)*3)) | x 1 16 10 - 3 * + = | x:book 1:book 16:dollar 10:dollar -:dollar 3:book *:book +:book =:book
EXPR: 0 | POS | INT | 29 | 224 | 2 | x=(1*((16-10)/3)) | x 1 16 10 - 3 / * = | x:book 1:book 16:dollar 10:dollar -:dollar 3:book /:dollar *:book =:book
EXPR: 0 | POS | INT | 29 | 224 | 36 | x=(16-(10*(1-3))) | x 16 10 1 3 - * - = | x:dollar 16:dollar 10:book 1:dollar 3:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 224 | 2 | x=((1/3)*(16-10)) | x 1 3 / 16 10 - * = | x:dollar 1:dollar 3:book /:dollar 16:book 10:book -:book *:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 224 | 29 | 3=(x-(1*(10+16))) | 3 x 1 10 16 + * - = | 3:book x:book 1:book 10:dollar 16:dollar +:dollar *:book -:book =:book
EXPR: 0 | POS | INT | 30 | 224 | 53 | (3*x)=((10*16)-1) | 3 x * 10 16 * 1 - = | 3:book x:dollar *:dollar 10:book 16:dollar *:dollar 1:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 224 | 40 | ((10/(1+3))*16)=x | 10 1 3 + / 16 * x = | 10:book 1:dollar 3:dollar +:dollar /:book 16:dollar *:book x:book =:book
EXPR: 0 | POS | INT | 30 | 224 | 23 | (((10*1)-3)+16)=x | 10 1 * 3 - 16 + x = | 10:dollar 1:book *:book 3:book -:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 30 | 224 | 17 | 1=(((16-10)*3)-x) | 1 16 10 - 3 * x - = | 1:dollar 16:dollar 10:dollar -:dollar 3:book *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 224 | 57 | (10-(1-(3*16)))=x | 10 1 3 16 * - - x = | 10:book 1:book 3:dollar 16:book *:book -:book -:book x:book =:book
EXPR: 0 | POS | INT | 30 | 224 | 59 | (10+(1+(3*16)))=x | 10 1 3 16 * + + x = | 10:book 1:book 3:dollar 16:book *:book +:book +:book x:book =:book
EXPR: 0 | POS | INT | 30 | 224 | 17 | (((10+1)*3)-16)=x | 10 1 + 3 * 16 - x = | 10:book 1:book +:book 3:dollar *:book 16:book -:book x:book =:book
EXPR: 0 | POS | INT | 30 | 224 | 23 | ((10-(1*3))+16)=x | 10 1 3 * - 16 + x = | 10:book 1:dollar 3:book *:book -:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 30 | 224 | 49 | (((10+1)*3)+16)=x | 10 1 + 3 * 16 + x = | 10:book 1:book +:book 3:dollar *:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 30 | 224 | 36 | x=(16-(10*(1-3))) | x 16 10 1 3 - * - = | x:dollar 16:dollar 10:book 1:dollar 3:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 224 | 18 | 1=(((16-10)/x)*3) | 1 16 10 - x / 3 * = | 1:book 16:dollar 10:dollar -:dollar x:book /:dollar 3:book *:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 29 | x=((16+(10+3))*1) | x 16 10 3 + + 1 * = | x:dollar 16:book 10:book 3:book +:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 224 | 200 | x=((3+(1+16))*10) | x 3 1 16 + + 10 * = | x:dollar 3:book 1:book 16:book +:book +:book 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 224 | 180 | x=((3-(1-16))*10) | x 3 1 16 - - 10 * = | x:dollar 3:book 1:book 16:book -:book -:book 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 224 | 3 | x=((16-(10+3))*1) | x 16 10 3 + - 1 * = | x:dollar 16:book 10:book 3:book +:book -:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 224 | 28 | ((1+(x-3))-16)=10 | 1 x 3 - + 16 - 10 = | 1:book x:book 3:book -:book +:book 16:book -:book 10:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 9 | x=(((16-10)+3)*1) | x 16 10 - 3 + 1 * = | x:dollar 16:book 10:book -:book 3:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 224 | 157 | ((x+(1*3))/16)=10 | x 1 3 * + 16 / 10 = | x:book 1:book 3:dollar *:book +:book 16:dollar /:book 10:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 180 | x=(((3-1)+16)*10) | x 3 1 - 16 + 10 * = | x:dollar 3:book 1:book -:book 16:book +:book 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 224 | 22 | (((x+1)+3)-16)=10 | x 1 + 3 + 16 - 10 = | x:book 1:book +:book 3:book +:book 16:book -:book 10:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 59 | (10+(1+(3*16)))=x | 10 1 3 16 * + + x = | 10:book 1:book 3:dollar 16:book *:book +:book +:book x:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 23 | (((10*1)-3)+16)=x | 10 1 * 3 - 16 + x = | 10:dollar 1:book *:book 3:book -:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 17 | (((10+1)*3)-16)=x | 10 1 + 3 * 16 - x = | 10:book 1:book +:book 3:dollar *:book 16:book -:book x:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 49 | (((10+1)*3)+16)=x | 10 1 + 3 * 16 + x = | 10:book 1:book +:book 3:dollar *:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 23 | ((10-(1*3))+16)=x | 10 1 3 * - 16 + x = | 10:book 1:dollar 3:book *:book -:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 9 | x=(16-(1*(10-3))) | x 16 1 10 3 - * - = | x:dollar 16:dollar 1:book 10:dollar 3:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 224 | 3 | ((16-(10+3))*1)=x | 16 10 3 + - 1 * x = | 16:book 10:book 3:book +:book -:book 1:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 224 | 157 | ((x+(1*3))/16)=10 | x 1 3 * + 16 / 10 = | x:book 1:dollar 3:book *:book +:book 16:dollar /:book 10:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 9 | ((16-(10-3))*1)=x | 16 10 3 - - 1 * x = | 16:book 10:book 3:book -:book -:book 1:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 224 | 480 | (1/3)=(16*(10/x)) | 1 3 / 16 10 x / * = | 1:book 3:dollar /:book 16:dollar 10:book x:dollar /:book *:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 4 | x=(16+(1-(10+3))) | x 16 1 10 3 + - + = | x:book 16:book 1:book 10:book 3:book +:book -:book +:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 30 | x=(16+(1+(10+3))) | x 16 1 10 3 + + + = | x:book 16:book 1:book 10:book 3:book +:book +:book +:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 28 | x=(16-(1-(10+3))) | x 16 1 10 3 + - - = | x:book 16:book 1:book 10:book 3:book +:book -:book -:book =:book
EXPR: 0 | POS | INT | 31 | 224 | 15 | x=(((16-1)-10)*3) | x 16 1 - 10 - 3 * = | x:dollar 16:book 1:book -:book 10:book -:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 29 | x=((16+(10+3))*1) | x 16 10 3 + + 1 * = | x:dollar 16:book 10:book 3:book +:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 200 | x=((3+(1+16))*10) | x 3 1 16 + + 10 * = | x:dollar 3:book 1:book 16:book +:book +:book 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 180 | x=(10*(3-(1-16))) | x 10 3 1 16 - - * = | x:book 10:dollar 3:book 1:book 16:book -:book -:book *:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 78 | x=((10+(1*16))*3) | x 10 1 16 * + 3 * = | x:dollar 10:book 1:dollar 16:book *:book +:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 180 | x=(((3-1)+16)*10) | x 3 1 - 16 + 10 * = | x:dollar 3:book 1:book -:book 16:book +:book 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 9 | x=(((16-10)+3)*1) | x 16 10 - 3 + 1 * = | x:dollar 16:book 10:book -:book 3:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 3 | (10+(1*(x+3)))=16 | 10 1 x 3 + * + 16 = | 10:dollar 1:dollar x:book 3:book +:book *:dollar +:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 23 | x=(10+(1*(16-3))) | x 10 1 16 3 - * + = | x:book 10:book 1:dollar 16:book 3:book -:book *:book +:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 39 | ((x+(10-1))/3)=16 | x 10 1 - + 3 / 16 = | x:book 10:book 1:book -:book +:book 3:dollar /:book 16:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 23 | x=(10+(1*(16-3))) | x 10 1 16 3 - * + = | x:dollar 10:dollar 1:dollar 16:book 3:book -:book *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 3 | x=((16-(10+3))*1) | x 16 10 3 + - 1 * = | x:dollar 16:book 10:book 3:book +:book -:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 78 | x=(((10*1)+16)*3) | x 10 1 * 16 + 3 * = | x:dollar 10:book 1:dollar *:book 16:book +:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 37 | ((x+(10+1))/3)=16 | x 10 1 + + 3 / 16 = | x:book 10:book 1:book +:book +:book 3:dollar /:book 16:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 29 | (((10+3)*1)+16)=x | 10 3 + 1 * 16 + x = | 10:book 3:book +:book 1:dollar *:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 23 | x=(1*(10-(3-16))) | x 1 10 3 16 - - * = | x:book 1:dollar 10:book 3:book 16:book -:book -:book *:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 9 | ((10-(1*3))+x)=16 | 10 1 3 * - x + 16 = | 10:book 1:dollar 3:book *:book -:book x:book +:book 16:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 9 | x=(3+((16-10)*1)) | x 3 16 10 - 1 * + = | x:book 3:book 16:dollar 10:dollar -:dollar 1:book *:book +:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 47 | (1+((10*3)+16))=x | 1 10 3 * 16 + + x = | 1:book 10:dollar 3:book *:book 16:book +:book +:book x:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 9 | x=(16-(1*(10-3))) | x 16 1 10 3 - * - = | x:dollar 16:dollar 1:book 10:dollar 3:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 3 | ((16-(10+3))*1)=x | 16 10 3 + - 1 * x = | 16:book 10:book 3:book +:book -:book 1:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 4 | x=(16+(1-(10+3))) | x 16 1 10 3 + - + = | x:book 16:book 1:book 10:book 3:book +:book -:book +:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 23 | ((1*(10-3))+16)=x | 1 10 3 - * 16 + x = | 1:dollar 10:book 3:book -:book *:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 30 | x=(16+(1+(10+3))) | x 16 1 10 3 + + + = | x:book 16:book 1:book 10:book 3:book +:book +:book +:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 29 | ((1*(10+3))+16)=x | 1 10 3 + * 16 + x = | 1:dollar 10:book 3:book +:book *:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 36 | ((10*(1-3))+x)=16 | 10 1 3 - * x + 16 = | 10:dollar 1:book 3:book -:book *:book x:book +:book 16:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 9 | ((10*1)-(3-x))=16 | 10 1 * 3 x - - 16 = | 10:book 1:dollar *:book 3:book x:book -:book -:book 16:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 28 | 10=((1-(3-x))-16) | 10 1 3 x - - 16 - = | 10:dollar 1:dollar 3:dollar x:dollar -:dollar -:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 28 | x=(16-(1-(10+3))) | x 16 1 10 3 + - - = | x:book 16:book 1:book 10:book 3:book +:book -:book -:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 9 | ((16-(10-3))*1)=x | 16 10 3 - - 1 * x = | 16:book 10:book 3:book -:book -:book 1:dollar *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 224 | 47 | (1+((10*3)+16))=x | 1 10 3 * 16 + + x = | 1:book 10:book 3:dollar *:book 16:book +:book +:book x:book =:book
EXPR: 0 | POS | INT | 32 | 224 | 15 | x=(((16-1)-10)*3) | x 16 1 - 10 - 3 * = | x:dollar 16:book 1:book -:book 10:book -:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 224 | 29 | 3=(((x*1)-16)-10) | 3 x 1 * 16 - 10 - = | 3:dollar x:dollar 1:book *:dollar 16:dollar -:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 224 | 22 | ((1-16)+(x+3))=10 | 1 16 - x 3 + + 10 = | 1:book 16:book -:book x:book 3:book +:book +:book 10:book =:book
EXPR: 0 | POS | INT | 33 | 224 | 23 | x=(10+(1*(16-3))) | x 10 1 16 3 - * + = | x:book 10:book 1:dollar 16:book 3:book -:book *:book +:book =:book
EXPR: 0 | POS | INT | 33 | 224 | 23 | 16=(((x-10)+3)*1) | 16 x 10 - 3 + 1 * = | 16:dollar x:book 10:book -:book 3:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 224 | 78 | x=(((10*1)+16)*3) | x 10 1 * 16 + 3 * = | x:dollar 10:book 1:dollar *:book 16:book +:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 224 | 450 | (x/((16-1)*10))=3 | x 16 1 - 10 * / 3 = | x:book 16:dollar 1:dollar -:dollar 10:book *:dollar /:book 3:book =:book
EXPR: 0 | POS | INT | 33 | 224 | 3 | (16-(1*(x+10)))=3 | 16 1 x 10 + * - 3 = | 16:dollar 1:book x:dollar 10:dollar +:dollar *:dollar -:dollar 3:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 224 | 29 | (((10+3)*1)+16)=x | 10 3 + 1 * 16 + x = | 10:book 3:book +:book 1:dollar *:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 33 | 224 | 47 | (1+((10*3)+16))=x | 1 10 3 * 16 + + x = | 1:book 10:dollar 3:book *:book 16:book +:book +:book x:book =:book
EXPR: 0 | POS | INT | 33 | 224 | 9 | 3=(((x*1)-16)+10) | 3 x 1 * 16 - 10 + = | 3:dollar x:dollar 1:book *:dollar 16:dollar -:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 224 | 38 | ((16/(x+10))*3)=1 | 16 x 10 + / 3 * 1 = | 16:dollar x:book 10:book +:book /:dollar 3:book *:dollar 1:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 224 | 23 | ((1*(10-3))+16)=x | 1 10 3 - * 16 + x = | 1:dollar 10:book 3:book -:book *:book 16:book +:book x:book =:book
EXPR: 0 | POS | INT | 33 | 224 | 480 | (1/16)=(3*(10/x)) | 1 16 / 3 10 x / * = | 1:book 16:dollar /:book 3:dollar 10:book x:dollar /:book *:book =:book
EXPR: 0 | POS | INT | 33 | 224 | 18 | 3=(x/(1*(16-10))) | 3 x 1 16 10 - * / = | 3:book x:book 1:book 16:dollar 10:dollar -:dollar *:dollar /:book =:book
EXPR: 0 | POS | INT | 33 | 224 | 47 | (1+((10*3)+16))=x | 1 10 3 * 16 + + x = | 1:book 10:book 3:dollar *:book 16:book +:book +:book x:book =:book
EXPR: 0 | POS | INT | 33 | 224 | 480 | 16=((x*(1/10))/3) | 16 x 1 10 / * 3 / = | 16:dollar x:book 1:dollar 10:book /:dollar *:dollar 3:book /:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 224 | 9 | (16+(3-(10*1)))=x | 16 3 10 1 * - + x = | 16:dollar 3:dollar 10:book 1:dollar *:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 224 | 3 | 3=(16-((10*1)+x)) | 3 16 10 1 * x + - = | 3:dollar 16:dollar 10:book 1:dollar *:dollar x:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 224 | 120 | x=(((16-1)-3)*10) | x 16 1 - 3 - 10 * = | x:dollar 16:book 1:book -:book 3:book -:book 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 224 | 180 | x=(((16-1)+3)*10) | x 16 1 - 3 + 10 * = | x:dollar 16:book 1:book -:book 3:book +:book 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 224 | 23 | ((10*1)+(16-x))=3 | 10 1 * 16 x - + 3 = | 10:dollar 1:book *:book 16:book x:book -:book +:book 3:book =:book
NET 278 non-negative, integer-valued solutions found out of 1000 total solutions
