parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | FRA | 0 | 36.78 | 8.88 | x=(((10.62*2)+1.59)-13.95) | x 10.62 2 * 1.59 + 13.95 - = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar +:dollar 13.95:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 40.11 | x=((10.62+(2*13.95))+1.59) | x 10.62 2 13.95 * + 1.59 + = | x:dollar 10.62:dollar 2:ticket 13.95:dollar *:dollar +:dollar 1.59:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 181.9206 | x=(10.62*((2*1.59)+13.95)) | x 10.62 2 1.59 * 13.95 + * = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket 13.95:ticket +:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 1.97064516129032 | x=((10.62/(2*13.95))+1.59) | x 10.62 2 13.95 * / 1.59 + = | x:dollar 10.62:dollar 2:ticket 13.95:dollar *:ticket /:dollar 1.59:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 33.6 | x=((10.62*2)+(13.95-1.59)) | x 10.62 2 * 13.95 1.59 - + = | x:dollar 10.62:dollar 2:ticket *:dollar 13.95:dollar 1.59:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 0.26 | x=((10.62+(2+1.59))-13.95) | x 10.62 2 1.59 + + 13.95 - = | x:dollar 10.62:dollar 2:dollar 1.59:dollar +:dollar +:dollar 13.95:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 10.3920430107527 | x=(10.62-((2/13.95)*1.59)) | x 10.62 2 13.95 / 1.59 * - = | x:dollar 10.62:dollar 2:ticket 13.95:dollar /:ticket 1.59:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 28.16 | x=(10.62+((2+1.59)+13.95)) | x 10.62 2 1.59 + 13.95 + + = | x:dollar 10.62:dollar 2:dollar 1.59:dollar +:dollar 13.95:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 0.989247311827957 | x=((10.62+(2*1.59))/13.95) | x 10.62 2 1.59 * + 13.95 / = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar +:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 1.63655913978495 | x=(((10.62*2)+1.59)/13.95) | x 10.62 2 * 1.59 + 13.95 / = | x:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar +:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 0.533333333333333 | x=((10.62-(2*1.59))/13.95) | x 10.62 2 1.59 * - 13.95 / = | x:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar -:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 36.78 | 25.365 | x=((10.62+(1.59/2))+13.95) | x 10.62 1.59 2 / + 13.95 + = | x:dollar 10.62:dollar 1.59:dollar 2:ticket /:dollar +:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 36.78 | 1.20935483870968 | (x+(10.62/(2*13.95)))=1.59 | x 10.62 2 13.95 * / + 1.59 = | x:dollar 10.62:dollar 2:ticket 13.95:dollar *:ticket /:dollar +:dollar 1.59:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 36.78 | 10.991782729805 | (x+(10.62/(2+1.59)))=13.95 | x 10.62 2 1.59 + / + 13.95 = | x:dollar 10.62:dollar 2:ticket 1.59:ticket +:ticket /:dollar +:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 36.78 | 65.6315999999999 | 10.62=(x*(2/(13.95-1.59))) | 10.62 x 2 13.95 1.59 - / * = | 10.62:dollar x:dollar 2:ticket 13.95:dollar 1.59:dollar -:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 36.78 | 18.87 | (x+(10.62-(2*13.95)))=1.59 | x 10.62 2 13.95 * - + 1.59 = | x:dollar 10.62:dollar 2:ticket 13.95:dollar *:dollar -:dollar +:dollar 1.59:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 36.78 | 25.365 | (x-(10.62+(1.59/2)))=13.95 | x 10.62 1.59 2 / + - 13.95 = | x:dollar 10.62:dollar 1.59:dollar 2:ticket /:dollar +:dollar -:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 36.78 | 24.1758 | ((10.62*(2+1.59))-x)=13.95 | 10.62 2 1.59 + * x - 13.95 = | 10.62:dollar 2:ticket 1.59:ticket +:ticket *:dollar x:dollar -:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 36.78 | 10.991782729805 | 10.62=((2+1.59)*(13.95-x)) | 10.62 2 1.59 + 13.95 x - * = | 10.62:dollar 2:ticket 1.59:ticket +:ticket 13.95:dollar x:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 36.78 | 16.908217270195 | 10.62=((2+1.59)*(x-13.95)) | 10.62 2 1.59 + x 13.95 - * = | 10.62:dollar 2:ticket 1.59:ticket +:ticket x:dollar 13.95:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 17 | 36.78 | 9.435 | 1.59=(10.62-(2*(13.95-x))) | 1.59 10.62 2 13.95 x - * - = | 1.59:dollar 10.62:dollar 2:ticket 13.95:dollar x:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 17 | 36.78 | 0.571253071253071 | 10.62=((13.95/(x*2))-1.59) | 10.62 13.95 x 2 * / 1.59 - = | 10.62:dollar 13.95:dollar x:dollar 2:ticket *:ticket /:dollar 1.59:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 2.42090322580645 | x=(((10.62*2)/13.95)*1.59) | x 10.62 2 * 13.95 / 1.59 * = | x:ticket 10.62:dollar 2:ticket *:ticket 13.95:dollar /:ticket 1.59:dollar *:ticket =:ticket
EXPR: 0 | POS | FRA | 20 | 36.78 | 46.5877358490566 | x=((10.62/(2*1.59))*13.95) | x 10.62 2 1.59 * / 13.95 * = | x:ticket 10.62:dollar 2:ticket 1.59:dollar *:ticket /:dollar 13.95:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 20 | 36.78 | 0.605225806451613 | x=(10.62/((2/1.59)*13.95)) | x 10.62 2 1.59 / 13.95 * / = | x:ticket 10.62:ticket 2:ticket 1.59:dollar /:ticket 13.95:dollar *:dollar /:ticket =:ticket
EXPR: 0 | POS | FRA | 20 | 36.78 | 361.339024390244 | x=((10.62/(2-1.59))*13.95) | x 10.62 2 1.59 - / 13.95 * = | x:dollar 10.62:ticket 2:dollar 1.59:dollar -:dollar /:ticket 13.95:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 41.26713091922 | x=((10.62/(2+1.59))*13.95) | x 10.62 2 1.59 + / 13.95 * = | x:dollar 10.62:ticket 2:dollar 1.59:dollar +:dollar /:ticket 13.95:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 24.1758 | x=((10.62*(2+1.59))-13.95) | x 10.62 2 1.59 + * 13.95 - = | x:dollar 10.62:ticket 2:dollar 1.59:dollar +:dollar *:dollar 13.95:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 0.701297071129707 | x=((10.62/(2-13.95))+1.59) | x 10.62 2 13.95 - / 1.59 + = | x:dollar 10.62:dollar 2:ticket 13.95:ticket -:ticket /:dollar 1.59:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 24.2264150943396 | x=((10.62+(2*13.95))/1.59) | x 10.62 2 13.95 * + 1.59 / = | x:dollar 10.62:dollar 2:ticket 13.95:dollar *:dollar +:dollar 1.59:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 1.43840860215054 | x=((10.62+2)*(1.59/13.95)) | x 10.62 2 + 1.59 13.95 / * = | x:dollar 10.62:ticket 2:ticket +:ticket 1.59:dollar 13.95:ticket /:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 0.982494623655914 | x=((10.62-2)*(1.59/13.95)) | x 10.62 2 - 1.59 13.95 / * = | x:dollar 10.62:ticket 2:ticket -:ticket 1.59:dollar 13.95:ticket /:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 196.1148 | x=((10.62+2)*(1.59+13.95)) | x 10.62 2 + 1.59 13.95 + * = | x:ticket 10.62:ticket 2:ticket +:ticket 1.59:dollar 13.95:dollar +:dollar *:ticket =:ticket
EXPR: 0 | POS | FRA | 20 | 36.78 | 181.9206 | x=(10.62*((2*1.59)+13.95)) | x 10.62 2 1.59 * 13.95 + * = | x:ticket 10.62:dollar 2:ticket 1.59:dollar *:ticket 13.95:ticket +:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 20 | 36.78 | 161.507490566038 | x=(10.62*((2/1.59)+13.95)) | x 10.62 2 1.59 / 13.95 + * = | x:ticket 10.62:dollar 2:ticket 1.59:dollar /:ticket 13.95:ticket +:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 20 | 36.78 | 186.350943396226 | x=(13.95*((10.62*2)/1.59)) | x 13.95 10.62 2 * 1.59 / * = | x:dollar 13.95:dollar 10.62:dollar 2:ticket *:ticket 1.59:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 130.601830188679 | x=((10.62-(2/1.59))*13.95) | x 10.62 2 1.59 / - 13.95 * = | x:ticket 10.62:ticket 2:ticket 1.59:dollar /:ticket -:ticket 13.95:dollar *:ticket =:ticket
EXPR: 0 | POS | FRA | 20 | 36.78 | 25.8278616352201 | x=(10.62+((2/1.59)+13.95)) | x 10.62 2 1.59 / 13.95 + + = | x:dollar 10.62:dollar 2:dollar 1.59:ticket /:dollar 13.95:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 9.5958 | x=((10.62*(1.59-2))+13.95) | x 10.62 1.59 2 - * 13.95 + = | x:dollar 10.62:dollar 1.59:ticket 2:ticket -:ticket *:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 192.51 | x=((10.62+(2*1.59))*13.95) | x 10.62 2 1.59 * + 13.95 * = | x:ticket 10.62:dollar 2:ticket 1.59:dollar *:dollar +:dollar 13.95:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 20 | 36.78 | 103.788 | x=((10.62-(2*1.59))*13.95) | x 10.62 2 1.59 * - 13.95 * = | x:ticket 10.62:dollar 2:ticket 1.59:dollar *:dollar -:dollar 13.95:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 20 | 36.78 | 1.29462365591398 | x=(((10.62-1.59)*2)/13.95) | x 10.62 1.59 - 2 * 13.95 / = | x:dollar 10.62:dollar 1.59:dollar -:dollar 2:ticket *:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 0.503942652329749 | x=(((10.62-2)-1.59)/13.95) | x 10.62 2 - 1.59 - 13.95 / = | x:dollar 10.62:dollar 2:dollar -:dollar 1.59:dollar -:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 361.339024390244 | x=((10.62/(2-1.59))*13.95) | x 10.62 2 1.59 - / 13.95 * = | x:dollar 10.62:dollar 2:ticket 1.59:ticket -:ticket /:dollar 13.95:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 41.26713091922 | x=((10.62/(2+1.59))*13.95) | x 10.62 2 1.59 + / 13.95 * = | x:dollar 10.62:dollar 2:ticket 1.59:ticket +:ticket /:dollar 13.95:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 0.818279569892473 | x=((10.62+(1.59/2))/13.95) | x 10.62 1.59 2 / + 13.95 / = | x:dollar 10.62:dollar 1.59:dollar 2:ticket /:dollar +:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 36.78 | 0.704301075268817 | x=((10.62-(1.59/2))/13.95) | x 10.62 1.59 2 / - 13.95 / = | x:dollar 10.62:dollar 1.59:dollar 2:ticket /:dollar -:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 46.5877358490566 | x=((10.62/(2*1.59))*13.95) | x 10.62 2 1.59 * / 13.95 * = | x:ticket 10.62:dollar 2:ticket 1.59:dollar *:ticket /:dollar 13.95:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 21 | 36.78 | 0.605225806451613 | x=(10.62/((2/1.59)*13.95)) | x 10.62 2 1.59 / 13.95 * / = | x:ticket 10.62:ticket 2:ticket 1.59:dollar /:ticket 13.95:dollar *:dollar /:ticket =:ticket
EXPR: 0 | POS | FRA | 21 | 36.78 | 41.26713091922 | x=((10.62/(2+1.59))*13.95) | x 10.62 2 1.59 + / 13.95 * = | x:dollar 10.62:ticket 2:dollar 1.59:dollar +:dollar /:ticket 13.95:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 24.1758 | x=((10.62*(2+1.59))-13.95) | x 10.62 2 1.59 + * 13.95 - = | x:dollar 10.62:ticket 2:dollar 1.59:dollar +:dollar *:dollar 13.95:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 24.2264150943396 | x=((10.62+(2*13.95))/1.59) | x 10.62 2 13.95 * + 1.59 / = | x:dollar 10.62:dollar 2:ticket 13.95:dollar *:dollar +:dollar 1.59:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 1.43840860215054 | x=((10.62+2)*(1.59/13.95)) | x 10.62 2 + 1.59 13.95 / * = | x:dollar 10.62:ticket 2:ticket +:ticket 1.59:dollar 13.95:ticket /:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 0.982494623655914 | x=((10.62-2)*(1.59/13.95)) | x 10.62 2 - 1.59 13.95 / * = | x:dollar 10.62:ticket 2:ticket -:ticket 1.59:dollar 13.95:ticket /:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 181.9206 | x=(10.62*((2*1.59)+13.95)) | x 10.62 2 1.59 * 13.95 + * = | x:ticket 10.62:dollar 2:ticket 1.59:dollar *:ticket 13.95:ticket +:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 21 | 36.78 | 196.1148 | x=((10.62+2)*(1.59+13.95)) | x 10.62 2 + 1.59 13.95 + * = | x:ticket 10.62:ticket 2:ticket +:ticket 1.59:dollar 13.95:dollar +:dollar *:ticket =:ticket
EXPR: 0 | POS | FRA | 21 | 36.78 | 130.601830188679 | x=((10.62-(2/1.59))*13.95) | x 10.62 2 1.59 / - 13.95 * = | x:ticket 10.62:ticket 2:ticket 1.59:dollar /:ticket -:ticket 13.95:dollar *:ticket =:ticket
EXPR: 0 | POS | FRA | 21 | 36.78 | 186.350943396226 | x=(13.95*((10.62*2)/1.59)) | x 13.95 10.62 2 * 1.59 / * = | x:dollar 13.95:dollar 10.62:dollar 2:ticket *:ticket 1.59:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 25.8278616352201 | x=(10.62+((2/1.59)+13.95)) | x 10.62 2 1.59 / 13.95 + + = | x:dollar 10.62:dollar 2:dollar 1.59:ticket /:dollar 13.95:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 9.5958 | x=((10.62*(1.59-2))+13.95) | x 10.62 1.59 2 - * 13.95 + = | x:dollar 10.62:dollar 1.59:ticket 2:ticket -:ticket *:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 192.51 | x=((10.62+(2*1.59))*13.95) | x 10.62 2 1.59 * + 13.95 * = | x:ticket 10.62:dollar 2:ticket 1.59:dollar *:dollar +:dollar 13.95:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 21 | 36.78 | 0.818279569892473 | x=((10.62+(1.59/2))/13.95) | x 10.62 1.59 2 / + 13.95 / = | x:dollar 10.62:dollar 1.59:dollar 2:ticket /:dollar +:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 36.78 | 0.503942652329749 | x=(((10.62-2)-1.59)/13.95) | x 10.62 2 - 1.59 - 13.95 / = | x:dollar 10.62:dollar 2:dollar -:dollar 1.59:dollar -:dollar 13.95:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 1.6522758767722 | 10.62=(((2/x)*13.95)/1.59) | 10.62 2 x / 13.95 * 1.59 / = | 10.62:ticket 2:ticket x:dollar /:ticket 13.95:dollar *:ticket 1.59:dollar /:ticket =:ticket
EXPR: 0 | POS | FRA | 22 | 36.78 | 3.255 | 13.95=(10.62-(2*(1.59-x))) | 13.95 10.62 2 1.59 x - * - = | 13.95:dollar 10.62:dollar 2:ticket 1.59:dollar x:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 0.933220338983051 | 13.95=((10.62*2)*(1.59-x)) | 13.95 10.62 2 * 1.59 x - * = | 13.95:dollar 10.62:dollar 2:ticket *:ticket 1.59:dollar x:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 39.8524390243902 | (x+(10.62/(1.59-2)))=13.95 | x 10.62 1.59 2 - / + 13.95 = | x:dollar 10.62:dollar 1.59:ticket 2:ticket -:ticket /:dollar +:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 0.15 | 13.95=((10.62+(2*1.59))+x) | 13.95 10.62 2 1.59 * + x + = | 13.95:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar +:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 8.88 | 13.95=((10.62*2)+(1.59-x)) | 13.95 10.62 2 * 1.59 x - + = | 13.95:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar x:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 6.51 | 13.95=((10.62-(2*1.59))+x) | 13.95 10.62 2 1.59 * - x + = | 13.95:dollar 10.62:dollar 2:ticket 1.59:dollar *:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 10.23 | 13.95=((10.62/2)-(1.59-x)) | 13.95 10.62 2 / 1.59 x - - = | 13.95:dollar 10.62:dollar 2:ticket /:dollar 1.59:dollar x:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 7.05 | 13.95=((10.62/2)+(1.59+x)) | 13.95 10.62 2 / 1.59 x + + = | 13.95:dollar 10.62:dollar 2:ticket /:dollar 1.59:dollar x:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 5.7 | 13.95=((10.62*2)-(1.59+x)) | 13.95 10.62 2 * 1.59 x + - = | 13.95:dollar 10.62:dollar 2:ticket *:dollar 1.59:dollar x:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 10.6103773584906 | 13.95=((10.62/(2*1.59))+x) | 13.95 10.62 2 1.59 * / x + = | 13.95:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket /:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 153.8685 | (x/((10.62+2)-1.59))=13.95 | x 10.62 2 + 1.59 - / 13.95 = | x:dollar 10.62:ticket 2:ticket +:ticket 1.59:ticket -:ticket /:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 0.924169278996865 | (x+(10.62/(2+13.95)))=1.59 | x 10.62 2 13.95 + / + 1.59 = | x:dollar 10.62:dollar 2:ticket 13.95:ticket +:ticket /:dollar +:dollar 1.59:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 1.04427966101695 | 13.95=(x*((10.62*2)/1.59)) | 13.95 x 10.62 2 * 1.59 / * = | 13.95:dollar x:dollar 10.62:dollar 2:ticket *:ticket 1.59:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 0.15 | (x+(10.62+(2*1.59)))=13.95 | x 10.62 2 1.59 * + + 13.95 = | x:dollar 10.62:dollar 2:dollar 1.59:ticket *:dollar +:dollar +:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 6.51 | (x+(10.62-(2*1.59)))=13.95 | x 10.62 2 1.59 * - + 13.95 = | x:dollar 10.62:dollar 2:dollar 1.59:ticket *:dollar -:dollar +:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 2.42090322580645 | 13.95=(10.62*((2*1.59)/x)) | 13.95 10.62 2 1.59 * x / * = | 13.95:dollar 10.62:dollar 2:ticket 1.59:dollar *:ticket x:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 20.98 | ((10.62-x)-2)=(1.59-13.95) | 10.62 x - 2 - 1.59 13.95 - = | 10.62:dollar x:dollar -:dollar 2:dollar -:dollar 1.59:dollar 13.95:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 10.6103773584906 | (x+(10.62/(2*1.59)))=13.95 | x 10.62 2 1.59 * / + 13.95 = | x:dollar 10.62:dollar 2:dollar 1.59:ticket *:ticket /:dollar +:dollar 13.95:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 14.7405 | 10.62=((1.59*(2+13.95))-x) | 10.62 1.59 2 13.95 + * x - = | 10.62:dollar 1.59:dollar 2:ticket 13.95:ticket +:ticket *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 22 | 36.78 | 14.1344547563805 | 10.62=(2+(1.59/(x-13.95))) | 10.62 2 1.59 x 13.95 - / + = | 10.62:ticket 2:ticket 1.59:ticket x:dollar 13.95:dollar -:dollar /:ticket +:ticket =:ticket
EXPR: 0 | POS | FRA | 25 | 36.78 | 2.42090322580645 | x=(1.59*((10.62*2)/13.95)) | x 1.59 10.62 2 * 13.95 / * = | x:ticket 1.59:dollar 10.62:dollar 2:ticket *:ticket 13.95:dollar /:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 25 | 36.78 | 318.4785 | x=((1.59+(10.62*2))*13.95) | x 1.59 10.62 2 * + 13.95 * = | x:dollar 1.59:ticket 10.62:dollar 2:ticket *:ticket +:ticket 13.95:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 26 | 36.78 | 318.4785 | x=((1.59+(10.62*2))*13.95) | x 1.59 10.62 2 * + 13.95 * = | x:dollar 1.59:ticket 10.62:dollar 2:ticket *:ticket +:ticket 13.95:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 27 | 36.78 | 3.255 | ((10.62-13.95)/2)=(1.59-x) | 10.62 13.95 - 2 / 1.59 x - = | 10.62:dollar 13.95:dollar -:dollar 2:ticket /:dollar 1.59:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 27 | 36.78 | 3.54485049833887 | 10.62=((13.95/(x-2))+1.59) | 10.62 13.95 x 2 - / 1.59 + = | 10.62:dollar 13.95:dollar x:ticket 2:ticket -:ticket /:dollar 1.59:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 27 | 36.78 | 13.8240095087163 | 1.59=((10.62+2)*(13.95-x)) | 1.59 10.62 2 + 13.95 x - * = | 1.59:dollar 10.62:ticket 2:ticket +:ticket 13.95:dollar x:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 27 | 36.78 | 2.46 | 1.59=((x*2)+(10.62-13.95)) | 1.59 x 2 * 10.62 13.95 - + = | 1.59:dollar x:dollar 2:ticket *:dollar 10.62:dollar 13.95:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 27 | 36.78 | 9.84 | 1.59=((x/2)+(10.62-13.95)) | 1.59 x 2 / 10.62 13.95 - + = | 1.59:dollar x:dollar 2:ticket /:dollar 10.62:dollar 13.95:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 27 | 36.78 | 0.755648535564854 | (10.62-(x*(13.95-2)))=1.59 | 10.62 x 13.95 2 - * - 1.59 = | 10.62:dollar x:dollar 13.95:ticket 2:ticket -:ticket *:dollar -:dollar 1.59:dollar =:dollar
EXPR: 0 | POS | FRA | 27 | 36.78 | 14.0759904912837 | 1.59=((10.62+2)*(x-13.95)) | 1.59 10.62 2 + x 13.95 - * = | 1.59:dollar 10.62:ticket 2:ticket +:ticket x:dollar 13.95:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 30 | 36.78 | 133.2632 | x=(2-(10.62*(1.59-13.95))) | x 2 10.62 1.59 13.95 - * - = | x:dollar 2:dollar 10.62:ticket 1.59:dollar 13.95:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 30 | 36.78 | 167.0348 | x=(2+(10.62*(1.59+13.95))) | x 2 10.62 1.59 13.95 + * + = | x:dollar 2:dollar 10.62:ticket 1.59:dollar 13.95:dollar +:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 30 | 36.78 | 1.36679536679537 | x=(2*(10.62/(1.59+13.95))) | x 2 10.62 1.59 13.95 + / * = | x:dollar 2:dollar 10.62:ticket 1.59:dollar 13.95:dollar +:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 30 | 36.78 | 0.0121186561864528 | x=(2/(10.62*(1.59+13.95))) | x 2 10.62 1.59 13.95 + * / = | x:dollar 2:dollar 10.62:ticket 1.59:dollar 13.95:dollar +:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 30 | 36.78 | 1.875 | x=(13.95/(10.62-(2*1.59))) | x 13.95 10.62 2 1.59 * - / = | x:dollar 13.95:dollar 10.62:ticket 2:ticket 1.59:dollar *:ticket -:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 30 | 36.78 | 1.01086956521739 | x=(13.95/(10.62+(2*1.59))) | x 13.95 10.62 2 1.59 * + / = | x:dollar 13.95:dollar 10.62:ticket 2:ticket 1.59:dollar *:ticket +:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 30 | 36.78 | 12.5483239171375 | x=(((2/10.62)-1.59)+13.95) | x 2 10.62 / 1.59 - 13.95 + = | x:dollar 2:dollar 10.62:ticket /:dollar 1.59:dollar -:dollar 13.95:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 30 | 36.78 | 10.3626523297491 | x=(10.62-((2+1.59)/13.95)) | x 10.62 2 1.59 + 13.95 / - = | x:ticket 10.62:ticket 2:ticket 1.59:ticket +:ticket 13.95:dollar /:ticket -:ticket =:ticket
EXPR: 0 | POS | FRA | 30 | 36.78 | 46.5877358490566 | x=((10.62/(2*1.59))*13.95) | x 10.62 2 1.59 * / 13.95 * = | x:dollar 10.62:ticket 2:dollar 1.59:ticket *:dollar /:ticket 13.95:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 30 | 36.78 | 0.0969497416197924 | x=(2/((10.62/1.59)+13.95)) | x 2 10.62 1.59 / 13.95 + / = | x:ticket 2:ticket 10.62:dollar 1.59:ticket /:dollar 13.95:dollar +:dollar /:ticket =:ticket
