parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 2 | 32 | 2 | (x*(48/8))=12 | x 48 8 / * 12 = | x:dozen 48:book 8:mike /:book *:book 12:book =:book
EXPR: 0 | POS | INT | 21 | 32 | 2 | x=((8/48)*12) | x 8 48 / 12 * = | x:dozen 8:dozen 48:book /:dozen 12:book *:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 32 | 4608 | x=((48*8)*12) | x 48 8 * 12 * = | x:mike 48:book 8:mike *:mike 12:dozen *:mike =:mike
EXPR: 0 | POS | INT | 21 | 32 | 372 | x=((48*8)-12) | x 48 8 * 12 - = | x:dozen 48:book 8:dozen *:dozen 12:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 32 | 2 | x=((8/48)*12) | x 8 48 / 12 * = | x:dozen 8:mike 48:book /:mike 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 32 | 672 | x=((48+8)*12) | x 48 8 + 12 * = | x:mike 48:mike 8:mike +:mike 12:book *:mike =:mike
EXPR: 0 | POS | INT | 21 | 32 | 480 | x=((48-8)*12) | x 48 8 - 12 * = | x:mike 48:mike 8:mike -:mike 12:book *:mike =:mike
EXPR: 0 | POS | INT | 21 | 32 | 2 | x=((8/48)*12) | x 8 48 / 12 * = | x:book 8:mike 48:book /:mike 12:book *:book =:book
EXPR: 0 | POS | INT | 21 | 32 | 72 | x=((48*12)/8) | x 48 12 * 8 / = | x:dozen 48:dozen 12:book *:dozen 8:mike /:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 32 | 32 | x=((48*8)/12) | x 48 8 * 12 / = | x:dozen 48:mike 8:dozen *:dozen 12:book /:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 32 | 4608 | x=(48*(8*12)) | x 48 8 12 * * = | x:mike 48:book 8:mike 12:dozen *:mike *:mike =:mike
EXPR: 1 | POS | INT | 21 | 32 | 32 | x=(48*(8/12)) | x 48 8 12 / * = | x:mike 48:book 8:mike 12:dozen /:mike *:mike =:mike
EXPR: 0 | POS | INT | 21 | 32 | 72 | x=((48/8)*12) | x 48 8 / 12 * = | x:dozen 48:dozen 8:book /:dozen 12:book *:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 32 | 4608 | x=((48*8)*12) | x 48 8 * 12 * = | x:book 48:book 8:mike *:book 12:dozen *:book =:book
EXPR: 0 | POS | INT | 21 | 32 | 672 | x=((48+8)*12) | x 48 8 + 12 * = | x:dozen 48:mike 8:mike +:mike 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 32 | 4608 | x=(48*(8*12)) | x 48 8 12 * * = | x:dozen 48:book 8:book 12:dozen *:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 21 | 32 | 32 | x=((48*8)/12) | x 48 8 * 12 / = | x:mike 48:dozen 8:mike *:mike 12:book /:mike =:mike
EXPR: 0 | POS | INT | 21 | 32 | 4608 | x=(48*(8*12)) | x 48 8 12 * * = | x:dozen 48:mike 8:mike 12:dozen *:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 32 | 144 | x=(48+(8*12)) | x 48 8 12 * + = | x:dozen 48:dozen 8:mike 12:dozen *:dozen +:dozen =:dozen
EXPR: 0 | POS | INT | 21 | 32 | 4608 | x=((48*12)*8) | x 48 12 * 8 * = | x:dozen 48:book 12:dozen *:dozen 8:mike *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 12 | 48=((x-8)*12) | 48 x 8 - 12 * = | 48:dozen x:dozen 8:dozen -:dozen 12:book *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 4608 | 48=(x/(8*12)) | 48 x 8 12 * / = | 48:book x:book 8:mike 12:dozen *:dozen /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 396 | (x-(48*8))=12 | x 48 8 * - 12 = | x:dozen 48:dozen 8:mike *:dozen -:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 4 | 48=(12*(8-x)) | 48 12 8 x - * = | 48:book 12:book 8:mike x:mike -:mike *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 4608 | (x/(48*8))=12 | x 48 8 * / 12 = | x:book 48:dozen 8:mike *:mike /:book 12:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | 48=((x/8)*12) | 48 x 8 / 12 * = | 48:mike x:dozen 8:mike /:dozen 12:mike *:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8*12)/x) | 48 8 12 * x / = | 48:book 8:dozen 12:book *:book x:mike /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((x/48)*8)=12 | x 48 / 8 * 12 = | x:dozen 48:book /:dozen 8:book *:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 396 | (x-(48*8))=12 | x 48 8 * - 12 = | x:mike 48:book 8:mike *:mike -:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((8*x)/12) | 48 8 x * 12 / = | 48:book 8:mike x:book *:book 12:dozen /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((x/12)*8) | 48 x 12 / 8 * = | 48:mike x:dozen 12:book /:dozen 8:mike *:mike =:mike
EXPR: 1 | POS | INT | 22 | 32 | 32 | ((x/48)*12)=8 | x 48 / 12 * 8 = | x:dozen 48:book /:dozen 12:mike *:mike 8:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 28 | (48-(x+8))=12 | 48 x 8 + - 12 = | 48:book x:book 8:book +:book -:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((x/48)*8)=12 | x 48 / 8 * 12 = | x:dozen 48:mike /:dozen 8:book *:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((8/12)*x) | 48 8 12 / x * = | 48:book 8:mike 12:dozen /:mike x:book *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((x/48)*8)=12 | x 48 / 8 * 12 = | x:dozen 48:mike /:dozen 8:mike *:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((x/48)*8)=12 | x 48 / 8 * 12 = | x:book 48:mike /:book 8:mike *:book 12:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | (48*(8/x))=12 | 48 8 x / * 12 = | 48:book 8:dozen x:mike /:dozen *:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 44 | ((48+8)-x)=12 | 48 8 + x - 12 = | 48:book 8:book +:book x:book -:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((x*8)/48)=12 | x 8 * 48 / 12 = | x:dozen 8:mike *:mike 48:book /:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | (48*(x/8))=12 | 48 x 8 / * 12 = | 48:mike x:dozen 8:mike /:dozen *:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 72 | (x*(8/48))=12 | x 8 48 / * 12 = | x:dozen 8:mike 48:book /:mike *:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 18 | (48/8)=(x-12) | 48 8 / x 12 - = | 48:book 8:mike /:book x:book 12:book -:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 396 | (48*8)=(x-12) | 48 8 * x 12 - = | 48:book 8:mike *:book x:book 12:book -:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 6 | (48/8)=(12-x) | 48 8 / 12 x - = | 48:book 8:mike /:book 12:book x:book -:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | (48*(12/x))=8 | 48 12 x / * 8 = | 48:book 12:mike x:dozen /:mike *:mike 8:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 6 | 48=((12-x)*8) | 48 12 x - 8 * = | 48:book 12:book x:book -:book 8:mike *:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | (48*(8/x))=12 | 48 8 x / * 12 = | 48:book 8:dozen x:book /:dozen *:book 12:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | ((48/x)*8)=12 | 48 x / 8 * 12 = | 48:book x:dozen /:book 8:dozen *:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 28 | ((48-8)-x)=12 | 48 8 - x - 12 = | 48:book 8:book -:book x:book -:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 144 | ((x-48)/8)=12 | x 48 - 8 / 12 = | x:book 48:book -:book 8:dozen /:book 12:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | ((48*8)/x)=12 | 48 8 * x / 12 = | 48:book 8:mike *:mike x:book /:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((x*48)/8)=12 | x 48 * 8 / 12 = | x:book 48:mike *:book 8:mike /:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((48/8)*x)=12 | 48 8 / x * 12 = | 48:book 8:mike /:book x:mike *:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 4608 | (x/(48*8))=12 | x 48 8 * / 12 = | x:book 48:dozen 8:mike *:dozen /:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((8/48)*x)=12 | 8 48 / x * 12 = | 8:mike 48:book /:mike x:book *:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((x*8)/12) | 48 x 8 * 12 / = | 48:book x:dozen 8:book *:book 12:mike /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((48*x)/12)=8 | 48 x * 12 / 8 = | 48:book x:dozen *:dozen 12:book /:dozen 8:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((8/12)*x) | 48 8 12 / x * = | 48:book 8:book 12:mike /:book x:dozen *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((48*x)/8)=12 | 48 x * 8 / 12 = | 48:dozen x:book *:book 8:mike /:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((x*8)/12) | 48 x 8 * 12 / = | 48:book x:dozen 8:book *:book 12:dozen /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((x/8)*48)=12 | x 8 / 48 * 12 = | x:dozen 8:book /:dozen 48:book *:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((8/12)*x) | 48 8 12 / x * = | 48:book 8:book 12:dozen /:book x:dozen *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8/x)*12) | 48 8 x / 12 * = | 48:book 8:dozen x:book /:dozen 12:book *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8*12)/x) | 48 8 12 * x / = | 48:book 8:book 12:mike *:book x:dozen /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 48 | ((x+48)/8)=12 | x 48 + 8 / 12 = | x:book 48:book +:book 8:dozen /:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 372 | 48=((12+x)/8) | 48 12 x + 8 / = | 48:book 12:book x:book +:book 8:mike /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 372 | ((48*8)-x)=12 | 48 8 * x - 12 = | 48:book 8:dozen *:book x:book -:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((8/48)*x)=12 | 8 48 / x * 12 = | 8:mike 48:book /:mike x:dozen *:dozen 12:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 32 | 32 | 48=((x*12)/8) | 48 x 12 * 8 / = | 48:book x:mike 12:book *:book 8:mike /:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | 48=((x*12)/8) | 48 x 12 * 8 / = | 48:book x:dozen 12:book *:book 8:dozen /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 672 | (x/(48+8))=12 | x 48 8 + / 12 = | x:dozen 48:mike 8:mike +:mike /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 480 | (x/(48-8))=12 | x 48 8 - / 12 = | x:dozen 48:mike 8:mike -:mike /:dozen 12:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 32 | 32 | 48=((12/8)*x) | 48 12 8 / x * = | 48:book 12:book 8:dozen /:book x:dozen *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 52 | 48=(8-(12-x)) | 48 8 12 x - - = | 48:book 8:book 12:book x:book -:book -:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | 8=((x/48)*12) | 8 x 48 / 12 * = | 8:mike x:mike 48:book /:mike 12:book *:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 4608 | (48*8)=(x/12) | 48 8 * x 12 / = | 48:book 8:mike *:mike x:mike 12:book /:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8/x)*12) | 48 8 x / 12 * = | 48:mike 8:mike x:dozen /:mike 12:dozen *:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8/x)*12) | 48 8 x / 12 * = | 48:book 8:book x:dozen /:book 12:dozen *:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | (48*8)=(12*x) | 48 8 * 12 x * = | 48:book 8:dozen *:dozen 12:book x:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((8/12)*x) | 48 8 12 / x * = | 48:book 8:dozen 12:book /:dozen x:book *:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | ((x/48)*12)=8 | x 48 / 12 * 8 = | x:dozen 48:book /:dozen 12:book *:book 8:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | (48*(8/x))=12 | 48 8 x / * 12 = | 48:book 8:mike x:book /:mike *:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | 8=((x*48)/12) | 8 x 48 * 12 / = | 8:mike x:mike 48:book *:mike 12:book /:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((8*x)/12) | 48 8 x * 12 / = | 48:book 8:book x:dozen *:book 12:dozen /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 6 | (x+(48/8))=12 | x 48 8 / + 12 = | x:dozen 48:dozen 8:mike /:dozen +:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 18 | (x-(48/8))=12 | x 48 8 / - 12 = | x:dozen 48:dozen 8:mike /:dozen -:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 288 | 8=(x/(48-12)) | 8 x 48 12 - / = | 8:dozen x:dozen 48:book 12:book -:book /:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 480 | 8=(x/(48+12)) | 8 x 48 12 + / = | 8:dozen x:dozen 48:book 12:book +:book /:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 32 | 32 | (48*8)=(x*12) | 48 8 * x 12 * = | 48:book 8:mike *:mike x:mike 12:book *:mike =:mike
EXPR: 1 | POS | INT | 22 | 32 | 32 | (48*8)=(x*12) | 48 8 * x 12 * = | 48:book 8:mike *:mike x:dozen 12:mike *:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 12 | 48=(12*(x-8)) | 48 12 x 8 - * = | 48:book 12:book x:dozen 8:dozen -:dozen *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 960 | 48=(x/(8+12)) | 48 x 8 12 + / = | 48:dozen x:dozen 8:book 12:book +:book /:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 28 | (48-(8+x))=12 | 48 8 x + - 12 = | 48:book 8:book x:book +:book -:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((x*48)/8)=12 | x 48 * 8 / 12 = | x:dozen 48:book *:dozen 8:book /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((x*48)/12)=8 | x 48 * 12 / 8 = | x:dozen 48:book *:dozen 12:book /:dozen 8:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 48 | ((48+x)/8)=12 | 48 x + 8 / 12 = | 48:dozen x:dozen +:dozen 8:mike /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 2 | (48*(x/8))=12 | 48 x 8 / * 12 = | 48:mike x:book 8:mike /:book *:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((8*x)/12) | 48 8 x * 12 / = | 48:book 8:book x:dozen *:book 12:mike /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8/x)*12) | 48 8 x / 12 * = | 48:book 8:book x:dozen /:book 12:mike *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 52 | 48=((8+x)-12) | 48 8 x + 12 - = | 48:book 8:book x:book +:book 12:book -:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 48 | 48=((8*12)-x) | 48 8 12 * x - = | 48:mike 8:mike 12:book *:mike x:mike -:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 28 | 48=((8+x)+12) | 48 8 x + 12 + = | 48:book 8:book x:book +:book 12:book +:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 480 | ((x/8)-48)=12 | x 8 / 48 - 12 = | x:book 8:mike /:book 48:book -:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 28 | 48=((8+12)+x) | 48 8 12 + x + = | 48:book 8:book 12:book +:book x:book +:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | (8*(48/x))=12 | 8 48 x / * 12 = | 8:dozen 48:book x:dozen /:book *:book 12:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | ((48*8)/x)=12 | 48 8 * x / 12 = | 48:mike 8:book *:book x:dozen /:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((x/48)*8)=12 | x 48 / 8 * 12 = | x:mike 48:book /:mike 8:book *:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 480 | 48=(8+(x/12)) | 48 8 x 12 / + = | 48:mike 8:mike x:mike 12:book /:mike +:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 44 | (48+(8-x))=12 | 48 8 x - + 12 = | 48:book 8:book x:book -:book +:book 12:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | 48=((x/8)*12) | 48 x 8 / 12 * = | 48:book x:mike 8:dozen /:mike 12:book *:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | ((48/x)*8)=12 | 48 x / 8 * 12 = | 48:book x:mike /:book 8:mike *:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((x*8)/12) | 48 x 8 * 12 / = | 48:mike x:book 8:mike *:mike 12:book /:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | (x*48)=(8*12) | x 48 * 8 12 * = | x:dozen 48:book *:dozen 8:mike 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 4608 | (x/48)=(8*12) | x 48 / 8 12 * = | x:dozen 48:book /:dozen 8:mike 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 2 | 8=((48*x)/12) | 8 48 x * 12 / = | 8:dozen 48:book x:dozen *:dozen 12:book /:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 2 | (48*(x/12))=8 | 48 x 12 / * 8 = | 48:book x:dozen 12:book /:dozen *:dozen 8:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8*12)/x) | 48 8 12 * x / = | 48:mike 8:mike 12:dozen *:mike x:dozen /:mike =:mike
EXPR: 1 | POS | INT | 22 | 32 | 32 | (8*(48/x))=12 | 8 48 x / * 12 = | 8:mike 48:book x:dozen /:book *:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8*12)/x) | 48 8 12 * x / = | 48:book 8:book 12:dozen *:book x:dozen /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 584 | 48=((x-8)/12) | 48 x 8 - 12 / = | 48:dozen x:dozen 8:dozen -:dozen 12:book /:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 568 | 48=((x+8)/12) | 48 x 8 + 12 / = | 48:dozen x:dozen 8:dozen +:dozen 12:book /:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 6 | 48=(8*(12-x)) | 48 8 12 x - * = | 48:mike 8:mike 12:dozen x:dozen -:dozen *:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 6 | 48=(8*(12-x)) | 48 8 12 x - * = | 48:dozen 8:mike 12:dozen x:dozen -:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 32 | 32 | (x/48)=(8/12) | x 48 / 8 12 / = | x:dozen 48:book /:dozen 8:dozen 12:book /:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 4608 | (x/48)=(8*12) | x 48 / 8 12 * = | x:dozen 48:book /:dozen 8:dozen 12:book *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 4608 | (x/(48*8))=12 | x 48 8 * / 12 = | x:mike 48:book 8:mike *:book /:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | (x*48)=(8*12) | x 48 * 8 12 * = | x:dozen 48:book *:dozen 8:dozen 12:book *:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 48 | 48=((8*12)-x) | 48 8 12 * x - = | 48:dozen 8:dozen 12:book *:dozen x:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 72 | 8=((48/x)*12) | 8 48 x / 12 * = | 8:mike 48:book x:dozen /:book 12:mike *:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | (x*(48/8))=12 | x 48 8 / * 12 = | x:mike 48:book 8:mike /:book *:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | 8=((48*x)/12) | 8 48 x * 12 / = | 8:mike 48:mike x:dozen *:mike 12:book /:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 72 | 8=((48/x)*12) | 8 48 x / 12 * = | 8:mike 48:mike x:dozen /:mike 12:book *:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((x/12)*8) | 48 x 12 / 8 * = | 48:book x:dozen 12:book /:dozen 8:book *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((8*x)/12) | 48 8 x * 12 / = | 48:mike 8:mike x:dozen *:mike 12:dozen /:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 960 | ((x/48)-8)=12 | x 48 / 8 - 12 = | x:mike 48:book /:mike 8:mike -:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((x*48)/8)=12 | x 48 * 8 / 12 = | x:dozen 48:mike *:dozen 8:mike /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8/x)*12) | 48 8 x / 12 * = | 48:book 8:dozen x:mike /:dozen 12:book *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 4608 | (x/(48*8))=12 | x 48 8 * / 12 = | x:dozen 48:dozen 8:mike *:mike /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((x/48)*8)=12 | x 48 / 8 * 12 = | x:dozen 48:mike /:dozen 8:mike *:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 372 | ((48*8)-x)=12 | 48 8 * x - 12 = | 48:dozen 8:mike *:dozen x:dozen -:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 6 | ((48/8)+x)=12 | 48 8 / x + 12 = | 48:dozen 8:mike /:dozen x:dozen +:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((x*8)/48)=12 | x 8 * 48 / 12 = | x:dozen 8:mike *:dozen 48:book /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((x*48)/8)=12 | x 48 * 8 / 12 = | x:mike 48:book *:book 8:dozen /:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 192 | ((x/48)+8)=12 | x 48 / 8 + 12 = | x:mike 48:book /:mike 8:mike +:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 480 | (x/(48-8))=12 | x 48 8 - / 12 = | x:book 48:mike 8:mike -:mike /:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 2 | (x*48)=(8*12) | x 48 * 8 12 * = | x:mike 48:book *:mike 8:mike 12:book *:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 4608 | (x/48)=(8*12) | x 48 / 8 12 * = | x:mike 48:book /:mike 8:mike 12:book *:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((8*x)/48)=12 | 8 x * 48 / 12 = | 8:mike x:dozen *:mike 48:book /:mike 12:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((x/8)*48)=12 | x 8 / 48 * 12 = | x:dozen 8:mike /:dozen 48:book *:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 28 | 48=(8+(12+x)) | 48 8 12 x + + = | 48:book 8:book 12:book x:book +:book +:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | 8=(48*(12/x)) | 8 48 12 x / * = | 8:mike 48:book 12:mike x:dozen /:mike *:mike =:mike
EXPR: 1 | POS | INT | 22 | 32 | 32 | (x/48)=(8/12) | x 48 / 8 12 / = | x:mike 48:book /:mike 8:mike 12:book /:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | 48=((8*12)/x) | 48 8 12 * x / = | 48:mike 8:mike 12:book *:mike x:book /:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=((8/12)*x) | 48 8 12 / x * = | 48:mike 8:mike 12:book /:mike x:book *:mike =:mike
EXPR: 1 | POS | INT | 22 | 32 | 32 | 48=((12*x)/8) | 48 12 x * 8 / = | 48:book 12:book x:dozen *:book 8:dozen /:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 672 | (x/(48+8))=12 | x 48 8 + / 12 = | x:dozen 48:book 8:book +:book /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 144 | (x-48)=(8*12) | x 48 - 8 12 * = | x:book 48:book -:book 8:mike 12:book *:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | ((48/x)*12)=8 | 48 x / 12 * 8 = | 48:book x:dozen /:book 12:mike *:mike 8:mike =:mike
EXPR: 0 | POS | INT | 22 | 32 | 2 | ((48*x)/8)=12 | 48 x * 8 / 12 = | 48:mike x:book *:book 8:mike /:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 72 | 48=(8*(x/12)) | 48 8 x 12 / * = | 48:book 8:mike x:book 12:dozen /:book *:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | 48=(x*(12/8)) | 48 x 12 8 / * = | 48:book x:dozen 12:book 8:dozen /:book *:book =:book
EXPR: 1 | POS | INT | 22 | 32 | 32 | ((48/x)*8)=12 | 48 x / 8 * 12 = | 48:book x:mike /:book 8:dozen *:book 12:book =:book
EXPR: 0 | POS | INT | 22 | 32 | 480 | 48=((x/8)-12) | 48 x 8 / 12 - = | 48:dozen x:dozen 8:mike /:dozen 12:dozen -:dozen =:dozen
EXPR: 0 | POS | INT | 22 | 32 | 288 | 48=((x/8)+12) | 48 x 8 / 12 + = | 48:dozen x:dozen 8:mike /:dozen 12:dozen +:dozen =:dozen
EXPR: 1 | POS | INT | 22 | 32 | 32 | (48*8)=(12*x) | 48 8 * 12 x * = | 48:book 8:mike *:mike 12:mike x:dozen *:mike =:mike
