parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 8 | 10 | x=(0.5*(8+12)) | x 0.5 8 12 + * = | x:dollar 0.5:half 8:dollar 12:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 1.41176470588235 | ((0.5+8)*x)=12 | 0.5 8 + x * 12 = | 0.5:half 8:half +:half x:dollar *:dollar 12:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 0.75 | 0.5=((8*x)/12) | 0.5 8 x * 12 / = | 0.5:half 8:dollar x:half *:half 12:dollar /:half =:half
EXPR: 0 | POS | FRA | 12 | 8 | 19.5 | 0.5=((8-x)+12) | 0.5 8 x - 12 + = | 0.5:dollar 8:dollar x:dollar -:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 0.333333333333333 | (8*(0.5/x))=12 | 8 0.5 x / * 12 = | 8:dollar 0.5:half x:dollar /:half *:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 8 | 2 | ((0.5*12)+x)=8 | 0.5 12 * x + 8 = | 0.5:half 12:dollar *:dollar x:dollar +:dollar 8:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 0.333333333333333 | ((0.5*8)/x)=12 | 0.5 8 * x / 12 = | 0.5:half 8:dollar *:dollar x:half /:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 8 | 192 | ((0.5/12)*x)=8 | 0.5 12 / x * 8 = | 0.5:half 12:dollar /:half x:dollar *:dollar 8:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 4.5 | ((x-0.5)+8)=12 | x 0.5 - 8 + 12 = | x:dollar 0.5:dollar -:dollar 8:dollar +:dollar 12:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 20.5 | ((x-0.5)-8)=12 | x 0.5 - 8 - 12 = | x:dollar 0.5:dollar -:dollar 8:dollar -:dollar 12:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 19.5 | ((x+0.5)-8)=12 | x 0.5 + 8 - 12 = | x:dollar 0.5:dollar +:dollar 8:dollar -:dollar 12:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 1.33333333333333 | (8/(0.5*x))=12 | 8 0.5 x * / 12 = | 8:dollar 0.5:half x:dollar *:half /:dollar 12:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 7.95833333333333 | (0.5/(8-x))=12 | 0.5 8 x - / 12 = | 0.5:half 8:dollar x:dollar -:dollar /:half 12:half =:half
EXPR: 0 | POS | INT | 12 | 8 | 16 | (0.5*(8+x))=12 | 0.5 8 x + * 12 = | 0.5:half 8:dollar x:dollar +:dollar *:half 12:half =:half
EXPR: 0 | POS | INT | 12 | 8 | 192 | ((0.5*x)/8)=12 | 0.5 x * 8 / 12 = | 0.5:half x:dollar *:dollar 8:half /:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 8 | 40 | ((0.5*x)-12)=8 | 0.5 x * 12 - 8 = | 0.5:half x:dollar *:dollar 12:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 3.5 | ((x+0.5)+8)=12 | x 0.5 + 8 + 12 = | x:dollar 0.5:dollar +:dollar 8:dollar +:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 8 | 1 | ((0.5+x)*8)=12 | 0.5 x + 8 * 12 = | 0.5:half x:half +:half 8:dollar *:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 8 | 32 | (0.5*(x-8))=12 | 0.5 x 8 - * 12 = | 0.5:half x:dollar 8:dollar -:dollar *:half 12:half =:half
EXPR: 0 | POS | FRA | 12 | 8 | 8.04166666666667 | (0.5/(x-8))=12 | 0.5 x 8 - / 12 = | 0.5:half x:dollar 8:dollar -:dollar /:half 12:half =:half
EXPR: 0 | POS | INT | 12 | 8 | 16 | (0.5*(x+8))=12 | 0.5 x 8 + * 12 = | 0.5:half x:dollar 8:dollar +:dollar *:half 12:half =:half
EXPR: 0 | POS | FRA | 12 | 8 | 0.75 | ((0.5/x)*12)=8 | 0.5 x / 12 * 8 = | 0.5:half x:dollar /:half 12:dollar *:dollar 8:dollar =:dollar
EXPR: 1 | POS | INT | 12 | 8 | 8 | (0.5*8)=(12-x) | 0.5 8 * 12 x - = | 0.5:half 8:dollar *:dollar 12:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 19.5 | 0.5=(8-(x-12)) | 0.5 8 x 12 - - = | 0.5:dollar 8:dollar x:dollar 12:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 4.5 | 0.5=(8+(x-12)) | 0.5 8 x 12 - + = | 0.5:dollar 8:dollar x:dollar 12:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 3.5 | (0.5+(x+8))=12 | 0.5 x 8 + + 12 = | 0.5:dollar x:dollar 8:dollar +:dollar +:dollar 12:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 19.5 | (0.5-(8-x))=12 | 0.5 8 x - - 12 = | 0.5:dollar 8:dollar x:dollar -:dollar -:dollar 12:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 3.5 | (0.5+(8+x))=12 | 0.5 8 x + + 12 = | 0.5:dollar 8:dollar x:dollar +:dollar +:dollar 12:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 19.5 | (0.5+(x-8))=12 | 0.5 x 8 - + 12 = | 0.5:dollar x:dollar 8:dollar -:dollar +:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 8 | 32 | ((x-8)*0.5)=12 | x 8 - 0.5 * 12 = | x:dollar 8:dollar -:dollar 0.5:half *:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 8 | 14 | ((x-8)/0.5)=12 | x 8 - 0.5 / 12 = | x:dollar 8:dollar -:dollar 0.5:half /:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 8 | 16 | ((x+8)*0.5)=12 | x 8 + 0.5 * 12 = | x:dollar 8:dollar +:dollar 0.5:half *:dollar 12:dollar =:dollar
EXPR: 1 | POS | INT | 12 | 8 | 8 | (8+(0.5*x))=12 | 8 0.5 x * + 12 = | 8:dollar 0.5:half x:dollar *:dollar +:dollar 12:dollar =:dollar
EXPR: 0 | POS | INT | 12 | 8 | 40 | (0.5*x)=(8+12) | 0.5 x * 8 12 + = | 0.5:half x:dollar *:dollar 8:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 12 | 8 | 0.025 | 0.5=((8+12)*x) | 0.5 8 12 + x * = | 0.5:half 8:dollar 12:dollar +:dollar x:half *:half =:half
EXPR: 0 | POS | INT | 15 | 8 | 16 | x=((12/0.5)-8) | x 12 0.5 / 8 - = | x:dollar 12:dollar 0.5:half /:dollar 8:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 8 | 32 | x=((12/0.5)+8) | x 12 0.5 / 8 + = | x:dollar 12:dollar 0.5:half /:dollar 8:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 15 | 8 | 0.75 | x=(12*(0.5/8)) | x 12 0.5 8 / * = | x:dollar 12:dollar 0.5:half 8:dollar /:half *:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 8 | 16 | x=(12+(0.5*8)) | x 12 0.5 8 * + = | x:dollar 12:dollar 0.5:half 8:dollar *:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 15 | 8 | 8 | x=(12-(0.5*8)) | x 12 0.5 8 * - = | x:dollar 12:dollar 0.5:half 8:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 15 | 8 | 3 | x=(12/(0.5*8)) | x 12 0.5 8 * / = | x:dollar 12:dollar 0.5:half 8:dollar *:half /:dollar =:dollar
EXPR: 0 | POS | INT | 16 | 8 | 16 | x=((12/0.5)-8) | x 12 0.5 / 8 - = | x:dollar 12:dollar 0.5:half /:dollar 8:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 16 | 8 | 32 | x=((12/0.5)+8) | x 12 0.5 / 8 + = | x:dollar 12:dollar 0.5:half /:dollar 8:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 16 | 8 | 16 | x=(12+(0.5*8)) | x 12 0.5 8 * + = | x:dollar 12:dollar 0.5:half 8:dollar *:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 16 | 8 | 8 | x=(12-(0.5*8)) | x 12 0.5 8 * - = | x:dollar 12:dollar 0.5:half 8:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 16 | 8 | 0.75 | x=(12*(0.5/8)) | x 12 0.5 8 / * = | x:dollar 12:dollar 0.5:half 8:dollar /:half *:dollar =:dollar
EXPR: 0 | POS | INT | 16 | 8 | 3 | x=(12/(0.5*8)) | x 12 0.5 8 * / = | x:dollar 12:dollar 0.5:half 8:dollar *:half /:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 2 | 12=((x/0.5)+8) | 12 x 0.5 / 8 + = | 12:dollar x:dollar 0.5:half /:dollar 8:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 40 | 12=((0.5*x)-8) | 12 0.5 x * 8 - = | 12:dollar 0.5:half x:dollar *:dollar 8:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 10 | 12=((x/0.5)-8) | 12 x 0.5 / 8 - = | 12:dollar x:dollar 0.5:half /:dollar 8:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 32 | (x-(12/0.5))=8 | x 12 0.5 / - 8 = | x:dollar 12:dollar 0.5:half /:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 16 | 12=(0.5*(8+x)) | 12 0.5 8 x + * = | 12:dollar 0.5:half 8:dollar x:dollar +:dollar *:dollar =:dollar
EXPR: 1 | POS | INT | 17 | 8 | 8 | 12=(x+(0.5*8)) | 12 x 0.5 8 * + = | 12:dollar x:dollar 0.5:half 8:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 192 | 12=((0.5/8)*x) | 12 0.5 8 / x * = | 12:dollar 0.5:half 8:dollar /:half x:dollar *:dollar =:dollar
EXPR: 1 | POS | INT | 17 | 8 | 8 | 12=((x*0.5)+8) | 12 x 0.5 * 8 + = | 12:dollar x:dollar 0.5:half *:dollar 8:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 3 | (12/(x*0.5))=8 | 12 x 0.5 * / 8 = | 12:dollar x:dollar 0.5:half *:half /:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 40 | 12=((x*0.5)-8) | 12 x 0.5 * 8 - = | 12:dollar x:dollar 0.5:half *:dollar 8:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 17 | 8 | 8 | (12-(x*0.5))=8 | 12 x 0.5 * - 8 = | 12:dollar x:dollar 0.5:half *:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 2 | (12-(x/0.5))=8 | 12 x 0.5 / - 8 = | 12:dollar x:dollar 0.5:half /:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 16 | 12=(x-(0.5*8)) | 12 x 0.5 8 * - = | 12:dollar x:dollar 0.5:half 8:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 48 | 12=(x/(0.5*8)) | 12 x 0.5 8 * / = | 12:dollar x:dollar 0.5:half 8:dollar *:half /:dollar =:dollar
EXPR: 1 | POS | INT | 17 | 8 | 8 | ((12-x)/0.5)=8 | 12 x - 0.5 / 8 = | 12:dollar x:dollar -:dollar 0.5:half /:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 192 | 12=(x*(0.5/8)) | 12 x 0.5 8 / * = | 12:dollar x:dollar 0.5:half 8:dollar /:half *:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 16 | ((12/0.5)-x)=8 | 12 0.5 / x - 8 = | 12:dollar 0.5:half /:dollar x:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 4 | ((12+x)*0.5)=8 | 12 x + 0.5 * 8 = | 12:dollar x:dollar +:dollar 0.5:half *:dollar 8:dollar =:dollar
EXPR: 0 | POS | FRA | 17 | 8 | 0.333333333333333 | 12=((0.5/x)*8) | 12 0.5 x / 8 * = | 12:dollar 0.5:half x:dollar /:half 8:dollar *:dollar =:dollar
EXPR: 1 | POS | INT | 17 | 8 | 8 | 12=((0.5*x)+8) | 12 0.5 x * 8 + = | 12:dollar 0.5:half x:dollar *:dollar 8:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 17 | 8 | 8 | 12=((0.5*8)+x) | 12 0.5 8 * x + = | 12:dollar 0.5:half 8:dollar *:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 3 | (12/(0.5*x))=8 | 12 0.5 x * / 8 = | 12:dollar 0.5:half x:dollar *:half /:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 32 | 12=(0.5*(x-8)) | 12 0.5 x 8 - * = | 12:dollar 0.5:half x:dollar 8:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 16 | 12=(0.5*(x+8)) | 12 0.5 x 8 + * = | 12:dollar 0.5:half x:dollar 8:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 17 | 8 | 0.75 | (12*(0.5/x))=8 | 12 0.5 x / * 8 = | 12:dollar 0.5:half x:dollar /:half *:dollar 8:dollar =:dollar
EXPR: 1 | POS | INT | 17 | 8 | 8 | (12-(0.5*x))=8 | 12 0.5 x * - 8 = | 12:dollar 0.5:half x:dollar *:dollar -:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 28 | ((x-12)*0.5)=8 | x 12 - 0.5 * 8 = | x:dollar 12:dollar -:dollar 0.5:half *:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 16 | ((x-12)/0.5)=8 | x 12 - 0.5 / 8 = | x:dollar 12:dollar -:dollar 0.5:half /:dollar 8:dollar =:dollar
EXPR: 0 | POS | INT | 17 | 8 | 4 | ((x+12)*0.5)=8 | x 12 + 0.5 * 8 = | x:dollar 12:dollar +:dollar 0.5:half *:dollar 8:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.708333333333333 | x=((0.5+8)/12) | x 0.5 8 + 12 / = | x:dollar 0.5:dollar 8:dollar +:dollar 12:half /:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.75 | x=((0.5*12)/8) | x 0.5 12 * 8 / = | x:dollar 0.5:half 12:dollar *:dollar 8:half /:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 8 | 102 | x=((0.5+8)*12) | x 0.5 8 + 12 * = | x:dollar 0.5:dollar 8:dollar +:dollar 12:half *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 4.5 | x=((0.5+12)-8) | x 0.5 12 + 8 - = | x:dollar 0.5:dollar 12:dollar +:dollar 8:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 20.5 | x=((0.5+12)+8) | x 0.5 12 + 8 + = | x:dollar 0.5:dollar 12:dollar +:dollar 8:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.00520833333333333 | x=(0.5/(8*12)) | x 0.5 8 12 * / = | x:dollar 0.5:dollar 8:half 12:dollar *:half /:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.00520833333333333 | x=(0.5/(8*12)) | x 0.5 8 12 * / = | x:dollar 0.5:dollar 8:dollar 12:half *:half /:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 8 | 100 | x=((0.5+12)*8) | x 0.5 12 + 8 * = | x:dollar 0.5:half 12:half +:half 8:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 96.5 | x=(0.5+(8*12)) | x 0.5 8 12 * + = | x:dollar 0.5:dollar 8:half 12:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.75 | x=(0.5*(12/8)) | x 0.5 12 8 / * = | x:dollar 0.5:half 12:dollar 8:half /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 8 | 192 | x=((8/0.5)*12) | x 8 0.5 / 12 * = | x:dollar 8:dollar 0.5:half /:dollar 12:half *:dollar =:dollar
EXPR: 0 | POS | INT | 20 | 8 | 16 | x=((0.5*8)+12) | x 0.5 8 * 12 + = | x:dollar 0.5:dollar 8:half *:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.333333333333333 | x=((0.5/12)*8) | x 0.5 12 / 8 * = | x:half 0.5:half 12:dollar /:half 8:dollar *:half =:half
EXPR: 0 | POS | FRA | 20 | 8 | 19.5 | x=((8-0.5)+12) | x 8 0.5 - 12 + = | x:dollar 8:dollar 0.5:dollar -:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 96.5 | x=(0.5+(8*12)) | x 0.5 8 12 * + = | x:half 0.5:half 8:dollar 12:half *:half +:half =:half
EXPR: 0 | POS | INT | 20 | 8 | 90 | x=((8-0.5)*12) | x 8 0.5 - 12 * = | x:dollar 8:half 0.5:half -:half 12:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.708333333333333 | x=((0.5+8)/12) | x 0.5 8 + 12 / = | x:half 0.5:half 8:half +:half 12:dollar /:half =:half
EXPR: 0 | POS | FRA | 20 | 8 | 96.5 | x=(0.5+(8*12)) | x 0.5 8 12 * + = | x:dollar 0.5:dollar 8:dollar 12:half *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 96.5 | x=(0.5+(8*12)) | x 0.5 8 12 * + = | x:half 0.5:half 8:half 12:dollar *:half +:half =:half
EXPR: 0 | POS | INT | 20 | 8 | 102 | x=((0.5+8)*12) | x 0.5 8 + 12 * = | x:half 0.5:half 8:half +:half 12:dollar *:half =:half
EXPR: 0 | POS | INT | 20 | 8 | 100 | x=(8*(0.5+12)) | x 8 0.5 12 + * = | x:dollar 8:dollar 0.5:half 12:half +:half *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.00520833333333333 | x=(0.5/(8*12)) | x 0.5 8 12 * / = | x:half 0.5:half 8:half 12:dollar *:dollar /:half =:half
EXPR: 0 | POS | FRA | 20 | 8 | 0.00520833333333333 | x=(0.5/(8*12)) | x 0.5 8 12 * / = | x:half 0.5:half 8:dollar 12:half *:dollar /:half =:half
EXPR: 0 | POS | FRA | 20 | 8 | 12.0625 | x=((0.5/8)+12) | x 0.5 8 / 12 + = | x:half 0.5:half 8:dollar /:half 12:half +:half =:half
EXPR: 0 | POS | INT | 20 | 8 | 16 | x=((0.5*8)+12) | x 0.5 8 * 12 + = | x:half 0.5:half 8:dollar *:half 12:half +:half =:half
EXPR: 0 | POS | FRA | 20 | 8 | 19.5 | x=(8-(0.5-12)) | x 8 0.5 12 - - = | x:dollar 8:dollar 0.5:dollar 12:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 12.0625 | x=((0.5/8)+12) | x 0.5 8 / 12 + = | x:dollar 0.5:dollar 8:half /:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 20.5 | x=(8+(0.5+12)) | x 8 0.5 12 + + = | x:dollar 8:dollar 0.5:dollar 12:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.125 | x=(0.5/(12-8)) | x 0.5 12 8 - / = | x:half 0.5:half 12:dollar 8:dollar -:dollar /:half =:half
EXPR: 0 | POS | FRA | 20 | 8 | 0.75 | x=((0.5*12)/8) | x 0.5 12 * 8 / = | x:half 0.5:half 12:dollar *:half 8:dollar /:half =:half
EXPR: 0 | POS | FRA | 20 | 8 | 0.333333333333333 | x=(0.5*(8/12)) | x 0.5 8 12 / * = | x:half 0.5:half 8:dollar 12:half /:dollar *:half =:half
EXPR: 0 | POS | INT | 20 | 8 | 2 | x=(0.5*(12-8)) | x 0.5 12 8 - * = | x:half 0.5:half 12:dollar 8:dollar -:dollar *:half =:half
EXPR: 0 | POS | FRA | 20 | 8 | 4.5 | x=(0.5+(12-8)) | x 0.5 12 8 - + = | x:dollar 0.5:dollar 12:dollar 8:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.64 | x=(8/(0.5+12)) | x 8 0.5 12 + / = | x:dollar 8:dollar 0.5:half 12:half +:half /:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 1.16666666666667 | x=(0.5+(8/12)) | x 0.5 8 12 / + = | x:half 0.5:half 8:half 12:dollar /:half +:half =:half
EXPR: 0 | POS | FRA | 20 | 8 | 0.333333333333333 | x=(0.5*(8/12)) | x 0.5 8 12 / * = | x:dollar 0.5:dollar 8:half 12:dollar /:half *:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 1.16666666666667 | x=(0.5+(8/12)) | x 0.5 8 12 / + = | x:dollar 0.5:dollar 8:dollar 12:half /:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 20 | 8 | 0.333333333333333 | x=(8*(0.5/12)) | x 8 0.5 12 / * = | x:half 8:dollar 0.5:half 12:dollar /:half *:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 0.708333333333333 | x=((0.5+8)/12) | x 0.5 8 + 12 / = | x:dollar 0.5:dollar 8:dollar +:dollar 12:half /:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 0.75 | x=((0.5*12)/8) | x 0.5 12 * 8 / = | x:dollar 0.5:half 12:dollar *:dollar 8:half /:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 8 | 102 | x=((0.5+8)*12) | x 0.5 8 + 12 * = | x:dollar 0.5:dollar 8:dollar +:dollar 12:half *:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 0.00520833333333333 | x=(0.5/(8*12)) | x 0.5 8 12 * / = | x:dollar 0.5:dollar 8:half 12:dollar *:half /:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 0.00520833333333333 | x=(0.5/(8*12)) | x 0.5 8 12 * / = | x:dollar 0.5:dollar 8:dollar 12:half *:half /:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 4.5 | x=((0.5+12)-8) | x 0.5 12 + 8 - = | x:dollar 0.5:dollar 12:dollar +:dollar 8:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 96.5 | x=(0.5+(8*12)) | x 0.5 8 12 * + = | x:dollar 0.5:dollar 8:half 12:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 0.75 | x=(0.5*(12/8)) | x 0.5 12 8 / * = | x:dollar 0.5:half 12:dollar 8:half /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 8 | 192 | x=((8/0.5)*12) | x 8 0.5 / 12 * = | x:dollar 8:dollar 0.5:half /:dollar 12:half *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 8 | 16 | x=((0.5*8)+12) | x 0.5 8 * 12 + = | x:dollar 0.5:dollar 8:half *:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 0.333333333333333 | x=((0.5/12)*8) | x 0.5 12 / 8 * = | x:half 0.5:half 12:dollar /:half 8:dollar *:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 19.5 | x=((8-0.5)+12) | x 8 0.5 - 12 + = | x:dollar 8:dollar 0.5:dollar -:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 8 | 90 | x=((8-0.5)*12) | x 8 0.5 - 12 * = | x:dollar 8:half 0.5:half -:half 12:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 96.5 | x=(0.5+(8*12)) | x 0.5 8 12 * + = | x:half 0.5:half 8:half 12:dollar *:half +:half =:half
EXPR: 0 | POS | INT | 21 | 8 | 102 | x=((0.5+8)*12) | x 0.5 8 + 12 * = | x:half 0.5:half 8:half +:half 12:dollar *:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 96.5 | x=(0.5+(8*12)) | x 0.5 8 12 * + = | x:half 0.5:half 8:dollar 12:half *:half +:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 0.708333333333333 | x=((0.5+8)/12) | x 0.5 8 + 12 / = | x:half 0.5:half 8:half +:half 12:dollar /:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 0.00520833333333333 | x=(0.5/(8*12)) | x 0.5 8 12 * / = | x:half 0.5:half 8:half 12:dollar *:dollar /:half =:half
EXPR: 0 | POS | INT | 21 | 8 | 100 | x=(8*(0.5+12)) | x 8 0.5 12 + * = | x:dollar 8:dollar 0.5:half 12:half +:half *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 8 | 100 | x=((0.5+12)*8) | x 0.5 12 + 8 * = | x:dollar 0.5:half 12:half +:half 8:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 0.00520833333333333 | x=(0.5/(8*12)) | x 0.5 8 12 * / = | x:half 0.5:half 8:dollar 12:half *:dollar /:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 12.0625 | x=((0.5/8)+12) | x 0.5 8 / 12 + = | x:half 0.5:half 8:dollar /:half 12:half +:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 12.0625 | x=((0.5/8)+12) | x 0.5 8 / 12 + = | x:dollar 0.5:dollar 8:half /:dollar 12:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 19.5 | x=(8-(0.5-12)) | x 8 0.5 12 - - = | x:dollar 8:dollar 0.5:dollar 12:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 8 | 16 | x=((0.5*8)+12) | x 0.5 8 * 12 + = | x:half 0.5:half 8:dollar *:half 12:half +:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 20.5 | x=(8+(0.5+12)) | x 8 0.5 12 + + = | x:dollar 8:dollar 0.5:dollar 12:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 96.5 | x=(0.5+(8*12)) | x 0.5 8 12 * + = | x:dollar 0.5:dollar 8:dollar 12:half *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 0.125 | x=(0.5/(12-8)) | x 0.5 12 8 - / = | x:half 0.5:half 12:dollar 8:dollar -:dollar /:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 0.75 | x=((0.5*12)/8) | x 0.5 12 * 8 / = | x:half 0.5:half 12:dollar *:half 8:dollar /:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 20.5 | x=((0.5+12)+8) | x 0.5 12 + 8 + = | x:dollar 0.5:dollar 12:dollar +:dollar 8:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 8 | 2 | x=(0.5*(12-8)) | x 0.5 12 8 - * = | x:half 0.5:half 12:dollar 8:dollar -:dollar *:half =:half
EXPR: 0 | POS | FRA | 21 | 8 | 4.5 | x=(0.5+(12-8)) | x 0.5 12 8 - + = | x:dollar 0.5:dollar 12:dollar 8:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 21 | 8 | 0.333333333333333 | x=(0.5*(8/12)) | x 0.5 8 12 / * = | x:half 0.5:half 8:dollar 12:half /:dollar *:half =:half
