parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 1 | POS | INT | 0 | 160 | 160 | x=((4+(8+4))*10) | x 4 8 4 + + 10 * = | x:ball 4:pack 8:pack 4:pack +:pack +:pack 10:ball *:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 324 | ((x-4)/(8*4))=10 | x 4 - 8 4 * / 10 = | x:ball 4:ball -:ball 8:ball 4:pack *:pack /:ball 10:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 56 | x=((8-4)*(4+10)) | x 8 4 - 4 10 + * = | x:pack 8:pack 4:pack -:pack 4:ball 10:ball +:ball *:pack =:pack
EXPR: 0 | POS | INT | 22 | 160 | 8 | ((4*10)-(4*8))=x | 4 10 * 4 8 * - x = | 4:pack 10:ball *:ball 4:pack 8:ball *:ball -:ball x:ball =:ball
EXPR: 0 | POS | INT | 22 | 160 | 72 | ((4*10)+(4*8))=x | 4 10 * 4 8 * + x = | 4:pack 10:ball *:ball 4:pack 8:ball *:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 24 | x=((4-(8-10))*4) | x 4 8 10 - - 4 * = | x:ball 4:pack 8:pack 10:pack -:pack -:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 2 | ((4+(8-10))*x)=4 | 4 8 10 - + x * 4 = | 4:pack 8:pack 10:pack -:pack +:pack x:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 168 | (((4*8)+10)*4)=x | 4 8 * 10 + 4 * x = | 4:pack 8:ball *:ball 10:ball +:ball 4:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 88 | (((4*8)-10)*4)=x | 4 8 * 10 - 4 * x = | 4:pack 8:ball *:ball 10:ball -:ball 4:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 2 | x=((8-(4*4))+10) | x 8 4 4 * - 10 + = | x:ball 8:ball 4:pack 4:ball *:ball -:ball 10:ball +:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 8 | x=(((4+8)-10)*4) | x 4 8 + 10 - 4 * = | x:ball 4:pack 8:pack +:pack 10:pack -:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 2 | 10=(4*((4/8)+x)) | 10 4 4 8 / x + * = | 10:ball 4:pack 4:ball 8:pack /:ball x:ball +:ball *:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 3 | (4*(x+(8-10)))=4 | 4 x 8 10 - + * 4 = | 4:pack x:ball 8:ball 10:ball -:ball +:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 3 | (((4/4)-8)+10)=x | 4 4 / 8 - 10 + x = | 4:ball 4:pack /:ball 8:ball -:ball 10:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 14 | x=(8+((4*4)-10)) | x 8 4 4 * 10 - + = | x:ball 8:ball 4:pack 4:ball *:ball 10:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 18 | (x*(4/(8+10)))=4 | x 4 8 10 + / * 4 = | x:ball 4:pack 8:ball 10:ball +:ball /:pack *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 18 | ((4/8)*(x-10))=4 | 4 8 / x 10 - * 4 = | 4:pack 8:ball /:pack x:ball 10:ball -:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 19 | (4*(x-(8+10)))=4 | 4 x 8 10 + - * 4 = | 4:pack x:ball 8:ball 10:ball +:ball -:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 88 | (8*((4/4)+10))=x | 8 4 4 / 10 + * x = | 8:pack 4:ball 4:pack /:ball 10:ball +:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 88 | x=(((4+8)+10)*4) | x 4 8 + 10 + 4 * = | x:ball 4:pack 8:pack +:pack 10:pack +:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 18 | (((4*4)-8)+10)=x | 4 4 * 8 - 10 + x = | 4:ball 4:pack *:ball 8:ball -:ball 10:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 208 | (8*((4*4)+10))=x | 8 4 4 * 10 + * x = | 8:pack 4:ball 4:pack *:ball 10:ball +:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 |  | (8+((x/10)-4))=4 | 8 x 10 / 4 - + 4 = | 8:pack x:pack 10:ball /:pack 4:pack -:pack +:pack 4:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 44 | (x+((4-8)*10))=4 | x 4 8 - 10 * + 4 = | x:pack 4:pack 8:pack -:pack 10:ball *:pack +:pack 4:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 2 | ((8-(10-4))*x)=4 | 8 10 4 - - x * 4 = | 8:pack 10:pack 4:pack -:pack -:pack x:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 23 | 160 | 11 | ((4-8)*(10-x))=4 | 4 8 - 10 x - * 4 = | 4:pack 8:pack -:pack 10:ball x:ball -:ball *:ball 4:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 240 | 10=(x/(8+(4*4))) | 10 x 8 4 4 * + / = | 10:ball x:ball 8:pack 4:ball 4:pack *:pack +:pack /:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 72 | ((4*10)+(4*8))=x | 4 10 * 4 8 * + x = | 4:pack 10:ball *:ball 4:pack 8:ball *:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 23 | 160 | 9 | (x-((10/8)*4))=4 | x 10 8 / 4 * - 4 = | x:pack 10:ball 8:pack /:ball 4:pack *:pack -:pack 4:pack =:pack
EXPR: 0 | POS | INT | 24 | 160 | 56 | x=((8-(4-10))*4) | x 8 4 10 - - 4 * = | x:ball 8:pack 4:pack 10:pack -:pack -:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 24 | 160 | 2 | ((4+(8-10))*x)=4 | 4 8 10 - + x * 4 = | 4:pack 8:pack 10:pack -:pack +:pack x:ball *:ball 4:ball =:ball
EXPR: 0 | POS | INT | 24 | 160 | 44 | x=(8+((4*10)-4)) | x 8 4 10 * 4 - + = | x:ball 8:ball 4:pack 10:ball *:ball 4:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 24 | 160 | 52 | x=(8+((4*10)+4)) | x 8 4 10 * 4 + + = | x:ball 8:ball 4:pack 10:ball *:ball 4:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 24 | 160 | 152 | ((8+x)/(4*4))=10 | 8 x + 4 4 * / 10 = | 8:ball x:ball +:ball 4:ball 4:pack *:pack /:ball 10:ball =:ball
EXPR: 0 | POS | INT | 24 | 160 | 3 | (4*(x+(8-10)))=4 | 4 x 8 10 - + * 4 = | 4:pack x:ball 8:ball 10:ball -:ball +:ball *:ball 4:ball =:ball
EXPR: 0 | POS | INT | 24 | 160 | 5 | (x*((4*4)/8))=10 | x 4 4 * 8 / * 10 = | x:pack 4:pack 4:ball *:ball 8:pack /:ball *:ball 10:ball =:ball
EXPR: 0 | POS | INT | 24 | 160 | 12 | (x*(4/(10-4)))=8 | x 4 10 4 - / * 8 = | x:ball 4:pack 10:ball 4:ball -:ball /:pack *:pack 8:pack =:pack
EXPR: 0 | POS | INT | 24 | 160 | 18 | (4+((x-4)-8))=10 | 4 x 4 - 8 - + 10 = | 4:pack x:pack 4:pack -:pack 8:pack -:pack +:pack 10:pack =:pack
EXPR: 0 | POS | INT | 24 | 160 | 5 | 8=(((4*4)/10)*x) | 8 4 4 * 10 / x * = | 8:ball 4:pack 4:ball *:pack 10:ball /:pack x:ball *:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 80 | x=((4-(4-10))*8) | x 4 4 10 - - 8 * = | x:ball 4:pack 4:pack 10:pack -:pack -:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 144 | x=((4+(4+10))*8) | x 4 4 10 + + 8 * = | x:ball 4:pack 4:pack 10:pack +:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 0 | (((4-4)*8)/10)=x | 4 4 - 8 * 10 / x = | 4:pack 4:pack -:pack 8:ball *:ball 10:pack /:ball x:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 144 | x=(((4+4)+10)*8) | x 4 4 + 10 + 8 * = | x:ball 4:pack 4:pack +:pack 10:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 56 | x=((8-(4-10))*4) | x 8 4 10 - - 4 * = | x:ball 8:pack 4:pack 10:pack -:pack -:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 8 | x=((4-(10-8))*4) | x 4 10 8 - - 4 * = | x:ball 4:ball 10:ball 8:ball -:ball -:ball 4:pack *:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 24 | x=(((4+10)-8)*4) | x 4 10 + 8 - 4 * = | x:ball 4:pack 10:pack +:pack 8:pack -:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 48 | (((4*4)-10)*8)=x | 4 4 * 10 - 8 * x = | 4:pack 4:ball *:ball 10:ball -:ball 8:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 208 | (((4*4)+10)*8)=x | 4 4 * 10 + 8 * x = | 4:pack 4:ball *:ball 10:ball +:ball 8:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 72 | x=((8*4)+(4*10)) | x 8 4 * 4 10 * + = | x:pack 8:ball 4:pack *:pack 4:pack 10:ball *:pack +:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 28 | (((4+10)*8)/4)=x | 4 10 + 8 * 4 / x = | 4:pack 10:pack +:pack 8:ball *:ball 4:pack /:ball x:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 45 | ((4+(4/8))*10)=x | 4 4 8 / + 10 * x = | 4:pack 4:pack 8:ball /:pack +:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 35 | ((4-(4/8))*10)=x | 4 4 8 / - 10 * x = | 4:pack 4:pack 8:ball /:pack -:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 90 | ((8+(4/4))*10)=x | 8 4 4 / + 10 * x = | 8:pack 4:pack 4:ball /:pack +:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 70 | ((8-(4/4))*10)=x | 8 4 4 / - 10 * x = | 8:pack 4:pack 4:ball /:pack -:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 44 | x=(8+((4*10)-4)) | x 8 4 10 * 4 - + = | x:ball 8:ball 4:pack 10:ball *:ball 4:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 25 | 160 | 360 | ((4+(4*8))*10)=x | 4 4 8 * + 10 * x = | 4:pack 4:pack 8:ball *:pack +:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 168 | (4*((4*8)+10))=x | 4 4 8 * 10 + * x = | 4:pack 4:ball 8:pack *:ball 10:ball +:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 30 | (((8+4)/4)*10)=x | 8 4 + 4 / 10 * x = | 8:pack 4:pack +:pack 4:ball /:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 25 | 160 | 8 | (4*((4+8)-10))=x | 4 4 8 + 10 - * x = | 4:pack 4:ball 8:ball +:ball 10:ball -:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 26 | 160 | 80 | x=((4-(4-10))*8) | x 4 4 10 - - 8 * = | x:ball 4:pack 4:pack 10:pack -:pack -:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 26 | 160 | 0 | (((4-4)*8)/10)=x | 4 4 - 8 * 10 / x = | 4:pack 4:pack -:pack 8:ball *:ball 10:pack /:ball x:ball =:ball
EXPR: 0 | POS | INT | 26 | 160 | 144 | x=((4+(4+10))*8) | x 4 4 10 + + 8 * = | x:ball 4:pack 4:pack 10:pack +:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 26 | 160 | 144 | x=(((4+4)+10)*8) | x 4 4 + 10 + 8 * = | x:ball 4:pack 4:pack +:pack 10:pack +:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 26 | 160 | 8 | x=((4-(10-8))*4) | x 4 10 8 - - 4 * = | x:ball 4:ball 10:ball 8:ball -:ball -:ball 4:pack *:ball =:ball
EXPR: 0 | POS | INT | 26 | 160 | 208 | (((4*4)+10)*8)=x | 4 4 * 10 + 8 * x = | 4:pack 4:ball *:ball 10:ball +:ball 8:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 80 | (((4*10)/x)*8)=4 | 4 10 * x / 8 * 4 = | 4:pack 10:ball *:ball x:pack /:ball 8:pack *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 28 | (((4+10)*8)/4)=x | 4 10 + 8 * 4 / x = | 4:pack 10:pack +:pack 8:ball *:ball 4:pack /:ball x:ball =:ball
EXPR: 0 | POS | INT | 26 | 160 | 45 | ((4+(4/8))*10)=x | 4 4 8 / + 10 * x = | 4:pack 4:pack 8:ball /:pack +:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 90 | ((8+(4/4))*10)=x | 8 4 4 / + 10 * x = | 8:pack 4:pack 4:ball /:pack +:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 70 | ((8-(4/4))*10)=x | 8 4 4 / - 10 * x = | 8:pack 4:pack 4:ball /:pack -:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 35 | ((4-(4/8))*10)=x | 4 4 8 / - 10 * x = | 4:pack 4:pack 8:ball /:pack -:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 360 | ((4+(4*8))*10)=x | 4 4 8 * + 10 * x = | 4:pack 4:pack 8:ball *:pack +:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 168 | (4*((4*8)+10))=x | 4 4 8 * 10 + * x = | 4:pack 4:ball 8:pack *:ball 10:ball +:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 30 | (((8+4)/4)*10)=x | 8 4 + 4 / 10 * x = | 8:pack 4:pack +:pack 4:ball /:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 360 | 10=(x/(4+(4*8))) | 10 x 4 4 8 * + / = | 10:ball x:ball 4:pack 4:ball 8:pack *:pack +:pack /:ball =:ball
EXPR: 0 | POS | INT | 26 | 160 | 20 | 8=(((4*10)/x)*4) | 8 4 10 * x / 4 * = | 8:ball 4:pack 10:ball *:pack x:ball /:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 26 | 160 | 9 | (x-((10/8)*4))=4 | x 10 8 / 4 * - 4 = | x:pack 10:ball 8:pack /:ball 4:pack *:pack -:pack 4:pack =:pack
EXPR: 0 | POS | INT | 26 | 160 | 8 | (4*((4+8)-10))=x | 4 4 8 + 10 - * x = | 4:pack 4:ball 8:ball +:ball 10:ball -:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 27 | 160 | 30 | ((4/(4+8))*x)=10 | 4 4 8 + / x * 10 = | 4:pack 4:ball 8:ball +:ball /:pack x:ball *:ball 10:ball =:ball
EXPR: 0 | POS | INT | 27 | 160 | 3 | (4*((10-4)/8))=x | 4 10 4 - 8 / * x = | 4:pack 10:ball 4:ball -:ball 8:pack /:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 27 | 160 | 1 | (((4+x)/10)*8)=4 | 4 x + 10 / 8 * 4 = | 4:pack x:pack +:pack 10:ball /:pack 8:ball *:pack 4:pack =:pack
EXPR: 0 | POS | INT | 27 | 160 | 80 | 4=(4-(x-(8*10))) | 4 4 x 8 10 * - - = | 4:ball 4:ball x:ball 8:pack 10:ball *:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 27 | 160 | 80 | 4=(4+(x-(8*10))) | 4 4 x 8 10 * - + = | 4:ball 4:ball x:ball 8:pack 10:ball *:ball -:ball +:ball =:ball
EXPR: 0 | POS | INT | 27 | 160 | 80 | x=(((4+10)-4)*8) | x 4 10 + 4 - 8 * = | x:ball 4:pack 10:pack +:pack 4:pack -:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 27 | 160 | 3 | 4=(10-(x*(8/4))) | 4 10 x 8 4 / * - = | 4:ball 10:ball x:ball 8:pack 4:ball /:pack *:ball -:ball =:ball
EXPR: 0 | POS | INT | 27 | 160 | 192 | 4=(10-(x/(8*4))) | 4 10 x 8 4 * / - = | 4:ball 10:ball x:ball 8:pack 4:ball *:pack /:ball -:ball =:ball
EXPR: 0 | POS | INT | 27 | 160 | 80 | ((4*(x/4))/10)=8 | 4 x 4 / * 10 / 8 = | 4:pack x:ball 4:pack /:ball *:ball 10:pack /:ball 8:ball =:ball
EXPR: 0 | POS | INT | 27 | 160 | 60 | ((4+(8/4))*10)=x | 4 8 4 / + 10 * x = | 4:pack 8:pack 4:ball /:pack +:pack 10:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 27 | 160 | - | ((8*(4-4))/x)=10 | 8 4 4 - * x / 10 = | 8:ball 4:pack 4:pack -:pack *:pack x:ball /:pack 10:pack =:pack
EXPR: 0 | POS | INT | 27 | 160 | 8 | 4=(4-((8-x)*10)) | 4 4 8 x - 10 * - = | 4:pack 4:pack 8:ball x:ball -:ball 10:pack *:pack -:pack =:pack
EXPR: 0 | POS | INT | 27 | 160 | 46 | 4=(x-(10+(8*4))) | 4 x 10 8 4 * + - = | 4:ball x:ball 10:ball 8:ball 4:pack *:ball +:ball -:ball =:ball
EXPR: 0 | POS | INT | 27 | 160 | 80 | (4/((4/x)*8))=10 | 4 4 x / 8 * / 10 = | 4:pack 4:pack x:ball /:pack 8:ball *:ball /:pack 10:pack =:pack
EXPR: 0 | POS | INT | 27 | 160 | 18 | (4+((x-10)-8))=4 | 4 x 10 - 8 - + 4 = | 4:pack x:pack 10:pack -:pack 8:pack -:pack +:pack 4:pack =:pack
EXPR: 0 | POS | INT | 27 | 160 | - | ((4-4)*(8-x))=10 | 4 4 - 8 x - * 10 = | 4:pack 4:pack -:pack 8:ball x:ball -:ball *:pack 10:pack =:pack
EXPR: 0 | POS | INT | 27 | 160 | - | (((4-4)/x)*8)=10 | 4 4 - x / 8 * 10 = | 4:pack 4:pack -:pack x:ball /:pack 8:ball *:pack 10:pack =:pack
EXPR: 0 | POS | INT | 27 | 160 | - | ((4-4)/(8-x))=10 | 4 4 - 8 x - / 10 = | 4:pack 4:pack -:pack 8:ball x:ball -:ball /:pack 10:pack =:pack
EXPR: 0 | POS | INT | 28 | 160 | 8 | x=(((8-10)+4)*4) | x 8 10 - 4 + 4 * = | x:ball 8:pack 10:pack -:pack 4:pack +:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 28 | 160 | 3 | (4*((10-4)/8))=x | 4 10 4 - 8 / * x = | 4:pack 10:ball 4:ball -:ball 8:pack /:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 28 | 160 | 80 | x=(((4+10)-4)*8) | x 4 10 + 4 - 8 * = | x:ball 4:pack 10:pack +:pack 4:pack -:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 28 | 160 | 8 | x=((8-(10-4))*4) | x 8 10 4 - - 4 * = | x:ball 8:ball 10:ball 4:ball -:ball -:ball 4:pack *:ball =:ball
EXPR: 0 | POS | INT | 28 | 160 | 8 | (4*((4-10)+8))=x | 4 4 10 - 8 + * x = | 4:pack 4:ball 10:ball -:ball 8:ball +:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 28 | 160 | 88 | (4*((4+10)+8))=x | 4 4 10 + 8 + * x = | 4:pack 4:ball 10:ball +:ball 8:ball +:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 28 | 160 | 16 | (8*((10-4)-4))=x | 8 10 4 - 4 - * x = | 8:pack 10:ball 4:ball -:ball 4:ball -:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 28 | 160 | 24 | (x-((10/4)*8))=4 | x 10 4 / 8 * - 4 = | x:pack 10:ball 4:pack /:ball 8:pack *:pack -:pack 4:pack =:pack
EXPR: 0 | POS | INT | 29 | 160 | 88 | x=(((8+4)+10)*4) | x 8 4 + 10 + 4 * = | x:ball 8:pack 4:pack +:pack 10:pack +:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 12 | (((10-4)*8)/4)=x | 10 4 - 8 * 4 / x = | 10:pack 4:pack -:pack 8:ball *:ball 4:pack /:ball x:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 56 | (((8-4)+10)*4)=x | 8 4 - 10 + 4 * x = | 8:pack 4:pack -:pack 10:pack +:pack 4:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 8 | (((8+4)-10)*4)=x | 8 4 + 10 - 4 * x = | 8:pack 4:pack +:pack 10:pack -:pack 4:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 16 | (((4+x)/10)*4)=8 | 4 x + 10 / 4 * 8 = | 4:pack x:pack +:pack 10:ball /:pack 4:ball *:pack 8:pack =:pack
EXPR: 0 | POS | INT | 29 | 160 | 20 | (((4*10)/x)*4)=8 | 4 10 * x / 4 * 8 = | 4:pack 10:ball *:ball x:pack /:ball 4:pack *:ball 8:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 12 | 4=(10-(x*(4/8))) | 4 10 x 4 8 / * - = | 4:ball 10:ball x:ball 4:pack 8:ball /:pack *:ball -:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 8 | x=((8-(10-4))*4) | x 8 10 4 - - 4 * = | x:ball 8:ball 10:ball 4:ball -:ball -:ball 4:pack *:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 5 | ((4-(8/4))*x)=10 | 4 8 4 / - x * 10 = | 4:pack 8:pack 4:ball /:pack -:pack x:ball *:pack 10:pack =:pack
EXPR: 0 | POS | INT | 29 | 160 | 8 | (4*((4-10)+8))=x | 4 4 10 - 8 + * x = | 4:pack 4:ball 10:ball -:ball 8:ball +:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 88 | (4*((4+10)+8))=x | 4 4 10 + 8 + * x = | 4:pack 4:ball 10:ball +:ball 8:ball +:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 9 | ((4*10)/(x-4))=8 | 4 10 * x 4 - / 8 = | 4:pack 10:ball *:ball x:pack 4:pack -:pack /:ball 8:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 5 | x=((10/4)*(8/4)) | x 10 4 / 8 4 / * = | x:pack 10:ball 4:pack /:ball 8:pack 4:ball /:pack *:pack =:pack
EXPR: 0 | POS | INT | 29 | 160 | 16 | (8*((10-4)-4))=x | 8 10 4 - 4 - * x = | 8:pack 10:ball 4:ball -:ball 4:ball -:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 29 | 160 | 80 | (4/((8/x)*4))=10 | 4 8 x / 4 * / 10 = | 4:pack 8:pack x:ball /:pack 4:ball *:ball /:pack 10:pack =:pack
EXPR: 0 | POS | INT | 30 | 160 | 88 | x=(((8+4)+10)*4) | x 8 4 + 10 + 4 * = | x:ball 8:pack 4:pack +:pack 10:pack +:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 30 | 160 | 12 | (((10-4)*8)/4)=x | 10 4 - 8 * 4 / x = | 10:pack 4:pack -:pack 8:ball *:ball 4:pack /:ball x:ball =:ball
EXPR: 0 | POS | INT | 30 | 160 | 80 | (((4*8)/4)*10)=x | 4 8 * 4 / 10 * x = | 4:pack 8:ball *:ball 4:pack /:ball 10:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 30 | 160 | 12 | ((8*(10-4))/x)=4 | 8 10 4 - * x / 4 = | 8:ball 10:pack 4:pack -:pack *:pack x:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 30 | 160 | 18 | x=(4+((8-4)+10)) | x 4 8 4 - 10 + + = | x:ball 4:ball 8:ball 4:ball -:ball 10:ball +:ball +:ball =:ball
EXPR: 0 | POS | INT | 30 | 160 | 18 | (4+(8-(4-10)))=x | 4 8 4 10 - - + x = | 4:ball 8:ball 4:ball 10:ball -:ball -:ball +:ball x:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 24 | x=((4-(8-10))*4) | x 4 8 10 - - 4 * = | x:ball 4:pack 8:pack 10:pack -:pack -:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 24 | x=((10-(8-4))*4) | x 10 8 4 - - 4 * = | x:ball 10:pack 8:pack 4:pack -:pack -:pack 4:ball *:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 8 | (((8-10)+4)*4)=x | 8 10 - 4 + 4 * x = | 8:pack 10:pack -:pack 4:pack +:pack 4:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 12 | (8*((10-4)/4))=x | 8 10 4 - 4 / * x = | 8:pack 10:ball 4:ball -:ball 4:pack /:ball *:pack x:pack =:pack
EXPR: 0 | POS | INT | 31 | 160 | 16 | x=(((10-4)-4)*8) | x 10 4 - 4 - 8 * = | x:ball 10:pack 4:pack -:pack 4:pack -:pack 8:ball *:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 56 | (((8+10)-4)*4)=x | 8 10 + 4 - 4 * x = | 8:pack 10:pack +:pack 4:pack -:pack 4:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 80 | (((4*8)/4)*10)=x | 4 8 * 4 / 10 * x = | 4:pack 8:ball *:ball 4:pack /:ball 10:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 31 | 160 | 0 | (10*((4-4)/8))=x | 10 4 4 - 8 / * x = | 10:ball 4:pack 4:pack -:pack 8:ball /:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 31 | 160 | 10 | (10*((4+4)/8))=x | 10 4 4 + 8 / * x = | 10:ball 4:pack 4:pack +:pack 8:ball /:pack *:pack x:pack =:pack
EXPR: 0 | POS | INT | 31 | 160 | 26 | 10=(4-(x-(8*4))) | 10 4 x 8 4 * - - = | 10:ball 4:ball x:ball 8:pack 4:ball *:ball -:ball -:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 8 | ((4+(8-10))*4)=x | 4 8 10 - + 4 * x = | 4:pack 8:pack 10:pack -:pack +:pack 4:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 8 | (((8/4)-x)+10)=4 | 8 4 / x - 10 + 4 = | 8:ball 4:pack /:ball x:ball -:ball 10:ball +:ball 4:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 42 | ((x-(8/4))/10)=4 | x 8 4 / - 10 / 4 = | x:pack 8:pack 4:ball /:pack -:pack 10:ball /:pack 4:pack =:pack
EXPR: 0 | POS | INT | 31 | 160 | 88 | (4*((8+10)+4))=x | 4 8 10 + 4 + * x = | 4:pack 8:ball 10:ball +:ball 4:ball +:ball *:ball x:ball =:ball
EXPR: 0 | POS | INT | 31 | 160 | 18 | x=(4+((8-4)+10)) | x 4 8 4 - 10 + + = | x:ball 4:ball 8:ball 4:ball -:ball 10:ball +:ball +:ball =:ball
