parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 7 | 223 | x=(79+(9*16)) | x 79 9 16 * + = | x:dollar 79:dollar 9:book 16:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 7 | 567 | x=((79-16)*9) | x 79 16 - 9 * = | x:book 79:dollar 16:dollar -:dollar 9:book *:book =:book
EXPR: 0 | POS | INT | 21 | 7 | 1120 | x=((79-9)*16) | x 79 9 - 16 * = | x:dollar 79:dollar 9:dollar -:dollar 16:book *:dollar =:dollar
EXPR: 0 | POS | INT | 21 | 7 | 1408 | x=((79+9)*16) | x 79 9 + 16 * = | x:dollar 79:dollar 9:dollar +:dollar 16:book *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | 9=(79+(16-x)) | 9 79 16 x - + = | 9:dollar 79:dollar 16:dollar x:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | ((79+16)-x)=9 | 79 16 + x - 9 = | 79:dollar 16:dollar +:dollar x:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | 9=(79-(x+16)) | 9 79 x 16 + - = | 9:dollar 79:dollar x:dollar 16:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | 79=((x+16)-9) | 79 x 16 + 9 - = | 79:dollar x:dollar 16:dollar +:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | (79-(16+x))=9 | 79 16 x + - 9 = | 79:dollar 16:dollar x:dollar +:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | 9=(79-(16+x)) | 9 79 16 x + - = | 9:dollar 79:dollar 16:dollar x:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 65 | 79=((9*16)-x) | 79 9 16 * x - = | 79:book 9:book 16:dollar *:book x:book -:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 72 | 9=((x-79)+16) | 9 x 79 - 16 + = | 9:dollar x:dollar 79:dollar -:dollar 16:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | (79+(16-x))=9 | 79 16 x - + 9 = | 79:dollar 16:dollar x:dollar -:dollar +:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | 9=(79-(x-16)) | 9 79 x 16 - - = | 9:dollar 79:dollar x:dollar 16:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 1255 | 79=((9+x)/16) | 79 9 x + 16 / = | 79:dollar 9:dollar x:dollar +:dollar 16:book /:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | 79=((9*x)+16) | 79 9 x * 16 + = | 79:book 9:book x:dollar *:book 16:book +:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 104 | 79=((x-16)-9) | 79 x 16 - 9 - = | 79:dollar x:dollar 16:dollar -:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | 9=((79+16)-x) | 9 79 16 + x - = | 9:dollar 79:dollar 16:dollar +:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | 9=((79-16)-x) | 9 79 16 - x - = | 9:dollar 79:dollar 16:dollar -:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 104 | 9=((x-79)-16) | 9 x 79 - 16 - = | 9:dollar x:dollar 79:dollar -:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | 79=((x+16)+9) | 79 x 16 + 9 + = | 79:dollar x:dollar 16:dollar +:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 553 | 79=(x/(16-9)) | 79 x 16 9 - / = | 79:dollar x:dollar 16:book 9:book -:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 695 | ((79*9)-x)=16 | 79 9 * x - 16 = | 79:dollar 9:book *:book x:book -:book 16:book =:book
EXPR: 1 | POS | INT | 22 | 7 | 7 | (79-(9*x))=16 | 79 9 x * - 16 = | 79:dollar 9:dollar x:book *:dollar -:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | ((9+x)-79)=16 | 9 x + 79 - 16 = | 9:dollar x:dollar +:dollar 79:dollar -:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | 79=((x-16)+9) | 79 x 16 - 9 + = | 79:dollar x:dollar 16:dollar -:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 1255 | 79=((9+x)/16) | 79 9 x + 16 / = | 79:book 9:book x:book +:book 16:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 86 | ((79-x)+16)=9 | 79 x - 16 + 9 = | 79:dollar x:dollar -:dollar 16:dollar +:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 223 | 79=(x-(9*16)) | 79 x 9 16 * - = | 79:dollar x:dollar 9:dollar 16:book *:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | 79=((x*9)+16) | 79 x 9 * 16 + = | 79:dollar x:book 9:dollar *:dollar 16:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | 79=((9*x)+16) | 79 9 x * 16 + = | 79:dollar 9:dollar x:book *:dollar 16:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 1273 | 79=((x-9)/16) | 79 x 9 - 16 / = | 79:dollar x:dollar 9:dollar -:dollar 16:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 1255 | 79=((x+9)/16) | 79 x 9 + 16 / = | 79:dollar x:dollar 9:dollar +:dollar 16:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 11376 | 79=(x/(9*16)) | 79 x 9 16 * / = | 79:dollar x:dollar 9:dollar 16:book *:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | (9+(79-x))=16 | 9 79 x - + 16 = | 9:dollar 79:dollar x:dollar -:dollar +:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | (9-(79-x))=16 | 9 79 x - - 16 = | 9:dollar 79:dollar x:dollar -:dollar -:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 11376 | (x/79)=(9*16) | x 79 / 9 16 * = | x:dollar 79:book /:dollar 9:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | ((9-x)+79)=16 | 9 x - 79 + 16 = | 9:dollar x:dollar -:dollar 79:dollar +:dollar 16:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | (79-16)=(9*x) | 79 16 - 9 x * = | 79:dollar 16:dollar -:dollar 9:book x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 11376 | 79=(x/(9*16)) | 79 x 9 16 * / = | 79:book x:book 9:book 16:dollar *:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 72 | 79=((16+x)-9) | 79 16 x + 9 - = | 79:dollar 16:dollar x:dollar +:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | 79=((16+x)+9) | 79 16 x + 9 + = | 79:dollar 16:dollar x:dollar +:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | ((79-x)-16)=9 | 79 x - 16 - 9 = | 79:dollar x:dollar -:dollar 16:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | ((79-16)-x)=9 | 79 16 - x - 9 = | 79:dollar 16:dollar -:dollar x:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | (79+9)=(16+x) | 79 9 + 16 x + = | 79:dollar 9:dollar +:dollar 16:dollar x:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | (79-(x*9))=16 | 79 x 9 * - 16 = | 79:book x:dollar 9:book *:book -:book 16:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 11376 | (79*9)=(x/16) | 79 9 * x 16 / = | 79:dollar 9:book *:book x:book 16:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 855 | (79+16)=(x/9) | 79 16 + x 9 / = | 79:dollar 16:dollar +:dollar x:dollar 9:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 1975 | ((x/79)-9)=16 | x 79 / 9 - 16 = | x:book 79:dollar /:book 9:book -:book 16:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 553 | ((x/79)+9)=16 | x 79 / 9 + 16 = | x:book 79:dollar /:book 9:book +:book 16:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 86 | (79-x)=(9-16) | 79 x - 9 16 - = | 79:dollar x:dollar -:dollar 9:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 1975 | ((x/79)-9)=16 | x 79 / 9 - 16 = | x:dollar 79:book /:dollar 9:dollar -:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 553 | ((x/79)+9)=16 | x 79 / 9 + 16 = | x:dollar 79:book /:dollar 9:dollar +:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | (x-79)=(9-16) | x 79 - 9 16 - = | x:dollar 79:dollar -:dollar 9:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 11376 | (x/(79*9))=16 | x 79 9 * / 16 = | x:book 79:dollar 9:book *:dollar /:book 16:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 567 | (79-16)=(x/9) | 79 16 - x 9 / = | 79:dollar 16:dollar -:dollar x:dollar 9:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | (79-x)=(9+16) | 79 x - 9 16 + = | 79:dollar x:dollar -:dollar 9:dollar 16:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 104 | (79+9)=(x-16) | 79 9 + x 16 - = | 79:dollar 9:dollar +:dollar x:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | (79+9)=(x+16) | 79 9 + x 16 + = | 79:dollar 9:dollar +:dollar x:dollar 16:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 104 | 9=(x-(79+16)) | 9 x 79 16 + - = | 9:dollar x:dollar 79:dollar 16:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | (79-9)=(x-16) | 79 9 - x 16 - = | 79:dollar 9:dollar -:dollar x:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | (79-9)=(x+16) | 79 9 - x 16 + = | 79:dollar 9:dollar -:dollar x:dollar 16:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 104 | (x-79)=(9+16) | x 79 - 9 16 + = | x:dollar 79:dollar -:dollar 9:dollar 16:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 567 | 9=(x/(79-16)) | 9 x 79 16 - / = | 9:book x:book 79:dollar 16:dollar -:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 855 | 9=(x/(79+16)) | 9 x 79 16 + / = | 9:book x:book 79:dollar 16:dollar +:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 54 | (79-(x+16))=9 | 79 x 16 + - 9 = | 79:dollar x:dollar 16:dollar +:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | 9=(x-(79-16)) | 9 x 79 16 - - = | 9:dollar x:dollar 79:dollar 16:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | 79=((16-9)+x) | 79 16 9 - x + = | 79:dollar 16:dollar 9:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | (79-9)=(16+x) | 79 9 - 16 x + = | 79:dollar 9:dollar -:dollar 16:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | 79=(x+(16-9)) | 79 x 16 9 - + = | 79:dollar x:dollar 16:dollar 9:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | ((9-79)+x)=16 | 9 79 - x + 16 = | 9:dollar 79:dollar -:dollar x:dollar +:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | (79-(x-16))=9 | 79 x 16 - - 9 = | 79:dollar x:dollar 16:dollar -:dollar -:dollar 9:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | (9*x)=(79-16) | 9 x * 79 16 - = | 9:book x:dollar *:dollar 79:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | (x+(9-79))=16 | x 9 79 - + 16 = | x:dollar 9:dollar 79:dollar -:dollar +:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 11376 | (x/(79*9))=16 | x 79 9 * / 16 = | x:dollar 79:book 9:dollar *:book /:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 1120 | 79=(9+(x/16)) | 79 9 x 16 / + = | 79:book 9:book x:book 16:dollar /:book +:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 1120 | 79=(9+(x/16)) | 79 9 x 16 / + = | 79:dollar 9:dollar x:dollar 16:book /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 223 | 79=(x-(9*16)) | 79 x 9 16 * - = | 79:book x:book 9:book 16:dollar *:book -:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 72 | 79=(16-(9-x)) | 79 16 9 x - - = | 79:dollar 16:dollar 9:dollar x:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | (9+(x-79))=16 | 9 x 79 - + 16 = | 9:dollar x:dollar 79:dollar -:dollar +:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 104 | (x-(79+16))=9 | x 79 16 + - 9 = | x:dollar 79:dollar 16:dollar +:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | 79=(16+(x-9)) | 79 16 x 9 - + = | 79:dollar 16:dollar x:dollar 9:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | (9-(x-79))=16 | 9 x 79 - - 16 = | 9:dollar x:dollar 79:dollar -:dollar -:dollar 16:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | (79-16)=(x*9) | 79 16 - x 9 * = | 79:dollar 16:dollar -:dollar x:dollar 9:book *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 11376 | (79*9)=(x/16) | 79 9 * x 16 / = | 79:dollar 9:book *:dollar x:dollar 16:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | ((x+9)-79)=16 | x 9 + 79 - 16 = | x:dollar 9:dollar +:dollar 79:dollar -:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | (x-(79-16))=9 | x 79 16 - - 9 = | x:dollar 79:dollar 16:dollar -:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 727 | (x-(79*9))=16 | x 79 9 * - 16 = | x:book 79:dollar 9:book *:book -:book 16:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 54 | 79=(16+(9+x)) | 79 16 9 x + + = | 79:dollar 16:dollar 9:dollar x:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | 79=(16+(x+9)) | 79 16 x 9 + + = | 79:dollar 16:dollar x:dollar 9:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 72 | ((x-79)+16)=9 | x 79 - 16 + 9 = | x:dollar 79:dollar -:dollar 16:dollar +:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 104 | ((x-9)-79)=16 | x 9 - 79 - 16 = | x:dollar 9:dollar -:dollar 79:dollar -:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | 79=(x-(16-9)) | 79 x 16 9 - - = | 79:dollar x:dollar 16:dollar 9:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 855 | (x/(79+16))=9 | x 79 16 + / 9 = | x:book 79:dollar 16:dollar +:dollar /:book 9:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 65 | 79=((9*16)-x) | 79 9 16 * x - = | 79:dollar 9:dollar 16:book *:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 86 | 9=((79-x)+16) | 9 79 x - 16 + = | 9:dollar 79:dollar x:dollar -:dollar 16:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | 79=((x*9)+16) | 79 x 9 * 16 + = | 79:book x:dollar 9:book *:book 16:book +:book =:book
EXPR: 1 | POS | INT | 22 | 7 | 7 | (x*9)=(79-16) | x 9 * 79 16 - = | x:dollar 9:book *:dollar 79:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 567 | (x/9)=(79-16) | x 9 / 79 16 - = | x:dollar 9:book /:dollar 79:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 855 | (x/9)=(79+16) | x 9 / 79 16 + = | x:dollar 9:book /:dollar 79:dollar 16:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 54 | 9=((79-x)-16) | 9 79 x - 16 - = | 9:dollar 79:dollar x:dollar -:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 727 | (x-(79*9))=16 | x 79 9 * - 16 = | x:dollar 79:book 9:dollar *:dollar -:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 104 | ((x-79)-16)=9 | x 79 - 16 - 9 = | x:dollar 79:dollar -:dollar 16:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 7 | 11376 | (x/79)=(9*16) | x 79 / 9 16 * = | x:book 79:dollar /:book 9:book 16:dollar *:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 1273 | 79=((x-9)/16) | 79 x 9 - 16 / = | 79:book x:book 9:book -:book 16:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 1255 | 79=((x+9)/16) | 79 x 9 + 16 / = | 79:book x:book 9:book +:book 16:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 695 | ((79*9)-x)=16 | 79 9 * x - 16 = | 79:book 9:dollar *:dollar x:dollar -:dollar 16:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | (79-(x*9))=16 | 79 x 9 * - 16 = | 79:dollar x:book 9:dollar *:dollar -:dollar 16:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 7 | 7 | (79-(9*x))=16 | 79 9 x * - 16 = | 79:book 9:book x:dollar *:book -:book 16:book =:book
EXPR: 0 | POS | INT | 22 | 7 | 567 | (x/(79-16))=9 | x 79 16 - / 9 = | x:book 79:dollar 16:dollar -:dollar /:book 9:book =:book
EXPR: 0 | POS | INT | 25 | 7 | 65 | x=((9*16)-79) | x 9 16 * 79 - = | x:dollar 9:book 16:dollar *:dollar 79:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 7 | 223 | x=((9*16)+79) | x 9 16 * 79 + = | x:dollar 9:book 16:dollar *:dollar 79:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 7 | 1120 | x=(16*(79-9)) | x 16 79 9 - * = | x:dollar 16:dollar 79:book 9:book -:book *:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 7 | 1408 | x=(16*(79+9)) | x 16 79 9 + * = | x:dollar 16:dollar 79:book 9:book +:book *:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 7 | 86 | x=(16+(79-9)) | x 16 79 9 - + = | x:dollar 16:dollar 79:dollar 9:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 7 | 104 | x=(16+(79+9)) | x 16 79 9 + + = | x:dollar 16:dollar 79:dollar 9:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 7 | 223 | x=((9*16)+79) | x 9 16 * 79 + = | x:dollar 9:book 16:dollar *:dollar 79:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 7 | 65 | x=((9*16)-79) | x 9 16 * 79 - = | x:dollar 9:book 16:dollar *:dollar 79:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 7 | 1408 | x=(16*(79+9)) | x 16 79 9 + * = | x:dollar 16:dollar 79:book 9:book +:book *:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 7 | 1120 | x=(16*(79-9)) | x 16 79 9 - * = | x:dollar 16:dollar 79:book 9:book -:book *:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 7 | 104 | x=(16+(79+9)) | x 16 79 9 + + = | x:dollar 16:dollar 79:dollar 9:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 7 | 86 | x=(16+(79-9)) | x 16 79 9 - + = | x:dollar 16:dollar 79:dollar 9:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 855 | 16=((x/9)-79) | 16 x 9 / 79 - = | 16:dollar x:dollar 9:book /:dollar 79:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 86 | (16-(x-79))=9 | 16 x 79 - - 9 = | 16:dollar x:dollar 79:dollar -:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 86 | 16=((x-79)+9) | 16 x 79 - 9 + = | 16:dollar x:dollar 79:dollar -:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 54 | 16=(79-(9+x)) | 16 79 9 x + - = | 16:dollar 79:dollar 9:dollar x:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 104 | 16=((x-79)-9) | 16 x 79 - 9 - = | 16:dollar x:dollar 79:dollar -:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 72 | (16-(79-x))=9 | 16 79 x - - 9 = | 16:dollar 79:dollar x:dollar -:dollar -:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 86 | ((16-x)+79)=9 | 16 x - 79 + 9 = | 16:dollar x:dollar -:dollar 79:dollar +:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 1120 | 16=(x/(79-9)) | 16 x 79 9 - / = | 16:dollar x:dollar 79:book 9:book -:book /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 567 | (16+(x/9))=79 | 16 x 9 / + 79 = | 16:dollar x:dollar 9:book /:dollar +:dollar 79:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 72 | ((16+x)-79)=9 | 16 x + 79 - 9 = | 16:dollar x:dollar +:dollar 79:dollar -:dollar 9:dollar =:dollar
EXPR: 1 | POS | INT | 27 | 7 | 7 | (16+(9*x))=79 | 16 9 x * + 79 = | 16:dollar 9:book x:dollar *:dollar +:dollar 79:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 1408 | 16=(x/(79+9)) | 16 x 79 9 + / = | 16:dollar x:dollar 79:book 9:book +:book /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 72 | 16=(79+(9-x)) | 16 79 9 x - + = | 16:dollar 79:dollar 9:dollar x:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 72 | (16+(x-79))=9 | 16 x 79 - + 9 = | 16:dollar x:dollar 79:dollar -:dollar +:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 72 | 16=((79+9)-x) | 16 79 9 + x - = | 16:dollar 79:dollar 9:dollar +:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 695 | ((x+16)/9)=79 | x 16 + 9 / 79 = | x:dollar 16:dollar +:dollar 9:book /:dollar 79:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 695 | (x+16)=(79*9) | x 16 + 79 9 * = | x:dollar 16:dollar +:dollar 79:dollar 9:book *:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 54 | 16=((79-9)-x) | 16 79 9 - x - = | 16:dollar 79:dollar 9:dollar -:dollar x:dollar -:dollar =:dollar
EXPR: 1 | POS | INT | 27 | 7 | 7 | (16+(x*9))=79 | 16 x 9 * + 79 = | 16:dollar x:dollar 9:book *:dollar +:dollar 79:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 86 | (16+(79-x))=9 | 16 79 x - + 9 = | 16:dollar 79:dollar x:dollar -:dollar +:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 54 | 16=(79-(x+9)) | 16 79 x 9 + - = | 16:dollar 79:dollar x:dollar 9:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 72 | 16=(79-(x-9)) | 16 79 x 9 - - = | 16:dollar 79:dollar x:dollar 9:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 54 | 16=((79-x)-9) | 16 79 x - 9 - = | 16:dollar 79:dollar x:dollar -:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 727 | ((x-16)/9)=79 | x 16 - 9 / 79 = | x:dollar 16:dollar -:dollar 9:book /:dollar 79:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 72 | 16=((79-x)+9) | 16 79 x - 9 + = | 16:dollar 79:dollar x:dollar -:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 7 | 727 | (x-16)=(79*9) | x 16 - 79 9 * = | x:dollar 16:dollar -:dollar 79:dollar 9:book *:dollar =:dollar
NET 303 non-negative, integer-valued solutions found out of 1000 total solutions
