parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 28 | 80 | ((61+26)-7)=x | 61 26 + 7 - x = | 61:plate 26:plate +:plate 7:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 80 | x=(26-(7-61)) | x 26 7 61 - - = | x:plate 26:plate 7:plate 61:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 42 | x=(7+(61-26)) | x 7 61 26 - + = | x:plate 7:plate 61:plate 26:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 94 | x=(7+(61+26)) | x 7 61 26 + + = | x:plate 7:plate 61:plate 26:plate +:plate +:plate =:plate
EXPR: 0 | POS | INT | 6 | 28 | 94 | ((26+7)+61)=x | 26 7 + 61 + x = | 26:plate 7:plate +:plate 61:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 26=(7+(x-61)) | 26 7 x 61 - + = | 26:plate 7:plate x:plate 61:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 7=((61+26)-x) | 7 61 26 + x - = | 7:plate 61:plate 26:plate +:plate x:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | 26=(7+(61-x)) | 26 7 61 x - + = | 26:plate 7:plate 61:plate x:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | (7-(x-61))=26 | 7 x 61 - - 26 = | 7:plate x:plate 61:plate -:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | (x+(7-61))=26 | x 7 61 - + 26 = | x:plate 7:plate 61:plate -:plate +:plate 26:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 94 | (x-(26+7))=61 | x 26 7 + - 61 = | x:plate 26:plate 7:plate +:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | 7=((x-61)+26) | 7 x 61 - 26 + = | 7:plate x:plate 61:plate -:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 5 | (26+(x*7))=61 | 26 x 7 * + 61 = | 26:plate x:NONE 7:plate *:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 94 | 7=((x-61)-26) | 7 x 61 - 26 - = | 7:plate x:plate 61:plate -:plate 26:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 5 | (26+(7*x))=61 | 26 7 x * + 61 = | 26:plate 7:plate x:NONE *:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 26=((7-61)+x) | 26 7 61 - x + = | 26:plate 7:plate 61:plate -:plate x:plate +:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | (26+(x-7))=61 | 26 x 7 - + 61 = | 26:plate x:plate 7:plate -:plate +:plate 61:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | 7=(61-(26+x)) | 7 61 26 x + - = | 7:plate 61:plate 26:plate x:plate +:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 7=((61-x)+26) | 7 61 x - 26 + = | 7:plate 61:plate x:plate -:plate 26:plate +:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | x=((7-26)+61) | x 7 26 - 61 + = | x:plate 7:plate 26:plate -:plate 61:plate +:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | (7+(x-61))=26 | 7 x 61 - + 26 = | 7:plate x:plate 61:plate -:plate +:plate 26:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 7=(61+(26-x)) | 7 61 26 x - + = | 7:plate 61:plate 26:plate x:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | (x+(26-7))=61 | x 26 7 - + 61 = | x:plate 26:plate 7:plate -:plate +:plate 61:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | 7=((61-x)-26) | 7 61 x - 26 - = | 7:plate 61:plate x:plate -:plate 26:plate -:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | (x+(26+7))=61 | x 26 7 + + 61 = | x:plate 26:plate 7:plate +:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 26=((7+x)-61) | 26 7 x + 61 - = | 26:plate 7:plate x:plate +:plate 61:plate -:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | (26+(x+7))=61 | 26 x 7 + + 61 = | 26:plate x:plate 7:plate +:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | (x-(26-7))=61 | x 26 7 - - 61 = | x:plate 26:plate 7:plate -:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | (7-(26-61))=x | 7 26 61 - - x = | 7:plate 26:plate 61:plate -:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | ((7-x)+61)=26 | 7 x - 61 + 26 = | 7:plate x:plate -:plate 61:plate +:plate 26:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 26=(7-(61-x)) | 26 7 61 x - - = | 26:plate 7:plate 61:plate x:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | ((7+x)-61)=26 | 7 x + 61 - 26 = | 7:plate x:plate +:plate 61:plate -:plate 26:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | ((26+x)+7)=61 | 26 x + 7 + 61 = | 26:plate x:plate +:plate 7:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | ((7-61)+x)=26 | 7 61 - x + 26 = | 7:plate 61:plate -:plate x:plate +:plate 26:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 94 | 7=(x-(61+26)) | 7 x 61 26 + - = | 7:plate x:plate 61:plate 26:plate +:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | 26=((7-x)+61) | 26 7 x - 61 + = | 26:plate 7:plate x:plate -:plate 61:plate +:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | (7+(61-x))=26 | 7 61 x - + 26 = | 7:plate 61:plate x:plate -:plate +:plate 26:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | ((26+x)-7)=61 | 26 x + 7 - 61 = | 26:plate x:plate +:plate 7:plate -:plate 61:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | 7=((61-26)-x) | 7 61 26 - x - = | 7:plate 61:plate 26:plate -:plate x:plate -:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | 7=(61-(x+26)) | 7 61 x 26 + - = | 7:plate 61:plate x:plate 26:plate +:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | ((7-26)+61)=x | 7 26 - 61 + x = | 7:plate 26:plate -:plate 61:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 26=((x+7)-61) | 26 x 7 + 61 - = | 26:plate x:plate 7:plate +:plate 61:plate -:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | ((26+7)+x)=61 | 26 7 + x + 61 = | 26:plate 7:plate +:plate x:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | ((26-7)+x)=61 | 26 7 - x + 61 = | 26:plate 7:plate -:plate x:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 5 | 7=((61-26)/x) | 7 61 26 - x / = | 7:plate 61:plate 26:plate -:plate x:NONE /:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | 26=(7-(x-61)) | 26 7 x 61 - - = | 26:plate 7:plate x:plate 61:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 94 | 26=((x-7)-61) | 26 x 7 - 61 - = | 26:plate x:plate 7:plate -:plate 61:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 7=(61-(x-26)) | 7 61 x 26 - - = | 7:plate 61:plate x:plate 26:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | x=(7-(26-61)) | x 7 26 61 - - = | x:plate 7:plate 26:plate 61:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | 26=(x+(7-61)) | 26 x 7 61 - + = | 26:plate x:plate 7:plate 61:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | 7=(x-(61-26)) | 7 x 61 26 - - = | 7:plate x:plate 61:plate 26:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | ((x+7)-61)=26 | x 7 + 61 - 26 = | x:plate 7:plate +:plate 61:plate -:plate 26:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | (26+(7+x))=61 | 26 7 x + + 61 = | 26:plate 7:plate x:plate +:plate +:plate 61:plate =:plate
EXPR: 1 | POS | INT | 7 | 28 | 28 | ((x+26)+7)=61 | x 26 + 7 + 61 = | x:plate 26:plate +:plate 7:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | (7-(61-x))=26 | 7 61 x - - 26 = | 7:plate 61:plate x:plate -:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | (26-(7-x))=61 | 26 7 x - - 61 = | 26:plate 7:plate x:plate -:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 94 | ((x-26)-7)=61 | x 26 - 7 - 61 = | x:plate 26:plate -:plate 7:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 42 | ((x+26)-7)=61 | x 26 + 7 - 61 = | x:plate 26:plate +:plate 7:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 94 | ((x-7)-61)=26 | x 7 - 61 - 26 = | x:plate 7:plate -:plate 61:plate -:plate 26:plate =:plate
EXPR: 0 | POS | INT | 7 | 28 | 80 | ((x-26)+7)=61 | x 26 - 7 + 61 = | x:plate 26:plate -:plate 7:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 8 | 28 | 42 | x=((7-26)+61) | x 7 26 - 61 + = | x:plate 7:plate 26:plate -:plate 61:plate +:plate =:plate
EXPR: 0 | POS | INT | 8 | 28 | 42 | (7-(26-61))=x | 7 26 61 - - x = | 7:plate 26:plate 61:plate -:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 8 | 28 | 42 | ((7-26)+61)=x | 7 26 - 61 + x = | 7:plate 26:plate -:plate 61:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 8 | 28 | 42 | x=(7-(26-61)) | x 7 26 61 - - = | x:plate 7:plate 26:plate 61:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 42 | 7=((x+26)-61) | 7 x 26 + 61 - = | 7:plate x:plate 26:plate +:plate 61:plate -:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 94 | 7=((x-26)-61) | 7 x 26 - 61 - = | 7:plate x:plate 26:plate -:plate 61:plate -:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 42 | (x-(7-26))=61 | x 7 26 - - 61 = | x:plate 7:plate 26:plate -:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 80 | (x+(7-26))=61 | x 7 26 - + 61 = | x:plate 7:plate 26:plate -:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 80 | 7=(26+(61-x)) | 7 26 61 x - + = | 7:plate 26:plate 61:plate x:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 80 | (7+(x-26))=61 | 7 x 26 - + 61 = | 7:plate x:plate 26:plate -:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 42 | 7=(26-(61-x)) | 7 26 61 x - - = | 7:plate 26:plate 61:plate x:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 80 | 7=((26-x)+61) | 7 26 x - 61 + = | 7:plate 26:plate x:plate -:plate 61:plate +:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 42 | 7=((26+x)-61) | 7 26 x + 61 - = | 7:plate 26:plate x:plate +:plate 61:plate -:plate =:plate
EXPR: 1 | POS | INT | 9 | 28 | 28 | (7+(x+26))=61 | 7 x 26 + + 61 = | 7:plate x:plate 26:plate +:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 5 | ((x*7)+26)=61 | x 7 * 26 + 61 = | x:NONE 7:plate *:plate 26:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 80 | ((7-26)+x)=61 | 7 26 - x + 61 = | 7:plate 26:plate -:plate x:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 5 | ((7*x)+26)=61 | 7 x * 26 + 61 = | 7:plate x:NONE *:plate 26:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 80 | ((7+x)-26)=61 | 7 x + 26 - 61 = | 7:plate x:plate +:plate 26:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 42 | 7=((26-61)+x) | 7 26 61 - x + = | 7:plate 26:plate 61:plate -:plate x:plate +:plate =:plate
EXPR: 1 | POS | INT | 9 | 28 | 28 | ((7+x)+26)=61 | 7 x + 26 + 61 = | 7:plate x:plate +:plate 26:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 42 | 7=(26+(x-61)) | 7 26 x 61 - + = | 7:plate 26:plate x:plate 61:plate -:plate +:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 80 | 7=(26-(x-61)) | 7 26 x 61 - - = | 7:plate 26:plate x:plate 61:plate -:plate -:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 42 | 7=(x+(26-61)) | 7 x 26 61 - + = | 7:plate x:plate 26:plate 61:plate -:plate +:plate =:plate
EXPR: 1 | POS | INT | 9 | 28 | 28 | (7+(26+x))=61 | 7 26 x + + 61 = | 7:plate 26:plate x:plate +:plate +:plate 61:plate =:plate
EXPR: 1 | POS | INT | 9 | 28 | 28 | ((x+7)+26)=61 | x 7 + 26 + 61 = | x:plate 7:plate +:plate 26:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 80 | ((x+7)-26)=61 | x 7 + 26 - 61 = | x:plate 7:plate +:plate 26:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 80 | (7-(26-x))=61 | 7 26 x - - 61 = | 7:plate 26:plate x:plate -:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 94 | ((x-7)-26)=61 | x 7 - 26 - 61 = | x:plate 7:plate -:plate 26:plate -:plate 61:plate =:plate
EXPR: 0 | POS | INT | 9 | 28 | 42 | ((x-7)+26)=61 | x 7 - 26 + 61 = | x:plate 7:plate -:plate 26:plate +:plate 61:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 609 | x=((61+26)*7) | x 61 26 + 7 * = | x:NONE 61:plate 26:plate +:plate 7:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 28 | 1159 | (61*(26-7))=x | 61 26 7 - * x = | 61:NONE 26:plate 7:plate -:plate *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 28 | 1579 | x=((61*26)-7) | x 61 26 * 7 - = | x:plate 61:NONE 26:plate *:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 2013 | x=(61*(26+7)) | x 61 26 7 + * = | x:NONE 61:NONE 26:plate 7:plate +:plate *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 28 | 609 | x=((61+26)*7) | x 61 26 + 7 * = | x:plate 61:plate 26:plate +:plate 7:NONE *:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 2013 | x=(61*(26+7)) | x 61 26 7 + * = | x:plate 61:NONE 26:plate 7:plate +:plate *:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 245 | x=((61-26)*7) | x 61 26 - 7 * = | x:plate 61:plate 26:plate -:plate 7:NONE *:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 1159 | x=(61*(26-7)) | x 61 26 7 - * = | x:NONE 61:NONE 26:plate 7:plate -:plate *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 28 | 1593 | ((61*26)+7)=x | 61 26 * 7 + x = | 61:plate 26:NONE *:plate 7:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 1579 | ((61*26)-7)=x | 61 26 * 7 - x = | 61:plate 26:NONE *:plate 7:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 5 | ((61-26)/7)=x | 61 26 - 7 / x = | 61:plate 26:plate -:plate 7:NONE /:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 245 | ((61-26)*7)=x | 61 26 - 7 * x = | 61:plate 26:plate -:plate 7:NONE *:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 1159 | x=(61*(26-7)) | x 61 26 7 - * = | x:plate 61:NONE 26:plate 7:plate -:plate *:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 1159 | (61*(26-7))=x | 61 26 7 - * x = | 61:NONE 26:plate 7:plate -:plate *:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 2013 | (61*(26+7))=x | 61 26 7 + * x = | 61:NONE 26:plate 7:plate +:plate *:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 245 | ((61-26)*7)=x | 61 26 - 7 * x = | 61:plate 26:plate -:plate 7:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 28 | 2013 | (61*(26+7))=x | 61 26 7 + * x = | 61:NONE 26:plate 7:plate +:plate *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 28 | 1593 | x=((61*26)+7) | x 61 26 * 7 + = | x:plate 61:plate 26:NONE *:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 1579 | x=((61*26)-7) | x 61 26 * 7 - = | x:plate 61:plate 26:NONE *:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 243 | (61+(26*7))=x | 61 26 7 * + x = | 61:plate 26:plate 7:NONE *:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 1593 | ((61*26)+7)=x | 61 26 * 7 + x = | 61:NONE 26:plate *:plate 7:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 1579 | ((61*26)-7)=x | 61 26 * 7 - x = | 61:NONE 26:plate *:plate 7:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 5 | x=((61-26)/7) | x 61 26 - 7 / = | x:plate 61:plate 26:plate -:plate 7:NONE /:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 243 | x=(61+(26*7)) | x 61 26 7 * + = | x:plate 61:plate 26:NONE 7:plate *:plate +:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 245 | x=((61-26)*7) | x 61 26 - 7 * = | x:NONE 61:plate 26:plate -:plate 7:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 28 | 1593 | x=((61*26)+7) | x 61 26 * 7 + = | x:plate 61:NONE 26:plate *:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 609 | ((61+26)*7)=x | 61 26 + 7 * x = | 61:plate 26:plate +:plate 7:NONE *:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 609 | ((61+26)*7)=x | 61 26 + 7 * x = | 61:plate 26:plate +:plate 7:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 28 | 243 | (61+(26*7))=x | 61 26 7 * + x = | 61:plate 26:NONE 7:plate *:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 10 | 28 | 243 | x=(61+(26*7)) | x 61 26 7 * + = | x:plate 61:plate 26:plate 7:NONE *:plate +:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 609 | x=((61+26)*7) | x 61 26 + 7 * = | x:NONE 61:plate 26:plate +:plate 7:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 28 | 1579 | x=((61*26)-7) | x 61 26 * 7 - = | x:plate 61:NONE 26:plate *:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 245 | x=((61-26)*7) | x 61 26 - 7 * = | x:plate 61:plate 26:plate -:plate 7:NONE *:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 609 | x=((61+26)*7) | x 61 26 + 7 * = | x:plate 61:plate 26:plate +:plate 7:NONE *:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1593 | ((61*26)+7)=x | 61 26 * 7 + x = | 61:plate 26:NONE *:plate 7:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1579 | ((61*26)-7)=x | 61 26 * 7 - x = | 61:plate 26:NONE *:plate 7:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 2013 | (61*(26+7))=x | 61 26 7 + * x = | 61:NONE 26:plate 7:plate +:plate *:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 2013 | x=(61*(26+7)) | x 61 26 7 + * = | x:NONE 61:NONE 26:plate 7:plate +:plate *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 28 | 245 | ((61-26)*7)=x | 61 26 - 7 * x = | 61:plate 26:plate -:plate 7:NONE *:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 245 | ((61-26)*7)=x | 61 26 - 7 * x = | 61:plate 26:plate -:plate 7:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 28 | 2013 | (61*(26+7))=x | 61 26 7 + * x = | 61:NONE 26:plate 7:plate +:plate *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 28 | 1579 | x=((61*26)-7) | x 61 26 * 7 - = | x:plate 61:plate 26:NONE *:plate 7:plate -:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1159 | (61*(26-7))=x | 61 26 7 - * x = | 61:NONE 26:plate 7:plate -:plate *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 28 | 2013 | x=(61*(26+7)) | x 61 26 7 + * = | x:plate 61:NONE 26:plate 7:plate +:plate *:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1159 | x=(61*(26-7)) | x 61 26 7 - * = | x:plate 61:NONE 26:plate 7:plate -:plate *:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1593 | x=((61*26)+7) | x 61 26 * 7 + = | x:plate 61:plate 26:NONE *:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1593 | ((61*26)+7)=x | 61 26 * 7 + x = | 61:NONE 26:plate *:plate 7:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 243 | (61+(26*7))=x | 61 26 7 * + x = | 61:plate 26:plate 7:NONE *:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1579 | ((61*26)-7)=x | 61 26 * 7 - x = | 61:NONE 26:plate *:plate 7:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 5 | x=((61-26)/7) | x 61 26 - 7 / = | x:plate 61:plate 26:plate -:plate 7:NONE /:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1159 | (61*(26-7))=x | 61 26 7 - * x = | 61:NONE 26:plate 7:plate -:plate *:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 243 | x=(61+(26*7)) | x 61 26 7 * + = | x:plate 61:plate 26:NONE 7:plate *:plate +:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1593 | x=((61*26)+7) | x 61 26 * 7 + = | x:plate 61:NONE 26:plate *:plate 7:plate +:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 245 | x=((61-26)*7) | x 61 26 - 7 * = | x:NONE 61:plate 26:plate -:plate 7:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 28 | 5 | ((61-26)/7)=x | 61 26 - 7 / x = | 61:plate 26:plate -:plate 7:NONE /:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 609 | ((61+26)*7)=x | 61 26 + 7 * x = | 61:plate 26:plate +:plate 7:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 28 | 609 | ((61+26)*7)=x | 61 26 + 7 * x = | 61:plate 26:plate +:plate 7:NONE *:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 1159 | x=(61*(26-7)) | x 61 26 7 - * = | x:NONE 61:NONE 26:plate 7:plate -:plate *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 28 | 243 | (61+(26*7))=x | 61 26 7 * + x = | 61:plate 26:NONE 7:plate *:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 11 | 28 | 243 | x=(61+(26*7)) | x 61 26 7 * + = | x:plate 61:plate 26:plate 7:NONE *:plate +:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1768 | x=((61+7)*26) | x 61 7 + 26 * = | x:NONE 61:plate 7:plate +:plate 26:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 609 | (x/(61+26))=7 | x 61 26 + / 7 = | x:NONE 61:plate 26:plate +:plate /:NONE 7:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 401 | ((61*7)-26)=x | 61 7 * 26 - x = | 61:plate 7:NONE *:plate 26:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1768 | x=(26*(61+7)) | x 26 61 7 + * = | x:NONE 26:NONE 61:plate 7:plate +:plate *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 1404 | x=(26*(61-7)) | x 26 61 7 - * = | x:NONE 26:NONE 61:plate 7:plate -:plate *:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 28 | 401 | x=((61*7)-26) | x 61 7 * 26 - = | x:plate 61:NONE 7:plate *:plate 26:plate -:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 453 | ((61*7)+26)=x | 61 7 * 26 + x = | 61:NONE 7:plate *:plate 26:plate +:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 401 | ((61*7)-26)=x | 61 7 * 26 - x = | 61:NONE 7:plate *:plate 26:plate -:plate x:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 11102 | (x/(61*26))=7 | x 61 26 * / 7 = | x:plate 61:plate 26:NONE *:NONE /:plate 7:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1768 | x=(26*(61+7)) | x 26 61 7 + * = | x:plate 26:NONE 61:plate 7:plate +:plate *:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1404 | x=(26*(61-7)) | x 26 61 7 - * = | x:plate 26:NONE 61:plate 7:plate -:plate *:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 11102 | (x/(61*26))=7 | x 61 26 * / 7 = | x:plate 61:NONE 26:plate *:NONE /:plate 7:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1404 | (61-(x/26))=7 | 61 x 26 / - 7 = | 61:plate x:plate 26:NONE /:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1593 | (x-(61*26))=7 | x 61 26 * - 7 = | x:plate 61:NONE 26:plate *:plate -:plate 7:plate =:plate
EXPR: 0 | POS | INT | 12 | 28 | 1579 | ((61*26)-x)=7 | 61 26 * x - 7 = | 61:plate 26:NONE *:plate x:plate -:plate 7:plate =:plate
