parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 286 | 208 | x=(13*((9+10)-3)) | x 13 9 10 + 3 - * = | x:dollar 13:dollar 9:hour 10:hour +:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 390 | x=((13*9)*(10/3)) | x 13 9 * 10 3 / * = | x:dollar 13:hour 9:dollar *:dollar 10:hour 3:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 110 | x=(((13*9)+3)-10) | x 13 9 * 3 + 10 - = | x:dollar 13:dollar 9:hour *:dollar 3:dollar +:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 10 | x=(((13-9)-3)*10) | x 13 9 - 3 - 10 * = | x:dollar 13:hour 9:hour -:hour 3:hour -:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 1200 | x=(((13*9)+3)*10) | x 13 9 * 3 + 10 * = | x:hour 13:dollar 9:hour *:hour 3:hour +:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 1140 | x=(((13*9)-3)*10) | x 13 9 * 3 - 10 * = | x:hour 13:dollar 9:hour *:hour 3:hour -:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 15 | x=(((13-10)+9)+3) | x 13 10 - 9 + 3 + = | x:hour 13:hour 10:hour -:hour 9:hour +:hour 3:hour +:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 9 | x=((9/13)*(10+3)) | x 9 13 / 10 3 + * = | x:dollar 9:dollar 13:hour /:dollar 10:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 29 | x=(13+(9-(3-10))) | x 13 9 3 10 - - + = | x:hour 13:hour 9:hour 3:hour 10:hour -:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 81 | (13-(x/(9*3)))=10 | 13 x 9 3 * / - 10 = | 13:dollar x:dollar 9:hour 3:dollar *:hour /:dollar -:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 3 | 9=(13-(10-(x+3))) | 9 13 10 x 3 + - - = | 9:hour 13:hour 10:hour x:hour 3:hour +:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 11 | 9=(13+(10-(x+3))) | 9 13 10 x 3 + - + = | 9:hour 13:hour 10:hour x:hour 3:hour +:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 124 | ((3+x)-(13*9))=10 | 3 x + 13 9 * - 10 = | 3:hour x:hour +:hour 13:dollar 9:hour *:hour -:hour 10:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 11 | 13=(x+(9+(3-10))) | 13 x 9 3 10 - + + = | 13:hour x:hour 9:hour 3:hour 10:hour -:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 9 | ((13-10)+(x-9))=3 | 13 10 - x 9 - + 3 = | 13:hour 10:hour -:hour x:hour 9:hour -:hour +:hour 3:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 29 | 13=(x-(9-(3-10))) | 13 x 9 3 10 - - - = | 13:hour x:hour 9:hour 3:hour 10:hour -:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 1 | 13=((9/3)+(10/x)) | 13 9 3 / 10 x / + = | 13:hour 9:hour 3:dollar /:hour 10:hour x:dollar /:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 17 | 9=(13+(10-(x-3))) | 9 13 10 x 3 - - + = | 9:hour 13:hour 10:hour x:hour 3:hour -:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | - | 9=(x*(13-(10+3))) | 9 x 13 10 3 + - * = | 9:dollar x:dollar 13:hour 10:hour 3:hour +:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 9 | 9=(13-(10-(x-3))) | 9 13 10 x 3 - - - = | 9:hour 13:hour 10:hour x:hour 3:hour -:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 11 | ((13+10)-(9+x))=3 | 13 10 + 9 x + - 3 = | 13:hour 10:hour +:hour 9:hour x:hour +:hour -:hour 3:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 17 | ((9-13)-(10-x))=3 | 9 13 - 10 x - - 3 = | 9:hour 13:hour -:hour 10:hour x:hour -:hour -:hour 3:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 4 | 13=((9*3)-(x+10)) | 13 9 3 * x 10 + - = | 13:dollar 9:hour 3:dollar *:dollar x:dollar 10:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 9 | ((13-10)-(9-x))=3 | 13 10 - 9 x - - 3 = | 13:hour 10:hour -:hour 9:hour x:hour -:hour -:hour 3:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 124 | 3=(((13*9)+10)-x) | 3 13 9 * 10 + x - = | 3:hour 13:dollar 9:hour *:hour 10:hour +:hour x:hour -:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 10 | ((13-9)-(x/10))=3 | 13 9 - x 10 / - 3 = | 13:hour 9:hour -:hour x:hour 10:dollar /:hour -:hour 3:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 74 | 13=((9*10)-(x+3)) | 13 9 10 * x 3 + - = | 13:hour 9:dollar 10:hour *:hour x:hour 3:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 118 | 9=((13*10)-(x+3)) | 9 13 10 * x 3 + - = | 9:dollar 13:dollar 10:hour *:dollar x:dollar 3:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 10 | x=((13/(10+3))+9) | x 13 10 3 + / 9 + = | x:dollar 13:dollar 10:hour 3:hour +:hour /:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 1197 | x=(((13*10)+3)*9) | x 13 10 * 3 + 9 * = | x:dollar 13:dollar 10:hour *:dollar 3:dollar +:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 1143 | x=(((13*10)-3)*9) | x 13 10 * 3 - 9 * = | x:dollar 13:dollar 10:hour *:dollar 3:dollar -:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 10 | x=(10/(13-(9+3))) | x 10 13 9 3 + - / = | x:dollar 10:dollar 13:hour 9:hour 3:hour +:hour -:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 190 | x=(10*((13+9)-3)) | x 10 13 9 + 3 - * = | x:dollar 10:dollar 13:hour 9:hour +:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 250 | x=(10*((13+9)+3)) | x 10 13 9 + 3 + * = | x:dollar 10:dollar 13:hour 9:hour +:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 160 | x=((13*(10+3))-9) | x 13 10 3 + * 9 - = | x:dollar 13:dollar 10:hour 3:hour +:hour *:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 70 | x=(10*(13-(9-3))) | x 10 13 9 3 - - * = | x:dollar 10:dollar 13:hour 9:hour 3:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 18 | x=((10-(13-9))*3) | x 10 13 9 - - 3 * = | x:dollar 10:hour 13:hour 9:hour -:hour -:hour 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 | 136 | x=(((13*10)-3)+9) | x 13 10 * 3 - 9 + = | x:hour 13:dollar 10:hour *:hour 3:hour -:hour 9:hour +:hour =:hour
EXPR: 0 | POS | INT | 36 | 286 | 10 | x=((13/(10+3))+9) | x 13 10 3 + / 9 + = | x:dollar 13:dollar 10:hour 3:hour +:hour /:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 1197 | x=(((13*10)+3)*9) | x 13 10 * 3 + 9 * = | x:dollar 13:dollar 10:hour *:dollar 3:dollar +:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 250 | x=(10*((13+9)+3)) | x 10 13 9 + 3 + * = | x:dollar 10:dollar 13:hour 9:hour +:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 160 | x=((13*(10+3))-9) | x 13 10 3 + * 9 - = | x:dollar 13:dollar 10:hour 3:hour +:hour *:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 18 | x=((10-(13-9))*3) | x 10 13 9 - - 3 * = | x:dollar 10:hour 13:hour 9:hour -:hour -:hour 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 136 | x=(((13*10)-3)+9) | x 13 10 * 3 - 9 + = | x:hour 13:dollar 10:hour *:hour 3:hour -:hour 9:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | - | 13=(3+(10+(9/x))) | 13 3 10 9 x / + + = | 13:hour 3:hour 10:hour 9:hour x:dollar /:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 39 | (10-9)=(13*(3/x)) | 10 9 - 13 3 x / * = | 10:hour 9:hour -:hour 13:dollar 3:hour x:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 0 | 13=(3+(10+(9*x))) | 13 3 10 9 x * + + = | 13:hour 3:hour 10:hour 9:hour x:dollar *:hour +:hour +:hour =:hour
EXPR: 1 | POS | INT | 37 | 286 | 286 | (x/13)=(3+(9+10)) | x 13 / 3 9 10 + + = | x:hour 13:dollar /:hour 3:hour 9:hour 10:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 153 | 13=((10*3)-(x/9)) | 13 10 3 * x 9 / - = | 13:dollar 10:hour 3:dollar *:dollar x:dollar 9:hour /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 3 | 10=(13-(9-(x+3))) | 10 13 9 x 3 + - - = | 10:hour 13:hour 9:hour x:hour 3:hour +:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 15 | 10=(13+(9-(x-3))) | 10 13 9 x 3 - - + = | 10:hour 13:hour 9:hour x:hour 3:hour -:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 10 | 13=((3*(10-9))+x) | 13 3 10 9 - * x + = | 13:dollar 3:dollar 10:hour 9:hour -:hour *:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 9 | 10=(13-(9-(x-3))) | 10 13 9 x 3 - - - = | 10:hour 13:hour 9:hour x:hour 3:hour -:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 18 | 10=((13-9)+(x/3)) | 10 13 9 - x 3 / + = | 10:dollar 13:dollar 9:dollar -:dollar x:dollar 3:hour /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 9 | 9=(x*(10/(13-3))) | 9 x 10 13 3 - / * = | 9:hour x:dollar 10:hour 13:dollar 3:dollar -:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 15 | 10=(13-(x-(9+3))) | 10 13 x 9 3 + - - = | 10:hour 13:hour x:hour 9:hour 3:hour +:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 9 | 10=(13+(x-(9+3))) | 10 13 x 9 3 + - + = | 10:hour 13:hour x:hour 9:hour 3:hour +:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 3 | 10=(13+(x-(9-3))) | 10 13 x 9 3 - - + = | 10:hour 13:hour x:hour 9:hour 3:hour -:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 3 | ((13+x)+(3-9))=10 | 13 x + 3 9 - + 10 = | 13:hour x:hour +:hour 3:hour 9:hour -:hour +:hour 10:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 11 | 10=(x-(13-(9+3))) | 10 x 13 9 3 + - - = | 10:hour x:hour 13:hour 9:hour 3:hour +:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 9 | 10=(x+(13-(9+3))) | 10 x 13 9 3 + - + = | 10:hour x:hour 13:hour 9:hour 3:hour +:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 110 | 10=(((13*9)-x)+3) | 10 13 9 * x - 3 + = | 10:dollar 13:dollar 9:hour *:dollar x:dollar -:dollar 3:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 35 | 10=(x-(13+(9+3))) | 10 x 13 9 3 + + - = | 10:hour x:hour 13:hour 9:hour 3:hour +:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 40 | 286 | 78 | x=(9+((13+10)*3)) | x 9 13 10 + 3 * + = | x:dollar 9:dollar 13:hour 10:hour +:hour 3:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 286 | 18 | x=(9+((13-10)*3)) | x 9 13 10 - 3 * + = | x:dollar 9:dollar 13:hour 10:hour -:hour 3:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 286 | 42 | x=(3*(13-(9-10))) | x 3 13 9 10 - - * = | x:dollar 3:dollar 13:hour 9:hour 10:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 286 | 87 | x=((13*9)-(10*3)) | x 13 9 * 10 3 * - = | x:hour 13:hour 9:dollar *:hour 10:hour 3:dollar *:hour -:hour =:hour
EXPR: 0 | POS | INT | 40 | 286 | 147 | x=((13*9)+(10*3)) | x 13 9 * 10 3 * + = | x:hour 13:hour 9:dollar *:hour 10:hour 3:dollar *:hour +:hour =:hour
EXPR: 0 | POS | INT | 40 | 286 | 52 | x=((13-9)*(10+3)) | x 13 9 - 10 3 + * = | x:hour 13:hour 9:hour -:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 40 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:dollar 13:hour 9:dollar *:hour 10:dollar 3:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 286 | 28 | x=((13-9)*(10-3)) | x 13 9 - 10 3 - * = | x:hour 13:hour 9:hour -:hour 10:dollar 3:dollar -:dollar *:hour =:hour
EXPR: 0 | POS | INT | 40 | 286 | 29 | x=(((13*9)/3)-10) | x 13 9 * 3 / 10 - = | x:dollar 13:hour 9:dollar *:dollar 3:hour /:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 286 | 390 | x=((13*10)*(9/3)) | x 13 10 * 9 3 / * = | x:dollar 13:hour 10:dollar *:dollar 9:hour 3:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 40 | 286 | 29 | x=(9+(13-(3-10))) | x 9 13 3 10 - - + = | x:hour 9:hour 13:hour 3:hour 10:hour -:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 41 | 286 | 78 | x=(9+((13+10)*3)) | x 9 13 10 + 3 * + = | x:dollar 9:dollar 13:hour 10:hour +:hour 3:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 286 | 42 | x=(3*(13-(9-10))) | x 3 13 9 10 - - * = | x:dollar 3:dollar 13:hour 9:hour 10:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 286 | 52 | x=((13-9)*(10+3)) | x 13 9 - 10 3 + * = | x:hour 13:hour 9:hour -:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 41 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:dollar 13:hour 9:dollar *:hour 10:dollar 3:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 286 | 87 | x=((13*9)-(10*3)) | x 13 9 * 10 3 * - = | x:hour 13:hour 9:dollar *:hour 10:hour 3:dollar *:hour -:hour =:hour
EXPR: 0 | POS | INT | 41 | 286 | 28 | x=((13-9)*(10-3)) | x 13 9 - 10 3 - * = | x:hour 13:hour 9:hour -:hour 10:dollar 3:dollar -:dollar *:hour =:hour
EXPR: 0 | POS | INT | 41 | 286 | 29 | x=(((13*9)/3)-10) | x 13 9 * 3 / 10 - = | x:dollar 13:hour 9:dollar *:dollar 3:hour /:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 286 | 390 | x=((13*10)*(9/3)) | x 13 10 * 9 3 / * = | x:dollar 13:hour 10:dollar *:dollar 9:hour 3:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 286 | 29 | x=(9+(13-(3-10))) | x 9 13 3 10 - - + = | x:hour 9:hour 13:hour 3:hour 10:hour -:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 387 | 9=(x/(13+(10*3))) | 9 x 13 10 3 * + / = | 9:dollar x:dollar 13:hour 10:hour 3:dollar *:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 80 | 3=((13-(9*10))+x) | 3 13 9 10 * - x + = | 3:dollar 13:dollar 9:hour 10:dollar *:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 231 | 13=((9*10)-(x/3)) | 13 9 10 * x 3 / - = | 13:hour 9:dollar 10:hour *:hour x:hour 3:dollar /:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 11 | (13+10)=(9+(x+3)) | 13 10 + 9 x 3 + + = | 13:hour 10:hour +:hour 9:hour x:hour 3:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 36 | 13=((10-9)+(x/3)) | 13 10 9 - x 3 / + = | 13:hour 10:hour 9:hour -:hour x:hour 3:dollar /:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 1 | (x*13)=((9/3)+10) | x 13 * 9 3 / 10 + = | x:dollar 13:hour *:hour 9:hour 3:dollar /:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 221 | (x/13)=((9*3)-10) | x 13 / 9 3 * 10 - = | x:hour 13:dollar /:hour 9:hour 3:dollar *:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 481 | (x/13)=((9*3)+10) | x 13 / 9 3 * 10 + = | x:hour 13:dollar /:hour 9:hour 3:dollar *:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 54 | 9=(x/(13+(3-10))) | 9 x 13 3 10 - + / = | 9:dollar x:dollar 13:hour 3:hour 10:hour -:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 9 | 3=(13-(9+(10-x))) | 3 13 9 10 x - + - = | 3:hour 13:hour 9:hour 10:hour x:hour -:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 1 | (x*13)=((9/3)+10) | x 13 * 9 3 / 10 + = | x:hour 13:dollar *:hour 9:hour 3:dollar /:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 0 | 3=((13-10)+(9*x)) | 3 13 10 - 9 x * + = | 3:hour 13:hour 10:hour -:hour 9:hour x:dollar *:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 50 | 13=(x-(10+(9*3))) | 13 x 10 9 3 * + - = | 13:hour x:hour 10:hour 9:hour 3:dollar *:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 9 | 9=(x*(3/(13-10))) | 9 x 3 13 10 - / * = | 9:hour x:dollar 3:hour 13:dollar 10:dollar -:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 69 | 9=(x*(3/(13+10))) | 9 x 3 13 10 + / * = | 9:hour x:dollar 3:hour 13:dollar 10:dollar +:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 133 | 9=((x-(13*10))*3) | 9 x 13 10 * - 3 * = | 9:dollar x:hour 13:dollar 10:hour *:hour -:hour 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 37 | ((3+x)/(13-9))=10 | 3 x + 13 9 - / 10 = | 3:hour x:hour +:hour 13:dollar 9:dollar -:dollar /:hour 10:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 11 | 3=(13-(9+(x-10))) | 3 13 9 x 10 - + - = | 3:hour 13:hour 9:hour x:hour 10:hour -:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 133 | (9/(x-(13*10)))=3 | 9 x 13 10 * - / 3 = | 9:dollar x:hour 13:dollar 10:hour *:hour -:hour /:dollar 3:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 1 | 3=(x*(9/(13-10))) | 3 x 9 13 10 - / * = | 3:hour x:dollar 9:hour 13:dollar 10:dollar -:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 9 | 9=(x*(13/(10+3))) | 9 x 13 10 3 + / * = | 9:hour x:dollar 13:hour 10:dollar 3:dollar +:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | - | 10=((13-3)+(9/x)) | 10 13 3 - 9 x / + = | 10:hour 13:hour 3:hour -:hour 9:hour x:dollar /:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 1 | (x*13)=(10+(9/3)) | x 13 * 10 9 3 / + = | x:dollar 13:hour *:hour 10:hour 9:hour 3:dollar /:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 24 | ((x+13)-(9*3))=10 | x 13 + 9 3 * - 10 = | x:hour 13:hour +:hour 9:hour 3:dollar *:hour -:hour 10:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 |  | ((x+13)-(9/3))=10 | x 13 + 9 3 / - 10 = | x:hour 13:hour +:hour 9:hour 3:dollar /:hour -:hour 10:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 49 | 3=(13*(9/(x-10))) | 3 13 9 x 10 - / * = | 3:dollar 13:dollar 9:hour x:dollar 10:dollar -:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 29 | 3=(13*(9/(x+10))) | 3 13 9 x 10 + / * = | 3:dollar 13:dollar 9:hour x:dollar 10:dollar +:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 9 | 3=(x+(13-(9+10))) | 3 x 13 9 10 + - + = | 3:hour x:hour 13:hour 9:hour 10:hour +:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 29 | 3=(13-(x-(9+10))) | 3 13 x 9 10 + - - = | 3:hour 13:hour x:hour 9:hour 10:hour +:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 9 | 3=(13+(x-(9+10))) | 3 13 x 9 10 + - + = | 3:hour 13:hour x:hour 9:hour 10:hour +:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | - | 3=((13-10)-(9/x)) | 3 13 10 - 9 x / - = | 3:hour 13:hour 10:hour -:hour 9:hour x:dollar /:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 0 | 3=((13-10)-(9*x)) | 3 13 10 - 9 x * - = | 3:hour 13:hour 10:hour -:hour 9:hour x:dollar *:hour -:hour =:hour
NET 247 non-negative, integer-valued solutions found out of 1000 total solutions
