parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 2 | 35 | 170 | (85*(10/x))=5 | 85 10 x / * 5 = | 85:dollar 10:book x:money /:book *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 83 | 85=(x+(10/5)) | 85 x 10 5 / + = | 85:book x:book 10:book 5:dollar /:book +:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 9 | 85=((10*x)-5) | 85 10 x * 5 - = | 85:book 10:book x:money *:book 5:book -:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 8 | 85=((10*x)+5) | 85 10 x * 5 + = | 85:book 10:book x:money *:book 5:book +:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85*(10/x))=5 | 85 10 x / * 5 = | 85:dollar 10:book x:dollar /:book *:book 5:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 845 | 85=((x+5)/10) | 85 x 5 + 10 / = | 85:dollar x:dollar 5:dollar +:dollar 10:book /:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 35 | 35 | 85=(x+(10*5)) | 85 x 10 5 * + = | 85:book x:book 10:book 5:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 19 | 85=((5*x)-10) | 85 5 x * 10 - = | 85:dollar 5:dollar x:money *:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 15 | 85=((5*x)+10) | 85 5 x * 10 + = | 85:dollar 5:dollar x:money *:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 70 | 85=((x+10)+5) | 85 x 10 + 5 + = | 85:dollar x:dollar 10:dollar +:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 4250 | (x/(85*10))=5 | x 85 10 * / 5 = | x:dollar 85:money 10:book *:book /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 90 | ((85+10)-x)=5 | 85 10 + x - 5 = | 85:dollar 10:dollar +:dollar x:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 15 | 85=(10+(5*x)) | 85 10 5 x * + = | 85:dollar 10:dollar 5:dollar x:book *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 100 | 85=(x-(10+5)) | 85 x 10 5 + - = | 85:dollar x:dollar 10:dollar 5:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 80 | 85=(x+(10-5)) | 85 x 10 5 - + = | 85:dollar x:dollar 10:dollar 5:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 90 | 85=(x-(10-5)) | 85 x 10 5 - - = | 85:dollar x:dollar 10:dollar 5:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | 10=((x/85)*5) | 10 x 85 / 5 * = | 10:dollar x:money 85:dollar /:money 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 70 | 85=(x+(10+5)) | 85 x 10 5 + + = | 85:dollar x:dollar 10:dollar 5:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | (10*(85/x))=5 | 10 85 x / * 5 = | 10:book 85:dollar x:money /:dollar *:book 5:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85*10)=(x*5) | 85 10 * x 5 * = | 85:dollar 10:book *:dollar x:book 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | 85=(x*(5/10)) | 85 x 5 10 / * = | 85:dollar x:money 5:dollar 10:money /:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 845 | ((85*10)-x)=5 | 85 10 * x - 5 = | 85:dollar 10:book *:book x:book -:book 5:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 170 | 85=((x*5)/10) | 85 x 5 * 10 / = | 85:dollar x:money 5:dollar *:dollar 10:money /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | 85=((x*5)/10) | 85 x 5 * 10 / = | 85:dollar x:book 5:dollar *:dollar 10:book /:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 35 | 35 | ((85-x)/10)=5 | 85 x - 10 / 5 = | 85:money x:money -:money 10:book /:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 15 | 85=(10+(5*x)) | 85 10 5 x * + = | 85:money 10:money 5:dollar x:money *:money +:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 8 | (85-(10*x))=5 | 85 10 x * - 5 = | 85:dollar 10:money x:dollar *:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 8 | (85-(10*x))=5 | 85 10 x * - 5 = | 85:money 10:book x:money *:money -:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 8 | 85=(5+(x*10)) | 85 5 x 10 * + = | 85:dollar 5:dollar x:money 10:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | ((85*10)/x)=5 | 85 10 * x / 5 = | 85:book 10:dollar *:dollar x:money /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 8 | (85-(10*x))=5 | 85 10 x * - 5 = | 85:book 10:book x:money *:book -:book 5:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 170 | ((85/x)*10)=5 | 85 x / 10 * 5 = | 85:dollar x:book /:dollar 10:money *:dollar 5:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 35 | 35 | 85=(x+(10*5)) | 85 x 10 5 * + = | 85:money x:money 10:book 5:money *:money +:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 135 | 85=(x-(10*5)) | 85 x 10 5 * - = | 85:money x:money 10:book 5:money *:money -:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 4250 | (x/(85*10))=5 | x 85 10 * / 5 = | x:dollar 85:money 10:book *:money /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 15 | 85=(10+(5*x)) | 85 10 5 x * + = | 85:book 10:book 5:book x:money *:book +:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 855 | 85=((x-5)/10) | 85 x 5 - 10 / = | 85:dollar x:dollar 5:dollar -:dollar 10:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85*10)=(x*5) | 85 10 * x 5 * = | 85:dollar 10:money *:dollar x:money 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 800 | (85-(x/10))=5 | 85 x 10 / - 5 = | 85:money x:money 10:book /:money -:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 425 | 85=(x/(10-5)) | 85 x 10 5 - / = | 85:dollar x:dollar 10:book 5:book -:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 1275 | 85=(x/(10+5)) | 85 x 10 5 + / = | 85:dollar x:dollar 10:book 5:book +:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 8 | 85=(5+(10*x)) | 85 5 10 x * + = | 85:dollar 5:dollar 10:dollar x:money *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 4250 | 85=(x/(10*5)) | 85 x 10 5 * / = | 85:dollar x:dollar 10:book 5:money *:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 19 | (85+10)=(x*5) | 85 10 + x 5 * = | 85:dollar 10:dollar +:dollar x:money 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 17 | 85=(x*(10-5)) | 85 x 10 5 - * = | 85:book x:money 10:book 5:book -:book *:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 15 | (85-10)=(x*5) | 85 10 - x 5 * = | 85:dollar 10:dollar -:dollar x:money 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 4250 | 85=(x/(10*5)) | 85 x 10 5 * / = | 85:dollar x:dollar 10:book 5:money *:money /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 8 | (85-(x*10))=5 | 85 x 10 * - 5 = | 85:money x:money 10:book *:money -:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 17 | 85=(x*(10-5)) | 85 x 10 5 - * = | 85:dollar x:book 10:dollar 5:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 7 | 85=(5*(x+10)) | 85 5 x 10 + * = | 85:dollar 5:dollar x:book 10:book +:book *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 27 | 85=(5*(x-10)) | 85 5 x 10 - * = | 85:dollar 5:dollar x:book 10:book -:book *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | ((85*10)/x)=5 | 85 10 * x / 5 = | 85:dollar 10:book *:book x:dollar /:book 5:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85*(10/x))=5 | 85 10 x / * 5 = | 85:dollar 10:money x:book /:money *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 80 | 85=((10+x)-5) | 85 10 x + 5 - = | 85:dollar 10:dollar x:dollar +:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 70 | 85=((10+x)+5) | 85 10 x + 5 + = | 85:dollar 10:dollar x:dollar +:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 9 | ((10*x)-85)=5 | 10 x * 85 - 5 = | 10:book x:dollar *:dollar 85:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 900 | ((x/10)-85)=5 | x 10 / 85 - 5 = | x:dollar 10:book /:dollar 85:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 855 | (85*10)=(x-5) | 85 10 * x 5 - = | 85:dollar 10:book *:dollar x:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 845 | (85*10)=(x+5) | 85 10 * x 5 + = | 85:dollar 10:book *:dollar x:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 17 | 85=(x*(10-5)) | 85 x 10 5 - * = | 85:money x:money 10:book 5:book -:book *:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 19 | ((85+10)/x)=5 | 85 10 + x / 5 = | 85:book 10:book +:book x:money /:book 5:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 900 | 85=((x/10)-5) | 85 x 10 / 5 - = | 85:money x:money 10:book /:money 5:money -:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 800 | 85=((x/10)+5) | 85 x 10 / 5 + = | 85:money x:money 10:book /:money 5:money +:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 170 | ((85/x)*10)=5 | 85 x / 10 * 5 = | 85:dollar x:money /:dollar 10:money *:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85*10)=(5*x) | 85 10 * 5 x * = | 85:dollar 10:money *:money 5:dollar x:money *:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 8 | 85=((x*10)+5) | 85 x 10 * 5 + = | 85:money x:money 10:book *:money 5:money +:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 9 | 85=((x*10)-5) | 85 x 10 * 5 - = | 85:money x:money 10:book *:money 5:money -:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 170 | 85=((x/10)*5) | 85 x 10 / 5 * = | 85:money x:money 10:book /:money 5:book *:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 855 | (x-(85*10))=5 | x 85 10 * - 5 = | x:book 85:dollar 10:book *:book -:book 5:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 4250 | (x/85)=(10*5) | x 85 / 10 5 * = | x:money 85:dollar /:money 10:money 5:dollar *:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 15 | 85=(10+(x*5)) | 85 10 x 5 * + = | 85:book 10:book x:money 5:book *:book +:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 9 | ((x*10)-85)=5 | x 10 * 85 - 5 = | x:money 10:dollar *:dollar 85:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | 85=((x/10)*5) | 85 x 10 / 5 * = | 85:money x:money 10:dollar /:money 5:dollar *:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 170 | 85=((5/10)*x) | 85 5 10 / x * = | 85:money 5:dollar 10:book /:dollar x:money *:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 170 | (x/85)=(10/5) | x 85 / 10 5 / = | x:money 85:dollar /:money 10:money 5:dollar /:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85*(10/x))=5 | 85 10 x / * 5 = | 85:money 10:book x:money /:book *:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 80 | ((x-85)+10)=5 | x 85 - 10 + 5 = | x:dollar 85:dollar -:dollar 10:dollar +:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 17 | 85=((10-5)*x) | 85 10 5 - x * = | 85:book 10:book 5:book -:book x:money *:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 8 | 85=(5+(x*10)) | 85 5 x 10 * + = | 85:dollar 5:dollar x:dollar 10:book *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 4250 | (x/(85*10))=5 | x 85 10 * / 5 = | x:dollar 85:dollar 10:money *:money /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 15 | 85=(10+(5*x)) | 85 10 5 x * + = | 85:book 10:book 5:dollar x:book *:book +:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 4250 | (x/(85*10))=5 | x 85 10 * / 5 = | x:money 85:money 10:book *:book /:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 19 | ((85+10)/x)=5 | 85 10 + x / 5 = | 85:dollar 10:dollar +:dollar x:book /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 9 | ((x*10)-85)=5 | x 10 * 85 - 5 = | x:dollar 10:book *:dollar 85:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85*(10/x))=5 | 85 10 x / * 5 = | 85:dollar 10:money x:dollar /:money *:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | ((85*10)/x)=5 | 85 10 * x / 5 = | 85:money 10:dollar *:dollar x:money /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 4250 | (x/85)=(10*5) | x 85 / 10 5 * = | x:money 85:dollar /:money 10:book 5:money *:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 900 | (x/(85+5))=10 | x 85 5 + / 10 = | x:book 85:dollar 5:dollar +:dollar /:book 10:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 170 | (x/85)=(10/5) | x 85 / 10 5 / = | x:book 85:dollar /:book 10:book 5:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 800 | (x/(85-5))=10 | x 85 5 - / 10 = | x:book 85:dollar 5:dollar -:dollar /:book 10:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 7 | 85=(5*(10+x)) | 85 5 10 x + * = | 85:dollar 5:dollar 10:book x:book +:book *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 855 | (x-(85*10))=5 | x 85 10 * - 5 = | x:money 85:dollar 10:money *:money -:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 8 | 10=((85-5)/x) | 10 85 5 - x / = | 10:dollar 85:dollar 5:dollar -:dollar x:money /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 9 | 10=((85+5)/x) | 10 85 5 + x / = | 10:dollar 85:dollar 5:dollar +:dollar x:money /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 855 | (x-(85*10))=5 | x 85 10 * - 5 = | x:dollar 85:dollar 10:money *:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | 85=((x*5)/10) | 85 x 5 * 10 / = | 85:money x:money 5:dollar *:money 10:book /:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 17 | 85=((10-5)*x) | 85 10 5 - x * = | 85:money 10:book 5:book -:book x:money *:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 80 | 85=(10+(x-5)) | 85 10 x 5 - + = | 85:dollar 10:dollar x:dollar 5:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 19 | 85=((x*5)-10) | 85 x 5 * 10 - = | 85:dollar x:money 5:dollar *:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 15 | 85=((x*5)+10) | 85 x 5 * 10 + = | 85:dollar x:money 5:dollar *:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 8 | (85-(10*x))=5 | 85 10 x * - 5 = | 85:dollar 10:dollar x:book *:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 15 | 85=(10+(x*5)) | 85 10 x 5 * + = | 85:book 10:book x:book 5:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 375 | 85=(10+(x/5)) | 85 10 x 5 / + = | 85:book 10:book x:book 5:dollar /:book +:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 100 | 85=((x-10)-5) | 85 x 10 - 5 - = | 85:dollar x:dollar 10:dollar -:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 90 | 85=((x-10)+5) | 85 x 10 - 5 + = | 85:dollar x:dollar 10:dollar -:dollar 5:dollar +:dollar =:dollar
EXPR: 1 | POS | INT | 22 | 35 | 35 | 85=(x+(10*5)) | 85 x 10 5 * + = | 85:dollar x:dollar 10:money 5:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 845 | ((85*10)-x)=5 | 85 10 * x - 5 = | 85:dollar 10:money *:money x:money -:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 15 | (85-10)=(5*x) | 85 10 - 5 x * = | 85:dollar 10:dollar -:dollar 5:dollar x:money *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 4250 | 85=(x/(10*5)) | 85 x 10 5 * / = | 85:dollar x:dollar 10:money 5:dollar *:money /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | ((85/x)*10)=5 | 85 x / 10 * 5 = | 85:dollar x:book /:dollar 10:book *:book 5:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 15 | 85=(10+(x*5)) | 85 10 x 5 * + = | 85:dollar 10:dollar x:book 5:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 800 | (x/(85-5))=10 | x 85 5 - / 10 = | x:money 85:dollar 5:dollar -:dollar /:money 10:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 900 | (x/(85+5))=10 | x 85 5 + / 10 = | x:money 85:dollar 5:dollar +:dollar /:money 10:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 17 | (85/x)=(10-5) | 85 x / 10 5 - = | 85:dollar x:money /:dollar 10:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85/x)=(5/10) | 85 x / 5 10 / = | 85:dollar x:money /:dollar 5:dollar 10:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85*10)=(5*x) | 85 10 * 5 x * = | 85:dollar 10:book *:dollar 5:dollar x:book *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 425 | 85=(x/(10-5)) | 85 x 10 5 - / = | 85:money x:money 10:dollar 5:dollar -:dollar /:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 1275 | 85=(x/(10+5)) | 85 x 10 5 + / = | 85:money x:money 10:dollar 5:dollar +:dollar /:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 900 | 85=((x/10)-5) | 85 x 10 / 5 - = | 85:dollar x:dollar 10:money /:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 800 | 85=((x/10)+5) | 85 x 10 / 5 + = | 85:dollar x:dollar 10:money /:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 8 | 85=((x*10)+5) | 85 x 10 * 5 + = | 85:book x:money 10:book *:book 5:book +:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 135 | 85=(x-(10*5)) | 85 x 10 5 * - = | 85:dollar x:dollar 10:money 5:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 15 | (85-(x*5))=10 | 85 x 5 * - 10 = | 85:dollar x:money 5:dollar *:dollar -:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 8 | 85=((x*10)+5) | 85 x 10 * 5 + = | 85:dollar x:dollar 10:money *:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 4250 | (85*10)=(x/5) | 85 10 * x 5 / = | 85:dollar 10:book *:book x:book 5:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 90 | (85+(10-x))=5 | 85 10 x - + 5 = | 85:dollar 10:dollar x:dollar -:dollar +:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 170 | 85=((5*x)/10) | 85 5 x * 10 / = | 85:dollar 5:dollar x:book *:dollar 10:book /:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 800 | 10=(x/(85-5)) | 10 x 85 5 - / = | 10:money x:money 85:dollar 5:dollar -:dollar /:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 900 | 10=(x/(85+5)) | 10 x 85 5 + / = | 10:money x:money 85:dollar 5:dollar +:dollar /:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 170 | (85*10)=(5*x) | 85 10 * 5 x * = | 85:dollar 10:book *:book 5:dollar x:book *:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 425 | 85=(x/(10-5)) | 85 x 10 5 - / = | 85:money x:money 10:book 5:book -:book /:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 1275 | 85=(x/(10+5)) | 85 x 10 5 + / = | 85:money x:money 10:book 5:book +:book /:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 415 | 85=((10+x)/5) | 85 10 x + 5 / = | 85:book 10:book x:book +:book 5:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 170 | 85=((x/10)*5) | 85 x 10 / 5 * = | 85:dollar x:book 10:dollar /:book 5:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 27 | 85=((x-10)*5) | 85 x 10 - 5 * = | 85:book x:book 10:book -:book 5:dollar *:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 70 | (85-(10+x))=5 | 85 10 x + - 5 = | 85:dollar 10:dollar x:dollar +:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 800 | 10=(x/(85-5)) | 10 x 85 5 - / = | 10:book x:book 85:dollar 5:dollar -:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 900 | 10=(x/(85+5)) | 10 x 85 5 + / = | 10:book x:book 85:dollar 5:dollar +:dollar /:book =:book
EXPR: 0 | POS | INT | 22 | 35 | 15 | ((85-10)/x)=5 | 85 10 - x / 5 = | 85:dollar 10:dollar -:dollar x:book /:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 9 | 85=((x*10)-5) | 85 x 10 * 5 - = | 85:dollar x:book 10:dollar *:dollar 5:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 8 | 85=((x*10)+5) | 85 x 10 * 5 + = | 85:dollar x:book 10:dollar *:dollar 5:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 17 | 85=(x*(10-5)) | 85 x 10 5 - * = | 85:money x:money 10:dollar 5:dollar -:dollar *:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 70 | ((85-10)-x)=5 | 85 10 - x - 5 = | 85:dollar 10:dollar -:dollar x:dollar -:dollar 5:dollar =:dollar
EXPR: 0 | POS | INT | 22 | 35 | 375 | (x/(85-10))=5 | x 85 10 - / 5 = | x:money 85:book 10:book -:book /:money 5:money =:money
EXPR: 0 | POS | INT | 22 | 35 | 8 | ((85-5)/x)=10 | 85 5 - x / 10 = | 85:dollar 5:dollar -:dollar x:money /:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 25 | 35 | 855 | x=(5+(85*10)) | x 5 85 10 * + = | x:dollar 5:dollar 85:dollar 10:book *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 26 | 35 | 855 | x=(5+(85*10)) | x 5 85 10 * + = | x:dollar 5:dollar 85:dollar 10:book *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | 5=((85*10)/x) | 5 85 10 * x / = | 5:dollar 85:dollar 10:book *:dollar x:book /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 17 | (5+(85/x))=10 | 5 85 x / + 10 = | 5:dollar 85:dollar x:money /:dollar +:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 8 | 5=(85-(10*x)) | 5 85 10 x * - = | 5:dollar 85:dollar 10:dollar x:money *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 4250 | 5=(x/(85*10)) | 5 x 85 10 * / = | 5:money x:money 85:dollar 10:book *:book /:money =:money
EXPR: 0 | POS | INT | 27 | 35 | 19 | 5=((85+10)/x) | 5 85 10 + x / = | 5:dollar 85:dollar 10:dollar +:dollar x:money /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 8 | 5=(85-(10*x)) | 5 85 10 x * - = | 5:dollar 85:dollar 10:book x:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | 5=((85/x)*10) | 5 85 x / 10 * = | 5:book 85:dollar x:money /:dollar 10:book *:book =:book
EXPR: 0 | POS | INT | 27 | 35 | 7 | 5=(85/(10+x)) | 5 85 10 x + / = | 5:dollar 85:dollar 10:money x:money +:money /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | ((5*x)/10)=85 | 5 x * 10 / 85 = | 5:dollar x:money *:dollar 10:book /:dollar 85:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | ((5/10)*x)=85 | 5 10 / x * 85 = | 5:dollar 10:book /:dollar x:money *:dollar 85:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | (x*(5/10))=85 | x 5 10 / * 85 = | x:money 5:dollar 10:book /:dollar *:dollar 85:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | 5=((10/x)*85) | 5 10 x / 85 * = | 5:dollar 10:book x:money /:book 85:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 170 | ((5*x)/85)=10 | 5 x * 85 / 10 = | 5:book x:money *:book 85:dollar /:book 10:book =:book
EXPR: 0 | POS | INT | 27 | 35 | 4250 | 5=(x/(85*10)) | 5 x 85 10 * / = | 5:dollar x:dollar 85:dollar 10:book *:book /:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 8 | 5=(85-(x*10)) | 5 85 x 10 * - = | 5:dollar 85:dollar x:money 10:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 27 | 35 | 845 | 5=((85*10)-x) | 5 85 10 * x - = | 5:dollar 85:dollar 10:book *:dollar x:dollar -:dollar =:dollar
