parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 9 | 42 | x=((21/4)*8) | x 21 4 / 8 * = | x:berry 21:berry 4:strawberry /:berry 8:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 21 | 9 | 92 | x=((21*4)+8) | x 21 4 * 8 + = | x:blueberry 21:blueberry 4:strawberry *:blueberry 8:blueberry +:blueberry =:blueberry
EXPR: 0 | POS | INT | 21 | 9 | 33 | x=(21+(4+8)) | x 21 4 8 + + = | x:berry 21:berry 4:berry 8:berry +:berry +:berry =:berry
EXPR: 0 | POS | INT | 21 | 9 | 172 | x=(4+(21*8)) | x 4 21 8 * + = | x:berry 4:berry 21:berry 8:blueberry *:berry +:berry =:berry
EXPR: 0 | POS | INT | 21 | 9 | 17 | x=(21+(4-8)) | x 21 4 8 - + = | x:berry 21:berry 4:berry 8:berry -:berry +:berry =:berry
EXPR: 0 | POS | INT | 21 | 9 | 42 | x=((21*8)/4) | x 21 8 * 4 / = | x:berry 21:berry 8:strawberry *:berry 4:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 21 | 9 | 25 | x=(21-(4-8)) | x 21 4 8 - - = | x:berry 21:berry 4:berry 8:berry -:berry -:berry =:berry
EXPR: 0 | POS | INT | 21 | 9 | 92 | x=((21*4)+8) | x 21 4 * 8 + = | x:berry 21:berry 4:blueberry *:berry 8:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((21*8)/x)=4 | 21 8 * x / 4 = | 21:berry 8:blueberry *:blueberry x:berry /:blueberry 4:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((21*8)/x)=4 | 21 8 * x / 4 = | 21:berry 8:strawberry *:strawberry x:berry /:strawberry 4:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((x*4)/8) | 21 x 4 * 8 / = | 21:strawberry x:blueberry 4:strawberry *:strawberry 8:blueberry /:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((4*x)/8) | 21 4 x * 8 / = | 21:berry 4:blueberry x:berry *:berry 8:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 136 | 21=(4+(x/8)) | 21 4 x 8 / + = | 21:berry 4:berry x:berry 8:strawberry /:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | 4=(x/(21*8)) | 4 x 21 8 * / = | 4:strawberry x:strawberry 21:berry 8:blueberry *:blueberry /:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | 21=(x/(4*8)) | 21 x 4 8 * / = | 21:berry x:berry 4:berry 8:strawberry *:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | 21=(x/(4*8)) | 21 x 4 8 * / = | 21:strawberry x:strawberry 4:strawberry 8:blueberry *:blueberry /:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 136 | 21=(4+(x/8)) | 21 4 x 8 / + = | 21:strawberry 4:strawberry x:strawberry 8:blueberry /:strawberry +:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 25 | 21=(4+(x-8)) | 21 4 x 8 - + = | 21:berry 4:berry x:berry 8:berry -:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((x*4)/8) | 21 x 4 * 8 / = | 21:berry x:blueberry 4:berry *:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 19 | 21=(x+(8/4)) | 21 x 8 4 / + = | 21:berry x:berry 8:berry 4:strawberry /:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=(4*(x/8)) | 21 4 x 8 / * = | 21:berry 4:berry x:strawberry 8:blueberry /:strawberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 76 | 21=((x+8)/4) | 21 x 8 + 4 / = | 21:berry x:berry 8:berry +:berry 4:strawberry /:berry =:berry
EXPR: 1 | POS | INT | 22 | 9 | 9 | 21=(4+(x+8)) | 21 4 x 8 + + = | 21:berry 4:berry x:berry 8:berry +:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 53 | (x-21)=(4*8) | x 21 - 4 8 * = | x:berry 21:berry -:berry 4:berry 8:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 11 | 4=((x+21)/8) | 4 x 21 + 8 / = | 4:berry x:berry 21:berry +:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 53 | 4=((x-21)/8) | 4 x 21 - 8 / = | 4:berry x:berry 21:berry -:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((x/8)*4) | 21 x 8 / 4 * = | 21:berry x:berry 8:blueberry /:berry 4:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 11 | (21+x)=(4*8) | 21 x + 4 8 * = | 21:berry x:berry +:berry 4:berry 8:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/21)=(4*8) | x 21 / 4 8 * = | x:strawberry 21:berry /:strawberry 4:strawberry 8:blueberry *:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 23 | 21=(x-(8/4)) | 21 x 8 4 / - = | 21:berry x:berry 8:berry 4:strawberry /:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((x*4)/8) | 21 x 4 * 8 / = | 21:berry x:berry 4:blueberry *:berry 8:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 92 | 21=((x-8)/4) | 21 x 8 - 4 / = | 21:berry x:berry 8:berry -:berry 4:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((x/21)*4)=8 | x 21 / 4 * 8 = | x:blueberry 21:berry /:blueberry 4:strawberry *:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 4=((21/x)*8) | 4 21 x / 8 * = | 4:strawberry 21:strawberry x:berry /:strawberry 8:blueberry *:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | 4=(x/(21*8)) | 4 x 21 8 * / = | 4:berry x:berry 21:berry 8:blueberry *:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 164 | 21=((4+x)/8) | 21 4 x + 8 / = | 21:strawberry 4:strawberry x:strawberry +:strawberry 8:blueberry /:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((x*4)/8) | 21 x 4 * 8 / = | 21:strawberry x:berry 4:strawberry *:strawberry 8:berry /:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 17 | 21=((x-4)+8) | 21 x 4 - 8 + = | 21:berry x:berry 4:berry -:berry 8:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 33 | 21=((x-4)-8) | 21 x 4 - 8 - = | 21:berry x:berry 4:berry -:berry 8:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((x/21)*4)=8 | x 21 / 4 * 8 = | x:berry 21:strawberry /:berry 4:strawberry *:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((x/8)*4) | 21 x 8 / 4 * = | 21:berry x:berry 8:strawberry /:berry 4:strawberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (21*8)=(x/4) | 21 8 * x 4 / = | 21:berry 8:blueberry *:berry x:berry 4:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((x/21)*4)=8 | x 21 / 4 * 8 = | x:berry 21:blueberry /:berry 4:strawberry *:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 136 | 4=(21-(x/8)) | 4 21 x 8 / - = | 4:berry 21:berry x:berry 8:blueberry /:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((21*8)/x)=4 | 21 8 * x / 4 = | 21:strawberry 8:blueberry *:strawberry x:berry /:strawberry 4:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 11 | (x+21)=(4*8) | x 21 + 4 8 * = | x:berry 21:berry +:berry 4:berry 8:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (21*4)=(x/8) | 21 4 * x 8 / = | 21:berry 4:blueberry *:berry x:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((4/21)*x)=8 | 4 21 / x * 8 = | 4:strawberry 21:berry /:strawberry x:berry *:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (21*8)=(x*4) | 21 8 * x 4 * = | 21:berry 8:blueberry *:berry x:berry 4:strawberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((4*x)/21)=8 | 4 x * 21 / 8 = | 4:strawberry x:berry *:strawberry 21:berry /:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 84 | 21=(x/(8-4)) | 21 x 8 4 - / = | 21:berry x:berry 8:blueberry 4:blueberry -:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/4)=(21*8) | x 4 / 21 8 * = | x:berry 4:strawberry /:berry 21:berry 8:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=(x*(4/8)) | 21 x 4 8 / * = | 21:berry x:berry 4:blueberry 8:strawberry /:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((x*4)/8) | 21 x 4 * 8 / = | 21:berry x:strawberry 4:berry *:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (21*4)=(x/8) | 21 4 * x 8 / = | 21:berry 4:strawberry *:berry x:berry 8:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 252 | ((x/21)-4)=8 | x 21 / 4 - 8 = | x:strawberry 21:berry /:strawberry 4:strawberry -:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (21/4)=(x/8) | 21 4 / x 8 / = | 21:berry 4:blueberry /:berry x:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 84 | 21=(x/(8-4)) | 21 x 8 4 - / = | 21:berry x:berry 8:strawberry 4:strawberry -:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 4=(21*(8/x)) | 4 21 8 x / * = | 4:strawberry 21:strawberry 8:blueberry x:berry /:blueberry *:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (21/4)=(x/8) | 21 4 / x 8 / = | 21:berry 4:strawberry /:berry x:berry 8:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 76 | ((21*4)-x)=8 | 21 4 * x - 8 = | 21:berry 4:blueberry *:blueberry x:blueberry -:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((4/21)*x)=8 | 4 21 / x * 8 = | 4:strawberry 21:berry /:strawberry x:blueberry *:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (21*4)=(x/8) | 21 4 * x 8 / = | 21:berry 4:strawberry *:strawberry x:strawberry 8:blueberry /:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 164 | ((21*8)-x)=4 | 21 8 * x - 4 = | 21:berry 8:blueberry *:berry x:berry -:berry 4:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=(x*(4/8)) | 21 x 4 8 / * = | 21:strawberry x:berry 4:strawberry 8:berry /:strawberry *:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (4*x)=(21*8) | 4 x * 21 8 * = | 4:strawberry x:berry *:berry 21:berry 8:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | 21=(x/(4*8)) | 21 x 4 8 * / = | 21:berry x:berry 4:blueberry 8:berry *:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 52 | 21=(8+(x/4)) | 21 8 x 4 / + = | 21:berry 8:berry x:berry 4:strawberry /:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((x*4)/21)=8 | x 4 * 21 / 8 = | x:berry 4:blueberry *:blueberry 21:berry /:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 84 | ((x/21)+4)=8 | x 21 / 4 + 8 = | x:strawberry 21:berry /:strawberry 4:strawberry +:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((4/21)*x)=8 | 4 21 / x * 8 = | 4:strawberry 21:berry /:strawberry x:berry *:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 25 | 21=((x+4)-8) | 21 x 4 + 8 - = | 21:berry x:berry 4:berry +:berry 8:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 76 | 21=((8+x)/4) | 21 8 x + 4 / = | 21:berry 8:berry x:berry +:berry 4:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((4*x)/21)=8 | 4 x * 21 / 8 = | 4:blueberry x:berry *:blueberry 21:berry /:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 19 | (4*(21-x))=8 | 4 21 x - * 8 = | 4:strawberry 21:berry x:berry -:berry *:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=(x*(4/8)) | 21 x 4 8 / * = | 21:berry x:strawberry 4:berry 8:blueberry /:berry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | 21=(x/(4*8)) | 21 x 4 8 * / = | 21:berry x:berry 4:blueberry 8:strawberry *:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | 21=(x/(4*8)) | 21 x 4 8 * / = | 21:berry x:berry 4:blueberry 8:strawberry *:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((x*4)/21)=8 | x 4 * 21 / 8 = | x:blueberry 4:strawberry *:blueberry 21:berry /:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((4*x)/8) | 21 4 x * 8 / = | 21:strawberry 4:strawberry x:berry *:strawberry 8:berry /:strawberry =:strawberry
EXPR: 1 | POS | INT | 22 | 9 | 9 | 21=((x+4)+8) | 21 x 4 + 8 + = | 21:berry x:berry 4:berry +:berry 8:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((4/21)*x)=8 | 4 21 / x * 8 = | 4:blueberry 21:berry /:blueberry x:berry *:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((4/8)*x) | 21 4 8 / x * = | 21:berry 4:blueberry 8:berry /:blueberry x:berry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 11 | 21=((4*8)-x) | 21 4 8 * x - = | 21:blueberry 4:strawberry 8:blueberry *:blueberry x:blueberry -:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((x/21)*4)=8 | x 21 / 4 * 8 = | x:blueberry 21:berry /:blueberry 4:berry *:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 19 | 21=((8/4)+x) | 21 8 4 / x + = | 21:berry 8:berry 4:strawberry /:berry x:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | ((x/21)*4)=8 | x 21 / 4 * 8 = | x:blueberry 21:strawberry /:blueberry 4:strawberry *:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 84 | ((x/21)+4)=8 | x 21 / 4 + 8 = | x:blueberry 21:berry /:blueberry 4:blueberry +:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 4=((21*8)/x) | 4 21 8 * x / = | 4:strawberry 21:strawberry 8:blueberry *:strawberry x:berry /:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (21*8)=(4*x) | 21 8 * 4 x * = | 21:berry 8:blueberry *:berry 4:strawberry x:berry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 4=((21*8)/x) | 4 21 8 * x / = | 4:blueberry 21:berry 8:blueberry *:blueberry x:berry /:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 23 | (4*(x-21))=8 | 4 x 21 - * 8 = | 4:strawberry x:berry 21:berry -:berry *:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 164 | 4=((21*8)-x) | 4 21 8 * x - = | 4:berry 21:berry 8:blueberry *:berry x:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 4=((21*8)/x) | 4 21 8 * x / = | 4:strawberry 21:berry 8:strawberry *:strawberry x:berry /:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 92 | (21*4)=(x-8) | 21 4 * x 8 - = | 21:berry 4:strawberry *:berry x:berry 8:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 76 | (21*4)=(x+8) | 21 4 * x 8 + = | 21:berry 4:strawberry *:berry x:berry 8:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 11 | 21=((4*8)-x) | 21 4 8 * x - = | 21:berry 4:blueberry 8:berry *:berry x:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 164 | 21=((x+4)/8) | 21 x 4 + 8 / = | 21:berry x:berry 4:berry +:berry 8:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 172 | 21=((x-4)/8) | 21 x 4 - 8 / = | 21:berry x:berry 4:berry -:berry 8:strawberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 252 | ((x/21)-4)=8 | x 21 / 4 - 8 = | x:blueberry 21:berry /:blueberry 4:blueberry -:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 11 | 21=((4*8)-x) | 21 4 8 * x - = | 21:berry 4:berry 8:strawberry *:berry x:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((4*x)/8) | 21 4 x * 8 / = | 21:strawberry 4:strawberry x:blueberry *:strawberry 8:blueberry /:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((4*x)/8) | 21 4 x * 8 / = | 21:berry 4:berry x:strawberry *:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((4*x)/8) | 21 4 x * 8 / = | 21:berry 4:berry x:blueberry *:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 11 | (21+x)=(4*8) | 21 x + 4 8 * = | 21:berry x:berry +:berry 4:strawberry 8:berry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 11 | (x+21)=(4*8) | x 21 + 4 8 * = | x:berry 21:berry +:berry 4:strawberry 8:berry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 200 | 21=((x/8)-4) | 21 x 8 / 4 - = | 21:berry x:berry 8:blueberry /:berry 4:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 25 | 21=((4+x)-8) | 21 4 x + 8 - = | 21:berry 4:berry x:berry +:berry 8:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 53 | (x-21)=(4*8) | x 21 - 4 8 * = | x:berry 21:berry -:berry 4:strawberry 8:berry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=(4*(x/8)) | 21 4 x 8 / * = | 21:berry 4:blueberry x:berry 8:strawberry /:berry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 11 | 21=((4*8)-x) | 21 4 8 * x - = | 21:strawberry 4:strawberry 8:blueberry *:strawberry x:strawberry -:strawberry =:strawberry
EXPR: 1 | POS | INT | 22 | 9 | 9 | 21=((4+x)+8) | 21 4 x + 8 + = | 21:berry 4:berry x:berry +:berry 8:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=(x*(4/8)) | 21 x 4 8 / * = | 21:berry x:blueberry 4:berry 8:blueberry /:berry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=(x*(4/8)) | 21 x 4 8 / * = | 21:strawberry x:blueberry 4:strawberry 8:blueberry /:strawberry *:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 53 | 21=(x-(4*8)) | 21 x 4 8 * - = | 21:blueberry x:blueberry 4:strawberry 8:blueberry *:blueberry -:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=((x/8)*4) | 21 x 8 / 4 * = | 21:strawberry x:berry 8:blueberry /:berry 4:strawberry *:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 76 | (21*4)=(8+x) | 21 4 * 8 x + = | 21:berry 4:strawberry *:berry 8:berry x:berry +:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 25 | 21=(4-(8-x)) | 21 4 8 x - - = | 21:berry 4:berry 8:berry x:berry -:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 136 | (21-4)=(x/8) | 21 4 - x 8 / = | 21:berry 4:berry -:berry x:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 200 | (21+4)=(x/8) | 21 4 + x 8 / = | 21:berry 4:berry +:berry x:berry 8:blueberry /:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 53 | 21=(x-(4*8)) | 21 x 4 8 * - = | 21:berry x:berry 4:berry 8:strawberry *:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 116 | 21=((x/4)-8) | 21 x 4 / 8 - = | 21:blueberry x:blueberry 4:strawberry /:blueberry 8:blueberry -:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 52 | 21=((x/4)+8) | 21 x 4 / 8 + = | 21:blueberry x:blueberry 4:strawberry /:blueberry 8:blueberry +:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 172 | 4=(x-(21*8)) | 4 x 21 8 * - = | 4:berry x:berry 21:berry 8:blueberry *:berry -:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 53 | 21=(x-(4*8)) | 21 x 4 8 * - = | 21:strawberry x:strawberry 4:strawberry 8:blueberry *:strawberry -:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/21)=(4*8) | x 21 / 4 8 * = | x:blueberry 21:berry /:blueberry 4:strawberry 8:blueberry *:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/(21*8))=4 | x 21 8 * / 4 = | x:strawberry 21:berry 8:blueberry *:blueberry /:strawberry 4:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/(21*8))=4 | x 21 8 * / 4 = | x:berry 21:berry 8:blueberry *:blueberry /:berry 4:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 21=(x*(4/8)) | 21 x 4 8 / * = | 21:berry x:berry 4:blueberry 8:berry /:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 92 | (x-(21*4))=8 | x 21 4 * - 8 = | x:strawberry 21:berry 4:strawberry *:strawberry -:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (x*4)=(21*8) | x 4 * 21 8 * = | x:berry 4:strawberry *:berry 21:berry 8:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 92 | (x-(21*4))=8 | x 21 4 * - 8 = | x:blueberry 21:berry 4:blueberry *:blueberry -:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/(21*4))=8 | x 21 4 * / 8 = | x:blueberry 21:berry 4:blueberry *:berry /:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 136 | (x/(21-4))=8 | x 21 4 - / 8 = | x:blueberry 21:berry 4:berry -:berry /:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 200 | (x/(21+4))=8 | x 21 4 + / 8 = | x:blueberry 21:berry 4:berry +:berry /:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/(21*4))=8 | x 21 4 * / 8 = | x:strawberry 21:berry 4:strawberry *:berry /:strawberry 8:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 17 | (21-(x-4))=8 | 21 x 4 - - 8 = | 21:berry x:berry 4:berry -:berry -:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 92 | (x-(21*4))=8 | x 21 4 * - 8 = | x:blueberry 21:blueberry 4:strawberry *:blueberry -:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/(21*8))=4 | x 21 8 * / 4 = | x:strawberry 21:berry 8:blueberry *:berry /:strawberry 4:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 25 | (x-(21-4))=8 | x 21 4 - - 8 = | x:berry 21:berry 4:berry -:berry -:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 136 | (x/(21-4))=8 | x 21 4 - / 8 = | x:blueberry 21:strawberry 4:strawberry -:strawberry /:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 200 | (x/(21+4))=8 | x 21 4 + / 8 = | x:blueberry 21:strawberry 4:strawberry +:strawberry /:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (21*(8/x))=4 | 21 8 x / * 4 = | 21:berry 8:strawberry x:berry /:strawberry *:strawberry 4:strawberry =:strawberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (21*(8/x))=4 | 21 8 x / * 4 = | 21:berry 8:blueberry x:berry /:blueberry *:blueberry 4:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (4*(x/21))=8 | 4 x 21 / * 8 = | 4:strawberry x:blueberry 21:berry /:blueberry *:blueberry 8:blueberry =:blueberry
EXPR: 1 | POS | INT | 22 | 9 | 9 | (21-(x+4))=8 | 21 x 4 + - 8 = | 21:berry x:berry 4:berry +:berry -:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (x*(4/21))=8 | x 4 21 / * 8 = | x:blueberry 4:strawberry 21:berry /:strawberry *:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | 4=(21*(8/x)) | 4 21 8 x / * = | 4:berry 21:berry 8:blueberry x:berry /:blueberry *:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 672 | (x/(21*4))=8 | x 21 4 * / 8 = | x:berry 21:berry 4:blueberry *:blueberry /:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 23 | (4*(x-21))=8 | 4 x 21 - * 8 = | 4:strawberry x:berry 21:berry -:berry *:berry 8:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 52 | (21-(x/4))=8 | 21 x 4 / - 8 = | 21:blueberry x:blueberry 4:strawberry /:blueberry -:blueberry 8:blueberry =:blueberry
EXPR: 0 | POS | INT | 22 | 9 | 42 | (21*(8/x))=4 | 21 8 x / * 4 = | 21:berry 8:blueberry x:berry /:blueberry *:berry 4:berry =:berry
EXPR: 0 | POS | INT | 22 | 9 | 33 | (x-(21+4))=8 | x 21 4 + - 8 = | x:berry 21:berry 4:berry +:berry -:berry 8:berry =:berry
