parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 224 | 128 | x=(((10+1)-3)*16) | x 10 1 + 3 - 16 * = | x:dollar 10:book 1:book +:book 3:book -:book 16:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 224 | 208 | (x/(16*(10+3)))=1 | x 16 10 3 + * / 1 = | x:book 16:dollar 10:book 3:book +:book *:dollar /:book 1:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 112 | (x/(16*(10-3)))=1 | x 16 10 3 - * / 1 = | x:book 16:dollar 10:book 3:book -:book *:dollar /:book 1:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 55 | 10=((3*(1-16))+x) | 10 3 1 16 - * x + = | 10:dollar 3:dollar 1:book 16:book -:book *:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 224 | 3 | (10+((x+3)*1))=16 | 10 x 3 + 1 * + 16 = | 10:book x:book 3:book +:book 1:dollar *:book +:book 16:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 22 | 10=((1+x)-(16-3)) | 10 1 x + 16 3 - - = | 10:dollar 1:dollar x:dollar +:dollar 16:dollar 3:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 224 | 510 | (x/(10*(1+16)))=3 | x 10 1 16 + * / 3 = | x:book 10:dollar 1:book 16:book +:book *:dollar /:book 3:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 29 | (x-(1*(10+3)))=16 | x 1 10 3 + * - 16 = | x:book 1:dollar 10:book 3:book +:book *:book -:book 16:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 15 | (1+((x-10)*3))=16 | 1 x 10 - 3 * + 16 = | 1:book x:book 10:book -:book 3:dollar *:book +:book 16:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 208 | (x/(10+(1*3)))=16 | x 10 1 3 * + / 16 = | x:book 10:dollar 1:book 3:dollar *:dollar +:dollar /:book 16:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 15 | (1-(x-(10*3)))=16 | 1 x 10 3 * - - 16 = | 1:book x:book 10:book 3:dollar *:book -:book -:book 16:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 113 | (x+((3-10)*16))=1 | x 3 10 - 16 * + 1 = | x:dollar 3:book 10:book -:book 16:dollar *:dollar +:dollar 1:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 224 | 140 | (x/10)=(1-(3-16)) | x 10 / 1 3 16 - - = | x:book 10:dollar /:book 1:book 3:book 16:book -:book -:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 22 | 10=((x+1)-(16-3)) | 10 x 1 + 16 3 - - = | 10:dollar x:dollar 1:dollar +:dollar 16:dollar 3:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 224 | 4 | 1=(10-(16-(3+x))) | 1 10 16 3 x + - - = | 1:book 10:book 16:book 3:book x:book +:book -:book -:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 28 | 1=(10+(16+(3-x))) | 1 10 16 3 x - + + = | 1:book 10:book 16:book 3:book x:book -:book +:book +:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 10 | 1=(10-(16+(3-x))) | 1 10 16 3 x - + - = | 1:book 10:book 16:book 3:book x:book -:book +:book -:book =:book
EXPR: 0 | POS | INT | 42 | 224 | 29 | 10=(((x-3)*1)-16) | 10 x 3 - 1 * 16 - = | 10:dollar x:book 3:book -:book 1:dollar *:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 224 | 23 | 10=(((x+3)*1)-16) | 10 x 3 + 1 * 16 - = | 10:dollar x:book 3:book +:book 1:dollar *:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 224 | 2 | 16=(x*(1+(10-3))) | 16 x 1 10 3 - + * = | 16:book x:dollar 1:book 10:book 3:book -:book +:book *:book =:book
EXPR: 0 | POS | INT | 45 | 224 | 29 | x=(((10+3)+16)*1) | x 10 3 + 16 + 1 * = | x:dollar 10:book 3:book +:book 16:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 224 | 23 | x=((10-(3-16))*1) | x 10 3 16 - - 1 * = | x:dollar 10:book 3:book 16:book -:book -:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 224 | 29 | x=(((10+16)+3)*1) | x 10 16 + 3 + 1 * = | x:dollar 10:book 16:book +:book 3:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 224 | 23 | x=((10-(3-16))*1) | x 10 3 16 - - 1 * = | x:dollar 10:book 3:book 16:book -:book -:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 224 | 29 | x=(((10+16)+3)*1) | x 10 16 + 3 + 1 * = | x:dollar 10:book 16:book +:book 3:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 224 | 37 | 10=((3*16)-(x+1)) | 10 3 16 * x 1 + - = | 10:dollar 3:book 16:dollar *:dollar x:dollar 1:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 224 | 53 | (10*16)=(1+(x*3)) | 10 16 * 1 x 3 * + = | 10:dollar 16:book *:book 1:book x:dollar 3:book *:book +:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 470 | 3=((1+(x/10))/16) | 3 1 x 10 / + 16 / = | 3:book 1:book x:book 10:dollar /:book +:book 16:dollar /:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 22 | (3+((x+1)-10))=16 | 3 x 1 + 10 - + 16 = | 3:book x:book 1:book +:book 10:book -:book +:book 16:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 2 | (3+((x+1)+10))=16 | 3 x 1 + 10 + + 16 = | 3:book x:book 1:book +:book 10:book +:book +:book 16:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 24 | (3+((x-1)-10))=16 | 3 x 1 - 10 - + 16 = | 3:book x:book 1:book -:book 10:book -:book +:book 16:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 23 | (10-((x-16)*1))=3 | 10 x 16 - 1 * - 3 = | 10:book x:book 16:book -:book 1:dollar *:book -:book 3:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 38 | 3=((x+10)*(1/16)) | 3 x 10 + 1 16 / * = | 3:book x:book 10:book +:book 1:dollar 16:book /:dollar *:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 58 | 3=((x-10)*(1/16)) | 3 x 10 - 1 16 / * = | 3:book x:book 10:book -:book 1:dollar 16:book /:dollar *:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 157 | (((x+3)/10)*1)=16 | x 3 + 10 / 1 * 16 = | x:book 3:book +:book 10:dollar /:book 1:dollar *:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 224 | 163 | (((x-3)/10)*1)=16 | x 3 - 10 / 1 * 16 = | x:book 3:book -:book 10:dollar /:book 1:dollar *:dollar 16:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 224 | 28 | 3=((1-10)-(16-x)) | 3 1 10 - 16 x - - = | 3:book 1:book 10:book -:book 16:book x:book -:book -:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 480 | 16=(((x/3)*1)/10) | 16 x 3 / 1 * 10 / = | 16:dollar x:dollar 3:book /:dollar 1:book *:dollar 10:book /:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 224 | 9 | 3=((10*1)-(16-x)) | 3 10 1 * 16 x - - = | 3:book 10:dollar 1:book *:book 16:book x:book -:book -:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 2 | 1=(((3*x)+10)/16) | 1 3 x * 10 + 16 / = | 1:book 3:dollar x:book *:book 10:book +:book 16:dollar /:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 157 | 16=(((x+3)/10)*1) | 16 x 3 + 10 / 1 * = | 16:dollar x:dollar 3:dollar +:dollar 10:book /:dollar 1:book *:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 224 | 480 | 10=(((x/16)*1)/3) | 10 x 16 / 1 * 3 / = | 10:dollar x:book 16:dollar /:book 1:dollar *:dollar 3:book /:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 224 | 59 | 10=(x-((3*16)+1)) | 10 x 3 16 * 1 + - = | 10:dollar x:dollar 3:book 16:dollar *:dollar 1:dollar +:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 224 | 57 | 10=(x-((3*16)-1)) | 10 x 3 16 * 1 - - = | 10:dollar x:dollar 3:book 16:dollar *:dollar 1:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 224 | 2 | (1+(3*(10/x)))=16 | 1 3 10 x / * + 16 = | 1:book 3:dollar 10:book x:dollar /:book *:book +:book 16:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 49 | (x-(3*(10+1)))=16 | x 3 10 1 + * - 16 = | x:book 3:dollar 10:book 1:book +:book *:book -:book 16:book =:book
EXPR: 0 | POS | INT | 47 | 224 | 9 | 3=(((x+10)*1)-16) | 3 x 10 + 1 * 16 - = | 3:dollar x:book 10:book +:book 1:dollar *:dollar 16:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 224 | 3 | x=((16-(10+3))*1) | x 16 10 3 + - 1 * = | x:dollar 16:book 10:book 3:book +:book -:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 224 | 75 | x=((16-(1-10))*3) | x 16 1 10 - - 3 * = | x:dollar 16:book 1:book 10:book -:book -:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 224 | 78 | x=((16+(10*1))*3) | x 16 10 1 * + 3 * = | x:dollar 16:book 10:book 1:dollar *:book +:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 224 | 9 | x=((16-(10-3))*1) | x 16 10 3 - - 1 * = | x:dollar 16:book 10:book 3:book -:book -:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 224 | 79 | x=(1+((10+16)*3)) | x 1 10 16 + 3 * + = | x:book 1:book 10:book 16:book +:book 3:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 50 | 224 | 29 | x=((16+(10+3))*1) | x 16 10 3 + + 1 * = | x:dollar 16:book 10:book 3:book +:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 224 | 4 | x=(((1-10)+16)-3) | x 1 10 - 16 + 3 - = | x:dollar 1:dollar 10:dollar -:dollar 16:dollar +:dollar 3:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 224 | 208 | x=((1*16)*(10+3)) | x 1 16 * 10 3 + * = | x:dollar 1:book 16:dollar *:book 10:dollar 3:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 224 | 75 | x=(((16-1)+10)*3) | x 16 1 - 10 + 3 * = | x:dollar 16:dollar 1:dollar -:dollar 10:dollar +:dollar 3:book *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 224 | 2 | x=(((16-10)-1)-3) | x 16 10 - 1 - 3 - = | x:dollar 16:dollar 10:dollar -:dollar 1:dollar -:dollar 3:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 224 | 75 | x=((16-(1-10))*3) | x 16 1 10 - - 3 * = | x:dollar 16:book 1:book 10:book -:book -:book 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 224 | 9 | x=((16-(10-3))*1) | x 16 10 3 - - 1 * = | x:dollar 16:book 10:book 3:book -:book -:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 224 | 79 | x=(1+((10+16)*3)) | x 1 10 16 + 3 * + = | x:book 1:book 10:book 16:book +:book 3:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 51 | 224 | 208 | x=((1*16)*(10+3)) | x 1 16 * 10 3 + * = | x:dollar 1:book 16:dollar *:book 10:dollar 3:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 224 | 75 | x=(((16-1)+10)*3) | x 16 1 - 10 + 3 * = | x:dollar 16:dollar 1:dollar -:dollar 10:dollar +:dollar 3:book *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 224 | 2 | x=(((16-10)-1)-3) | x 16 10 - 1 - 3 - = | x:dollar 16:dollar 10:dollar -:dollar 1:dollar -:dollar 3:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 3 | 16=(((x+10)+3)*1) | 16 x 10 + 3 + 1 * = | 16:dollar x:book 10:book +:book 3:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 23 | 16=(x-(10-(1*3))) | 16 x 10 1 3 * - - = | 16:book x:book 10:book 1:book 3:dollar *:book -:book -:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 29 | 16=(x-(10+(1*3))) | 16 x 10 1 3 * + - = | 16:book x:book 10:book 1:book 3:dollar *:book +:book -:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 36 | 16=(x-(10*(3-1))) | 16 x 10 3 1 - * - = | 16:dollar x:dollar 10:book 3:dollar 1:dollar -:dollar *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 4 | 16=(x-(1-(10+3))) | 16 x 1 10 3 + - - = | 16:book x:book 1:book 10:book 3:book +:book -:book -:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 30 | 16=(x-(1+(10+3))) | 16 x 1 10 3 + + - = | 16:book x:book 1:book 10:book 3:book +:book +:book -:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 10 | 16=(x-(1-(10-3))) | 16 x 1 10 3 - - - = | 16:book x:book 1:book 10:book 3:book -:book -:book -:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 77 | ((3*(10+16))-x)=1 | 3 10 16 + * x - 1 = | 3:book 10:dollar 16:dollar +:dollar *:dollar x:dollar -:dollar 1:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 29 | (x-(16+(10*1)))=3 | x 16 10 1 * + - 3 = | x:book 16:book 10:book 1:dollar *:book +:book -:book 3:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 510 | 16=((x/(10*3))-1) | 16 x 10 3 * / 1 - = | 16:dollar x:dollar 10:book 3:dollar *:book /:dollar 1:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 450 | 16=((x/(10*3))+1) | 16 x 10 3 * / 1 + = | 16:dollar x:dollar 10:book 3:dollar *:book /:dollar 1:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 9 | (x-(16-(10*1)))=3 | x 16 10 1 * - - 3 = | x:book 16:book 10:book 1:dollar *:book -:book -:book 3:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 130 | (16-((x*1)/10))=3 | 16 x 1 * 10 / - 3 = | 16:book x:dollar 1:book *:book 10:dollar /:book -:book 3:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 496 | (x/(1+(10*3)))=16 | x 1 10 3 * + / 16 = | x:book 1:dollar 10:book 3:dollar *:dollar +:dollar /:book 16:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 38 | 16=((10+x)*(1/3)) | 16 10 x + 1 3 / * = | 16:book 10:book x:book +:book 1:dollar 3:book /:dollar *:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 640 | 3=((x/(10*16))-1) | 3 x 10 16 * / 1 - = | 3:dollar x:dollar 10:book 16:dollar *:book /:dollar 1:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 320 | 3=((x/(10*16))+1) | 3 x 10 16 * / 1 + = | 3:dollar x:dollar 10:book 16:dollar *:book /:dollar 1:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 24 | (1-((x-16)-10))=3 | 1 x 16 - 10 - - 3 = | 1:book x:book 16:book -:book 10:book -:book -:book 3:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 480 | (((x/10)*1)/3)=16 | x 10 / 1 * 3 / 16 = | x:book 10:dollar /:book 1:dollar *:book 3:dollar /:book 16:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 190 | ((x*1)/10)=(3+16) | x 1 * 10 / 3 16 + = | x:book 1:dollar *:dollar 10:book /:dollar 3:dollar 16:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 480 | (1/((10/x)*16))=3 | 1 10 x / 16 * / 3 = | 1:book 10:dollar x:book /:dollar 16:book *:dollar /:book 3:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 23 | (((1*16)+10)-x)=3 | 1 16 * 10 + x - 3 = | 1:book 16:dollar *:dollar 10:dollar +:dollar x:dollar -:dollar 3:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 208 | (x/16)=(10+(1*3)) | x 16 / 10 1 3 * + = | x:book 16:dollar /:book 10:book 1:dollar 3:book *:book +:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 2 | (1*16)=(10+(3*x)) | 1 16 * 10 3 x * + = | 1:book 16:dollar *:dollar 10:dollar 3:book x:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 3 | (((1*16)-10)-x)=3 | 1 16 * 10 - x - 3 = | 1:book 16:dollar *:dollar 10:dollar -:dollar x:dollar -:dollar 3:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 192 | (x/16)=(10+(3-1)) | x 16 / 10 3 1 - + = | x:book 16:dollar /:book 10:book 3:book 1:book -:book +:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 157 | 10=(((x+3)*1)/16) | 10 x 3 + 1 * 16 / = | 10:dollar x:book 3:book +:book 1:dollar *:dollar 16:book /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 30 | (x-(3+(10+16)))=1 | x 3 10 16 + + - 1 = | x:book 3:book 10:book 16:book +:book +:book -:book 1:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 208 | (x/16)=(10+(1*3)) | x 16 / 10 1 3 * + = | x:book 16:dollar /:book 10:book 1:book 3:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 40 | 1=(((16/x)*10)-3) | 1 16 x / 10 * 3 - = | 1:book 16:book x:dollar /:book 10:dollar *:book 3:book -:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 2 | (16-(10*(3/x)))=1 | 16 10 3 x / * - 1 = | 16:book 10:dollar 3:book x:dollar /:book *:book -:book 1:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 480 | (1/((16/x)*10))=3 | 1 16 x / 10 * / 3 = | 1:book 16:book x:dollar /:book 10:dollar *:dollar /:book 3:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 80 | (3-(10*(16/x)))=1 | 3 10 16 x / * - 1 = | 3:book 10:dollar 16:book x:dollar /:book *:book -:book 1:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 480 | 16=(((x/10)*1)/3) | 16 x 10 / 1 * 3 / = | 16:dollar x:book 10:dollar /:book 1:dollar *:dollar 3:book /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 3 | (16-(x+(10*1)))=3 | 16 x 10 1 * + - 3 = | 16:book x:book 10:book 1:dollar *:book +:book -:book 3:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 29 | (x-16)=(10+(1*3)) | x 16 - 10 1 3 * + = | x:dollar 16:dollar -:dollar 10:dollar 1:dollar 3:book *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 9 | (x-((16-10)*1))=3 | x 16 10 - 1 * - 3 = | x:dollar 16:book 10:book -:book 1:dollar *:dollar -:dollar 3:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 23 | 10=((x*1)-(16-3)) | 10 x 1 * 16 3 - - = | 10:dollar x:book 1:dollar *:dollar 16:dollar 3:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 29 | 16=(((x-10)-3)*1) | 16 x 10 - 3 - 1 * = | 16:dollar x:book 10:book -:book 3:book -:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 3 | 16=(((x+10)*1)+3) | 16 x 10 + 1 * 3 + = | 16:dollar x:book 10:book +:book 1:dollar *:dollar 3:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 480 | ((x*1)/16)=(10*3) | x 1 * 16 / 10 3 * = | x:dollar 1:book *:book 16:dollar /:book 10:dollar 3:book *:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 4 | 1=((x+10)-(16-3)) | 1 x 10 + 16 3 - - = | 1:dollar x:dollar 10:dollar +:dollar 16:dollar 3:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 4 | 1=((10+x)-(16-3)) | 1 10 x + 16 3 - - = | 1:dollar 10:dollar x:dollar +:dollar 16:dollar 3:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 3 | (((16-10)*1)-x)=3 | 16 10 - 1 * x - 3 = | 16:book 10:book -:book 1:dollar *:dollar x:dollar -:dollar 3:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 24 | 16=(x-(1+(10-3))) | 16 x 1 10 3 - + - = | 16:book x:book 1:book 10:book 3:book -:book +:book -:book =:book
EXPR: 0 | POS | INT | 52 | 224 | 112 | 10=((x/(1*16))+3) | 10 x 1 16 * / 3 + = | 10:dollar x:dollar 1:dollar 16:book *:book /:dollar 3:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 23 | 16=(((x-10)*1)+3) | 16 x 10 - 1 * 3 + = | 16:dollar x:book 10:book -:book 1:dollar *:dollar 3:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 29 | 16=(((x-10)*1)-3) | 16 x 10 - 1 * 3 - = | 16:dollar x:book 10:book -:book 1:dollar *:dollar 3:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 224 | 9 | 10=((3+(1*16))-x) | 10 3 1 16 * + x - = | 10:dollar 3:dollar 1:dollar 16:book *:dollar +:dollar x:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 224 | 23 | x=((16-3)+(10*1)) | x 16 3 - 10 1 * + = | x:dollar 16:dollar 3:dollar -:dollar 10:book 1:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 224 | 9 | x=((16+(3-10))*1) | x 16 3 10 - + 1 * = | x:dollar 16:book 3:book 10:book -:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 224 | 28 | x=((3-1)+(10+16)) | x 3 1 - 10 16 + + = | x:dollar 3:dollar 1:dollar -:dollar 10:dollar 16:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 224 | 23 | x=(10+((16-3)*1)) | x 10 16 3 - 1 * + = | x:book 10:book 16:book 3:book -:book 1:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 55 | 224 | 29 | x=(10+((3+16)*1)) | x 10 3 16 + 1 * + = | x:book 10:book 3:book 16:book +:book 1:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 55 | 224 | 29 | x=(((3+16)+10)*1) | x 3 16 + 10 + 1 * = | x:dollar 3:book 16:book +:book 10:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 224 | 23 | x=(10+((16-3)*1)) | x 10 16 3 - 1 * + = | x:dollar 10:dollar 16:book 3:book -:book 1:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 224 | 28 | x=(((10+16)+3)-1) | x 10 16 + 3 + 1 - = | x:dollar 10:dollar 16:dollar +:dollar 3:dollar +:dollar 1:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 224 | 18 | x=(3*((1*16)-10)) | x 3 1 16 * 10 - * = | x:dollar 3:book 1:book 16:dollar *:dollar 10:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 224 | 78 | x=(3*((1*16)+10)) | x 3 1 16 * 10 + * = | x:dollar 3:book 1:book 16:dollar *:dollar 10:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 56 | 224 | 23 | x=(10+((16-3)*1)) | x 10 16 3 - 1 * + = | x:book 10:book 16:book 3:book -:book 1:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 56 | 224 | 28 | x=((3-1)+(10+16)) | x 3 1 - 10 16 + + = | x:dollar 3:dollar 1:dollar -:dollar 10:dollar 16:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 56 | 224 | 29 | x=(10+((3+16)*1)) | x 10 3 16 + 1 * + = | x:book 10:book 3:book 16:book +:book 1:dollar *:book +:book =:book
EXPR: 0 | POS | INT | 56 | 224 | 23 | x=(10+((16-3)*1)) | x 10 16 3 - 1 * + = | x:dollar 10:dollar 16:book 3:book -:book 1:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 56 | 224 | 28 | x=(((10+16)+3)-1) | x 10 16 + 3 + 1 - = | x:dollar 10:dollar 16:dollar +:dollar 3:dollar +:dollar 1:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 56 | 224 | 18 | x=(3*((1*16)-10)) | x 3 1 16 * 10 - * = | x:dollar 3:book 1:book 16:dollar *:dollar 10:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 56 | 224 | 78 | x=(3*((1*16)+10)) | x 3 1 16 * 10 + * = | x:dollar 3:book 1:book 16:dollar *:dollar 10:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 224 | 3 | 16=(((x+3)+10)*1) | 16 x 3 + 10 + 1 * = | 16:dollar x:book 3:book +:book 10:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 224 | 3 | 16=(((3+x)+10)*1) | 16 3 x + 10 + 1 * = | 16:dollar 3:book x:book +:book 10:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 224 | 13 | ((10*3)-(16+x))=1 | 10 3 * 16 x + - 1 = | 10:dollar 3:book *:book 16:book x:book +:book -:book 1:book =:book
EXPR: 0 | POS | INT | 57 | 224 | 208 | (x/(3+(10*1)))=16 | x 3 10 1 * + / 16 = | x:book 3:dollar 10:book 1:dollar *:dollar +:dollar /:book 16:book =:book
EXPR: 0 | POS | INT | 57 | 224 | 470 | 1=((3*16)-(x/10)) | 1 3 16 * x 10 / - = | 1:dollar 3:book 16:dollar *:dollar x:dollar 10:book /:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 224 | 112 | 10=((3+(x/16))*1) | 10 3 x 16 / + 1 * = | 10:dollar 3:book x:book 16:dollar /:book +:book 1:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 57 | 224 | 9 | (3+(16-10))=(x*1) | 3 16 10 - + x 1 * = | 3:book 16:book 10:book -:book +:book x:dollar 1:book *:book =:book
EXPR: 0 | POS | INT | 57 | 224 | 157 | ((x*1)+3)=(10*16) | x 1 * 3 + 10 16 * = | x:dollar 1:book *:book 3:book +:book 10:dollar 16:book *:book =:book
EXPR: 0 | POS | INT | 57 | 224 | 480 | 3=((1*(x/10))/16) | 3 1 x 10 / * 16 / = | 3:book 1:dollar x:book 10:dollar /:book *:book 16:dollar /:book =:book
EXPR: 0 | POS | INT | 57 | 224 | 45 | ((10*3)+(16-x))=1 | 10 3 * 16 x - + 1 = | 10:dollar 3:book *:book 16:book x:book -:book +:book 1:book =:book
EXPR: 0 | POS | INT | 57 | 224 | 157 | 1=((x+3)/(10*16)) | 1 x 3 + 10 16 * / = | 1:book x:book 3:book +:book 10:dollar 16:book *:dollar /:book =:book
