parameters: n=7 l=3 k=1 p=5 q=1 m=9
TOTAL 480 solutions found
SOLN: CORRECT | POS/NEG | INT/FRA | OBJ-SCORE | TRUE-ANS | ANS | INFIX | POSTFIX | TYPED-POSTFIX
EXPR: 0 | POS | INT | 7 | 39 | 17 | ((13-x)+15)=11 | 13 x - 15 + 11 = | 13:game x:game -:game 15:game +:game 11:game =:game
EXPR: 0 | POS | INT | 7 | 39 | 17 | ((x-15)+11)=13 | x 15 - 11 + 13 = | x:game 15:game -:game 11:game +:game 13:game =:game
EXPR: 0 | POS | INT | 7 | 39 | 9 | ((x+15)-11)=13 | x 15 + 11 - 13 = | x:game 15:game +:game 11:game -:game 13:game =:game
EXPR: 0 | POS | INT | 7 | 39 | 13 | ((15-13)+11)=x | 15 13 - 11 + x = | 15:game 13:game -:game 11:game +:game x:game =:game
EXPR: 0 | POS | INT | 7 | 39 | 13 | ((x+13)-15)=11 | x 13 + 15 - 11 = | x:game 13:game +:game 15:game -:game 11:game =:game
EXPR: 1 | POS | INT | 7 | 39 | 39 | 13=((x-15)-11) | 13 x 15 - 11 - = | 13:game x:game 15:game -:game 11:game -:game =:game
EXPR: 0 | POS | INT | 7 | 39 | 9 | 13=((x+15)-11) | 13 x 15 + 11 - = | 13:game x:game 15:game +:game 11:game -:game =:game
EXPR: 0 | POS | INT | 7 | 39 | 17 | 13=((x-15)+11) | 13 x 15 - 11 + = | 13:game x:game 15:game -:game 11:game +:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 9 | (15+(x-13))=11 | 15 x 13 - + 11 = | 15:game x:game 13:game -:game +:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 13 | ((x-15)+13)=11 | x 15 - 13 + 11 = | x:game 15:game -:game 13:game +:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 17 | ((15-x)+13)=11 | 15 x - 13 + 11 = | 15:game x:game -:game 13:game +:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 9 | 15=(13+(11-x)) | 15 13 11 x - + = | 15:game 13:game 11:game x:game -:game +:game =:game
EXPR: 1 | POS | INT | 9 | 39 | 39 | ((x-15)-13)=11 | x 15 - 13 - 11 = | x:game 15:game -:game 13:game -:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 13 | 15=(13-(11-x)) | 15 13 11 x - - = | 15:game 13:game 11:game x:game -:game -:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 13 | 15=(13+(x-11)) | 15 13 x 11 - + = | 15:game 13:game x:game 11:game -:game +:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 13 | (x-(15-13))=11 | x 15 13 - - 11 = | x:game 15:game 13:game -:game -:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 9 | 15=(13-(x-11)) | 15 13 x 11 - - = | 15:game 13:game x:game 11:game -:game -:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 9 | (x+(15-13))=11 | x 15 13 - + 11 = | x:game 15:game 13:game -:game +:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 17 | (15-(x-13))=11 | 15 x 13 - - 11 = | 15:game x:game 13:game -:game -:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 9 | ((15-13)+x)=11 | 15 13 - x + 11 = | 15:game 13:game -:game x:game +:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 13 | 15=((13+x)-11) | 15 13 x + 11 - = | 15:game 13:game x:game +:game 11:game -:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 9 | (15-(13-x))=11 | 15 13 x - - 11 = | 15:game 13:game x:game -:game -:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 13 | 15=((13-11)+x) | 15 13 11 - x + = | 15:game 13:game 11:game -:game x:game +:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 9 | ((15+x)-13)=11 | 15 x + 13 - 11 = | 15:game x:game +:game 13:game -:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 9 | 15=((13-x)+11) | 15 13 x - 11 + = | 15:game 13:game x:game -:game 11:game +:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 17 | (15+(13-x))=11 | 15 13 x - + 11 = | 15:game 13:game x:game -:game +:game 11:game =:game
EXPR: 1 | POS | INT | 9 | 39 | 39 | 15=((x-13)-11) | 15 x 13 - 11 - = | 15:game x:game 13:game -:game 11:game -:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 17 | 15=((x-13)+11) | 15 x 13 - 11 + = | 15:game x:game 13:game -:game 11:game +:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 17 | 15=(x-(13-11)) | 15 x 13 11 - - = | 15:game x:game 13:game 11:game -:game -:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 13 | 15=(x+(13-11)) | 15 x 13 11 - + = | 15:game x:game 13:game 11:game -:game +:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 9 | ((x+15)-13)=11 | x 15 + 13 - 11 = | x:game 15:game +:game 13:game -:game 11:game =:game
EXPR: 0 | POS | INT | 9 | 39 | 13 | 15=((x+13)-11) | 15 x 13 + 11 - = | 15:game x:game 13:game +:game 11:game -:game =:game
EXPR: 1 | POS | INT | 12 | 39 | 39 | (11+13)=(x-15) | 11 13 + x 15 - = | 11:game 13:game +:game x:game 15:game -:game =:game
EXPR: 0 | POS | INT | 12 | 39 | 13 | (11-x)=(13-15) | 11 x - 13 15 - = | 11:game x:game -:game 13:game 15:game -:game =:game
EXPR: 0 | POS | INT | 12 | 39 | 9 | (11+13)=(x+15) | 11 13 + x 15 + = | 11:game 13:game +:game x:game 15:game +:game =:game
EXPR: 0 | POS | INT | 12 | 39 | 13 | (11-13)=(x-15) | 11 13 - x 15 - = | 11:game 13:game -:game x:game 15:game -:game =:game
EXPR: 0 | POS | INT | 12 | 39 | 17 | (11+x)=(13+15) | 11 x + 13 15 + = | 11:game x:game +:game 13:game 15:game +:game =:game
EXPR: 0 | POS | INT | 12 | 39 | 17 | (11-13)=(15-x) | 11 13 - 15 x - = | 11:game 13:game -:game 15:game x:game -:game =:game
EXPR: 0 | POS | INT | 12 | 39 | 9 | (11+13)=(15+x) | 11 13 + 15 x + = | 11:game 13:game +:game 15:game x:game +:game =:game
EXPR: 0 | POS | INT | 12 | 39 | 17 | (x+11)=(13+15) | x 11 + 13 15 + = | x:game 11:game +:game 13:game 15:game +:game =:game
EXPR: 0 | POS | INT | 12 | 39 | 9 | (x-11)=(13-15) | x 11 - 13 15 - = | x:game 11:game -:game 13:game 15:game -:game =:game
EXPR: 1 | POS | INT | 12 | 39 | 39 | (x-11)=(13+15) | x 11 - 13 15 + = | x:game 11:game -:game 13:game 15:game +:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 17 | (13-x)=(11-15) | 13 x - 11 15 - = | 13:game x:game -:game 11:game 15:game -:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 17 | (11-15)=(13-x) | 11 15 - 13 x - = | 11:game 15:game -:game 13:game x:game -:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 13 | (x-11)=(15-13) | x 11 - 15 13 - = | x:game 11:game -:game 15:game 13:game -:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 9 | (11-15)=(x-13) | 11 15 - x 13 - = | 11:game 15:game -:game x:game 13:game -:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 13 | (13+x)=(11+15) | 13 x + 11 15 + = | 13:game x:game +:game 11:game 15:game +:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 9 | (11-x)=(15-13) | 11 x - 15 13 - = | 11:game x:game -:game 15:game 13:game -:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 13 | (11+15)=(13+x) | 11 15 + 13 x + = | 11:game 15:game +:game 13:game x:game +:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 17 | (13-11)=(x-15) | 13 11 - x 15 - = | 13:game 11:game -:game x:game 15:game -:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 9 | (x-13)=(11-15) | x 13 - 11 15 - = | x:game 13:game -:game 11:game 15:game -:game =:game
EXPR: 1 | POS | INT | 14 | 39 | 39 | (x-13)=(11+15) | x 13 - 11 15 + = | x:game 13:game -:game 11:game 15:game +:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 13 | (13-11)=(15-x) | 13 11 - 15 x - = | 13:game 11:game -:game 15:game x:game -:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 13 | (x+13)=(11+15) | x 13 + 11 15 + = | x:game 13:game +:game 11:game 15:game +:game =:game
EXPR: 1 | POS | INT | 14 | 39 | 39 | (11+15)=(x-13) | 11 15 + x 13 - = | 11:game 15:game +:game x:game 13:game -:game =:game
EXPR: 0 | POS | INT | 14 | 39 | 13 | (11+15)=(x+13) | 11 15 + x 13 + = | 11:game 15:game +:game x:game 13:game +:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 9 | (13-15)=(x-11) | 13 15 - x 11 - = | 13:game 15:game -:game x:game 11:game -:game =:game
EXPR: 1 | POS | INT | 17 | 39 | 39 | (13+15)=(x-11) | 13 15 + x 11 - = | 13:game 15:game +:game x:game 11:game -:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 13 | (x-15)=(11-13) | x 15 - 11 13 - = | x:game 15:game -:game 11:game 13:game -:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 9 | (13-x)=(15-11) | 13 x - 15 11 - = | 13:game x:game -:game 15:game 11:game -:game =:game
EXPR: 1 | POS | INT | 17 | 39 | 39 | (x-15)=(11+13) | x 15 - 11 13 + = | x:game 15:game -:game 11:game 13:game +:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 17 | (13+15)=(x+11) | 13 15 + x 11 + = | 13:game 15:game +:game x:game 11:game +:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 13 | (13-15)=(11-x) | 13 15 - 11 x - = | 13:game 15:game -:game 11:game x:game -:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 17 | (15-x)=(11-13) | 15 x - 11 13 - = | 15:game x:game -:game 11:game 13:game -:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 17 | (x-13)=(15-11) | x 13 - 15 11 - = | x:game 13:game -:game 15:game 11:game -:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 17 | (15-11)=(x-13) | 15 11 - x 13 - = | 15:game 11:game -:game x:game 13:game -:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 9 | (15-11)=(13-x) | 15 11 - 13 x - = | 15:game 11:game -:game 13:game x:game -:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 9 | (x+15)=(11+13) | x 15 + 11 13 + = | x:game 15:game +:game 11:game 13:game +:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 9 | (15+x)=(11+13) | 15 x + 11 13 + = | 15:game x:game +:game 11:game 13:game +:game =:game
EXPR: 0 | POS | INT | 17 | 39 | 17 | (13+15)=(11+x) | 13 15 + 11 x + = | 13:game 15:game +:game 11:game x:game +:game =:game
EXPR: 0 | POS | INT | 19 | 39 | 17 | (x-15)=(13-11) | x 15 - 13 11 - = | x:game 15:game -:game 13:game 11:game -:game =:game
EXPR: 0 | POS | INT | 19 | 39 | 13 | (15-x)=(13-11) | 15 x - 13 11 - = | 15:game x:game -:game 13:game 11:game -:game =:game
EXPR: 0 | POS | INT | 19 | 39 | 13 | (15-13)=(x-11) | 15 13 - x 11 - = | 15:game 13:game -:game x:game 11:game -:game =:game
EXPR: 0 | POS | INT | 19 | 39 | 9 | (15-13)=(11-x) | 15 13 - 11 x - = | 15:game 13:game -:game 11:game x:game -:game =:game
NET 252 unique, non-negative, integer-valued solutions found out of 480 total solutions
