parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | FRA | 0 | 1.37 | 38.63 | (((5.92*2)+6.79)+20)=x | 5.92 2 * 6.79 + 20 + x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar +:dollar 20:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 0.224072672218017 | (5.92/(2*(20-6.79)))=x | 5.92 2 20 6.79 - * / x = | 5.92:dollar 2:ticket 20:dollar 6.79:dollar -:dollar *:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 34.8748159057437 | x=(5.92*((2*20)/6.79)) | x 5.92 2 20 * 6.79 / * = | x:dollar 5.92:dollar 2:ticket 20:dollar *:ticket 6.79:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 39.13 | x=(5.92+((2*20)-6.79)) | x 5.92 2 20 * 6.79 - + = | x:dollar 5.92:dollar 2:ticket 20:dollar *:dollar 6.79:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 52.71 | x=(5.92+((2*20)+6.79)) | x 5.92 2 20 * 6.79 + + = | x:dollar 5.92:dollar 2:ticket 20:dollar *:dollar 6.79:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 8.71870397643593 | x=(5.92/((2/20)*6.79)) | x 5.92 2 20 / 6.79 * / = | x:dollar 5.92:dollar 2:ticket 20:dollar /:ticket 6.79:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 6.599 | x=(5.92+((2/20)*6.79)) | x 5.92 2 20 / 6.79 * + = | x:dollar 5.92:dollar 2:ticket 20:dollar /:ticket 6.79:dollar *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 6.642 | (5.92/(2*(6.79-x)))=20 | 5.92 2 6.79 x - * / 20 = | 5.92:dollar 2:ticket 6.79:dollar x:dollar -:dollar *:ticket /:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 5.241 | x=(5.92-(6.79*(2/20))) | x 5.92 6.79 2 20 / * - = | x:dollar 5.92:dollar 6.79:dollar 2:ticket 20:dollar /:ticket *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 10.435 | ((5.92+(2*x))-6.79)=20 | 5.92 2 x * + 6.79 - 20 = | 5.92:dollar 2:ticket x:dollar *:dollar +:dollar 6.79:dollar -:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 2 | 1.37 | 3.645 | ((5.92+(2*x))+6.79)=20 | 5.92 2 x * + 6.79 + 20 = | 5.92:dollar 2:ticket x:dollar *:dollar +:dollar 6.79:dollar +:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 7.382 | ((5.92*(2/20))+6.79)=x | 5.92 2 20 / * 6.79 + x = | 5.92:dollar 2:ticket 20:dollar /:ticket *:dollar 6.79:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 16.17 | x=(((5.92/2)+20)-6.79) | x 5.92 2 / 20 + 6.79 - = | x:dollar 5.92:dollar 2:ticket /:dollar 20:dollar +:dollar 6.79:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 156.4064 | x=((5.92*2)*(20-6.79)) | x 5.92 2 * 20 6.79 - * = | x:dollar 5.92:dollar 2:ticket *:ticket 20:dollar 6.79:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 6.938 | ((5.92/(2*20))+6.79)=x | 5.92 2 20 * / 6.79 + x = | 5.92:dollar 2:ticket 20:dollar *:ticket /:dollar 6.79:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 8.71870397643593 | (5.92/((2/20)*6.79))=x | 5.92 2 20 / 6.79 * / x = | 5.92:dollar 2:ticket 20:dollar /:ticket 6.79:dollar *:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 38.63 | x=(((5.92*2)+20)+6.79) | x 5.92 2 * 20 + 6.79 + = | x:dollar 5.92:dollar 2:ticket *:dollar 20:dollar +:dollar 6.79:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 34.8748159057437 | x=(5.92*((2*20)/6.79)) | x 5.92 2 20 * 6.79 / * = | x:dollar 5.92:dollar 2:ticket 20:dollar *:ticket 6.79:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 52.71 | x=(5.92+((2*20)+6.79)) | x 5.92 2 20 * 6.79 + + = | x:dollar 5.92:dollar 2:ticket 20:dollar *:dollar 6.79:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 8.71870397643593 | x=(5.92/((2/20)*6.79)) | x 5.92 2 20 / 6.79 * / = | x:dollar 5.92:dollar 2:ticket 20:dollar /:ticket 6.79:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 3 | 1.37 | 5.241 | x=(5.92-(6.79*(2/20))) | x 5.92 6.79 2 20 / * - = | x:dollar 5.92:dollar 6.79:dollar 2:ticket 20:dollar /:ticket *:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 4 | 1.37 | 25.05 | (((5.92*2)+20)-x)=6.79 | 5.92 2 * 20 + x - 6.79 = | 5.92:dollar 2:ticket *:dollar 20:dollar +:dollar x:dollar -:dollar 6.79:dollar =:dollar
EXPR: 0 | POS | FRA | 4 | 1.37 | 23.83 | (x+((5.92/2)-20))=6.79 | x 5.92 2 / 20 - + 6.79 = | x:dollar 5.92:dollar 2:ticket /:dollar 20:dollar -:dollar +:dollar 6.79:dollar =:dollar
EXPR: 0 | POS | FRA | 4 | 1.37 | 20.435 | (5.92+(2*(x-20)))=6.79 | 5.92 2 x 20 - * + 6.79 = | 5.92:dollar 2:ticket x:dollar 20:dollar -:dollar *:dollar +:dollar 6.79:dollar =:dollar
EXPR: 0 | POS | FRA | 4 | 1.37 | 14.95 | (((5.92*2)-20)+x)=6.79 | 5.92 2 * 20 - x + 6.79 = | 5.92:dollar 2:ticket *:dollar 20:dollar -:dollar x:dollar +:dollar 6.79:dollar =:dollar
EXPR: 0 | POS | FRA | 5 | 1.37 | 4.01968 | x=(6.79*((5.92*2)/20)) | x 6.79 5.92 2 * 20 / * = | x:dollar 6.79:dollar 5.92:dollar 2:ticket *:ticket 20:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 5 | 1.37 | 0.0289837997054487 | (5.92-(20*(2/6.79)))=x | 5.92 20 2 6.79 / * - x = | 5.92:dollar 20:dollar 2:ticket 6.79:dollar /:ticket *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 5 | 1.37 | 11.8110162002946 | (5.92+(20*(2/6.79)))=x | 5.92 20 2 6.79 / * + x = | 5.92:dollar 20:dollar 2:ticket 6.79:dollar /:ticket *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 5 | 1.37 | 4.44724594992636 | (5.92-(20/(2*6.79)))=x | 5.92 20 2 6.79 * / - x = | 5.92:dollar 20:dollar 2:ticket 6.79:dollar *:ticket /:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 5 | 1.37 | 7.39275405007364 | (5.92+(20/(2*6.79)))=x | 5.92 20 2 6.79 * / + x = | 5.92:dollar 20:dollar 2:ticket 6.79:dollar *:ticket /:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 5 | 1.37 | 12.34 | ((5.92+20)-(2*6.79))=x | 5.92 20 + 2 6.79 * - x = | 5.92:dollar 20:dollar +:dollar 2:ticket 6.79:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 6 | 1.37 | 4.01968 | x=(6.79*((5.92*2)/20)) | x 6.79 5.92 2 * 20 / * = | x:dollar 6.79:dollar 5.92:dollar 2:ticket *:ticket 20:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 6 | 1.37 | 11.8110162002946 | (5.92+(20*(2/6.79)))=x | 5.92 20 2 6.79 / * + x = | 5.92:dollar 20:dollar 2:ticket 6.79:dollar /:ticket *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 6 | 1.37 | 4.44724594992636 | (5.92-(20/(2*6.79)))=x | 5.92 20 2 6.79 * / - x = | 5.92:dollar 20:dollar 2:ticket 6.79:dollar *:ticket /:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 6 | 1.37 | 12.34 | ((5.92+20)-(2*6.79))=x | 5.92 20 + 2 6.79 * - x = | 5.92:dollar 20:dollar +:dollar 2:ticket 6.79:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 6 | 1.37 | 7.39275405007364 | (5.92+(20/(2*6.79)))=x | 5.92 20 2 6.79 * / + x = | 5.92:dollar 20:dollar 2:ticket 6.79:dollar *:ticket /:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 7 | 1.37 | 10.25 | (6.79+((5.92/2)+x))=20 | 6.79 5.92 2 / x + + 20 = | 6.79:dollar 5.92:dollar 2:ticket /:dollar x:dollar +:dollar +:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 7 | 1.37 | 9.565 | (((5.92+20)-6.79)/2)=x | 5.92 20 + 6.79 - 2 / x = | 5.92:dollar 20:dollar +:dollar 6.79:dollar -:dollar 2:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 7 | 1.37 | 14.95 | 6.79=(((5.92*2)-20)+x) | 6.79 5.92 2 * 20 - x + = | 6.79:dollar 5.92:dollar 2:ticket *:dollar 20:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 7 | 1.37 | 0.224072672218017 | x=(5.92/((20-6.79)*2)) | x 5.92 20 6.79 - 2 * / = | x:dollar 5.92:dollar 20:dollar 6.79:dollar -:dollar 2:ticket *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 7 | 1.37 | 32.34 | x=(5.92+((20-6.79)*2)) | x 5.92 20 6.79 - 2 * + = | x:dollar 5.92:dollar 20:dollar 6.79:dollar -:dollar 2:ticket *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 7 | 1.37 | 9.565 | x=((5.92+(20-6.79))/2) | x 5.92 20 6.79 - + 2 / = | x:dollar 5.92:dollar 20:dollar 6.79:dollar -:dollar +:dollar 2:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 8 | 1.37 | 9.565 | (((5.92+20)-6.79)/2)=x | 5.92 20 + 6.79 - 2 / x = | 5.92:dollar 20:dollar +:dollar 6.79:dollar -:dollar 2:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 8 | 1.37 | 32.34 | x=(5.92+((20-6.79)*2)) | x 5.92 20 6.79 - 2 * + = | x:dollar 5.92:dollar 20:dollar 6.79:dollar -:dollar 2:ticket *:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 8 | 1.37 | 9.565 | x=((5.92+(20-6.79))/2) | x 5.92 20 6.79 - + 2 / = | x:dollar 5.92:dollar 20:dollar 6.79:dollar -:dollar +:dollar 2:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 9 | 1.37 | 0.52391975308642 | ((6.79*(2/x))-5.92)=20 | 6.79 2 x / * 5.92 - 20 = | 6.79:dollar 2:ticket x:dollar /:ticket *:dollar 5.92:dollar -:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 9 | 1.37 | 0.964488636363636 | ((6.79*(2/x))+5.92)=20 | 6.79 2 x / * 5.92 + 20 = | 6.79:dollar 2:ticket x:dollar /:ticket *:dollar 5.92:dollar +:dollar 20:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.4875 | (((5.92/2)+6.79)/20)=x | 5.92 2 / 6.79 + 20 / x = | 5.92:dollar 2:ticket /:dollar 6.79:dollar +:dollar 20:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 372.6 | (((5.92*2)+6.79)*20)=x | 5.92 2 * 6.79 + 20 * x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar +:dollar 20:ticket *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 1.37 | 195 | (((5.92/2)+6.79)*20)=x | 5.92 2 / 6.79 + 20 * x = | 5.92:dollar 2:ticket /:dollar 6.79:dollar +:dollar 20:ticket *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 1.37 | 195 | x=(((5.92/2)+6.79)*20) | x 5.92 2 / 6.79 + 20 * = | x:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar +:dollar 20:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.0871870397643593 | ((5.92*(2/6.79))/20)=x | 5.92 2 6.79 / * 20 / x = | 5.92:dollar 2:ticket 6.79:dollar /:ticket *:ticket 20:dollar /:ticket x:ticket =:ticket
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.975 | x=((5.92+(2*6.79))/20) | x 5.92 2 6.79 * + 20 / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar 20:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 21.13 | x=((5.92+2)-(6.79-20)) | x 5.92 2 + 6.79 20 - - = | x:dollar 5.92:dollar 2:dollar +:dollar 6.79:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.2525 | (((5.92*2)-6.79)/20)=x | 5.92 2 * 6.79 - 20 / x = | 5.92:dollar 2:ticket *:dollar 6.79:dollar -:dollar 20:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 34.71 | x=((5.92+2)+(6.79+20)) | x 5.92 2 + 6.79 20 + + = | x:dollar 5.92:dollar 2:dollar +:dollar 6.79:dollar 20:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 34.8748159057437 | (((5.92*2)/6.79)*20)=x | 5.92 2 * 6.79 / 20 * x = | 5.92:dollar 2:ticket *:ticket 6.79:dollar /:ticket 20:dollar *:ticket x:ticket =:ticket
EXPR: 0 | POS | FRA | 10 | 1.37 | 30.71 | x=(5.92-(2-(6.79+20))) | x 5.92 2 6.79 20 + - - = | x:dollar 5.92:dollar 2:dollar 6.79:dollar 20:dollar +:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 30.71 | x=((5.92-2)+(6.79+20)) | x 5.92 2 - 6.79 20 + + = | x:dollar 5.92:dollar 2:dollar -:dollar 6.79:dollar 20:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 17.13 | x=((5.92-2)-(6.79-20)) | x 5.92 2 - 6.79 20 - - = | x:dollar 5.92:dollar 2:dollar -:dollar 6.79:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 101.72 | (5.92-((2-6.79)*20))=x | 5.92 2 6.79 - 20 * - x = | 5.92:dollar 2:ticket 6.79:ticket -:ticket 20:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.4875 | x=(((5.92/2)+6.79)/20) | x 5.92 2 / 6.79 + 20 / = | x:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar +:dollar 20:ticket /:dollar =:dollar
EXPR: 0 | POS | INT | 10 | 1.37 | 390 | x=((5.92+(2*6.79))*20) | x 5.92 2 6.79 * + 20 * = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar 20:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.441955953714072 | ((5.92*2)/(6.79+20))=x | 5.92 2 * 6.79 20 + / x = | 5.92:dollar 2:ticket *:ticket 6.79:dollar 20:dollar +:dollar /:ticket x:ticket =:ticket
EXPR: 0 | POS | FRA | 10 | 1.37 | 34.71 | x=(5.92+(2+(6.79+20))) | x 5.92 2 6.79 20 + + + = | x:dollar 5.92:dollar 2:dollar 6.79:dollar 20:dollar +:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.441955953714072 | x=(5.92*(2/(6.79+20))) | x 5.92 2 6.79 20 + / * = | x:ticket 5.92:dollar 2:ticket 6.79:dollar 20:dollar +:dollar /:ticket *:ticket =:ticket
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.176295413936867 | x=(5.92/((2*6.79)+20)) | x 5.92 2 6.79 * 20 + / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:ticket 20:ticket +:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 34.71 | (5.92+(2+(6.79+20)))=x | 5.92 2 6.79 20 + + + x = | 5.92:dollar 2:dollar 6.79:dollar 20:dollar +:dollar +:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 372.6 | x=(((5.92*2)+6.79)*20) | x 5.92 2 * 6.79 + 20 * = | x:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar +:dollar 20:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 317.1936 | ((5.92*2)*(6.79+20))=x | 5.92 2 * 6.79 20 + * x = | 5.92:dollar 2:ticket *:ticket 6.79:dollar 20:dollar +:dollar *:ticket x:ticket =:ticket
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.0871870397643593 | x=((5.92*(2/6.79))/20) | x 5.92 2 6.79 / * 20 / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket *:dollar 20:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 0.0871870397643593 | x=((5.92*(2/6.79))/20) | x 5.92 2 6.79 / * 20 / = | x:ticket 5.92:dollar 2:ticket 6.79:dollar /:ticket *:ticket 20:dollar /:ticket =:ticket
EXPR: 0 | POS | FRA | 10 | 1.37 | 5.241 | x=(5.92-((2*6.79)/20)) | x 5.92 2 6.79 * 20 / - = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:ticket /:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 8.71870397643594 | x=((5.92/(2*6.79))*20) | x 5.92 2 6.79 * / 20 * = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:ticket /:dollar 20:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 21.13 | x=(((5.92+2)-6.79)+20) | x 5.92 2 + 6.79 - 20 + = | x:dollar 5.92:dollar 2:dollar +:dollar 6.79:dollar -:dollar 20:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 34.71 | x=(5.92+((2+6.79)+20)) | x 5.92 2 6.79 + 20 + + = | x:dollar 5.92:dollar 2:dollar 6.79:dollar +:dollar 20:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 6.599 | x=(5.92+((2*6.79)/20)) | x 5.92 2 6.79 * 20 / + = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar 20:ticket /:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 181.72 | (5.92+((2+6.79)*20))=x | 5.92 2 6.79 + 20 * + x = | 5.92:dollar 2:ticket 6.79:ticket +:ticket 20:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 120.143740795287 | x=(5.92*((2/6.79)+20)) | x 5.92 2 6.79 / 20 + * = | x:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket 20:ticket +:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 198.7936 | x=(5.92*((2*6.79)+20)) | x 5.92 2 6.79 * 20 + * = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:ticket 20:ticket +:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 33.7768 | (((5.92+2)*6.79)-20)=x | 5.92 2 + 6.79 * 20 - x = | 5.92:ticket 2:ticket +:ticket 6.79:dollar *:dollar 20:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 6.6168 | (((5.92-2)*6.79)-20)=x | 5.92 2 - 6.79 * 20 - x = | 5.92:ticket 2:ticket -:ticket 6.79:dollar *:dollar 20:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 21.13 | (5.92+(2-(6.79-20)))=x | 5.92 2 6.79 20 - - + x = | 5.92:dollar 2:dollar 6.79:dollar 20:dollar -:dollar -:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 10 | 1.37 | 32.0368 | ((5.92*(2+6.79))-20)=x | 5.92 2 6.79 + * 20 - x = | 5.92:dollar 2:ticket 6.79:ticket +:ticket *:dollar 20:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 0.4875 | (((5.92/2)+6.79)/20)=x | 5.92 2 / 6.79 + 20 / x = | 5.92:dollar 2:ticket /:dollar 6.79:dollar +:dollar 20:ticket /:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 6.198 | (6.79-((2/20)*5.92))=x | 6.79 2 20 / 5.92 * - x = | 6.79:dollar 2:ticket 20:dollar /:ticket 5.92:dollar *:dollar -:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 7.382 | (6.79+((2/20)*5.92))=x | 6.79 2 20 / 5.92 * + x = | 6.79:dollar 2:ticket 20:dollar /:ticket 5.92:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 34.95 | (6.79+(2*(20-5.92)))=x | 6.79 2 20 5.92 - * + x = | 6.79:dollar 2:ticket 20:dollar 5.92:dollar -:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 0.0871870397643593 | ((5.92*(2/6.79))/20)=x | 5.92 2 6.79 / * 20 / x = | 5.92:dollar 2:ticket 6.79:dollar /:ticket *:ticket 20:dollar /:ticket x:ticket =:ticket
EXPR: 0 | POS | FRA | 11 | 1.37 | 0.975 | x=((5.92+(2*6.79))/20) | x 5.92 2 6.79 * + 20 / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar 20:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 21.13 | x=((5.92+2)-(6.79-20)) | x 5.92 2 + 6.79 20 - - = | x:dollar 5.92:dollar 2:dollar +:dollar 6.79:dollar 20:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 11.4695945945946 | 20=(((5.92*2)/6.79)*x) | 20 5.92 2 * 6.79 / x * = | 20:dollar 5.92:dollar 2:ticket *:ticket 6.79:dollar /:ticket x:dollar *:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 23.83 | 20=(((5.92/2)-6.79)+x) | 20 5.92 2 / 6.79 - x + = | 20:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 34.8748159057437 | (((5.92*2)/6.79)*20)=x | 5.92 2 * 6.79 / 20 * x = | 5.92:dollar 2:ticket *:ticket 6.79:dollar /:ticket 20:dollar *:ticket x:ticket =:ticket
EXPR: 0 | POS | FRA | 11 | 1.37 | 14.95 | 20=(((5.92*2)-6.79)+x) | 20 5.92 2 * 6.79 - x + = | 20:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 10.25 | 20=(((5.92/2)+6.79)+x) | 20 5.92 2 / 6.79 + x + = | 20:dollar 5.92:dollar 2:ticket /:dollar 6.79:dollar +:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 11 | 1.37 | 390 | x=((5.92+(2*6.79))*20) | x 5.92 2 6.79 * + 20 * = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar 20:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 0.441955953714072 | ((5.92*2)/(6.79+20))=x | 5.92 2 * 6.79 20 + / x = | 5.92:dollar 2:ticket *:ticket 6.79:dollar 20:dollar +:dollar /:ticket x:ticket =:ticket
EXPR: 0 | POS | FRA | 11 | 1.37 | 34.71 | x=(5.92+(2+(6.79+20))) | x 5.92 2 6.79 20 + + + = | x:dollar 5.92:dollar 2:dollar 6.79:dollar 20:dollar +:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 0.176295413936867 | x=(5.92/((2*6.79)+20)) | x 5.92 2 6.79 * 20 + / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar *:ticket 20:ticket +:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 4.01968 | 20=(5.92*((2*6.79)/x)) | 20 5.92 2 6.79 * x / * = | 20:dollar 5.92:dollar 2:ticket 6.79:dollar *:ticket x:dollar /:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 18.2562592047128 | 20=((5.92*(2/6.79))+x) | 20 5.92 2 6.79 / * x + = | 20:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket *:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 372.6 | x=(((5.92*2)+6.79)*20) | x 5.92 2 * 6.79 + 20 * = | x:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar +:dollar 20:ticket *:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 0.5 | 20=((5.92+(2*6.79))+x) | 20 5.92 2 6.79 * + x + = | 20:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar +:dollar x:dollar +:dollar =:dollar
EXPR: 1 | POS | FRA | 11 | 1.37 | 1.37 | 20=(((5.92*2)+6.79)+x) | 20 5.92 2 * 6.79 + x + = | 20:dollar 5.92:dollar 2:ticket *:dollar 6.79:dollar +:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 317.1936 | ((5.92*2)*(6.79+20))=x | 5.92 2 * 6.79 20 + * x = | 5.92:dollar 2:ticket *:ticket 6.79:dollar 20:dollar +:dollar *:ticket x:ticket =:ticket
EXPR: 0 | POS | FRA | 11 | 1.37 | 0.5 | 20=(5.92+((2*6.79)+x)) | 20 5.92 2 6.79 * x + + = | 20:dollar 5.92:dollar 2:ticket 6.79:dollar *:dollar x:dollar +:dollar +:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 0.0871870397643593 | x=((5.92*(2/6.79))/20) | x 5.92 2 6.79 / * 20 / = | x:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket *:dollar 20:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 1.00492 | 20=(5.92/((2/6.79)*x)) | 20 5.92 2 6.79 / x * / = | 20:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket x:dollar *:ticket /:dollar =:dollar
EXPR: 0 | POS | FRA | 11 | 1.37 | 47.8015999999999 | 20=(5.92+((2/6.79)*x)) | 20 5.92 2 6.79 / x * + = | 20:dollar 5.92:dollar 2:ticket 6.79:dollar /:ticket x:dollar *:dollar +:dollar =:dollar
