parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 1 | POS | INT | 0 | 2016 | 2016 | ((4*12)*42)=x | 4 12 * 42 * x = | 4:dozen 12:calorie *:calorie 42:bar *:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 13 | 2016 | 2016 | (12*(4*42))=x | 12 4 42 * * x = | 12:calorie 4:dozen 42:bar *:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 13 | 2016 | 14 | ((4*42)/12)=x | 4 42 * 12 / x = | 4:dozen 42:bar *:bar 12:calorie /:bar x:bar =:bar
EXPR: 1 | POS | INT | 13 | 2016 | 2016 | x=((4*42)*12) | x 4 42 * 12 * = | x:dozen 4:dozen 42:bar *:dozen 12:calorie *:dozen =:dozen
EXPR: 0 | POS | INT | 13 | 2016 | 14 | x=((4*42)/12) | x 4 42 * 12 / = | x:dozen 4:dozen 42:bar *:dozen 12:calorie /:dozen =:dozen
EXPR: 0 | POS | INT | 13 | 2016 | 180 | (12+(4*42))=x | 12 4 42 * + x = | 12:calorie 4:dozen 42:calorie *:calorie +:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 14 | (4*(42/12))=x | 4 42 12 / * x = | 4:dozen 42:bar 12:calorie /:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 13 | 2016 | 552 | x=((4+42)*12) | x 4 42 + 12 * = | x:calorie 4:bar 42:bar +:bar 12:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 45 | x=((12/4)+42) | x 12 4 / 42 + = | x:calorie 12:calorie 4:dozen /:calorie 42:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 180 | x=(12+(4*42)) | x 12 4 42 * + = | x:calorie 12:calorie 4:dozen 42:calorie *:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 126 | x=((12/4)*42) | x 12 4 / 42 * = | x:calorie 12:calorie 4:dozen /:calorie 42:dozen *:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 120 | x=(4*(42-12)) | x 4 42 12 - * = | x:calorie 4:dozen 42:calorie 12:calorie -:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 13 | 2016 | 2016 | x=(12*(4*42)) | x 12 4 42 * * = | x:calorie 12:calorie 4:calorie 42:bar *:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 13 | 2016 | 2016 | x=((4*42)*12) | x 4 42 * 12 * = | x:bar 4:dozen 42:bar *:bar 12:calorie *:bar =:bar
EXPR: 0 | POS | INT | 13 | 2016 | 552 | ((4+42)*12)=x | 4 42 + 12 * x = | 4:bar 42:bar +:bar 12:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 126 | ((12/4)*42)=x | 12 4 / 42 * x = | 12:calorie 4:dozen /:calorie 42:bar *:bar x:bar =:bar
EXPR: 0 | POS | INT | 13 | 2016 | 336 | x=((12-4)*42) | x 12 4 - 42 * = | x:calorie 12:calorie 4:calorie -:calorie 42:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 552 | x=(12*(4+42)) | x 12 4 42 + * = | x:calorie 12:calorie 4:dozen 42:dozen +:dozen *:calorie =:calorie
EXPR: 1 | POS | INT | 13 | 2016 | 2016 | x=(12*(4*42)) | x 12 4 42 * * = | x:dozen 12:calorie 4:dozen 42:bar *:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 13 | 2016 | 180 | x=(12+(4*42)) | x 12 4 42 * + = | x:calorie 12:calorie 4:calorie 42:bar *:calorie +:calorie =:calorie
EXPR: 1 | POS | INT | 13 | 2016 | 2016 | (12*(4*42))=x | 12 4 42 * * x = | 12:calorie 4:dozen 42:bar *:dozen *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 13 | 2016 | 14 | (4*(42/12))=x | 4 42 12 / * x = | 4:dozen 42:bar 12:calorie /:bar *:dozen x:dozen =:dozen
EXPR: 0 | POS | INT | 13 | 2016 | 14 | (4*(42/12))=x | 4 42 12 / * x = | 4:calorie 42:bar 12:calorie /:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 13 | 2016 | 14 | x=(4*(42/12)) | x 4 42 12 / * = | x:calorie 4:calorie 42:bar 12:calorie /:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | 12=(4*(42/x)) | 12 4 42 x / * = | 12:dozen 4:dozen 42:bar x:calorie /:bar *:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 180 | (x-(4*42))=12 | x 4 42 * - 12 = | x:calorie 4:calorie 42:bar *:calorie -:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 4=((42/x)*12) | 4 42 x / 12 * = | 4:dozen 42:bar x:calorie /:bar 12:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 14 | 12=((4*42)/x) | 12 4 42 * x / = | 12:bar 4:dozen 42:bar *:bar x:calorie /:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 14 | 12=(4*(42/x)) | 12 4 42 x / * = | 12:calorie 4:calorie 42:bar x:calorie /:bar *:calorie =:calorie
EXPR: 1 | POS | INT | 14 | 2016 | 2016 | (x/(4*42))=12 | x 4 42 * / 12 = | x:calorie 4:calorie 42:bar *:bar /:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 500 | 12=((x+4)/42) | 12 x 4 + 42 / = | 12:calorie x:calorie 4:calorie +:calorie 42:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | (x*(4/42))=12 | x 4 42 / * 12 = | x:calorie 4:dozen 42:bar /:dozen *:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 14 | (4*(42/x))=12 | 4 42 x / * 12 = | 4:calorie 42:bar x:calorie /:bar *:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 552 | 12=(x/(4+42)) | 12 x 4 42 + / = | 12:calorie x:calorie 4:bar 42:bar +:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 12=(x*(4/42)) | 12 x 4 42 / * = | 12:calorie x:calorie 4:dozen 42:calorie /:dozen *:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | 4=((x/42)*12) | 4 x 42 / 12 * = | 4:dozen x:calorie 42:bar /:calorie 12:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 14 | 2016 | 2016 | 12=(x/(4*42)) | 12 x 4 42 * / = | 12:calorie x:calorie 4:dozen 42:calorie *:dozen /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 12=((x*4)/42) | 12 x 4 * 42 / = | 12:calorie x:calorie 4:bar *:calorie 42:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | ((4/x)*42)=12 | 4 x / 42 * 12 = | 4:dozen x:calorie /:dozen 42:bar *:bar 12:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 216 | ((x/4)-42)=12 | x 4 / 42 - 12 = | x:calorie 4:dozen /:calorie 42:calorie -:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 39 | 12=(4*(42-x)) | 12 4 42 x - * = | 12:calorie 4:dozen 42:calorie x:calorie -:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 14 | 2016 | 2016 | (x/(4*42))=12 | x 4 42 * / 12 = | x:calorie 4:dozen 42:calorie *:dozen /:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 156 | ((4*42)-x)=12 | 4 42 * x - 12 = | 4:calorie 42:bar *:calorie x:calorie -:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | (x*(4/42))=12 | x 4 42 / * 12 = | x:calorie 4:dozen 42:calorie /:dozen *:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | ((4*42)/x)=12 | 4 42 * x / 12 = | 4:dozen 42:bar *:bar x:calorie /:bar 12:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 12=((4*x)/42) | 12 4 x * 42 / = | 12:calorie 4:dozen x:calorie *:calorie 42:dozen /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 156 | ((12+x)/4)=42 | 12 x + 4 / 42 = | 12:calorie x:calorie +:calorie 4:dozen /:calorie 42:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | (x*(12/4))=42 | x 12 4 / * 42 = | x:bar 12:calorie 4:dozen /:calorie *:bar 42:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 39 | (4*(42-x))=12 | 4 42 x - * 12 = | 4:dozen 42:calorie x:calorie -:calorie *:calorie 12:calorie =:calorie
EXPR: 1 | POS | INT | 14 | 2016 | 2016 | 12=(x/(4*42)) | 12 x 4 42 * / = | 12:calorie x:calorie 4:calorie 42:bar *:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | ((12*x)/4)=42 | 12 x * 4 / 42 = | 12:calorie x:bar *:bar 4:dozen /:bar 42:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 180 | 12=(x-(4*42)) | 12 x 4 42 * - = | 12:calorie x:calorie 4:calorie 42:bar *:calorie -:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | ((4/x)*42)=12 | 4 x / 42 * 12 = | 4:dozen x:calorie /:dozen 42:bar *:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 126 | ((4*x)/42)=12 | 4 x * 42 / 12 = | 4:dozen x:calorie *:dozen 42:bar /:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 552 | 12=(x/(4+42)) | 12 x 4 42 + / = | 12:calorie x:calorie 4:dozen 42:dozen +:dozen /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 4=((42/x)*12) | 4 42 x / 12 * = | 4:calorie 42:bar x:calorie /:bar 12:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 12=((4*x)/42) | 12 4 x * 42 / = | 12:dozen 4:dozen x:calorie *:dozen 42:bar /:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 672 | 4=((x/42)-12) | 4 x 42 / 12 - = | 4:calorie x:calorie 42:bar /:calorie 12:calorie -:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | 12=((4/x)*42) | 12 4 x / 42 * = | 12:dozen 4:dozen x:calorie /:dozen 42:bar *:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 4=((42/x)*12) | 4 42 x / 12 * = | 4:dozen 42:dozen x:calorie /:dozen 12:calorie *:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 216 | 12=((x/4)-42) | 12 x 4 / 42 - = | 12:calorie x:calorie 4:dozen /:calorie 42:calorie -:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | ((12/4)*x)=42 | 12 4 / x * 42 = | 12:calorie 4:dozen /:calorie x:bar *:bar 42:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 336 | (4+(x/42))=12 | 4 x 42 / + 12 = | 4:calorie x:calorie 42:bar /:calorie +:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 14 | (12*(x/4))=42 | 12 x 4 / * 42 = | 12:bar x:calorie 4:dozen /:calorie *:bar 42:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 126 | (4*(x/42))=12 | 4 x 42 / * 12 = | 4:bar x:calorie 42:bar /:calorie *:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 4=(42*(12/x)) | 4 42 12 x / * = | 4:dozen 42:bar 12:dozen x:calorie /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 126 | (4*(x/42))=12 | 4 x 42 / * 12 = | 4:dozen x:calorie 42:bar /:calorie *:dozen 12:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 14 | (x*(12/4))=42 | x 12 4 / * 42 = | x:calorie 12:bar 4:dozen /:bar *:bar 42:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 14 | (12*(x/4))=42 | 12 x 4 / * 42 = | 12:calorie x:bar 4:dozen /:bar *:bar 42:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 508 | 12=((x-4)/42) | 12 x 4 - 42 / = | 12:calorie x:calorie 4:calorie -:calorie 42:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 12=((x*4)/42) | 12 x 4 * 42 / = | 12:calorie x:calorie 4:dozen *:calorie 42:dozen /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 12=((4*x)/42) | 12 4 x * 42 / = | 12:calorie 4:bar x:calorie *:calorie 42:bar /:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 12=(4*(x/42)) | 12 4 x 42 / * = | 12:calorie 4:bar x:calorie 42:bar /:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 14 | 2016 | 126 | 12=(x*(4/42)) | 12 x 4 42 / * = | 12:dozen x:calorie 4:dozen 42:bar /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 14 | 2016 | 14 | ((12/4)*x)=42 | 12 4 / x * 42 = | 12:bar 4:dozen /:bar x:calorie *:bar 42:bar =:bar
EXPR: 0 | POS | INT | 14 | 2016 | 14 | (4*(42/x))=12 | 4 42 x / * 12 = | 4:dozen 42:bar x:calorie /:bar *:bar 12:bar =:bar
EXPR: 0 | POS | INT | 15 | 2016 | 126 | (12*(42/4))=x | 12 42 4 / * x = | 12:calorie 42:bar 4:dozen /:bar *:bar x:bar =:bar
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | (42*(4*12))=x | 42 4 12 * * x = | 42:bar 4:bar 12:calorie *:calorie *:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:calorie 12:calorie 42:bar *:bar 4:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:dozen 12:calorie 42:bar *:calorie 4:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 15 | 2016 | 456 | (12*(42-4))=x | 12 42 4 - * x = | 12:calorie 42:bar 4:bar -:bar *:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | x=(42*(4*12)) | x 42 4 12 * * = | x:bar 42:bar 4:dozen 12:calorie *:calorie *:bar =:bar
EXPR: 0 | POS | INT | 15 | 2016 | 672 | (42*(4+12))=x | 42 4 12 + * x = | 42:bar 4:calorie 12:calorie +:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 15 | 2016 | 90 | (42+(4*12))=x | 42 4 12 * + x = | 42:calorie 4:dozen 12:calorie *:calorie +:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | ((12*42)*4)=x | 12 42 * 4 * x = | 12:calorie 42:bar *:bar 4:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 15 | 2016 | 126 | ((12*42)/4)=x | 12 42 * 4 / x = | 12:calorie 42:bar *:bar 4:dozen /:bar x:bar =:bar
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | ((12*42)*4)=x | 12 42 * 4 * x = | 12:calorie 42:bar *:bar 4:dozen *:bar x:bar =:bar
EXPR: 0 | POS | INT | 15 | 2016 | 126 | x=((12*42)/4) | x 12 42 * 4 / = | x:calorie 12:calorie 42:dozen *:calorie 4:dozen /:calorie =:calorie
EXPR: 0 | POS | INT | 15 | 2016 | 90 | x=(42+(4*12)) | x 42 4 12 * + = | x:calorie 42:calorie 4:dozen 12:calorie *:calorie +:calorie =:calorie
EXPR: 0 | POS | INT | 15 | 2016 | 126 | ((12*42)/4)=x | 12 42 * 4 / x = | 12:calorie 42:bar *:calorie 4:bar /:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | ((12*42)*4)=x | 12 42 * 4 * x = | 12:calorie 42:bar *:calorie 4:bar *:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:calorie 12:calorie 42:dozen *:calorie 4:dozen *:calorie =:calorie
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | x=(42*(4*12)) | x 42 4 12 * * = | x:calorie 42:dozen 4:dozen 12:calorie *:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 15 | 2016 | 672 | x=(42*(4+12)) | x 42 4 12 + * = | x:calorie 42:bar 4:calorie 12:calorie +:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 15 | 2016 | 126 | ((42/4)*12)=x | 42 4 / 12 * x = | 42:bar 4:dozen /:bar 12:calorie *:bar x:bar =:bar
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:dozen 12:calorie 42:bar *:bar 4:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 15 | 2016 | 456 | x=((42-4)*12) | x 42 4 - 12 * = | x:calorie 42:dozen 4:dozen -:dozen 12:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 15 | 2016 | 456 | (12*(42-4))=x | 12 42 4 - * x = | 12:calorie 42:dozen 4:dozen -:dozen *:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | (42*(4*12))=x | 42 4 12 * * x = | 42:bar 4:dozen 12:calorie *:dozen *:bar x:bar =:bar
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | x=(42*(4*12)) | x 42 4 12 * * = | x:calorie 42:bar 4:bar 12:calorie *:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | x=(42*(4*12)) | x 42 4 12 * * = | x:dozen 42:bar 4:dozen 12:calorie *:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 15 | 2016 | 14 | x=(42*(4/12)) | x 42 4 12 / * = | x:dozen 42:bar 4:dozen 12:calorie /:dozen *:dozen =:dozen
EXPR: 1 | POS | INT | 15 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:bar 12:calorie 42:bar *:bar 4:dozen *:bar =:bar
EXPR: 0 | POS | INT | 15 | 2016 | 126 | x=((12*42)/4) | x 12 42 * 4 / = | x:bar 12:calorie 42:bar *:bar 4:dozen /:bar =:bar
EXPR: 0 | POS | INT | 15 | 2016 | 14 | (42*(4/12))=x | 42 4 12 / * x = | 42:bar 4:dozen 12:calorie /:dozen *:bar x:bar =:bar
EXPR: 0 | POS | INT | 16 | 2016 | 126 | (12*(42/4))=x | 12 42 4 / * x = | 12:calorie 42:bar 4:dozen /:bar *:bar x:bar =:bar
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:calorie 12:calorie 42:bar *:bar 4:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:dozen 12:calorie 42:bar *:calorie 4:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 16 | 2016 | 672 | (42*(4+12))=x | 42 4 12 + * x = | 42:bar 4:calorie 12:calorie +:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 16 | 2016 | 90 | (42+(4*12))=x | 42 4 12 * + x = | 42:calorie 4:dozen 12:calorie *:calorie +:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | ((12*42)*4)=x | 12 42 * 4 * x = | 12:calorie 42:bar *:bar 4:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 16 | 2016 | 126 | ((12*42)/4)=x | 12 42 * 4 / x = | 12:calorie 42:bar *:bar 4:dozen /:bar x:bar =:bar
EXPR: 0 | POS | INT | 16 | 2016 | 126 | x=((12*42)/4) | x 12 42 * 4 / = | x:calorie 12:calorie 42:dozen *:calorie 4:dozen /:calorie =:calorie
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | ((12*42)*4)=x | 12 42 * 4 * x = | 12:calorie 42:bar *:bar 4:dozen *:bar x:bar =:bar
EXPR: 0 | POS | INT | 16 | 2016 | 456 | (12*(42-4))=x | 12 42 4 - * x = | 12:calorie 42:bar 4:bar -:bar *:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | (42*(4*12))=x | 42 4 12 * * x = | 42:bar 4:bar 12:calorie *:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 16 | 2016 | 126 | ((12*42)/4)=x | 12 42 * 4 / x = | 12:calorie 42:bar *:calorie 4:bar /:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | ((12*42)*4)=x | 12 42 * 4 * x = | 12:calorie 42:bar *:calorie 4:bar *:calorie x:calorie =:calorie
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:calorie 12:calorie 42:dozen *:calorie 4:dozen *:calorie =:calorie
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | x=(42*(4*12)) | x 42 4 12 * * = | x:calorie 42:dozen 4:dozen 12:calorie *:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 16 | 2016 | 672 | x=(42*(4+12)) | x 42 4 12 + * = | x:calorie 42:bar 4:calorie 12:calorie +:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 16 | 2016 | 126 | ((42/4)*12)=x | 42 4 / 12 * x = | 42:bar 4:dozen /:bar 12:calorie *:bar x:bar =:bar
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:dozen 12:calorie 42:bar *:bar 4:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 16 | 2016 | 456 | x=((42-4)*12) | x 42 4 - 12 * = | x:calorie 42:dozen 4:dozen -:dozen 12:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | (42*(4*12))=x | 42 4 12 * * x = | 42:bar 4:dozen 12:calorie *:dozen *:bar x:bar =:bar
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | x=(42*(4*12)) | x 42 4 12 * * = | x:calorie 42:bar 4:bar 12:calorie *:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | x=(42*(4*12)) | x 42 4 12 * * = | x:bar 42:bar 4:dozen 12:calorie *:calorie *:bar =:bar
EXPR: 0 | POS | INT | 16 | 2016 | 126 | (12*(42/4))=x | 12 42 4 / * x = | 12:calorie 42:bar 4:calorie /:bar *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 16 | 2016 | 14 | x=(42*(4/12)) | x 42 4 12 / * = | x:dozen 42:bar 4:dozen 12:calorie /:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 16 | 2016 | 126 | x=((12*42)/4) | x 12 42 * 4 / = | x:bar 12:calorie 42:bar *:bar 4:dozen /:bar =:bar
EXPR: 0 | POS | INT | 16 | 2016 | 14 | (42*(4/12))=x | 42 4 12 / * x = | 42:bar 4:dozen 12:calorie /:dozen *:bar x:bar =:bar
EXPR: 1 | POS | INT | 16 | 2016 | 2016 | x=((12*42)*4) | x 12 42 * 4 * = | x:bar 12:calorie 42:bar *:bar 4:dozen *:bar =:bar
EXPR: 0 | POS | INT | 17 | 2016 | 14 | 12=((42/x)*4) | 12 42 x / 4 * = | 12:dozen 42:bar x:calorie /:bar 4:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 2016 | 126 | (42*(12/4))=x | 42 12 4 / * x = | 42:dozen 12:calorie 4:dozen /:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 126 | x=(42*(12/4)) | x 42 12 4 / * = | x:calorie 42:dozen 12:calorie 4:dozen /:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 6 | ((42+x)/4)=12 | 42 x + 4 / 12 = | 42:calorie x:calorie +:calorie 4:dozen /:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 14 | ((42/x)*4)=12 | 42 x / 4 * 12 = | 42:bar x:calorie /:bar 4:dozen *:bar 12:bar =:bar
EXPR: 0 | POS | INT | 17 | 2016 | 126 | (42*(12/4))=x | 42 12 4 / * x = | 42:bar 12:calorie 4:bar /:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 126 | 12=((x/42)*4) | 12 x 42 / 4 * = | 12:dozen x:calorie 42:bar /:calorie 4:dozen *:dozen =:dozen
EXPR: 0 | POS | INT | 17 | 2016 | 14 | 12=(42*(4/x)) | 12 42 4 x / * = | 12:bar 42:bar 4:dozen x:calorie /:dozen *:bar =:bar
EXPR: 1 | POS | INT | 17 | 2016 | 2016 | 42=(x/(4*12)) | 42 x 4 12 * / = | 42:bar x:bar 4:dozen 12:calorie *:calorie /:bar =:bar
EXPR: 0 | POS | INT | 17 | 2016 | 336 | (42*(12-4))=x | 42 12 4 - * x = | 42:bar 12:calorie 4:calorie -:calorie *:calorie x:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 126 | (12*(42/x))=4 | 12 42 x / * 4 = | 12:calorie 42:bar x:calorie /:bar *:calorie 4:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 126 | 42=(x*(4/12)) | 42 x 4 12 / * = | 42:calorie x:calorie 4:dozen 12:calorie /:dozen *:calorie =:calorie
EXPR: 1 | POS | INT | 17 | 2016 | 2016 | 42=(x/(4*12)) | 42 x 4 12 * / = | 42:calorie x:calorie 4:dozen 12:calorie *:dozen /:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 126 | 42=(x*(4/12)) | 42 x 4 12 / * = | 42:bar x:bar 4:dozen 12:calorie /:dozen *:bar =:bar
EXPR: 0 | POS | INT | 17 | 2016 | 456 | 12=(x/(42-4)) | 12 x 42 4 - / = | 12:calorie x:calorie 42:dozen 4:dozen -:dozen /:calorie =:calorie
EXPR: 1 | POS | INT | 17 | 2016 | 2016 | (x/42)=(4*12) | x 42 / 4 12 * = | x:calorie 42:bar /:calorie 4:dozen 12:calorie *:calorie =:calorie
EXPR: 1 | POS | INT | 17 | 2016 | 2016 | 42=(x/(4*12)) | 42 x 4 12 * / = | 42:bar x:bar 4:dozen 12:calorie *:dozen /:bar =:bar
EXPR: 0 | POS | INT | 17 | 2016 | 126 | (12*42)=(4*x) | 12 42 * 4 x * = | 12:calorie 42:bar *:calorie 4:dozen x:calorie *:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 126 | (12*(42/x))=4 | 12 42 x / * 4 = | 12:calorie 42:bar x:calorie /:bar *:bar 4:bar =:bar
EXPR: 0 | POS | INT | 17 | 2016 | 126 | 12=((x/42)*4) | 12 x 42 / 4 * = | 12:calorie x:calorie 42:bar /:calorie 4:bar *:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 39 | ((42-x)*4)=12 | 42 x - 4 * 12 = | 42:calorie x:calorie -:calorie 4:dozen *:calorie 12:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 126 | 12=((x/42)*4) | 12 x 42 / 4 * = | 12:calorie x:calorie 42:dozen /:calorie 4:dozen *:calorie =:calorie
EXPR: 0 | POS | INT | 17 | 2016 | 672 | ((x/42)-4)=12 | x 42 / 4 - 12 = | x:calorie 42:bar /:calorie 4:calorie -:calorie 12:calorie =:calorie
