parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:dollar 13:dollar 9:hour *:dollar 10:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 286 | 250 | x=(10*((13+3)+9)) | x 10 13 3 + 9 + * = | x:dollar 10:dollar 13:hour 3:hour +:hour 9:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 286 | 44 | x=(((9+10)*3)-13) | x 9 10 + 3 * 13 - = | x:dollar 9:dollar 10:dollar +:dollar 3:hour *:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 286 | 70 | x=(((9+10)*3)+13) | x 9 10 + 3 * 13 + = | x:dollar 9:dollar 10:dollar +:dollar 3:hour *:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 286 | 70 | x=(10*((13+3)-9)) | x 10 13 3 + 9 - * = | x:dollar 10:dollar 13:hour 3:hour +:hour 9:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 286 | 190 | x=(((9-3)+13)*10) | x 9 3 - 13 + 10 * = | x:dollar 9:hour 3:hour -:hour 13:hour +:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 286 | 26 | x=((9+(10*3))-13) | x 9 10 3 * + 13 - = | x:dollar 9:dollar 10:hour 3:dollar *:dollar +:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 29 | 286 | 26 | x=(9+((10*3)-13)) | x 9 10 3 * 13 - + = | x:dollar 9:dollar 10:hour 3:dollar *:dollar 13:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 44 | 10=(((13+x)/3)-9) | 10 13 x + 3 / 9 - = | 10:dollar 13:dollar x:dollar +:dollar 3:hour /:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 390 | x=(13*((9*10)/3)) | x 13 9 10 * 3 / * = | x:hour 13:hour 9:hour 10:dollar *:dollar 3:hour /:dollar *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 18 | (x/(9-3))=(13-10) | x 9 3 - / 13 10 - = | x:dollar 9:hour 3:hour -:hour /:dollar 13:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 138 | (x/(9-3))=(13+10) | x 9 3 - / 13 10 + = | x:dollar 9:hour 3:hour -:hour /:dollar 13:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 34 | x=(13-(9-(10*3))) | x 13 9 10 3 * - - = | x:hour 13:hour 9:hour 10:hour 3:dollar *:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 390 | x=(13*((9*10)/3)) | x 13 9 10 * 3 / * = | x:hour 13:hour 9:dollar 10:hour *:dollar 3:hour /:dollar *:hour =:hour
EXPR: 0 | POS | INT | 30 | 286 | 70 | x=((3+(13-9))*10) | x 3 13 9 - + 10 * = | x:dollar 3:hour 13:hour 9:hour -:hour +:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 70 | x=(((9+10)*3)+13) | x 9 10 + 3 * 13 + = | x:dollar 9:dollar 10:dollar +:dollar 3:hour *:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 29 | x=(((13+9)+10)-3) | x 13 9 + 10 + 3 - = | x:dollar 13:dollar 9:dollar +:dollar 10:dollar +:dollar 3:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 35 | x=(((13+9)+10)+3) | x 13 9 + 10 + 3 + = | x:dollar 13:dollar 9:dollar +:dollar 10:dollar +:dollar 3:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 26 | x=((9+(10*3))-13) | x 9 10 3 * + 13 - = | x:dollar 9:dollar 10:hour 3:dollar *:dollar +:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 30 | 286 | 24 | (((x-10)+13)/3)=9 | x 10 - 13 + 3 / 9 = | x:dollar 10:dollar -:dollar 13:dollar +:dollar 3:hour /:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 234 | 9=(x/((10+3)+13)) | 9 x 10 3 + 13 + / = | 9:dollar x:dollar 10:hour 3:hour +:hour 13:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 42 | x=(3*((13+10)-9)) | x 3 13 10 + 9 - * = | x:dollar 3:dollar 13:hour 10:hour +:hour 9:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 96 | x=(3*((13+10)+9)) | x 3 13 10 + 9 + * = | x:dollar 3:dollar 13:hour 10:hour +:hour 9:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 17 | x=(((10-9)+3)+13) | x 10 9 - 3 + 13 + = | x:hour 10:hour 9:hour -:hour 3:hour +:hour 13:hour +:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 29 | 9=(((x-10)+3)-13) | 9 x 10 - 3 + 13 - = | 9:hour x:hour 10:hour -:hour 3:hour +:hour 13:hour -:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 11 | x=(((10-9)-3)+13) | x 10 9 - 3 - 13 + = | x:hour 10:hour 9:hour -:hour 3:hour -:hour 13:hour +:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 390 | x=(13*((9*10)/3)) | x 13 9 10 * 3 / * = | x:hour 13:hour 9:dollar 10:hour *:dollar 3:hour /:dollar *:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 11 | 9=(((10-x)-3)+13) | 9 10 x - 3 - 13 + = | 9:hour 10:hour x:hour -:hour 3:hour -:hour 13:hour +:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 12 | 9=(((10*x)-3)/13) | 9 10 x * 3 - 13 / = | 9:hour 10:dollar x:hour *:hour 3:hour -:hour 13:dollar /:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 9 | 9=(((x-10)-3)+13) | 9 x 10 - 3 - 13 + = | 9:hour x:hour 10:hour -:hour 3:hour -:hour 13:hour +:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 17 | 9=(((10-x)+3)+13) | 9 10 x - 3 + 13 + = | 9:hour 10:hour x:hour -:hour 3:hour +:hour 13:hour +:hour =:hour
EXPR: 0 | POS | INT | 31 | 286 | 29 | x=(((13+9)+10)-3) | x 13 9 + 10 + 3 - = | x:dollar 13:dollar 9:dollar +:dollar 10:dollar +:dollar 3:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 35 | x=(((13+9)+10)+3) | x 13 9 + 10 + 3 + = | x:dollar 13:dollar 9:dollar +:dollar 10:dollar +:dollar 3:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 31 | 286 | 390 | (x*(3/13))=(9*10) | x 3 13 / * 9 10 * = | x:dollar 3:hour 13:dollar /:hour *:hour 9:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 390 | (13*((9*10)/x))=3 | 13 9 10 * x / * 3 = | 13:hour 9:hour 10:dollar *:dollar x:hour /:dollar *:hour 3:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 417 | x=(((13*10)+9)*3) | x 13 10 * 9 + 3 * = | x:dollar 13:hour 10:dollar *:hour 9:hour +:hour 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 49 | x=((13*(9/3))+10) | x 13 9 3 / * 10 + = | x:hour 13:hour 9:dollar 3:hour /:dollar *:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 30 | x=((13+(9*3))-10) | x 13 9 3 * + 10 - = | x:hour 13:hour 9:dollar 3:hour *:hour +:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 96 | x=(3*((13+10)+9)) | x 3 13 10 + 9 + * = | x:dollar 3:dollar 13:hour 10:hour +:hour 9:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 17 | x=(((10-9)+3)+13) | x 10 9 - 3 + 13 + = | x:hour 10:hour 9:hour -:hour 3:hour +:hour 13:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 11 | x=(((10-9)-3)+13) | x 10 9 - 3 - 13 + = | x:hour 10:hour 9:hour -:hour 3:hour -:hour 13:hour +:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 9 | ((9/(13-10))*3)=x | 9 13 10 - / 3 * x = | 9:dollar 13:hour 10:hour -:hour /:dollar 3:hour *:hour x:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 87 | x=(9*(13-(10/3))) | x 9 13 10 3 / - * = | x:dollar 9:dollar 13:hour 10:hour 3:dollar /:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 147 | x=(9*(13+(10/3))) | x 9 13 10 3 / + * = | x:dollar 9:dollar 13:hour 10:hour 3:dollar /:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 15 | x=(((13+9)+3)-10) | x 13 9 + 3 + 10 - = | x:dollar 13:dollar 9:dollar +:dollar 3:dollar +:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 35 | x=(((13+9)+3)+10) | x 13 9 + 3 + 10 + = | x:dollar 13:dollar 9:dollar +:dollar 3:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 190 | x=((13+(9-3))*10) | x 13 9 3 - + 10 * = | x:hour 13:hour 9:hour 3:hour -:hour +:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 70 | x=((13-(9-3))*10) | x 13 9 3 - - 10 * = | x:hour 13:hour 9:hour 3:hour -:hour -:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 390 | x=(((13*9)/3)*10) | x 13 9 * 3 / 10 * = | x:hour 13:dollar 9:hour *:hour 3:dollar /:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 32 | 286 | 1 | x=(((13-10)/9)*3) | x 13 10 - 9 / 3 * = | x:dollar 13:hour 10:hour -:hour 9:dollar /:hour 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 147 | (9*(13+(10/3)))=x | 9 13 10 3 / + * x = | 9:dollar 13:hour 10:hour 3:dollar /:hour +:hour *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 32 | 286 | 87 | (9*(13-(10/3)))=x | 9 13 10 3 / - * x = | 9:dollar 13:hour 10:hour 3:dollar /:hour -:hour *:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 286 | 24 | (10+((9*3)-x))=13 | 10 9 3 * x - + 13 = | 10:dollar 9:hour 3:dollar *:dollar x:dollar -:dollar +:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 286 | 1 | ((x/3)*9)=(13-10) | x 3 / 9 * 13 10 - = | x:dollar 3:hour /:dollar 9:hour *:hour 13:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 33 | 286 | 30 | x=((13+(9*3))-10) | x 13 9 3 * + 10 - = | x:hour 13:hour 9:dollar 3:hour *:hour +:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 33 | 286 | 3 | 10=(((x-9)+3)+13) | 10 x 9 - 3 + 13 + = | 10:hour x:hour 9:hour -:hour 3:hour +:hour 13:hour +:hour =:hour
EXPR: 0 | POS | INT | 33 | 286 | 60 | 10=(((9+x)/3)-13) | 10 9 x + 3 / 13 - = | 10:dollar 9:dollar x:dollar +:dollar 3:hour /:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 286 | 1 | 3=((x*9)/(13-10)) | 3 x 9 * 13 10 - / = | 3:dollar x:dollar 9:hour *:dollar 13:hour 10:hour -:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 286 | 9 | ((9/(13-10))*3)=x | 9 13 10 - / 3 * x = | 9:dollar 13:hour 10:hour -:hour /:dollar 3:hour *:hour x:hour =:hour
EXPR: 0 | POS | INT | 33 | 286 | 147 | x=(9*(13+(10/3))) | x 9 13 10 3 / + * = | x:dollar 9:dollar 13:hour 10:hour 3:dollar /:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 286 | 35 | x=(((13+9)+3)+10) | x 13 9 + 3 + 10 + = | x:dollar 13:dollar 9:dollar +:dollar 3:dollar +:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 286 | 10 | (10-9)=((x+3)/13) | 10 9 - x 3 + 13 / = | 10:hour 9:hour -:hour x:hour 3:hour +:hour 13:dollar /:hour =:hour
EXPR: 0 | POS | INT | 33 | 286 | 70 | x=((13-(9-3))*10) | x 13 9 3 - - 10 * = | x:hour 13:hour 9:hour 3:hour -:hour -:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 33 | 286 | 190 | x=((13+(9-3))*10) | x 13 9 3 - + 10 * = | x:hour 13:hour 9:hour 3:hour -:hour +:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 33 | 286 | 390 | x=(((13*9)/3)*10) | x 13 9 * 3 / 10 * = | x:hour 13:dollar 9:hour *:hour 3:dollar /:hour 10:dollar *:hour =:hour
EXPR: 0 | POS | INT | 33 | 286 | 1 | x=(((13-10)/9)*3) | x 13 10 - 9 / 3 * = | x:dollar 13:hour 10:hour -:hour 9:dollar /:hour 3:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 33 | 286 | 80 | (((x-3)+13)/10)=9 | x 3 - 13 + 10 / 9 = | x:dollar 3:dollar -:dollar 13:dollar +:dollar 10:hour /:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 286 | 0 | 13=((9/(x+3))+10) | 13 9 x 3 + / 10 + = | 13:dollar 9:dollar x:hour 3:hour +:hour /:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 286 | 87 | ((10*3)+x)=(13*9) | 10 3 * x + 13 9 * = | 10:hour 3:dollar *:dollar x:dollar +:dollar 13:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 286 | 1 | (9/((13/x)-10))=3 | 9 13 x / 10 - / 3 = | 9:dollar 13:hour x:dollar /:hour 10:hour -:hour /:dollar 3:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 286 | 134 | x=((9*(13+3))-10) | x 9 13 3 + * 10 - = | x:dollar 9:dollar 13:hour 3:hour +:hour *:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 286 | 100 | ((9*(13-3))+10)=x | 9 13 3 - * 10 + x = | 9:dollar 13:hour 3:hour -:hour *:dollar 10:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 286 | 3510 | ((x/13)/(9*3))=10 | x 13 / 9 3 * / 10 = | x:dollar 13:hour /:dollar 9:hour 3:dollar *:hour /:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 34 | 286 | 109 | (9+((13-3)*10))=x | 9 13 3 - 10 * + x = | 9:dollar 13:hour 3:hour -:hour 10:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 35 | 286 |  | x=(10-(13-(9/3))) | x 10 13 9 3 / - - = | x:hour 10:hour 13:hour 9:hour 3:dollar /:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 35 | 286 | 390 | x=(((13*10)/3)*9) | x 13 10 * 3 / 9 * = | x:hour 13:dollar 10:hour *:hour 3:dollar /:hour 9:dollar *:hour =:hour
EXPR: 0 | POS | INT | 35 | 286 | 180 | x=((13+(10-3))*9) | x 13 10 3 - + 9 * = | x:hour 13:hour 10:hour 3:hour -:hour +:hour 9:dollar *:hour =:hour
EXPR: 0 | POS | INT | 35 | 286 | 109 | (9+((13-3)*10))=x | 9 13 3 - 10 * + x = | 9:dollar 13:hour 3:hour -:hour 10:dollar *:dollar +:dollar x:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 10 | 9=(((x-13)/3)+10) | 9 x 13 - 3 / 10 + = | 9:hour x:hour 13:hour -:hour 3:dollar /:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 36 | 286 | 304 | 9=((x/(13+3))-10) | 9 x 13 3 + / 10 - = | 9:dollar x:dollar 13:hour 3:hour +:hour /:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 660 | 3=((x/10)/(13+9)) | 3 x 10 / 13 9 + / = | 3:dollar x:dollar 10:hour /:dollar 13:hour 9:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 36 | 286 | 29 | ((3/9)*(x+10))=13 | 3 9 / x 10 + * 13 = | 3:dollar 9:hour /:dollar x:hour 10:hour +:hour *:dollar 13:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 10 | ((x-13)/3)=(9-10) | x 13 - 3 / 9 10 - = | x:dollar 13:dollar -:dollar 3:hour /:dollar 9:dollar 10:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 70 | ((x-13)/3)=(9+10) | x 13 - 3 / 9 10 + = | x:dollar 13:dollar -:dollar 3:hour /:dollar 9:dollar 10:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 390 | ((x/13)*(3/9))=10 | x 13 / 3 9 / * 10 = | x:dollar 13:hour /:dollar 3:hour 9:dollar /:hour *:dollar 10:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 54 | x=((13+(3-10))*9) | x 13 3 10 - + 9 * = | x:hour 13:hour 3:hour 10:hour -:hour +:hour 9:dollar *:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 180 | x=((13-(3-10))*9) | x 13 3 10 - - 9 * = | x:hour 13:hour 3:hour 10:hour -:hour -:hour 9:dollar *:hour =:hour
EXPR: 0 | POS | INT | 37 | 286 | 9 | x=(((13-3)/10)*9) | x 13 3 - 10 / 9 * = | x:dollar 13:hour 3:hour -:hour 10:dollar /:hour 9:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 3510 | ((x/13)/(10*3))=9 | x 13 / 10 3 * / 9 = | x:dollar 13:hour /:dollar 10:hour 3:dollar *:hour /:dollar 9:dollar =:dollar
EXPR: 0 | POS | INT | 37 | 286 | 9 | (((13-3)*x)/9)=10 | 13 3 - x * 9 / 10 = | 13:dollar 3:dollar -:dollar x:hour *:dollar 9:hour /:dollar 10:dollar =:dollar
NET 222 non-negative, integer-valued solutions found out of 1000 total solutions
