parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 55 | 8 | (((9+7)/10)*5)=x | 9 7 + 10 / 5 * x = | 9:package 7:package +:package 10:can /:package 5:can *:can x:can =:can
EXPR: 0 | POS | INT | 20 | 55 | 25 | (((9-7)*10)+5)=x | 9 7 - 10 * 5 + x = | 9:package 7:package -:package 10:can *:package 5:package +:package x:package =:package
EXPR: 0 | POS | INT | 20 | 55 | 126 | 10=(x/((9/5)*7)) | 10 x 9 5 / 7 * / = | 10:can x:can 9:package 5:can /:package 7:can *:package /:can =:can
EXPR: 0 | POS | INT | 20 | 55 | 126 | 7=(5/((9/x)*10)) | 7 5 9 x / 10 * / = | 7:can 5:can 9:package x:can /:package 10:can *:package /:can =:can
EXPR: 0 | POS | INT | 20 | 55 | 30 | ((9+(7-10))*5)=x | 9 7 10 - + 5 * x = | 9:package 7:package 10:package -:package +:package 5:can *:package x:package =:package
EXPR: 0 | POS | INT | 20 | 55 | 130 | ((9+(7+10))*5)=x | 9 7 10 + + 5 * x = | 9:package 7:package 10:package +:package +:package 5:can *:package x:package =:package
EXPR: 0 | POS | INT | 20 | 55 | 60 | ((9-(7-10))*5)=x | 9 7 10 - - 5 * x = | 9:package 7:package 10:package -:package -:package 5:can *:package x:package =:package
EXPR: 0 | POS | INT | 21 | 55 | 315 | x=((9*7)*(10-5)) | x 9 7 * 10 5 - * = | x:package 9:can 7:package *:package 10:can 5:can -:can *:package =:package
EXPR: 0 | POS | INT | 21 | 55 | 165 | (((9+7)*10)+5)=x | 9 7 + 10 * 5 + x = | 9:package 7:package +:package 10:can *:package 5:package +:package x:package =:package
EXPR: 0 | POS | INT | 21 | 55 | 30 | 5=(x/((9+7)-10)) | 5 x 9 7 + 10 - / = | 5:can x:can 9:package 7:package +:package 10:package -:package /:can =:can
EXPR: 0 | POS | INT | 21 | 55 | 25 | (((9-7)*10)+5)=x | 9 7 - 10 * 5 + x = | 9:package 7:package -:package 10:can *:package 5:package +:package x:package =:package
EXPR: 0 | POS | INT | 21 | 55 | 2 | ((7*x)-(10-5))=9 | 7 x * 10 5 - - 9 = | 7:package x:can *:can 10:can 5:can -:can -:can 9:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 21 | x=((7+(9+10))-5) | x 7 9 10 + + 5 - = | x:can 7:can 9:can 10:can +:can +:can 5:can -:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 7 | 9=(((7-10)+x)+5) | 9 7 10 - x + 5 + = | 9:can 7:can 10:can -:can x:can +:can 5:can +:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 440 | ((9+(7*5))*10)=x | 9 7 5 * + 10 * x = | 9:can 7:package 5:can *:can +:can 10:package *:can x:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 100 | (x/(9-7))=(10*5) | x 9 7 - / 10 5 * = | x:can 9:package 7:package -:package /:can 10:package 5:can *:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 485 | (((9*10)+7)*5)=x | 9 10 * 7 + 5 * x = | 9:package 10:can *:can 7:can +:can 5:package *:can x:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 102 | x=((9*10)+(7+5)) | x 9 10 * 7 5 + + = | x:package 9:package 10:can *:package 7:package 5:package +:package +:package =:package
EXPR: 0 | POS | INT | 22 | 55 | 7 | 9=((x+(7-10))+5) | 9 x 7 10 - + 5 + = | 9:can x:can 7:can 10:can -:can +:can 5:can +:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 17 | 9=((x+(7-10))-5) | 9 x 7 10 - + 5 - = | 9:can x:can 7:can 10:can -:can +:can 5:can -:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 1 | 9=((x-(7-10))+5) | 9 x 7 10 - - 5 + = | 9:can x:can 7:can 10:can -:can -:can 5:can +:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 3 | 9=(((7+10)-x)-5) | 9 7 10 + x - 5 - = | 9:can 7:can 10:can +:can x:can -:can 5:can -:can =:can
EXPR: 0 | POS | INT | 22 | 55 | 23 | 9=(x-(7*(10/5))) | 9 x 7 10 5 / * - = | 9:package x:package 7:package 10:can 5:package /:can *:package -:package =:package
EXPR: 0 | POS | INT | 22 | 55 | 92 | x=(((9*10)+7)-5) | x 9 10 * 7 + 5 - = | x:package 9:package 10:can *:package 7:package +:package 5:package -:package =:package
EXPR: 0 | POS | INT | 22 | 55 | 78 | x=(((9*10)-7)-5) | x 9 10 * 7 - 5 - = | x:package 9:package 10:can *:package 7:package -:package 5:package -:package =:package
EXPR: 0 | POS | INT | 23 | 55 | 21 | x=((7+(9+10))-5) | x 7 9 10 + + 5 - = | x:can 7:can 9:can 10:can +:can +:can 5:can -:can =:can
EXPR: 0 | POS | INT | 23 | 55 | 440 | ((9+(7*5))*10)=x | 9 7 5 * + 10 * x = | 9:can 7:package 5:can *:can +:can 10:package *:can x:can =:can
EXPR: 0 | POS | INT | 23 | 55 | 485 | (((9*10)+7)*5)=x | 9 10 * 7 + 5 * x = | 9:package 10:can *:can 7:can +:can 5:package *:can x:can =:can
EXPR: 0 | POS | INT | 23 | 55 | 102 | x=((9*10)+(7+5)) | x 9 10 * 7 5 + + = | x:package 9:package 10:can *:package 7:package 5:package +:package +:package =:package
EXPR: 0 | POS | INT | 23 | 55 | 60 | 5=(x/((9+10)-7)) | 5 x 9 10 + 7 - / = | 5:can x:can 9:package 10:package +:package 7:package -:package /:can =:can
EXPR: 0 | POS | INT | 23 | 55 | 78 | x=(((9*10)-7)-5) | x 9 10 * 7 - 5 - = | x:package 9:package 10:can *:package 7:package -:package 5:package -:package =:package
EXPR: 0 | POS | INT | 24 | 55 | 21 | 7=(x-((9+10)-5)) | 7 x 9 10 + 5 - - = | 7:can x:can 9:can 10:can +:can 5:can -:can -:can =:can
EXPR: 0 | POS | INT | 24 | 55 | 31 | 7=(x-((9+10)+5)) | 7 x 9 10 + 5 + - = | 7:can x:can 9:can 10:can +:can 5:can +:can -:can =:can
EXPR: 0 | POS | INT | 24 | 55 | 7 | 7=(((9+10)-x)-5) | 7 9 10 + x - 5 - = | 7:can 9:can 10:can +:can x:can -:can 5:can -:can =:can
EXPR: 0 | POS | INT | 24 | 55 | 5 | 9=(((7*5)+10)/x) | 9 7 5 * 10 + x / = | 9:can 7:package 5:can *:can 10:can +:can x:package /:can =:can
EXPR: 0 | POS | INT | 24 | 55 | 7 | (9+(10-(x+7)))=5 | 9 10 x 7 + - + 5 = | 9:can 10:can x:can 7:can +:can -:can +:can 5:can =:can
EXPR: 0 | POS | INT | 24 | 55 | 1 | 7=((x-(9-10))+5) | 7 x 9 10 - - 5 + = | 7:can x:can 9:can 10:can -:can -:can 5:can +:can =:can
EXPR: 0 | POS | INT | 24 | 55 | 11 | 9=((x+(10-7))-5) | 9 x 10 7 - + 5 - = | 9:can x:can 10:can 7:can -:can +:can 5:can -:can =:can
EXPR: 0 | POS | INT | 25 | 55 | 1 | x=(9-((10+5)-7)) | x 9 10 5 + 7 - - = | x:can 9:can 10:can 5:can +:can 7:can -:can -:can =:can
EXPR: 0 | POS | INT | 25 | 55 | 77 | ((9+(10/5))*7)=x | 9 10 5 / + 7 * x = | 9:package 10:package 5:can /:package +:package 7:can *:can x:can =:can
EXPR: 0 | POS | INT | 25 | 55 | 513 | x=(9*((10*5)+7)) | x 9 10 5 * 7 + * = | x:can 9:package 10:package 5:can *:can 7:can +:can *:can =:can
EXPR: 0 | POS | INT | 25 | 55 | 387 | x=(9*((10*5)-7)) | x 9 10 5 * 7 - * = | x:can 9:package 10:package 5:can *:can 7:can -:can *:can =:can
EXPR: 0 | POS | INT | 25 | 55 | 88 | x=((9*10)+(5-7)) | x 9 10 * 5 7 - + = | x:package 9:package 10:can *:package 5:package 7:package -:package +:package =:package
EXPR: 0 | POS | INT | 25 | 55 | 84 | x=((7*10)+(9+5)) | x 7 10 * 9 5 + + = | x:package 7:package 10:can *:package 9:package 5:package +:package +:package =:package
EXPR: 0 | POS | INT | 25 | 55 | 42 | x=(7*(10-(9-5))) | x 7 10 9 5 - - * = | x:package 7:package 10:can 9:can 5:can -:can -:can *:package =:package
EXPR: 0 | POS | INT | 25 | 55 | 520 | (((9*5)+7)*10)=x | 9 5 * 7 + 10 * x = | 9:package 5:can *:can 7:can +:can 10:package *:can x:can =:can
EXPR: 0 | POS | INT | 25 | 55 | 25 | (((9*10)/5)+7)=x | 9 10 * 5 / 7 + x = | 9:package 10:can *:can 5:package /:can 7:can +:can x:can =:can
EXPR: 0 | POS | INT | 25 | 55 | 70 | ((9+(5-7))*10)=x | 9 5 7 - + 10 * x = | 9:package 5:package 7:package -:package +:package 10:can *:package x:package =:package
EXPR: 0 | POS | INT | 25 | 55 | 74 | x=(((7*10)+9)-5) | x 7 10 * 9 + 5 - = | x:package 7:package 10:can *:package 9:package +:package 5:package -:package =:package
EXPR: 0 | POS | INT | 25 | 55 | 56 | x=(((7*10)-9)-5) | x 7 10 * 9 - 5 - = | x:package 7:package 10:can *:package 9:package -:package 5:package -:package =:package
EXPR: 0 | POS | INT | 25 | 55 | 42 | x=(((9*5)+7)-10) | x 9 5 * 7 + 10 - = | x:package 9:package 5:can *:package 7:package +:package 10:package -:package =:package
EXPR: 0 | POS | INT | 25 | 55 | 28 | x=(((9*5)-7)-10) | x 9 5 * 7 - 10 - = | x:package 9:package 5:can *:package 7:package -:package 10:package -:package =:package
EXPR: 0 | POS | INT | 26 | 55 | 1 | x=(9-((10+5)-7)) | x 9 10 5 + 7 - - = | x:can 9:can 10:can 5:can +:can 7:can -:can -:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 5 | 7=(((9*5)-10)/x) | 7 9 5 * 10 - x / = | 7:can 9:package 5:can *:can 10:can -:can x:package /:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 5 | 7=(((9+5)/10)*x) | 7 9 5 + 10 / x * = | 7:can 9:package 5:package +:package 10:can /:package x:can *:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 17 | 7=((9+5)-(x-10)) | 7 9 5 + x 10 - - = | 7:can 9:can 5:can +:can x:can 10:can -:can -:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 40 | 5=(x/((7+10)-9)) | 5 x 7 10 + 9 - / = | 5:can x:can 7:package 10:package +:package 9:package -:package /:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 48 | 7=(((9*5)-x)+10) | 7 9 5 * x - 10 + = | 7:package 9:package 5:can *:package x:package -:package 10:package +:package =:package
EXPR: 0 | POS | INT | 26 | 55 | 148 | 5=(((7+10)*9)-x) | 5 7 10 + 9 * x - = | 5:can 7:can 10:can +:can 9:package *:can x:can -:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 13 | 7=((9-5)+(x-10)) | 7 9 5 - x 10 - + = | 7:can 9:can 5:can -:can x:can 10:can -:can +:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 126 | 10=(5/((7/x)*9)) | 10 5 7 x / 9 * / = | 10:can 5:can 7:package x:can /:package 9:can *:package /:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 1 | 7=((x-(9-5))+10) | 7 x 9 5 - - 10 + = | 7:can x:can 9:can 5:can -:can -:can 10:can +:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 42 | x=(7*(10-(9-5))) | x 7 10 9 5 - - * = | x:package 7:package 10:can 9:can 5:can -:can -:can *:package =:package
EXPR: 0 | POS | INT | 26 | 55 | 520 | (((9*5)+7)*10)=x | 9 5 * 7 + 10 * x = | 9:package 5:can *:can 7:can +:can 10:package *:can x:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 3 | 7=((9+5)-(10-x)) | 7 9 5 + 10 x - - = | 7:can 9:can 5:can +:can 10:can x:can -:can -:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 25 | (((9*10)/5)+7)=x | 9 10 * 5 / 7 + x = | 9:package 10:can *:can 5:package /:can 7:can +:can x:can =:can
EXPR: 0 | POS | INT | 26 | 55 | 56 | x=(((7*10)-9)-5) | x 7 10 * 9 - 5 - = | x:package 7:package 10:can *:package 9:package -:package 5:package -:package =:package
EXPR: 0 | POS | INT | 26 | 55 | 28 | x=(((9*5)-7)-10) | x 9 5 * 7 - 10 - = | x:package 9:package 5:can *:package 7:package -:package 10:package -:package =:package
EXPR: 0 | POS | INT | 26 | 55 | 42 | x=(((9*5)+7)-10) | x 9 5 * 7 + 10 - = | x:package 9:package 5:can *:package 7:package +:package 10:package -:package =:package
EXPR: 0 | POS | INT | 27 | 55 | 20 | 7=((10*(9+5))/x) | 7 10 9 5 + * x / = | 7:package 10:package 9:can 5:can +:can *:package x:can /:package =:package
EXPR: 0 | POS | INT | 27 | 55 | 33 | (((9-5)*10)-7)=x | 9 5 - 10 * 7 - x = | 9:package 5:package -:package 10:can *:package 7:package -:package x:package =:package
EXPR: 0 | POS | INT | 27 | 55 | 12 | x=((9-5)*(10-7)) | x 9 5 - 10 7 - * = | x:can 9:package 5:package -:package 10:can 7:can -:can *:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 148 | (((7+10)*9)-x)=5 | 7 10 + 9 * x - 5 = | 7:package 10:package +:package 9:can *:can x:can -:can 5:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 47 | x=(((9-5)*10)+7) | x 9 5 - 10 * 7 + = | x:package 9:package 5:package -:package 10:can *:package 7:package +:package =:package
EXPR: 0 | POS | INT | 27 | 55 | 5 | x=(((9*5)-10)/7) | x 9 5 * 10 - 7 / = | x:can 9:can 5:package *:can 10:can -:can 7:package /:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 245 | x=(((9*5)-10)*7) | x 9 5 * 10 - 7 * = | x:can 9:can 5:package *:can 10:can -:can 7:package *:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 385 | x=(((9*5)+10)*7) | x 9 5 * 10 + 7 * = | x:can 9:can 5:package *:can 10:can +:can 7:package *:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 11 | x=((9+5)-(10-7)) | x 9 5 + 10 7 - - = | x:can 9:can 5:can +:can 10:can 7:can -:can -:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 21 | 10=((x-(9+7))+5) | 10 x 9 7 + - 5 + = | 10:can x:can 9:can 7:can +:can -:can 5:can +:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 12 | ((9-5)*(10-7))=x | 9 5 - 10 7 - * x = | 9:package 5:package -:package 10:can 7:can -:can *:can x:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 147 | x=(((9+5)*10)+7) | x 9 5 + 10 * 7 + = | x:package 9:package 5:package +:package 10:can *:package 7:package +:package =:package
EXPR: 0 | POS | INT | 27 | 55 | 22 | x=(((10-7)*9)-5) | x 10 7 - 9 * 5 - = | x:can 10:package 7:package -:package 9:can *:can 5:can -:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 3 | 7=((x-(10-9))+5) | 7 x 10 9 - - 5 + = | 7:can x:can 10:can 9:can -:can -:can 5:can +:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 42 | ((9*5)-(10-7))=x | 9 5 * 10 7 - - x = | 9:package 5:can *:package 10:package 7:package -:package -:package x:package =:package
EXPR: 0 | POS | INT | 27 | 55 | 765 | (x/(9*5))=(7+10) | x 9 5 * / 7 10 + = | x:can 9:package 5:can *:package /:can 7:can 10:can +:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 11 | 7=(((10-9)+x)-5) | 7 10 9 - x + 5 - = | 7:can 10:can 9:can -:can x:can +:can 5:can -:can =:can
EXPR: 0 | POS | INT | 27 | 55 | 48 | x=(((9*5)+10)-7) | x 9 5 * 10 + 7 - = | x:package 9:package 5:can *:package 10:package +:package 7:package -:package =:package
EXPR: 0 | POS | INT | 27 | 55 | 28 | x=(((9*5)-10)-7) | x 9 5 * 10 - 7 - = | x:package 9:package 5:can *:package 10:package -:package 7:package -:package =:package
EXPR: 0 | POS | INT | 28 | 55 | 33 | (((9-5)*10)-7)=x | 9 5 - 10 * 7 - x = | 9:package 5:package -:package 10:can *:package 7:package -:package x:package =:package
EXPR: 0 | POS | INT | 28 | 55 | 12 | x=((9-5)*(10-7)) | x 9 5 - 10 7 - * = | x:can 9:package 5:package -:package 10:can 7:can -:can *:can =:can
EXPR: 0 | POS | INT | 28 | 55 | 11 | x=((9+5)-(10-7)) | x 9 5 + 10 7 - - = | x:can 9:can 5:can +:can 10:can 7:can -:can -:can =:can
EXPR: 0 | POS | INT | 28 | 55 | 22 | x=(((10-7)*9)-5) | x 10 7 - 9 * 5 - = | x:can 10:package 7:package -:package 9:can *:can 5:can -:can =:can
EXPR: 0 | POS | INT | 28 | 55 | 42 | ((9*5)-(10-7))=x | 9 5 * 10 7 - - x = | 9:package 5:can *:package 10:package 7:package -:package -:package x:package =:package
EXPR: 0 | POS | INT | 28 | 55 | 34 | x=(((7*5)+9)-10) | x 7 5 * 9 + 10 - = | x:package 7:package 5:can *:package 9:package +:package 10:package -:package =:package
EXPR: 0 | POS | INT | 28 | 55 | 16 | x=(((7*5)-9)-10) | x 7 5 * 9 - 10 - = | x:package 7:package 5:can *:package 9:package -:package 10:package -:package =:package
EXPR: 0 | POS | INT | 28 | 55 | 30 | ((7+(5-9))*10)=x | 7 5 9 - + 10 * x = | 7:package 5:package 9:package -:package +:package 10:can *:package x:package =:package
EXPR: 0 | POS | INT | 28 | 55 | 28 | x=(((9*5)-10)-7) | x 9 5 * 10 - 7 - = | x:package 9:package 5:can *:package 10:package -:package 7:package -:package =:package
EXPR: 0 | POS | INT | 29 | 55 | 8 | 9=(((x/5)*10)-7) | 9 x 5 / 10 * 7 - = | 9:package x:can 5:package /:can 10:package *:package 7:package -:package =:package
EXPR: 0 | POS | INT | 29 | 55 | 25 | x=((5/(9-7))*10) | x 5 9 7 - / 10 * = | x:package 5:can 9:package 7:package -:package /:can 10:package *:package =:package
EXPR: 0 | POS | INT | 29 | 55 | 287 | x=(7*((10*5)-9)) | x 7 10 5 * 9 - * = | x:can 7:package 10:package 5:can *:can 9:can -:can *:can =:can
EXPR: 0 | POS | INT | 29 | 55 | 413 | x=(7*((10*5)+9)) | x 7 10 5 * 9 + * = | x:can 7:package 10:package 5:can *:can 9:can +:can *:can =:can
EXPR: 0 | POS | INT | 29 | 55 | 5 | (((7*10)/5)-9)=x | 7 10 * 5 / 9 - x = | 7:package 10:can *:can 5:package /:can 9:can -:can x:can =:can
EXPR: 0 | POS | INT | 29 | 55 | 2 | 10=(((7*x)-9)+5) | 10 7 x * 9 - 5 + = | 10:package 7:package x:can *:package 9:package -:package 5:package +:package =:package
EXPR: 0 | POS | INT | 29 | 55 | 23 | (((7*10)/5)+9)=x | 7 10 * 5 / 9 + x = | 7:package 10:can *:can 5:package /:can 9:can +:can x:can =:can
EXPR: 0 | POS | INT | 29 | 55 | 16 | x=(((7*5)-9)-10) | x 7 5 * 9 - 10 - = | x:package 7:package 5:can *:package 9:package -:package 10:package -:package =:package
EXPR: 0 | POS | INT | 29 | 55 | 34 | x=(((7*5)+9)-10) | x 7 5 * 9 + 10 - = | x:package 7:package 5:can *:package 9:package +:package 10:package -:package =:package
EXPR: 0 | POS | INT | 30 | 55 | 94 | (9+((7+10)*5))=x | 9 7 10 + 5 * + x = | 9:can 7:can 10:can +:can 5:package *:can +:can x:can =:can
EXPR: 0 | POS | INT | 30 | 55 | 25 | x=((5/(9-7))*10) | x 5 9 7 - / 10 * = | x:package 5:can 9:package 7:package -:package /:can 10:package *:package =:package
EXPR: 0 | POS | INT | 30 | 55 | 413 | x=(7*((10*5)+9)) | x 7 10 5 * 9 + * = | x:can 7:package 10:package 5:can *:can 9:can +:can *:can =:can
EXPR: 0 | POS | INT | 30 | 55 | 11 | (((9+7)-10)+5)=x | 9 7 + 10 - 5 + x = | 9:package 7:package +:package 10:package -:package 5:package +:package x:package =:package
EXPR: 0 | POS | INT | 30 | 55 | 665 | (x/(7*5))=(9+10) | x 7 5 * / 9 10 + = | x:can 7:package 5:can *:package /:can 9:can 10:can +:can =:can
EXPR: 0 | POS | INT | 30 | 55 | 17 | ((9-7)+(10+5))=x | 9 7 - 10 5 + + x = | 9:package 7:package -:package 10:package 5:package +:package +:package x:package =:package
EXPR: 0 | POS | INT | 30 | 55 | 3 | 10=((9+5)-(7-x)) | 10 9 5 + 7 x - - = | 10:can 9:can 5:can +:can 7:can x:can -:can -:can =:can
EXPR: 0 | POS | INT | 30 | 55 | 1 | ((9+7)-(10+5))=x | 9 7 + 10 5 + - x = | 9:package 7:package +:package 10:package 5:package +:package -:package x:package =:package
EXPR: 0 | POS | INT | 30 | 55 | 65 | x=((9*7)+(10/5)) | x 9 7 * 10 5 / + = | x:package 9:package 7:can *:package 10:package 5:can /:package +:package =:package
EXPR: 0 | POS | INT | 30 | 55 | 5 | (((7*10)/5)-9)=x | 7 10 * 5 / 9 - x = | 7:package 10:can *:can 5:package /:can 9:can -:can x:can =:can
EXPR: 0 | POS | INT | 30 | 55 | 13 | 10=((9-5)-(7-x)) | 10 9 5 - 7 x - - = | 10:can 9:can 5:can -:can 7:can x:can -:can -:can =:can
EXPR: 0 | POS | INT | 30 | 55 | 11 | 10=((9+5)+(7-x)) | 10 9 5 + 7 x - + = | 10:can 9:can 5:can +:can 7:can x:can -:can +:can =:can
EXPR: 0 | POS | INT | 30 | 55 | 23 | (((7*10)/5)+9)=x | 7 10 * 5 / 9 + x = | 7:package 10:can *:can 5:package /:can 9:can +:can x:can =:can
EXPR: 0 | POS | INT | 30 | 55 | 11 | ((9+7)-(10-5))=x | 9 7 + 10 5 - - x = | 9:package 7:package +:package 10:package 5:package -:package -:package x:package =:package
EXPR: 0 | POS | INT | 31 | 55 | 11 | (((9+7)-10)+5)=x | 9 7 + 10 - 5 + x = | 9:package 7:package +:package 10:package -:package 5:package +:package x:package =:package
EXPR: 0 | POS | INT | 31 | 55 | 17 | ((9-7)+(10+5))=x | 9 7 - 10 5 + + x = | 9:package 7:package -:package 10:package 5:package +:package +:package x:package =:package
EXPR: 0 | POS | INT | 31 | 55 | 5 | x=(((7*5)+10)/9) | x 7 5 * 10 + 9 / = | x:can 7:can 5:package *:can 10:can +:can 9:package /:can =:can
EXPR: 0 | POS | INT | 31 | 55 | 29 | (((7-5)*10)+9)=x | 7 5 - 10 * 9 + x = | 7:package 5:package -:package 10:can *:can 9:can +:can x:can =:can
EXPR: 0 | POS | INT | 31 | 55 | 65 | x=((9*7)+(10/5)) | x 9 7 * 10 5 / + = | x:package 9:package 7:can *:package 10:package 5:can /:package +:package =:package
EXPR: 0 | POS | INT | 31 | 55 | 2 | ((7-5)*(10-9))=x | 7 5 - 10 9 - * x = | 7:package 5:package -:package 10:can 9:can -:can *:can x:can =:can
EXPR: 0 | POS | INT | 31 | 55 | 11 | 7=(((10/5)*9)-x) | 7 10 5 / 9 * x - = | 7:can 10:can 5:package /:can 9:package *:can x:can -:can =:can
EXPR: 0 | POS | INT | 31 | 55 | 16 | x=(((7*5)-10)-9) | x 7 5 * 10 - 9 - = | x:package 7:package 5:can *:package 10:package -:package 9:package -:package =:package
EXPR: 0 | POS | INT | 31 | 55 | 11 | ((9+7)-(10-5))=x | 9 7 + 10 5 - - x = | 9:package 7:package +:package 10:package 5:package -:package -:package x:package =:package
EXPR: 0 | POS | INT | 32 | 55 | 0 | (((10/5)-9)+7)=x | 10 5 / 9 - 7 + x = | 10:package 5:can /:package 9:package -:package 7:package +:package x:package =:package
EXPR: 0 | POS | INT | 32 | 55 | 31 | ((9+10)+(7+5))=x | 9 10 + 7 5 + + x = | 9:package 10:package +:package 7:package 5:package +:package +:package x:package =:package
EXPR: 0 | POS | INT | 32 | 55 | 5 | x=(((7*5)+10)/9) | x 7 5 * 10 + 9 / = | x:can 7:can 5:package *:can 10:can +:can 9:package /:can =:can
EXPR: 0 | POS | INT | 32 | 55 | 66 | x=((10*5)+(9+7)) | x 10 5 * 9 7 + + = | x:package 10:package 5:can *:package 9:package 7:package +:package +:package =:package
EXPR: 0 | POS | INT | 32 | 55 | 18 | x=((10/5)+(9+7)) | x 10 5 / 9 7 + + = | x:package 10:package 5:can /:package 9:package 7:package +:package +:package =:package
EXPR: 0 | POS | INT | 32 | 55 | 21 | ((9+7)+(10-x))=5 | 9 7 + 10 x - + 5 = | 9:package 7:package +:package 10:package x:package -:package +:package 5:package =:package
EXPR: 0 | POS | INT | 32 | 55 | 2 | ((7-5)*(10-9))=x | 7 5 - 10 9 - * x = | 7:package 5:package -:package 10:can 9:can -:can *:can x:can =:can
EXPR: 0 | POS | INT | 32 | 55 | 48 | x=((10*5)-(9-7)) | x 10 5 * 9 7 - - = | x:package 10:can 5:package *:package 9:package 7:package -:package -:package =:package
EXPR: 0 | POS | INT | 32 | 55 | 413 | (((10*5)+9)*7)=x | 10 5 * 9 + 7 * x = | 10:package 5:can *:can 9:can +:can 7:package *:can x:can =:can
EXPR: 0 | POS | INT | 32 | 55 | 29 | (((7-5)*10)+9)=x | 7 5 - 10 * 9 + x = | 7:package 5:package -:package 10:can *:can 9:can +:can x:can =:can
EXPR: 0 | POS | INT | 32 | 55 |  | x=(7-(9-(10/5))) | x 7 9 10 5 / - - = | x:can 7:can 9:can 10:can 5:package /:can -:can -:can =:can
EXPR: 0 | POS | INT | 32 | 55 | 5 | 9=((7*(10/5))-x) | 9 7 10 5 / * x - = | 9:package 7:can 10:package 5:can /:package *:package x:package -:package =:package
EXPR: 0 | POS | INT | 32 | 55 | 52 | x=(((10*5)+9)-7) | x 10 5 * 9 + 7 - = | x:package 10:package 5:can *:package 9:package +:package 7:package -:package =:package
EXPR: 0 | POS | INT | 32 | 55 | 34 | x=(((10*5)-9)-7) | x 10 5 * 9 - 7 - = | x:package 10:package 5:can *:package 9:package -:package 7:package -:package =:package
EXPR: 0 | POS | INT | 33 | 55 | 13 | 5=(9-(10+(7-x))) | 5 9 10 7 x - + - = | 5:can 9:can 10:can 7:can x:can -:can +:can -:can =:can
EXPR: 0 | POS | INT | 33 | 55 | 8 | 7=(((x/5)*10)-9) | 7 x 5 / 10 * 9 - = | 7:package x:can 5:package /:can 10:package *:package 9:package -:package =:package
EXPR: 0 | POS | INT | 33 | 55 | 31 | ((9+10)+(7+5))=x | 9 10 + 7 5 + + x = | 9:package 10:package +:package 7:package 5:package +:package +:package x:package =:package
EXPR: 0 | POS | INT | 33 | 55 | 66 | x=((10*5)+(9+7)) | x 10 5 * 9 7 + + = | x:package 10:package 5:can *:package 9:package 7:package +:package +:package =:package
EXPR: 0 | POS | INT | 33 | 55 | 11 | 10=((7+5)-(x-9)) | 10 7 5 + x 9 - - = | 10:can 7:can 5:can +:can x:can 9:can -:can -:can =:can
EXPR: 0 | POS | INT | 33 | 55 | 18 | x=((10/5)+(9+7)) | x 10 5 / 9 7 + + = | x:package 10:package 5:can /:package 9:package 7:package +:package +:package =:package
EXPR: 0 | POS | INT | 33 | 55 | 5 | (10*(7/5))=(9+x) | 10 7 5 / * 9 x + = | 10:can 7:package 5:can /:package *:package 9:package x:package +:package =:package
EXPR: 0 | POS | INT | 33 | 55 | 17 | 10=((7-5)-(9-x)) | 10 7 5 - 9 x - - = | 10:can 7:can 5:can -:can 9:can x:can -:can -:can =:can
EXPR: 0 | POS | INT | 33 | 55 | 413 | (((10*5)+9)*7)=x | 10 5 * 9 + 7 * x = | 10:package 5:can *:can 9:can +:can 7:package *:can x:can =:can
EXPR: 0 | POS | INT | 33 | 55 | 34 | x=(((10*5)-9)-7) | x 10 5 * 9 - 7 - = | x:package 10:package 5:can *:package 9:package -:package 7:package -:package =:package
