parameters: n=7 l=3 k=1 p=5 q=3 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 32 | 1140 | ((53+7)*19)=x | 53 7 + 19 * x = | 53:cupcake 7:cupcake +:cupcake 19:vanilla *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 238 | (53-(x/7))=19 | 53 x 7 / - 19 = | 53:vanilla x:vanilla 7:cupcake /:vanilla -:vanilla 19:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 1378 | 53=(x/(7+19)) | 53 x 7 19 + / = | 53:cupcake x:cupcake 7:vanilla 19:vanilla +:vanilla /:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 27 | ((53-x)-7)=19 | 53 x - 7 - 19 = | 53:cupcake x:cupcake -:cupcake 7:cupcake -:cupcake 19:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 238 | x=(7*(53-19)) | x 7 53 19 - * = | x:cupcake 7:cupcake 53:vanilla 19:vanilla -:vanilla *:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 41 | (53-(19-7))=x | 53 19 7 - - x = | 53:cupcake 19:cupcake 7:cupcake -:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 504 | x=(7*(53+19)) | x 7 53 19 + * = | x:cupcake 7:cupcake 53:vanilla 19:vanilla +:vanilla *:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 636 | (53*(19-7))=x | 53 19 7 - * x = | 53:cupcake 19:vanilla 7:vanilla -:vanilla *:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 186 | 53=(x-(7*19)) | 53 x 7 19 * - = | 53:cupcake x:cupcake 7:cupcake 19:NONE *:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 27 | ((53-19)-7)=x | 53 19 - 7 - x = | 53:cupcake 19:cupcake -:cupcake 7:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 1014 | x=((53*19)+7) | x 53 19 * 7 + = | x:vanilla 53:cupcake 19:vanilla *:vanilla 7:vanilla +:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 1014 | x=(7+(53*19)) | x 7 53 19 * + = | x:cupcake 7:cupcake 53:cupcake 19:NONE *:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 7049 | 53=(x/(7*19)) | 53 x 7 19 * / = | 53:cupcake x:cupcake 7:cupcake 19:NONE *:NONE /:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 65 | 53=((7-19)+x) | 53 7 19 - x + = | 53:cupcake 7:cupcake 19:cupcake -:cupcake x:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 41 | ((53+7)-x)=19 | 53 7 + x - 19 = | 53:cupcake 7:cupcake +:cupcake x:cupcake -:cupcake 19:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 27 | ((53-7)-x)=19 | 53 7 - x - 19 = | 53:cupcake 7:cupcake -:cupcake x:cupcake -:cupcake 19:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 1140 | (53+7)=(x/19) | 53 7 + x 19 / = | 53:cupcake 7:cupcake +:cupcake x:cupcake 19:vanilla /:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 352 | ((53*7)-x)=19 | 53 7 * x - 19 = | 53:cupcake 7:vanilla *:vanilla x:vanilla -:vanilla 19:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 7049 | 53=(x/(7*19)) | 53 x 7 19 * / = | 53:cupcake x:cupcake 7:NONE 19:vanilla *:vanilla /:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 79 | ((x-53)-7)=19 | x 53 - 7 - 19 = | x:cupcake 53:cupcake -:cupcake 7:cupcake -:cupcake 19:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 238 | (7*(53-19))=x | 7 53 19 - * x = | 7:cupcake 53:vanilla 19:vanilla -:vanilla *:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 1014 | ((53*19)+7)=x | 53 19 * 7 + x = | 53:cupcake 19:vanilla *:vanilla 7:vanilla +:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 1000 | ((53*19)-7)=x | 53 19 * 7 - x = | 53:cupcake 19:vanilla *:vanilla 7:vanilla -:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 504 | (7*(53+19))=x | 7 53 19 + * x = | 7:cupcake 53:vanilla 19:vanilla +:vanilla *:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 1014 | ((53*19)+7)=x | 53 19 * 7 + x = | 53:cupcake 19:NONE *:cupcake 7:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 238 | (7*(53-19))=x | 7 53 19 - * x = | 7:cupcake 53:vanilla 19:vanilla -:vanilla *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 1000 | ((53*19)-7)=x | 53 19 * 7 - x = | 53:cupcake 19:NONE *:cupcake 7:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 7049 | (x/(53*7))=19 | x 53 7 * / 19 = | x:vanilla 53:NONE 7:cupcake *:NONE /:vanilla 19:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 504 | (7*(53+19))=x | 7 53 19 + * x = | 7:cupcake 53:vanilla 19:vanilla +:vanilla *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 390 | (x-(53*7))=19 | x 53 7 * - 19 = | x:vanilla 53:vanilla 7:cupcake *:vanilla -:vanilla 19:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 7049 | (x/(53*7))=19 | x 53 7 * / 19 = | x:vanilla 53:NONE 7:cupcake *:cupcake /:vanilla 19:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 79 | x=(7+(53+19)) | x 7 53 19 + + = | x:cupcake 7:cupcake 53:cupcake 19:cupcake +:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 874 | (53-7)=(x/19) | 53 7 - x 19 / = | 53:cupcake 7:cupcake -:cupcake x:cupcake 19:vanilla /:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 7049 | (x/(53*7))=19 | x 53 7 * / 19 = | x:vanilla 53:vanilla 7:cupcake *:cupcake /:vanilla 19:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 41 | x=(7+(53-19)) | x 7 53 19 - + = | x:cupcake 7:cupcake 53:cupcake 19:cupcake -:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 636 | (53*(19-7))=x | 53 19 7 - * x = | 53:cupcake 19:vanilla 7:vanilla -:vanilla *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 80 | (53+x)=(7*19) | 53 x + 7 19 * = | 53:cupcake x:cupcake +:cupcake 7:cupcake 19:vanilla *:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 874 | 53=(7+(x/19)) | 53 7 x 19 / + = | 53:cupcake 7:cupcake x:cupcake 19:NONE /:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 27 | (53-(x+7))=19 | 53 x 7 + - 19 = | 53:cupcake x:cupcake 7:cupcake +:cupcake -:cupcake 19:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 7049 | (x/(53*7))=19 | x 53 7 * / 19 = | x:vanilla 53:cupcake 7:NONE *:NONE /:vanilla 19:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 79 | 53=(x-(7+19)) | 53 x 7 19 + - = | 53:cupcake x:cupcake 7:cupcake 19:cupcake +:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 27 | 53=(x+(7+19)) | 53 x 7 19 + + = | 53:cupcake x:cupcake 7:cupcake 19:cupcake +:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 27 | 53=(7+(x+19)) | 53 7 x 19 + + = | 53:cupcake 7:cupcake x:cupcake 19:cupcake +:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 65 | 53=(7-(19-x)) | 53 7 19 x - - = | 53:cupcake 7:cupcake 19:cupcake x:cupcake -:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 7049 | 53=(x/(7*19)) | 53 x 7 19 * / = | 53:NONE x:NONE 7:cupcake 19:vanilla *:vanilla /:NONE =:NONE
EXPR: 0 | POS | INT | 12 | 32 | 238 | x=((53-19)*7) | x 53 19 - 7 * = | x:cupcake 53:vanilla 19:vanilla -:vanilla 7:cupcake *:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 27 | 53=(7+(19+x)) | 53 7 19 x + + = | 53:cupcake 7:cupcake 19:cupcake x:cupcake +:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 65 | 53=(x+(7-19)) | 53 x 7 19 - + = | 53:cupcake x:cupcake 7:cupcake 19:cupcake -:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 12 | 32 | 504 | 53=((x/7)-19) | 53 x 7 / 19 - = | 53:vanilla x:vanilla 7:cupcake /:vanilla 19:vanilla -:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 238 | 53=((x/7)+19) | 53 x 7 / 19 + = | 53:vanilla x:vanilla 7:cupcake /:vanilla 19:vanilla +:vanilla =:vanilla
EXPR: 0 | POS | INT | 12 | 32 | 1014 | x=(7+(53*19)) | x 7 53 19 * + = | x:vanilla 7:vanilla 53:cupcake 19:vanilla *:vanilla +:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 1000 | x=((53*19)-7) | x 53 19 * 7 - = | x:vanilla 53:cupcake 19:vanilla *:vanilla 7:vanilla -:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 1014 | (7+(53*19))=x | 7 53 19 * + x = | 7:vanilla 53:cupcake 19:vanilla *:vanilla +:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 1014 | (7+(53*19))=x | 7 53 19 * + x = | 7:cupcake 53:cupcake 19:NONE *:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 79 | x=((53+19)+7) | x 53 19 + 7 + = | x:cupcake 53:cupcake 19:cupcake +:cupcake 7:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 27 | x=((53-19)-7) | x 53 19 - 7 - = | x:cupcake 53:cupcake 19:cupcake -:cupcake 7:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 41 | x=((53-19)+7) | x 53 19 - 7 + = | x:cupcake 53:cupcake 19:cupcake -:cupcake 7:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 65 | (53+(19-7))=x | 53 19 7 - + x = | 53:cupcake 19:cupcake 7:cupcake -:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 504 | x=(7*(53+19)) | x 7 53 19 + * = | x:vanilla 7:cupcake 53:vanilla 19:vanilla +:vanilla *:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 636 | x=(53*(19-7)) | x 53 19 7 - * = | x:vanilla 53:cupcake 19:vanilla 7:vanilla -:vanilla *:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 238 | x=(7*(53-19)) | x 7 53 19 - * = | x:vanilla 7:cupcake 53:vanilla 19:vanilla -:vanilla *:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 1000 | x=((53*19)-7) | x 53 19 * 7 - = | x:cupcake 53:cupcake 19:NONE *:cupcake 7:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 79 | ((53+19)+7)=x | 53 19 + 7 + x = | 53:cupcake 19:cupcake +:cupcake 7:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 65 | ((53+19)-7)=x | 53 19 + 7 - x = | 53:cupcake 19:cupcake +:cupcake 7:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 1014 | x=((53*19)+7) | x 53 19 * 7 + = | x:cupcake 53:cupcake 19:NONE *:cupcake 7:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 238 | x=(7*(53-19)) | x 7 53 19 - * = | x:cupcake 7:cupcake 53:vanilla 19:vanilla -:vanilla *:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 41 | (53-(19-7))=x | 53 19 7 - - x = | 53:cupcake 19:cupcake 7:cupcake -:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 636 | (53*(19-7))=x | 53 19 7 - * x = | 53:cupcake 19:vanilla 7:vanilla -:vanilla *:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 504 | x=(7*(53+19)) | x 7 53 19 + * = | x:cupcake 7:cupcake 53:vanilla 19:vanilla +:vanilla *:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 65 | x=((53+19)-7) | x 53 19 + 7 - = | x:cupcake 53:cupcake 19:cupcake +:cupcake 7:cupcake -:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 1014 | x=(7+(53*19)) | x 7 53 19 * + = | x:cupcake 7:cupcake 53:cupcake 19:NONE *:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 1014 | x=((53*19)+7) | x 53 19 * 7 + = | x:vanilla 53:cupcake 19:vanilla *:vanilla 7:vanilla +:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 27 | ((53-19)-7)=x | 53 19 - 7 - x = | 53:cupcake 19:cupcake -:cupcake 7:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 238 | (7*(53-19))=x | 7 53 19 - * x = | 7:cupcake 53:vanilla 19:vanilla -:vanilla *:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 1014 | ((53*19)+7)=x | 53 19 * 7 + x = | 53:cupcake 19:vanilla *:vanilla 7:vanilla +:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 1000 | ((53*19)-7)=x | 53 19 * 7 - x = | 53:cupcake 19:vanilla *:vanilla 7:vanilla -:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 1014 | ((53*19)+7)=x | 53 19 * 7 + x = | 53:cupcake 19:NONE *:cupcake 7:cupcake +:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 504 | (7*(53+19))=x | 7 53 19 + * x = | 7:cupcake 53:vanilla 19:vanilla +:vanilla *:vanilla x:vanilla =:vanilla
EXPR: 0 | POS | INT | 13 | 32 | 1000 | ((53*19)-7)=x | 53 19 * 7 - x = | 53:cupcake 19:NONE *:cupcake 7:cupcake -:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 504 | (7*(53+19))=x | 7 53 19 + * x = | 7:cupcake 53:vanilla 19:vanilla +:vanilla *:cupcake x:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 79 | x=(7+(53+19)) | x 7 53 19 + + = | x:cupcake 7:cupcake 53:cupcake 19:cupcake +:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 41 | x=(7+(53-19)) | x 7 53 19 - + = | x:cupcake 7:cupcake 53:cupcake 19:cupcake -:cupcake +:cupcake =:cupcake
EXPR: 0 | POS | INT | 13 | 32 | 636 | (53*(19-7))=x | 53 19 7 - * x = | 53:cupcake 19:vanilla 7:vanilla -:vanilla *:cupcake x:cupcake =:cupcake
NET 223 non-negative, integer-valued solutions found out of 1000 total solutions
