parameters: n=9 l=4 k=1 p=5 q=2 m=10
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 286 | 208 | x=(13*((9+10)-3)) | x 13 9 10 + 3 - * = | x:dollar 13:dollar 9:hour 10:hour +:hour 3:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 41 | 286 | 52 | x=((13-9)*(10+3)) | x 13 9 - 10 3 + * = | x:hour 13:hour 9:hour -:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 41 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:dollar 13:hour 9:dollar *:hour 10:dollar 3:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 387 | 9=(x/(13+(10*3))) | 9 x 13 10 3 * + / = | 9:dollar x:dollar 13:hour 10:hour 3:dollar *:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 80 | 3=((13-(9*10))+x) | 3 13 9 10 * - x + = | 3:dollar 13:dollar 9:hour 10:dollar *:dollar -:dollar x:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 231 | 13=((9*10)-(x/3)) | 13 9 10 * x 3 / - = | 13:hour 9:dollar 10:hour *:hour x:hour 3:dollar /:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 11 | (13+10)=(9+(x+3)) | 13 10 + 9 x 3 + + = | 13:hour 10:hour +:hour 9:hour x:hour 3:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 36 | 13=((10-9)+(x/3)) | 13 10 9 - x 3 / + = | 13:hour 10:hour 9:hour -:hour x:hour 3:dollar /:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 1 | (x*13)=((9/3)+10) | x 13 * 9 3 / 10 + = | x:dollar 13:hour *:hour 9:hour 3:dollar /:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 221 | (x/13)=((9*3)-10) | x 13 / 9 3 * 10 - = | x:hour 13:dollar /:hour 9:hour 3:dollar *:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 481 | (x/13)=((9*3)+10) | x 13 / 9 3 * 10 + = | x:hour 13:dollar /:hour 9:hour 3:dollar *:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 54 | 9=(x/(13+(3-10))) | 9 x 13 3 10 - + / = | 9:dollar x:dollar 13:hour 3:hour 10:hour -:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 42 | 286 | 9 | 3=(13-(9+(10-x))) | 3 13 9 10 x - + - = | 3:hour 13:hour 9:hour 10:hour x:hour -:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 1 | (x*13)=((9/3)+10) | x 13 * 9 3 / 10 + = | x:hour 13:dollar *:hour 9:hour 3:dollar /:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 0 | 3=((13-10)+(9*x)) | 3 13 10 - 9 x * + = | 3:hour 13:hour 10:hour -:hour 9:hour x:dollar *:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 50 | 13=(x-(10+(9*3))) | 13 x 10 9 3 * + - = | 13:hour x:hour 10:hour 9:hour 3:dollar *:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 9 | 9=(x*(3/(13-10))) | 9 x 3 13 10 - / * = | 9:hour x:dollar 3:hour 13:dollar 10:dollar -:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 69 | 9=(x*(3/(13+10))) | 9 x 3 13 10 + / * = | 9:hour x:dollar 3:hour 13:dollar 10:dollar +:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 30 | 13=(x+(10-(9*3))) | 13 x 10 9 3 * - + = | 13:hour x:hour 10:hour 9:hour 3:dollar *:hour -:hour +:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 1 | 3=(x*(9/(13-10))) | 3 x 9 13 10 - / * = | 3:hour x:dollar 9:hour 13:dollar 10:dollar -:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 42 | 286 | 11 | 3=(13-(9+(x-10))) | 3 13 9 x 10 - + - = | 3:hour 13:hour 9:hour x:hour 10:hour -:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 45 | 286 |  | x=(9*((10-13)+3)) | x 9 10 13 - 3 + * = | x:dollar 9:dollar 10:hour 13:hour -:hour 3:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 17 | x=(((13+10)+3)-9) | x 13 10 + 3 + 9 - = | x:hour 13:hour 10:hour +:hour 3:hour +:hour 9:hour -:hour =:hour
EXPR: 0 | POS | INT | 45 | 286 | 26 | x=(((3-10)+9)*13) | x 3 10 - 9 + 13 * = | x:dollar 3:hour 10:hour -:hour 9:hour +:hour 13:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 147 | x=((10*3)+(13*9)) | x 10 3 * 13 9 * + = | x:dollar 10:dollar 3:hour *:dollar 13:dollar 9:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 190 | x=(10*(9+(13-3))) | x 10 9 13 3 - + * = | x:dollar 10:dollar 9:hour 13:hour 3:hour -:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 250 | x=(10*(9+(13+3))) | x 10 9 13 3 + + * = | x:dollar 10:dollar 9:hour 13:hour 3:hour +:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 22 | x=(10-((9-13)*3)) | x 10 9 13 - 3 * - = | x:dollar 10:dollar 9:dollar 13:dollar -:dollar 3:hour *:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 142 | x=(((13*10)+3)+9) | x 13 10 * 3 + 9 + = | x:dollar 13:dollar 10:hour *:dollar 3:dollar +:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 118 | x=(((13*10)-3)-9) | x 13 10 * 3 - 9 - = | x:dollar 13:dollar 10:hour *:dollar 3:dollar -:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 387 | x=((13+(10*3))*9) | x 13 10 3 * + 9 * = | x:hour 13:dollar 10:dollar 3:hour *:dollar +:dollar 9:hour *:hour =:hour
EXPR: 0 | POS | INT | 45 | 286 | 147 | x=((13+(10/3))*9) | x 13 10 3 / + 9 * = | x:hour 13:dollar 10:dollar 3:hour /:dollar +:dollar 9:hour *:hour =:hour
EXPR: 0 | POS | INT | 45 | 286 | 80 | x=((9*10)-(13-3)) | x 9 10 * 13 3 - - = | x:dollar 9:hour 10:dollar *:dollar 13:dollar 3:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 100 | x=((9*10)+(13-3)) | x 9 10 * 13 3 - + = | x:dollar 9:hour 10:dollar *:dollar 13:dollar 3:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 8 | x=(9+((10-13)/3)) | x 9 10 13 - 3 / + = | x:dollar 9:dollar 10:dollar 13:dollar -:dollar 3:hour /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 |  | x=(9+((10-13)*3)) | x 9 10 13 - 3 * + = | x:dollar 9:dollar 10:dollar 13:dollar -:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 45 | 286 | 3 | x=(((9+10)-13)-3) | x 9 10 + 13 - 3 - = | x:hour 9:hour 10:hour +:hour 13:hour -:hour 3:hour -:hour =:hour
EXPR: 0 | POS | INT | 46 | 286 | 147 | x=((10*3)+(13*9)) | x 10 3 * 13 9 * + = | x:dollar 10:dollar 3:hour *:dollar 13:dollar 9:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 286 | 250 | x=(10*(9+(13+3))) | x 10 9 13 3 + + * = | x:dollar 10:dollar 9:hour 13:hour 3:hour +:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 286 | 190 | x=(10*(9+(13-3))) | x 10 9 13 3 - + * = | x:dollar 10:dollar 9:hour 13:hour 3:hour -:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 286 | 142 | x=(((13*10)+3)+9) | x 13 10 * 3 + 9 + = | x:dollar 13:dollar 10:hour *:dollar 3:dollar +:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 286 | 118 | x=(((13*10)-3)-9) | x 13 10 * 3 - 9 - = | x:dollar 13:dollar 10:hour *:dollar 3:dollar -:dollar 9:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 286 | 100 | x=((9*10)+(13-3)) | x 9 10 * 13 3 - + = | x:dollar 9:hour 10:dollar *:dollar 13:dollar 3:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 286 |  | x=(9+((10-13)*3)) | x 9 10 13 - 3 * + = | x:dollar 9:dollar 10:dollar 13:dollar -:dollar 3:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 46 | 286 | 3 | x=(((9+10)-13)-3) | x 9 10 + 13 - 3 - = | x:hour 9:hour 10:hour +:hour 13:hour -:hour 3:hour -:hour =:hour
EXPR: 0 | POS | INT | 47 | 286 | 35 | 10=(x-(9+(13+3))) | 10 x 9 13 3 + + - = | 10:hour x:hour 9:hour 13:hour 3:hour +:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 47 | 286 | - | 9=(x*(10-(13-3))) | 9 x 10 13 3 - - * = | 9:dollar x:dollar 10:hour 13:hour 3:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 47 | 286 | 9 | 13=(x+(10+(3-9))) | 13 x 10 3 9 - + + = | 13:hour x:hour 10:hour 3:hour 9:hour -:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 47 | 286 | 35 | (x-13)=(3+(9+10)) | x 13 - 3 9 10 + + = | x:hour 13:hour -:hour 3:hour 9:hour 10:hour +:hour +:hour =:hour
EXPR: 0 | POS | INT | 47 | 286 | 390 | 10=(((x/9)*3)/13) | 10 x 9 / 3 * 13 / = | 10:hour x:dollar 9:hour /:dollar 3:hour *:hour 13:dollar /:hour =:hour
EXPR: 0 | POS | INT | 47 | 286 | 18 | 10=((13-9)+(x/3)) | 10 13 9 - x 3 / + = | 10:hour 13:hour 9:hour -:hour x:hour 3:dollar /:hour +:hour =:hour
EXPR: 0 | POS | INT | 47 | 286 | 11 | 10=(9-(13-(x+3))) | 10 9 13 x 3 + - - = | 10:hour 9:hour 13:hour x:hour 3:hour +:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 47 | 286 | 390 | 13=(((x/10)*3)/9) | 13 x 10 / 3 * 9 / = | 13:hour x:dollar 10:hour /:dollar 3:hour *:hour 9:dollar /:hour =:hour
EXPR: 0 | POS | INT | 47 | 286 | 9 | 13=(3+((9*10)/x)) | 13 3 9 10 * x / + = | 13:dollar 3:dollar 9:dollar 10:hour *:dollar x:hour /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 9 | x=((13*9)/(10+3)) | x 13 9 * 10 3 + / = | x:hour 13:hour 9:dollar *:hour 10:dollar 3:dollar +:dollar /:hour =:hour
EXPR: 0 | POS | INT | 50 | 286 | 621 | x=((9*3)*(13+10)) | x 9 3 * 13 10 + * = | x:dollar 9:dollar 3:hour *:dollar 13:hour 10:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 1521 | x=((13*9)*(10+3)) | x 13 9 * 10 3 + * = | x:hour 13:hour 9:dollar *:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 50 | 286 | 190 | x=(10*(13-(3-9))) | x 10 13 3 9 - - * = | x:dollar 10:dollar 13:hour 3:hour 9:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 36 | x=(3*(13-(10-9))) | x 3 13 10 9 - - * = | x:dollar 3:dollar 13:hour 10:hour 9:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 18 | x=(3*(9-(13-10))) | x 3 9 13 10 - - * = | x:dollar 3:dollar 9:hour 13:hour 10:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | zoo | x=(9/(3-(13-10))) | x 9 3 13 10 - - / = | x:dollar 9:dollar 3:hour 13:hour 10:hour -:hour -:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 390 | x=(((13*9)/3)*10) | x 13 9 * 3 / 10 * = | x:dollar 13:hour 9:dollar *:hour 3:dollar /:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 81 | x=((9*3)*(13-10)) | x 9 3 * 13 10 - * = | x:dollar 9:dollar 3:hour *:dollar 13:hour 10:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 129 | x=((10+(13/3))*9) | x 10 13 3 / + 9 * = | x:hour 10:dollar 13:dollar 3:hour /:dollar +:dollar 9:hour *:hour =:hour
EXPR: 0 | POS | INT | 50 | 286 | 29 | x=(((13*9)/3)-10) | x 13 9 * 3 / 10 - = | x:hour 13:hour 9:dollar *:hour 3:dollar /:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 50 | 286 | 9 | x=((10/(13-3))*9) | x 10 13 3 - / 9 * = | x:dollar 10:dollar 13:hour 3:hour -:hour /:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 24 | x=((9*3)-(13-10)) | x 9 3 * 13 10 - - = | x:dollar 9:hour 3:dollar *:dollar 13:dollar 10:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 30 | x=((9*3)+(13-10)) | x 9 3 * 13 10 - + = | x:dollar 9:hour 3:dollar *:dollar 13:dollar 10:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 50 | 286 | 9 | x=(3*(9/(13-10))) | x 3 9 13 10 - / * = | x:dollar 3:dollar 9:hour 13:dollar 10:dollar -:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 286 | 621 | x=((9*3)*(13+10)) | x 9 3 * 13 10 + * = | x:dollar 9:dollar 3:hour *:dollar 13:hour 10:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 286 | 36 | x=(3*(13-(10-9))) | x 3 13 10 9 - - * = | x:dollar 3:dollar 13:hour 10:hour 9:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 286 | zoo | x=(9/(3-(13-10))) | x 9 3 13 10 - - / = | x:dollar 9:dollar 3:hour 13:hour 10:hour -:hour -:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 286 | 390 | x=(((13*9)/3)*10) | x 13 9 * 3 / 10 * = | x:dollar 13:hour 9:dollar *:hour 3:dollar /:hour 10:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 286 | 81 | x=((9*3)*(13-10)) | x 9 3 * 13 10 - * = | x:dollar 9:dollar 3:hour *:dollar 13:hour 10:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 286 | 129 | x=((10+(13/3))*9) | x 10 13 3 / + 9 * = | x:hour 10:dollar 13:dollar 3:hour /:dollar +:dollar 9:hour *:hour =:hour
EXPR: 0 | POS | INT | 51 | 286 | 29 | x=(((13*9)/3)-10) | x 13 9 * 3 / 10 - = | x:hour 13:hour 9:dollar *:hour 3:dollar /:hour 10:hour -:hour =:hour
EXPR: 0 | POS | INT | 51 | 286 | 9 | x=((10/(13-3))*9) | x 10 13 3 - / 9 * = | x:dollar 10:dollar 13:hour 3:hour -:hour /:dollar 9:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 51 | 286 | 30 | x=((9*3)+(13-10)) | x 9 3 * 13 10 - + = | x:dollar 9:hour 3:dollar *:dollar 13:dollar 10:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 190 | 3=((13+9)-(x/10)) | 3 13 9 + x 10 / - = | 3:hour 13:hour 9:hour +:hour x:hour 10:dollar /:hour -:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 35 | 3=(x-(9+(13+10))) | 3 x 9 13 10 + + - = | 3:hour x:hour 9:hour 13:hour 10:hour +:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 4 | (3*x)=(13-(10-9)) | 3 x * 13 10 9 - - = | 3:hour x:dollar *:hour 13:hour 10:hour 9:hour -:hour -:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 36 | 3=(x/(13-(10-9))) | 3 x 13 10 9 - - / = | 3:dollar x:dollar 13:hour 10:hour 9:hour -:hour -:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 11 | ((10-x)+(13-3))=9 | 10 x - 13 3 - + 9 = | 10:hour x:hour -:hour 13:hour 3:hour -:hour +:hour 9:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | - | 9=(x*(3-(13-10))) | 9 x 3 13 10 - - * = | 9:dollar x:dollar 3:hour 13:hour 10:hour -:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 140 | 13=((9*3)-(x/10)) | 13 9 3 * x 10 / - = | 13:hour 9:dollar 3:hour *:hour x:hour 10:dollar /:hour -:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 36 | 3=(x/(9+(13-10))) | 3 x 9 13 10 - + / = | 3:dollar x:dollar 9:hour 13:hour 10:hour -:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 96 | 3=(x/(9+(13+10))) | 3 x 9 13 10 + + / = | 3:dollar x:dollar 9:hour 13:hour 10:hour +:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 43 | (x-13)=(9*(10/3)) | x 13 - 9 10 3 / * = | x:hour 13:hour -:hour 9:dollar 10:hour 3:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 9 | 9=(13*(x/(10+3))) | 9 13 x 10 3 + / * = | 9:dollar 13:dollar x:hour 10:dollar 3:dollar +:dollar /:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 17 | (x+13)=(9*(10/3)) | x 13 + 9 10 3 / * = | x:hour 13:hour +:hour 9:dollar 10:hour 3:dollar /:hour *:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 8 | 3=((13-10)/(9-x)) | 3 13 10 - 9 x - / = | 3:hour 13:hour 10:hour -:hour 9:dollar x:dollar -:dollar /:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 8 | 3=((13-10)*(9-x)) | 3 13 10 - 9 x - * = | 3:hour 13:hour 10:hour -:hour 9:dollar x:dollar -:dollar *:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 9 | 10=(13-(3+(9-x))) | 10 13 3 9 x - + - = | 10:hour 13:hour 3:hour 9:hour x:hour -:hour +:hour -:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 0 | 10=((13-3)+(x/9)) | 10 13 3 - x 9 / + = | 10:dollar 13:dollar 3:dollar -:dollar x:dollar 9:hour /:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 10 | 3=((13-9)-(x/10)) | 3 13 9 - x 10 / - = | 3:hour 13:hour 9:hour -:hour x:hour 10:dollar /:hour -:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 70 | 10=(x/(13+(3-9))) | 10 x 13 3 9 - + / = | 10:dollar x:dollar 13:hour 3:hour 9:hour -:hour +:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 104 | (x+13)=(9*(10+3)) | x 13 + 9 10 3 + * = | x:hour 13:hour +:hour 9:hour 10:dollar 3:dollar +:dollar *:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 390 | 10=(((x/13)*3)/9) | 10 x 13 / 3 * 9 / = | 10:hour x:dollar 13:hour /:dollar 3:hour *:hour 9:dollar /:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 100 | 13=((9/3)+(x/10)) | 13 9 3 / x 10 / + = | 13:hour 9:hour 3:dollar /:hour x:hour 10:dollar /:hour +:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 9 | 3=(((13-10)*x)/9) | 3 13 10 - x * 9 / = | 3:dollar 13:hour 10:hour -:hour x:dollar *:dollar 9:hour /:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 103 | 3=(((13*10)-x)/9) | 3 13 10 * x - 9 / = | 3:hour 13:dollar 10:hour *:hour x:hour -:hour 9:dollar /:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 9 | 9=((13/(10+3))*x) | 9 13 10 3 + / x * = | 9:dollar 13:hour 10:dollar 3:dollar +:dollar /:hour x:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 52 | 286 | 26 | (x-13)=((9/3)+10) | x 13 - 9 3 / 10 + = | x:hour 13:hour -:hour 9:hour 3:dollar /:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 52 | 286 | 50 | (x-13)=((9*3)+10) | x 13 - 9 3 * 10 + = | x:hour 13:hour -:hour 9:hour 3:dollar *:hour 10:hour +:hour =:hour
EXPR: 0 | POS | INT | 55 | 286 | 44 | x=((3*(9+10))-13) | x 3 9 10 + * 13 - = | x:dollar 3:dollar 9:hour 10:hour +:hour *:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 43 | x=(((9*10)/3)+13) | x 9 10 * 3 / 13 + = | x:dollar 9:dollar 10:hour *:dollar 3:hour /:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 17 | x=(((9*10)/3)-13) | x 9 10 * 3 / 13 - = | x:dollar 9:dollar 10:hour *:dollar 3:hour /:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 18 | x=(((13-10)*3)+9) | x 13 10 - 3 * 9 + = | x:dollar 13:hour 10:hour -:hour 3:dollar *:dollar 9:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 42 | x=(3*(10+(13-9))) | x 3 10 13 9 - + * = | x:dollar 3:dollar 10:hour 13:hour 9:hour -:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 96 | x=(3*(10+(13+9))) | x 3 10 13 9 + + * = | x:dollar 3:dollar 10:hour 13:hour 9:hour +:hour +:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 51 | x=(9*(10-(13/3))) | x 9 10 13 3 / - * = | x:dollar 9:dollar 10:hour 13:hour 3:dollar /:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 231 | x=(3*((9*10)-13)) | x 3 9 10 * 13 - * = | x:dollar 3:hour 9:dollar 10:hour *:dollar 13:dollar -:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 309 | x=(3*((9*10)+13)) | x 3 9 10 * 13 + * = | x:dollar 3:hour 9:dollar 10:hour *:dollar 13:dollar +:dollar *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 120 | x=((10*3)*(13-9)) | x 10 3 * 13 9 - * = | x:dollar 10:dollar 3:hour *:dollar 13:hour 9:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 70 | x=(((9+10)*3)+13) | x 9 10 + 3 * 13 + = | x:dollar 9:hour 10:hour +:hour 3:dollar *:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 10 | x=(((9-10)*3)+13) | x 9 10 - 3 * 13 + = | x:dollar 9:hour 10:hour -:hour 3:dollar *:dollar 13:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 107 | x=((10*(9+3))-13) | x 10 9 3 + * 13 - = | x:dollar 10:dollar 9:hour 3:hour +:hour *:dollar 13:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 124 | x=((10-3)+(13*9)) | x 10 3 - 13 9 * + = | x:dollar 10:dollar 3:dollar -:dollar 13:dollar 9:hour *:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 120 | x=((10*3)*(13-9)) | x 10 3 * 13 9 - * = | x:dollar 10:hour 3:dollar *:dollar 13:hour 9:hour -:hour *:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 26 | x=((10*3)-(13-9)) | x 10 3 * 13 9 - - = | x:dollar 10:hour 3:dollar *:dollar 13:dollar 9:dollar -:dollar -:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 34 | x=((10*3)+(13-9)) | x 10 3 * 13 9 - + = | x:dollar 10:hour 3:dollar *:dollar 13:dollar 9:dollar -:dollar +:dollar =:dollar
EXPR: 0 | POS | INT | 55 | 286 | 309 | x=(((9*10)+13)*3) | x 9 10 * 13 + 3 * = | x:dollar 9:dollar 10:hour *:hour 13:hour +:hour 3:dollar *:dollar =:dollar
NET 254 non-negative, integer-valued solutions found out of 1000 total solutions
