parameters: n=7 l=3 k=1 p=5 q=2 m=9
TOTAL 1000 solutions found
EXPR: 0 | POS | INT | 0 | 16 | 10 | ((4+9)-3)=x | 4 9 + 3 - x = | 4:plum 9:plum +:plum 3:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 10 | (9-(3-4))=x | 9 3 4 - - x = | 9:plum 3:plum 4:plum -:plum -:plum x:plum =:plum
EXPR: 1 | POS | INT | 6 | 16 | 16 | x=((9+3)+4) | x 9 3 + 4 + = | x:plum 9:plum 3:plum +:plum 4:plum +:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 8 | x=((9+3)-4) | x 9 3 + 4 - = | x:plum 9:plum 3:plum +:plum 4:plum -:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 2 | x=((9-3)-4) | x 9 3 - 4 - = | x:plum 9:plum 3:plum -:plum 4:plum -:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 8 | (9+(3-4))=x | 9 3 4 - + x = | 9:plum 3:plum 4:plum -:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 8 | x=((3-4)+9) | x 3 4 - 9 + = | x:plum 3:plum 4:plum -:plum 9:plum +:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 10 | x=((9-3)+4) | x 9 3 - 4 + = | x:plum 9:plum 3:plum -:plum 4:plum +:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 2 | ((9-3)-4)=x | 9 3 - 4 - x = | 9:plum 3:plum -:plum 4:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 10 | ((9-3)+4)=x | 9 3 - 4 + x = | 9:plum 3:plum -:plum 4:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 8 | ((3-4)+9)=x | 3 4 - 9 + x = | 3:plum 4:plum -:plum 9:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 8 | (3-(4-9))=x | 3 4 9 - - x = | 3:plum 4:plum 9:plum -:plum -:plum x:plum =:plum
EXPR: 1 | POS | INT | 6 | 16 | 16 | (3+(4+9))=x | 3 4 9 + + x = | 3:plum 4:plum 9:plum +:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 8 | x=(9+(3-4)) | x 9 3 4 - + = | x:plum 9:plum 3:plum 4:plum -:plum +:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 10 | x=(9-(3-4)) | x 9 3 4 - - = | x:plum 9:plum 3:plum 4:plum -:plum -:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 8 | ((9+3)-4)=x | 9 3 + 4 - x = | 9:plum 3:plum +:plum 4:plum -:plum x:plum =:plum
EXPR: 1 | POS | INT | 6 | 16 | 16 | x=(3+(4+9)) | x 3 4 9 + + = | x:plum 3:plum 4:plum 9:plum +:plum +:plum =:plum
EXPR: 1 | POS | INT | 6 | 16 | 16 | ((9+3)+4)=x | 9 3 + 4 + x = | 9:plum 3:plum +:plum 4:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 6 | 16 | 8 | x=(3-(4-9)) | x 3 4 9 - - = | x:plum 3:plum 4:plum 9:plum -:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | 9=((x+3)+4) | 9 x 3 + 4 + = | 9:plum x:plum 3:plum +:plum 4:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | 9=(3+(x+4)) | 9 3 x 4 + + = | 9:plum 3:plum x:plum 4:plum +:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 9=(3+(x-4)) | 9 3 x 4 - + = | 9:plum 3:plum x:plum 4:plum -:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 12 | 9=(3*(x/4)) | 9 3 x 4 / * = | 9:plum 3:plum x:NONE 4:plum /:NONE *:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 3=((4+9)-x) | 3 4 9 + x - = | 3:plum 4:plum 9:plum +:plum x:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | 9=(3+(4+x)) | 9 3 4 x + + = | 9:plum 3:plum 4:plum x:plum +:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | (9-(x+3))=4 | 9 x 3 + - 4 = | 9:plum x:plum 3:plum +:plum -:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | (x+(3-4))=9 | x 3 4 - + 9 = | x:plum 3:plum 4:plum -:plum +:plum 9:plum =:plum
EXPR: 1 | POS | INT | 7 | 16 | 16 | (x-(9+3))=4 | x 9 3 + - 4 = | x:plum 9:plum 3:plum +:plum -:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | (9-(x-3))=4 | 9 x 3 - - 4 = | 9:plum x:plum 3:plum -:plum -:plum 4:plum =:plum
EXPR: 1 | POS | INT | 7 | 16 | 16 | 3=((x-4)-9) | 3 x 4 - 9 - = | 3:plum x:plum 4:plum -:plum 9:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 9=((3-4)+x) | 9 3 4 - x + = | 9:plum 3:plum 4:plum -:plum x:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 9 | 3=(4-(9/x)) | 3 4 9 x / - = | 3:plum 4:plum 9:plum x:NONE /:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | 3=(4-(9-x)) | 3 4 9 x - - = | 3:plum 4:plum 9:plum x:plum -:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 3=((4-x)+9) | 3 4 x - 9 + = | 3:plum 4:plum x:plum -:plum 9:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | (3+(x-4))=9 | 3 x 4 - + 9 = | 3:plum x:plum 4:plum -:plum +:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 3=(4+(9-x)) | 3 4 9 x - + = | 3:plum 4:plum 9:plum x:plum -:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | (x-(3-4))=9 | x 3 4 - - 9 = | x:plum 3:plum 4:plum -:plum -:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 3 | 3=((x*4)-9) | 3 x 4 * 9 - = | 3:plum x:NONE 4:plum *:plum 9:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 3 | 3=((4*x)-9) | 3 4 x * 9 - = | 3:plum 4:plum x:NONE *:plum 9:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 12 | (3*(x/4))=9 | 3 x 4 / * 9 = | 3:plum x:NONE 4:plum /:NONE *:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | (3+(x+4))=9 | 3 x 4 + + 9 = | 3:plum x:plum 4:plum +:plum +:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | 3=((x+4)-9) | 3 x 4 + 9 - = | 3:plum x:plum 4:plum +:plum 9:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | 9=((3+x)+4) | 9 3 x + 4 + = | 9:plum 3:plum x:plum +:plum 4:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 9=((3+x)-4) | 9 3 x + 4 - = | 9:plum 3:plum x:plum +:plum 4:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | (x-(9-3))=4 | x 9 3 - - 4 = | x:plum 9:plum 3:plum -:plum -:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | ((9-x)+3)=4 | 9 x - 3 + 4 = | 9:plum x:plum -:plum 3:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 9=(3-(4-x)) | 9 3 4 x - - = | 9:plum 3:plum 4:plum x:plum -:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | ((3+x)-4)=9 | 3 x + 4 - 9 = | 3:plum x:plum +:plum 4:plum -:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 3 | ((9+3)/x)=4 | 9 3 + x / 4 = | 9:plum 3:plum +:plum x:NONE /:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | (9-(3+x))=4 | 9 3 x + - 4 = | 9:plum 3:plum x:plum +:plum -:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | ((3-4)+x)=9 | 3 4 - x + 9 = | 3:plum 4:plum -:plum x:plum +:plum 9:plum =:plum
EXPR: 1 | POS | INT | 7 | 16 | 16 | 3=(x-(4+9)) | 3 x 4 9 + - = | 3:plum x:plum 4:plum 9:plum +:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | ((3+x)+4)=9 | 3 x + 4 + 9 = | 3:plum x:plum +:plum 4:plum +:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | 3=((4+x)-9) | 3 4 x + 9 - = | 3:plum 4:plum x:plum +:plum 9:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | (3+(9-4))=x | 3 9 4 - + x = | 3:plum 9:plum 4:plum -:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 9 | ((9/x)+3)=4 | 9 x / 3 + 4 = | 9:plum x:NONE /:plum 3:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | (9+(3-x))=4 | 9 3 x - + 4 = | 9:plum 3:plum x:plum -:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | 3=((4-9)+x) | 3 4 9 - x + = | 3:plum 4:plum 9:plum -:plum x:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | 9=((x-3)+4) | 9 x 3 - 4 + = | 9:plum x:plum 3:plum -:plum 4:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 9=((x+3)-4) | 9 x 3 + 4 - = | 9:plum x:plum 3:plum +:plum 4:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | 3=(4+(x-9)) | 3 4 x 9 - + = | 3:plum 4:plum x:plum 9:plum -:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | ((9-x)-3)=4 | 9 x - 3 - 4 = | 9:plum x:plum -:plum 3:plum -:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | ((9+3)-x)=4 | 9 3 + x - 4 = | 9:plum 3:plum +:plum x:plum -:plum 4:plum =:plum
EXPR: 1 | POS | INT | 7 | 16 | 16 | 9=((x-3)-4) | 9 x 3 - 4 - = | 9:plum x:plum 3:plum -:plum 4:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 3=(4-(x-9)) | 3 4 x 9 - - = | 3:plum 4:plum x:plum 9:plum -:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 12 | ((x/9)*3)=4 | x 9 / 3 * 4 = | x:NONE 9:plum /:NONE 3:plum *:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | x=(3+(9-4)) | x 3 9 4 - + = | x:plum 3:plum 9:plum 4:plum -:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | 9=(x+(3-4)) | 9 x 3 4 - + = | 9:plum x:plum 3:plum 4:plum -:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | 9=(x-(3-4)) | 9 x 3 4 - - = | 9:plum x:plum 3:plum 4:plum -:plum -:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | 3=(x+(4-9)) | 3 x 4 9 - + = | 3:plum x:plum 4:plum 9:plum -:plum +:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | ((9-3)-x)=4 | 9 3 - x - 4 = | 9:plum 3:plum -:plum x:plum -:plum 4:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | ((x+3)-4)=9 | x 3 + 4 - 9 = | x:plum 3:plum +:plum 4:plum -:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | (3+(4+x))=9 | 3 4 x + + 9 = | 3:plum 4:plum x:plum +:plum +:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 2 | ((x+3)+4)=9 | x 3 + 4 + 9 = | x:plum 3:plum +:plum 4:plum +:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | (3-(4-x))=9 | 3 4 x - - 9 = | 3:plum 4:plum x:plum -:plum -:plum 9:plum =:plum
EXPR: 1 | POS | INT | 7 | 16 | 16 | ((x-9)-3)=4 | x 9 - 3 - 4 = | x:plum 9:plum -:plum 3:plum -:plum 4:plum =:plum
EXPR: 1 | POS | INT | 7 | 16 | 16 | ((x-3)-4)=9 | x 3 - 4 - 9 = | x:plum 3:plum -:plum 4:plum -:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 8 | ((x-3)+4)=9 | x 3 - 4 + 9 = | x:plum 3:plum -:plum 4:plum +:plum 9:plum =:plum
EXPR: 0 | POS | INT | 7 | 16 | 10 | ((x-9)+3)=4 | x 9 - 3 + 4 = | x:plum 9:plum -:plum 3:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 8 | 16 | 8 | (3+(9-4))=x | 3 9 4 - + x = | 3:plum 9:plum 4:plum -:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 8 | 16 | 8 | x=(3+(9-4)) | x 3 9 4 - + = | x:plum 3:plum 9:plum 4:plum -:plum +:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 8 | (3-(x-9))=4 | 3 x 9 - - 4 = | 3:plum x:plum 9:plum -:plum -:plum 4:plum =:plum
EXPR: 1 | POS | INT | 9 | 16 | 16 | 3=((x-9)-4) | 3 x 9 - 4 - = | 3:plum x:plum 9:plum -:plum 4:plum -:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 8 | 3=((x-9)+4) | 3 x 9 - 4 + = | 3:plum x:plum 9:plum -:plum 4:plum +:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 10 | (x+(3-9))=4 | x 3 9 - + 4 = | x:plum 3:plum 9:plum -:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 9 | (3+(9/x))=4 | 3 9 x / + 4 = | 3:plum 9:plum x:NONE /:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 2 | 3=(9-(4+x)) | 3 9 4 x + - = | 3:plum 9:plum 4:plum x:plum +:plum -:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 10 | 3=(9+(4-x)) | 3 9 4 x - + = | 3:plum 9:plum 4:plum x:plum -:plum +:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 10 | (3+(x-9))=4 | 3 x 9 - + 4 = | 3:plum x:plum 9:plum -:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 10 | 3=((9-x)+4) | 3 9 x - 4 + = | 3:plum 9:plum x:plum -:plum 4:plum +:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 12 | (3*(x/9))=4 | 3 x 9 / * 4 = | 3:plum x:NONE 9:plum /:NONE *:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 8 | ((3-x)+9)=4 | 3 x - 9 + 4 = | 3:plum x:plum -:plum 9:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 2 | 3=((9-x)-4) | 3 9 x - 4 - = | 3:plum 9:plum x:plum -:plum 4:plum -:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 10 | ((3-9)+x)=4 | 3 9 - x + 4 = | 3:plum 9:plum -:plum x:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 10 | ((3+x)-9)=4 | 3 x + 9 - 4 = | 3:plum x:plum +:plum 9:plum -:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 8 | (3+(9-x))=4 | 3 9 x - + 4 = | 3:plum 9:plum x:plum -:plum +:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 2 | 3=((9-4)-x) | 3 9 4 - x - = | 3:plum 9:plum 4:plum -:plum x:plum -:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 2 | 3=(9-(x+4)) | 3 9 x 4 + - = | 3:plum 9:plum x:plum 4:plum +:plum -:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 10 | 3=(9-(x-4)) | 3 9 x 4 - - = | 3:plum 9:plum x:plum 4:plum -:plum -:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 10 | ((x+3)-9)=4 | x 3 + 9 - 4 = | x:plum 3:plum +:plum 9:plum -:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 10 | (3-(9-x))=4 | 3 9 x - - 4 = | 3:plum 9:plum x:plum -:plum -:plum 4:plum =:plum
EXPR: 1 | POS | INT | 9 | 16 | 16 | ((x-3)-9)=4 | x 3 - 9 - 4 = | x:plum 3:plum -:plum 9:plum -:plum 4:plum =:plum
EXPR: 0 | POS | INT | 9 | 16 | 8 | 3=(x-(9-4)) | 3 x 9 4 - - = | 3:plum x:plum 9:plum 4:plum -:plum -:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 39 | x=((4+9)*3) | x 4 9 + 3 * = | x:NONE 4:plum 9:plum +:plum 3:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 24 | (4*(9-3))=x | 4 9 3 - * x = | 4:NONE 9:plum 3:plum -:plum *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 33 | x=((4*9)-3) | x 4 9 * 3 - = | x:plum 4:NONE 9:plum *:plum 3:plum -:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 48 | x=(4*(9+3)) | x 4 9 3 + * = | x:NONE 4:NONE 9:plum 3:plum +:plum *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 39 | x=((4+9)*3) | x 4 9 + 3 * = | x:plum 4:plum 9:plum +:plum 3:NONE *:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 48 | x=(4*(9+3)) | x 4 9 3 + * = | x:plum 4:NONE 9:plum 3:plum +:plum *:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 24 | x=(4*(9-3)) | x 4 9 3 - * = | x:NONE 4:NONE 9:plum 3:plum -:plum *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 39 | ((4*9)+3)=x | 4 9 * 3 + x = | 4:plum 9:NONE *:plum 3:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 33 | ((4*9)-3)=x | 4 9 * 3 - x = | 4:plum 9:NONE *:plum 3:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 24 | x=(4*(9-3)) | x 4 9 3 - * = | x:plum 4:NONE 9:plum 3:plum -:plum *:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 24 | (4*(9-3))=x | 4 9 3 - * x = | 4:NONE 9:plum 3:plum -:plum *:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 48 | (4*(9+3))=x | 4 9 3 + * x = | 4:NONE 9:plum 3:plum +:plum *:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 48 | (4*(9+3))=x | 4 9 3 + * x = | 4:NONE 9:plum 3:plum +:plum *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 39 | x=((4*9)+3) | x 4 9 * 3 + = | x:plum 4:plum 9:NONE *:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 33 | x=((4*9)-3) | x 4 9 * 3 - = | x:plum 4:plum 9:NONE *:plum 3:plum -:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 12 | x=((4*9)/3) | x 4 9 * 3 / = | x:NONE 4:plum 9:NONE *:NONE 3:plum /:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 31 | (4+(9*3))=x | 4 9 3 * + x = | 4:plum 9:plum 3:NONE *:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 39 | ((4*9)+3)=x | 4 9 * 3 + x = | 4:NONE 9:plum *:plum 3:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 33 | ((4*9)-3)=x | 4 9 * 3 - x = | 4:NONE 9:plum *:plum 3:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 31 | x=(4+(9*3)) | x 4 9 3 * + = | x:plum 4:plum 9:NONE 3:plum *:plum +:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 12 | x=((4*9)/3) | x 4 9 * 3 / = | x:NONE 4:NONE 9:plum *:NONE 3:plum /:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 12 | x=(4*(9/3)) | x 4 9 3 / * = | x:plum 4:plum 9:NONE 3:plum /:NONE *:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 39 | x=((4*9)+3) | x 4 9 * 3 + = | x:plum 4:NONE 9:plum *:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 39 | ((4+9)*3)=x | 4 9 + 3 * x = | 4:plum 9:plum +:plum 3:NONE *:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 12 | ((4*9)/3)=x | 4 9 * 3 / x = | 4:NONE 9:plum *:NONE 3:plum /:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 39 | ((4+9)*3)=x | 4 9 + 3 * x = | 4:plum 9:plum +:plum 3:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 12 | x=(4*(9/3)) | x 4 9 3 / * = | x:NONE 4:plum 9:NONE 3:plum /:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 12 | (4*(9/3))=x | 4 9 3 / * x = | 4:plum 9:NONE 3:plum /:NONE *:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 12 | (4*(9/3))=x | 4 9 3 / * x = | 4:plum 9:NONE 3:plum /:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 10 | 16 | 7 | (4+(9/3))=x | 4 9 3 / + x = | 4:plum 9:plum 3:NONE /:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 1 | (4-(9/3))=x | 4 9 3 / - x = | 4:plum 9:plum 3:NONE /:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 31 | (4+(9*3))=x | 4 9 3 * + x = | 4:plum 9:NONE 3:plum *:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 7 | x=(4+(9/3)) | x 4 9 3 / + = | x:plum 4:plum 9:plum 3:NONE /:plum +:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 1 | x=(4-(9/3)) | x 4 9 3 / - = | x:plum 4:plum 9:plum 3:NONE /:plum -:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 31 | x=(4+(9*3)) | x 4 9 3 * + = | x:plum 4:plum 9:plum 3:NONE *:plum +:plum =:plum
EXPR: 0 | POS | INT | 10 | 16 | 12 | ((4*9)/3)=x | 4 9 * 3 / x = | 4:plum 9:NONE *:NONE 3:plum /:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 39 | x=((4+9)*3) | x 4 9 + 3 * = | x:NONE 4:plum 9:plum +:plum 3:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 33 | x=((4*9)-3) | x 4 9 * 3 - = | x:plum 4:NONE 9:plum *:plum 3:plum -:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 39 | x=((4+9)*3) | x 4 9 + 3 * = | x:plum 4:plum 9:plum +:plum 3:NONE *:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 39 | ((4*9)+3)=x | 4 9 * 3 + x = | 4:plum 9:NONE *:plum 3:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 33 | ((4*9)-3)=x | 4 9 * 3 - x = | 4:plum 9:NONE *:plum 3:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 48 | (4*(9+3))=x | 4 9 3 + * x = | 4:NONE 9:plum 3:plum +:plum *:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 48 | x=(4*(9+3)) | x 4 9 3 + * = | x:NONE 4:NONE 9:plum 3:plum +:plum *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 48 | (4*(9+3))=x | 4 9 3 + * x = | 4:NONE 9:plum 3:plum +:plum *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 33 | x=((4*9)-3) | x 4 9 * 3 - = | x:plum 4:plum 9:NONE *:plum 3:plum -:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 24 | (4*(9-3))=x | 4 9 3 - * x = | 4:NONE 9:plum 3:plum -:plum *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 12 | x=((4*9)/3) | x 4 9 * 3 / = | x:NONE 4:plum 9:NONE *:NONE 3:plum /:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 48 | x=(4*(9+3)) | x 4 9 3 + * = | x:plum 4:NONE 9:plum 3:plum +:plum *:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 24 | x=(4*(9-3)) | x 4 9 3 - * = | x:plum 4:NONE 9:plum 3:plum -:plum *:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 39 | x=((4*9)+3) | x 4 9 * 3 + = | x:plum 4:plum 9:NONE *:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 39 | ((4*9)+3)=x | 4 9 * 3 + x = | 4:NONE 9:plum *:plum 3:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 31 | (4+(9*3))=x | 4 9 3 * + x = | 4:plum 9:plum 3:NONE *:plum +:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 33 | ((4*9)-3)=x | 4 9 * 3 - x = | 4:NONE 9:plum *:plum 3:plum -:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 24 | (4*(9-3))=x | 4 9 3 - * x = | 4:NONE 9:plum 3:plum -:plum *:plum x:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 31 | x=(4+(9*3)) | x 4 9 3 * + = | x:plum 4:plum 9:NONE 3:plum *:plum +:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 12 | x=((4*9)/3) | x 4 9 * 3 / = | x:NONE 4:NONE 9:plum *:NONE 3:plum /:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 39 | x=((4*9)+3) | x 4 9 * 3 + = | x:plum 4:NONE 9:plum *:plum 3:plum +:plum =:plum
EXPR: 0 | POS | INT | 11 | 16 | 12 | x=(4*(9/3)) | x 4 9 3 / * = | x:NONE 4:plum 9:NONE 3:plum /:NONE *:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 12 | ((4*9)/3)=x | 4 9 * 3 / x = | 4:NONE 9:plum *:NONE 3:plum /:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 39 | ((4+9)*3)=x | 4 9 + 3 * x = | 4:plum 9:plum +:plum 3:NONE *:NONE x:NONE =:NONE
EXPR: 0 | POS | INT | 11 | 16 | 39 | ((4+9)*3)=x | 4 9 + 3 * x = | 4:plum 9:plum +:plum 3:NONE *:plum x:plum =:plum
